#              time [ns]          Abs(ampl) [MHz]
4.000399999999999789e-02 0.000000000000000000e+00
1.200119999999999937e-01 0.000000000000000000e+00
2.000200000000000033e-01 0.000000000000000000e+00
2.800279999999999991e-01 0.000000000000000000e+00
3.600360000000000227e-01 0.000000000000000000e+00
4.400439999999999907e-01 0.000000000000000000e+00
5.200520100000000090e-01 0.000000000000000000e+00
6.000600099999999770e-01 0.000000000000000000e+00
6.800680099999999451e-01 0.000000000000000000e+00
7.600760100000000241e-01 0.000000000000000000e+00
8.400840099999999921e-01 0.000000000000000000e+00
9.200920099999999602e-01 0.000000000000000000e+00
1.000099999999999989e+00 0.000000000000000000e+00
1.080108000000000068e+00 0.000000000000000000e+00
1.160115999999999925e+00 0.000000000000000000e+00
1.240124000000000004e+00 0.000000000000000000e+00
1.320132000000000083e+00 0.000000000000000000e+00
1.400139999999999940e+00 0.000000000000000000e+00
1.480148000000000019e+00 0.000000000000000000e+00
1.560156000000000098e+00 0.000000000000000000e+00
1.640163999999999955e+00 0.000000000000000000e+00
1.720172000000000034e+00 0.000000000000000000e+00
1.800179999999999891e+00 0.000000000000000000e+00
1.880187999999999970e+00 0.000000000000000000e+00
1.960196000000000049e+00 0.000000000000000000e+00
2.040204000000000129e+00 0.000000000000000000e+00
2.120211999999999986e+00 0.000000000000000000e+00
2.200219999999999843e+00 0.000000000000000000e+00
2.280228000000000144e+00 0.000000000000000000e+00
2.360236000000000001e+00 0.000000000000000000e+00
2.440243999999999858e+00 0.000000000000000000e+00
2.520252000000000159e+00 0.000000000000000000e+00
2.600260000000000016e+00 0.000000000000000000e+00
2.680267999999999873e+00 0.000000000000000000e+00
2.760276000000000174e+00 0.000000000000000000e+00
2.840284000000000031e+00 0.000000000000000000e+00
2.920291999999999888e+00 0.000000000000000000e+00
3.000300000000000189e+00 0.000000000000000000e+00
3.080308000000000046e+00 0.000000000000000000e+00
3.160315999999999903e+00 0.000000000000000000e+00
3.240324000000000204e+00 0.000000000000000000e+00
3.320332000000000061e+00 0.000000000000000000e+00
3.400339999999999918e+00 0.000000000000000000e+00
3.480348000000000219e+00 0.000000000000000000e+00
3.560356000000000076e+00 0.000000000000000000e+00
3.640363999999999933e+00 0.000000000000000000e+00
3.720371999999999790e+00 0.000000000000000000e+00
3.800380000000000091e+00 0.000000000000000000e+00
3.880387999999999948e+00 0.000000000000000000e+00
3.960395999999999805e+00 0.000000000000000000e+00
4.040403999999999662e+00 0.000000000000000000e+00
4.120411999999999964e+00 0.000000000000000000e+00
4.200420000000000265e+00 0.000000000000000000e+00
4.280427999999999678e+00 0.000000000000000000e+00
4.360435999999999979e+00 0.000000000000000000e+00
4.440444000000000280e+00 0.000000000000000000e+00
4.520451999999999693e+00 0.000000000000000000e+00
4.600459999999999994e+00 0.000000000000000000e+00
4.680468000000000295e+00 0.000000000000000000e+00
4.760475999999999708e+00 0.000000000000000000e+00
4.840484000000000009e+00 0.000000000000000000e+00
4.920492000000000310e+00 0.000000000000000000e+00
5.000500100000000003e+00 0.000000000000000000e+00
5.080508100000000304e+00 0.000000000000000000e+00
5.160516099999999717e+00 0.000000000000000000e+00
5.240524100000000018e+00 0.000000000000000000e+00
5.320532100000000320e+00 0.000000000000000000e+00
5.400540099999999732e+00 0.000000000000000000e+00
5.480548100000000034e+00 0.000000000000000000e+00
5.560556100000000335e+00 0.000000000000000000e+00
5.640564099999999748e+00 0.000000000000000000e+00
5.720572100000000049e+00 0.000000000000000000e+00
5.800580100000000350e+00 0.000000000000000000e+00
5.880588099999999763e+00 0.000000000000000000e+00
5.960596100000000064e+00 0.000000000000000000e+00
6.040604100000000365e+00 0.000000000000000000e+00
6.120612099999999778e+00 0.000000000000000000e+00
6.200620100000000079e+00 0.000000000000000000e+00
6.280628100000000380e+00 0.000000000000000000e+00
6.360636099999999793e+00 0.000000000000000000e+00
6.440644100000000094e+00 0.000000000000000000e+00
6.520652100000000395e+00 0.000000000000000000e+00
6.600660099999999808e+00 0.000000000000000000e+00
6.680668100000000109e+00 0.000000000000000000e+00
6.760676100000000410e+00 0.000000000000000000e+00
6.840684099999999823e+00 0.000000000000000000e+00
6.920692100000000124e+00 0.000000000000000000e+00
7.000700100000000425e+00 0.000000000000000000e+00
7.080708099999999838e+00 0.000000000000000000e+00
7.160716100000000139e+00 0.000000000000000000e+00
7.240724100000000441e+00 0.000000000000000000e+00
7.320732099999999853e+00 0.000000000000000000e+00
7.400740100000000155e+00 0.000000000000000000e+00
7.480748099999999567e+00 0.000000000000000000e+00
7.560756099999999869e+00 0.000000000000000000e+00
7.640764100000000170e+00 0.000000000000000000e+00
7.720772099999999583e+00 0.000000000000000000e+00
7.800780099999999884e+00 0.000000000000000000e+00
7.880788100000000185e+00 0.000000000000000000e+00
7.960796099999999598e+00 0.000000000000000000e+00
8.040804100000000787e+00 0.000000000000000000e+00
8.120812100000000200e+00 0.000000000000000000e+00
8.200820099999999613e+00 0.000000000000000000e+00
8.280828100000000802e+00 0.000000000000000000e+00
8.360836100000000215e+00 0.000000000000000000e+00
8.440844099999999628e+00 0.000000000000000000e+00
8.520852100000000817e+00 0.000000000000000000e+00
8.600860100000000230e+00 0.000000000000000000e+00
8.680868099999999643e+00 0.000000000000000000e+00
8.760876100000000832e+00 0.000000000000000000e+00
8.840884100000000245e+00 0.000000000000000000e+00
8.920892099999999658e+00 0.000000000000000000e+00
9.000900100000000847e+00 0.000000000000000000e+00
9.080908100000000260e+00 0.000000000000000000e+00
9.160916099999999673e+00 0.000000000000000000e+00
