#  Guess pulse generated by entanglement.pyc
#  Blackman pulse with E0 = 425 MHz
#               time [ns]           Re(ampl) [MHz]           Im(ampl) [MHz]
  3.62681340670335217E+01  6.75340838162699271E+01  0.00000000000000000E+00
  3.63681840920460289E+01  6.79793208348446285E+01  0.00000000000000000E+00
  3.64682341170585289E+01  6.84263098621992896E+01  0.00000000000000000E+00
  3.65682841420710361E+01  6.88750512555433261E+01  0.00000000000000000E+00
  3.66683341670835432E+01  6.93255453284985208E+01  0.00000000000000000E+00
  3.67683841920960504E+01  6.97777923509082285E+01  0.00000000000000000E+00
  3.68684342171085575E+01  7.02317925486482864E+01  0.00000000000000000E+00
  3.69684842421210647E+01  7.06875461034392174E+01  0.00000000000000000E+00
  3.70685342671335718E+01  7.11450531526600827E+01  0.00000000000000000E+00
  3.71685842921460790E+01  7.16043137891635837E+01  0.00000000000000000E+00
  3.72686343171585861E+01  7.20653280610930977E+01  0.00000000000000000E+00
  3.73686843421710861E+01  7.25280959717008500E+01  0.00000000000000000E+00
  3.74687343671835933E+01  7.29926174791677767E+01  0.00000000000000000E+00
  3.75687843921961004E+01  7.34588924964250083E+01  0.00000000000000000E+00
  3.76688344172086076E+01  7.39269208909766036E+01  0.00000000000000000E+00
  3.77688844422211147E+01  7.43967024847243437E+01  0.00000000000000000E+00
  3.78689344672336219E+01  7.48682370537935640E+01  0.00000000000000000E+00
  3.79689844922461290E+01  7.53415243283609755E+01  0.00000000000000000E+00
  3.80690345172586291E+01  7.58165639924836654E+01  0.00000000000000000E+00
  3.81690845422711362E+01  7.62933556839303577E+01  0.00000000000000000E+00
  3.82691345672836434E+01  7.67718989940132559E+01  0.00000000000000000E+00
  3.83691845922961505E+01  7.72521934674226287E+01  0.00000000000000000E+00
  3.84692346173086577E+01  7.77342386020620495E+01  0.00000000000000000E+00
  3.85692846423211648E+01  7.82180338488860230E+01  0.00000000000000000E+00
  3.86693346673336720E+01  7.87035786117387204E+01  0.00000000000000000E+00
  3.87693846923461791E+01  7.91908722471945055E+01  0.00000000000000000E+00
  3.88694347173586863E+01  7.96799140644003074E+01  0.00000000000000000E+00
  3.89694847423711863E+01  8.01707033249194012E+01  0.00000000000000000E+00
  3.90695347673836935E+01  8.06632392425770348E+01  0.00000000000000000E+00
  3.91695847923962006E+01  8.11575209833074780E+01  0.00000000000000000E+00
  3.92696348174087078E+01  8.16535476650031455E+01  0.00000000000000000E+00
  3.93696848424212149E+01  8.21513183573650991E+01  0.00000000000000000E+00
  3.94697348674337221E+01  8.26508320817552828E+01  0.00000000000000000E+00
  3.95697848924462292E+01  8.31520878110506345E+01  0.00000000000000000E+00
  3.96698349174587293E+01  8.36550844694986608E+01  0.00000000000000000E+00
  3.97698849424712364E+01  8.41598209325752435E+01  0.00000000000000000E+00
  3.98699349674837435E+01  8.46662960268432414E+01  0.00000000000000000E+00
  3.99699849924962507E+01  8.51745085298138633E+01  0.00000000000000000E+00
  4.00700350175087578E+01  8.56844571698090931E+01  0.00000000000000000E+00
  4.01700850425212650E+01  8.61961406258263025E+01  0.00000000000000000E+00
  4.02701350675337721E+01  8.67095575274040726E+01  0.00000000000000000E+00
  4.03701850925462793E+01  8.72247064544903594E+01  0.00000000000000000E+00
  4.04702351175587864E+01  8.77415859373123226E+01  0.00000000000000000E+00
  4.05702851425712865E+01  8.82601944562474046E+01  0.00000000000000000E+00
  4.06703351675837936E+01  8.87805304416970529E+01  0.00000000000000000E+00
  4.07703851925963008E+01  8.93025922739614515E+01  0.00000000000000000E+00
  4.08704352176088079E+01  8.98263782831163837E+01  0.00000000000000000E+00
  4.09704852426213151E+01  9.03518867488922695E+01  0.00000000000000000E+00
  4.10705352676338222E+01  9.08791159005541260E+01  0.00000000000000000E+00
  4.11705852926463294E+01  9.14080639167843572E+01  0.00000000000000000E+00
  4.12706353176588294E+01  9.19387289255664086E+01  0.00000000000000000E+00
  4.13706853426713366E+01  9.24711090040712946E+01  0.00000000000000000E+00
  4.14707353676838437E+01  9.30052021785447920E+01  0.00000000000000000E+00
  4.15707853926963509E+01  9.35410064241976045E+01  0.00000000000000000E+00
  4.16708354177088580E+01  9.40785196650964650E+01  0.00000000000000000E+00
  4.17708854427213652E+01  9.46177397740579096E+01  0.00000000000000000E+00
  4.18709354677338723E+01  9.51586645725429605E+01  0.00000000000000000E+00
  4.19709854927463795E+01  9.57012918305547231E+01  0.00000000000000000E+00
  4.20710355177588866E+01  9.62456192665372043E+01  0.00000000000000000E+00
  4.21710855427713867E+01  9.67916445472759506E+01  0.00000000000000000E+00
  4.22711355677838938E+01  9.73393652878010869E+01  0.00000000000000000E+00
  4.23711855927964010E+01  9.78887790512918627E+01  0.00000000000000000E+00
  4.24712356178089081E+01  9.84398833489829457E+01  0.00000000000000000E+00
  4.25712856428214153E+01  9.89926756400732586E+01  0.00000000000000000E+00
  4.26713356678339224E+01  9.95471533316359540E+01  0.00000000000000000E+00
  4.27713856928464295E+01  1.00103313778531103E+02  0.00000000000000000E+00
  4.28714357178589296E+01  1.00661154283319377E+02  0.00000000000000000E+00
  4.29714857428714367E+01  1.01220672096178674E+02  0.00000000000000000E+00
  4.30715357678839439E+01  1.01781864414821598E+02  0.00000000000000000E+00
  4.31715857928964510E+01  1.02344728384416044E+02  0.00000000000000000E+00
  4.32716358179089582E+01  1.02909261097506601E+02  0.00000000000000000E+00
  4.33716858429214653E+01  1.03475459593938908E+02  0.00000000000000000E+00
  4.34717358679339725E+01  1.04043320860784945E+02  0.00000000000000000E+00
  4.35717858929464796E+01  1.04612841832271130E+02  0.00000000000000000E+00
  4.36718359179589868E+01  1.05184019389708212E+02  0.00000000000000000E+00
  4.37718859429714868E+01  1.05756850361422494E+02  0.00000000000000000E+00
  4.38719359679839940E+01  1.06331331522690007E+02  0.00000000000000000E+00
  4.39719859929965011E+01  1.06907459595671952E+02  0.00000000000000000E+00
  4.40720360180090083E+01  1.07485231249352140E+02  0.00000000000000000E+00
  4.41720860430215154E+01  1.08064643099476825E+02  0.00000000000000000E+00
  4.42721360680340226E+01  1.08645691708496457E+02  0.00000000000000000E+00
  4.43721860930465297E+01  1.09228373585508791E+02  0.00000000000000000E+00
  4.44722361180590298E+01  1.09812685186205016E+02  0.00000000000000000E+00
  4.45722861430715369E+01  1.10398622912817046E+02  0.00000000000000000E+00
  4.46723361680840441E+01  1.10986183114067160E+02  0.00000000000000000E+00
  4.47723861930965512E+01  1.11575362085119536E+02  0.00000000000000000E+00
  4.48724362181090584E+01  1.12166156067534132E+02  0.00000000000000000E+00
  4.49724862431215655E+01  1.12758561249221913E+02  0.00000000000000000E+00
  4.50725362681340727E+01  1.13352573764402933E+02  0.00000000000000000E+00
  4.51725862931465798E+01  1.13948189693565709E+02  0.00000000000000000E+00
  4.52726363181590870E+01  1.14545405063429072E+02  0.00000000000000000E+00
  4.53726863431715870E+01  1.15144215846905695E+02  0.00000000000000000E+00
  4.54727363681840941E+01  1.15744617963068237E+02  0.00000000000000000E+00
  4.55727863931966013E+01  1.16346607277116732E+02  0.00000000000000000E+00
  4.56728364182091084E+01  1.16950179600348690E+02  0.00000000000000000E+00
  4.57728864432216156E+01  1.17555330690130944E+02  0.00000000000000000E+00
  4.58729364682341227E+01  1.18162056249873530E+02  0.00000000000000000E+00
  4.59729864932466299E+01  1.18770351929005599E+02  0.00000000000000000E+00
  4.60730365182591299E+01  1.19380213322953537E+02  0.00000000000000000E+00
  4.61730865432716371E+01  1.19991635973121205E+02  0.00000000000000000E+00
  4.62731365682841442E+01  1.20604615366871798E+02  0.00000000000000000E+00
  4.63731865932966514E+01  1.21219146937512036E+02  0.00000000000000000E+00
  4.64732366183091585E+01  1.21835226064278984E+02  0.00000000000000000E+00
  4.65732866433216657E+01  1.22452848072327512E+02  0.00000000000000000E+00
  4.66733366683341728E+01  1.23072008232721416E+02  0.00000000000000000E+00
  4.67733866933466800E+01  1.23692701762425486E+02  0.00000000000000000E+00
  4.68734367183591871E+01  1.24314923824300209E+02  0.00000000000000000E+00
  4.69734867433716872E+01  1.24938669527098369E+02  0.00000000000000000E+00
  4.70735367683841943E+01  1.25563933925463871E+02  0.00000000000000000E+00
  4.71735867933967015E+01  1.26190712019932064E+02  0.00000000000000000E+00
  4.72736368184092086E+01  1.26818998756932970E+02  0.00000000000000000E+00
  4.73736868434217158E+01  1.27448789028796298E+02  0.00000000000000000E+00
  4.74737368684342229E+01  1.28080077673757927E+02  0.00000000000000000E+00
  4.75737868934467301E+01  1.28712859475969822E+02  0.00000000000000000E+00
  4.76738369184592301E+01  1.29347129165510268E+02  0.00000000000000000E+00
  4.77738869434717373E+01  1.29982881418398108E+02  0.00000000000000000E+00
  4.78739369684842444E+01  1.30620110856607198E+02  0.00000000000000000E+00
  4.79739869934967516E+01  1.31258812048084593E+02  0.00000000000000000E+00
  4.80740370185092587E+01  1.31898979506769535E+02  0.00000000000000000E+00
  4.81740870435217658E+01  1.32540607692615453E+02  0.00000000000000000E+00
  4.82741370685342730E+01  1.33183691011613661E+02  0.00000000000000000E+00
  4.83741870935467801E+01  1.33828223815819058E+02  0.00000000000000000E+00
  4.84742371185592873E+01  1.34474200403378035E+02  0.00000000000000000E+00
  4.85742871435717873E+01  1.35121615018558430E+02  0.00000000000000000E+00
  4.86743371685842945E+01  1.35770461851782244E+02  0.00000000000000000E+00
  4.87743871935968016E+01  1.36420735039658865E+02  0.00000000000000000E+00
  4.88744372186093088E+01  1.37072428665022244E+02  0.00000000000000000E+00
  4.89744872436218159E+01  1.37725536756968921E+02  0.00000000000000000E+00
  4.90745372686343231E+01  1.38380053290898417E+02  0.00000000000000000E+00
  4.91745872936468302E+01  1.39035972188556229E+02  0.00000000000000000E+00
  4.92746373186593303E+01  1.39693287318078177E+02  0.00000000000000000E+00
  4.93746873436718374E+01  1.40351992494037546E+02  0.00000000000000000E+00
  4.94747373686843446E+01  1.41012081477493865E+02  0.00000000000000000E+00
  4.95747873936968517E+01  1.41673547976043722E+02  0.00000000000000000E+00
  4.96748374187093589E+01  1.42336385643874223E+02  0.00000000000000000E+00
  4.97748874437218660E+01  1.43000588081817938E+02  0.00000000000000000E+00
  4.98749374687343732E+01  1.43666148837410475E+02  0.00000000000000000E+00
  4.99749874937468803E+01  1.44333061404949547E+02  0.00000000000000000E+00
  5.00750375187593875E+01  1.45001319225557125E+02  0.00000000000000000E+00
  5.01750875437718875E+01  1.45670915687242029E+02  0.00000000000000000E+00
  5.02751375687843947E+01  1.46341844124966912E+02  0.00000000000000000E+00
  5.03751875937969018E+01  1.47014097820714881E+02  0.00000000000000000E+00
  5.04752376188094090E+01  1.47687670003560243E+02  0.00000000000000000E+00
  5.05752876438219161E+01  1.48362553849740038E+02  0.00000000000000000E+00
  5.06753376688344233E+01  1.49038742482728537E+02  0.00000000000000000E+00
  5.07753876938469304E+01  1.49716228973312951E+02  0.00000000000000000E+00
  5.08754377188594304E+01  1.50395006339672193E+02  0.00000000000000000E+00
  5.09754877438719376E+01  1.51075067547456939E+02  0.00000000000000000E+00
  5.10755377688844447E+01  1.51756405509872366E+02  0.00000000000000000E+00
  5.11755877938969519E+01  1.52439013087762220E+02  0.00000000000000000E+00
  5.12756378189094590E+01  1.53122883089696302E+02  0.00000000000000000E+00
  5.13756878439219662E+01  1.53808008272058373E+02  0.00000000000000000E+00
  5.14757378689344733E+01  1.54494381339137334E+02  0.00000000000000000E+00
  5.15757878939469805E+01  1.55181994943220275E+02  0.00000000000000000E+00
  5.16758379189594876E+01  1.55870841684687065E+02  0.00000000000000000E+00
  5.17758879439719877E+01  1.56560914112107923E+02  0.00000000000000000E+00
  5.18759379689844948E+01  1.57252204722342043E+02  0.00000000000000000E+00
  5.19759879939970020E+01  1.57944705960639396E+02  0.00000000000000000E+00
  5.20760380190095091E+01  1.58638410220743282E+02  0.00000000000000000E+00
  5.21760880440220163E+01  1.59333309844996393E+02  0.00000000000000000E+00
  5.22761380690345234E+01  1.60029397124447826E+02  0.00000000000000000E+00
  5.23761880940470306E+01  1.60726664298962760E+02  0.00000000000000000E+00
  5.24762381190595306E+01  1.61425103557333927E+02  0.00000000000000000E+00
  5.25762881440720378E+01  1.62124707037395552E+02  0.00000000000000000E+00
  5.26763381690845449E+01  1.62825466826138353E+02  0.00000000000000000E+00
  5.27763881940970521E+01  1.63527374959828137E+02  0.00000000000000000E+00
  5.28764382191095592E+01  1.64230423424124837E+02  0.00000000000000000E+00
  5.29764882441220664E+01  1.64934604154204862E+02  0.00000000000000000E+00
  5.30765382691345735E+01  1.65639909034884909E+02  0.00000000000000000E+00
  5.31765882941470807E+01  1.66346329900747776E+02  0.00000000000000000E+00
  5.32766383191595878E+01  1.67053858536270383E+02  0.00000000000000000E+00
  5.33766883441720879E+01  1.67762486675953710E+02  0.00000000000000000E+00
  5.34767383691845950E+01  1.68472206004455330E+02  0.00000000000000000E+00
  5.35767883941971021E+01  1.69183008156722877E+02  0.00000000000000000E+00
  5.36768384192096093E+01  1.69894884718130442E+02  0.00000000000000000E+00
  5.37768884442221164E+01  1.70607827224616926E+02  0.00000000000000000E+00
  5.38769384692346236E+01  1.71321827162825855E+02  0.00000000000000000E+00
  5.39769884942471307E+01  1.72036875970247735E+02  0.00000000000000000E+00
  5.40770385192596308E+01  1.72752965035364298E+02  0.00000000000000000E+00
  5.41770885442721379E+01  1.73470085697794843E+02  0.00000000000000000E+00
  5.42771385692846451E+01  1.74188229248444031E+02  0.00000000000000000E+00
  5.43771885942971522E+01  1.74907386929652660E+02  0.00000000000000000E+00
  5.44772386193096594E+01  1.75627549935349435E+02  0.00000000000000000E+00
  5.45772886443221665E+01  1.76348709411205363E+02  0.00000000000000000E+00
  5.46773386693346737E+01  1.77070856454790260E+02  0.00000000000000000E+00
  5.47773886943471808E+01  1.77793982115730302E+02  0.00000000000000000E+00
  5.48774387193596880E+01  1.78518077395869028E+02  0.00000000000000000E+00
  5.49774887443721880E+01  1.79243133249428610E+02  0.00000000000000000E+00
  5.50775387693846952E+01  1.79969140583175005E+02  0.00000000000000000E+00
  5.51775887943972023E+01  1.80696090256582977E+02  0.00000000000000000E+00
  5.52776388194097095E+01  1.81423973082005091E+02  0.00000000000000000E+00
  5.53776888444222166E+01  1.82152779824841161E+02  0.00000000000000000E+00
  5.54777388694347238E+01  1.82882501203710518E+02  0.00000000000000000E+00
  5.55777888944472309E+01  1.83613127890625861E+02  0.00000000000000000E+00
  5.56778389194597310E+01  1.84344650511169192E+02  0.00000000000000000E+00
  5.57778889444722381E+01  1.85077059644669475E+02  0.00000000000000000E+00
  5.58779389694847453E+01  1.85810345824382637E+02  0.00000000000000000E+00
  5.59779889944972524E+01  1.86544499537673147E+02  0.00000000000000000E+00
  5.60780390195097596E+01  1.87279511226197400E+02  0.00000000000000000E+00
  5.61780890445222667E+01  1.88015371286089788E+02  0.00000000000000000E+00
  5.62781390695347739E+01  1.88752070068149607E+02  0.00000000000000000E+00
  5.63781890945472810E+01  1.89489597878030679E+02  0.00000000000000000E+00
  5.64782391195597882E+01  1.90227944976432468E+02  0.00000000000000000E+00
  5.65782891445722882E+01  1.90967101579293512E+02  0.00000000000000000E+00
  5.66783391695847953E+01  1.91707057857986115E+02  0.00000000000000000E+00
  5.67783891945973025E+01  1.92447803939513449E+02  0.00000000000000000E+00
  5.68784392196098096E+01  1.93189329906708537E+02  0.00000000000000000E+00
  5.69784892446223168E+01  1.93931625798434538E+02  0.00000000000000000E+00
  5.70785392696348239E+01  1.94674681609787370E+02  0.00000000000000000E+00
  5.71785892946473311E+01  1.95418487292300739E+02  0.00000000000000000E+00
  5.72786393196598311E+01  1.96163032754151374E+02  0.00000000000000000E+00
  5.73786893446723383E+01  1.96908307860368069E+02  0.00000000000000000E+00
  5.74787393696848454E+01  1.97654302433041352E+02  0.00000000000000000E+00
  5.75787893946973526E+01  1.98401006251534767E+02  0.00000000000000000E+00
  5.76788394197098597E+01  1.99148409052699208E+02  0.00000000000000000E+00
  5.77788894447223669E+01  1.99896500531088037E+02  0.00000000000000000E+00
  5.78789394697348740E+01  2.00645270339174346E+02  0.00000000000000000E+00
  5.79789894947473812E+01  2.01394708087570223E+02  0.00000000000000000E+00
  5.80790395197598883E+01  2.02144803345247311E+02  0.00000000000000000E+00
  5.81790895447723884E+01  2.02895545639759689E+02  0.00000000000000000E+00
  5.82791395697848955E+01  2.03646924457468401E+02  0.00000000000000000E+00
  5.83791895947974027E+01  2.04398929243767583E+02  0.00000000000000000E+00
  5.84792396198099098E+01  2.05151549403312202E+02  0.00000000000000000E+00
  5.85792896448224170E+01  2.05904774300248675E+02  0.00000000000000000E+00
  5.86793396698349241E+01  2.06658593258445308E+02  0.00000000000000000E+00
  5.87793896948474313E+01  2.07412995561726689E+02  0.00000000000000000E+00
  5.88794397198599313E+01  2.08167970454107660E+02  0.00000000000000000E+00
  5.89794897448724385E+01  2.08923507140031262E+02  0.00000000000000000E+00
  5.90795397698849456E+01  2.09679594784606167E+02  0.00000000000000000E+00
  5.91795897948974527E+01  2.10436222513847582E+02  0.00000000000000000E+00
  5.92796398199099599E+01  2.11193379414919093E+02  0.00000000000000000E+00
  5.93796898449224670E+01  2.11951054536376233E+02  0.00000000000000000E+00
  5.94797398699349742E+01  2.12709236888411823E+02  0.00000000000000000E+00
  5.95797898949474813E+01  2.13467915443102896E+02  0.00000000000000000E+00
  5.96798399199599885E+01  2.14227079134660016E+02  0.00000000000000000E+00
  5.97798899449724885E+01  2.14986716859677074E+02  0.00000000000000000E+00
  5.98799399699849957E+01  2.15746817477383814E+02  0.00000000000000000E+00
  5.99799899949975028E+01  2.16507369809899046E+02  0.00000000000000000E+00
  6.00800400200100100E+01  2.17268362642486721E+02  0.00000000000000000E+00
  6.01800900450225171E+01  2.18029784723812440E+02  0.00000000000000000E+00
  6.02801400700350243E+01  2.18791624766202290E+02  0.00000000000000000E+00
  6.03801900950475314E+01  2.19553871445903440E+02  0.00000000000000000E+00
  6.04802401200600315E+01  2.20316513403345681E+02  0.00000000000000000E+00
  6.05802901450725386E+01  2.21079539243405179E+02  0.00000000000000000E+00
  6.06803401700850458E+01  2.21842937535669478E+02  0.00000000000000000E+00
  6.07803901950975529E+01  2.22606696814704350E+02  0.00000000000000000E+00
  6.08804402201100601E+01  2.23370805580322042E+02  0.00000000000000000E+00
  6.09804902451225672E+01  2.24135252297851139E+02  0.00000000000000000E+00
  6.10805402701350744E+01  2.24900025398408332E+02  0.00000000000000000E+00
  6.11805902951475815E+01  2.25665113279170953E+02  0.00000000000000000E+00
  6.12806403201600887E+01  2.26430504303651958E+02  0.00000000000000000E+00
  6.13806903451725887E+01  2.27196186801975557E+02  0.00000000000000000E+00
  6.14807403701850959E+01  2.27962149071155721E+02  0.00000000000000000E+00
  6.15807903951976030E+01  2.28728379375374089E+02  0.00000000000000000E+00
  6.16808404202101102E+01  2.29494865946261967E+02  0.00000000000000000E+00
  6.17808904452226173E+01  2.30261596983181448E+02  0.00000000000000000E+00
  6.18809404702351245E+01  2.31028560653509686E+02  0.00000000000000000E+00
  6.19809904952476316E+01  2.31795745092923880E+02  0.00000000000000000E+00
  6.20810405202601316E+01  2.32563138405687710E+02  0.00000000000000000E+00
  6.21810905452726388E+01  2.33330728664939926E+02  0.00000000000000000E+00
  6.22811405702851459E+01  2.34098503912983546E+02  0.00000000000000000E+00
  6.23811905952976531E+01  2.34866452161576689E+02  0.00000000000000000E+00
  6.24812406203101602E+01  2.35634561392225351E+02  0.00000000000000000E+00
  6.25812906453226674E+01  2.36402819556477255E+02  0.00000000000000000E+00
  6.26813406703351745E+01  2.37171214576216641E+02  0.00000000000000000E+00
  6.27813906953476817E+01  2.37939734343962044E+02  0.00000000000000000E+00
  6.28814407203601888E+01  2.38708366723162840E+02  0.00000000000000000E+00
  6.29814907453726889E+01  2.39477099548500121E+02  0.00000000000000000E+00
  6.30815407703851960E+01  2.40245920626186745E+02  0.00000000000000000E+00
  6.31815907953977032E+01  2.41014817734269855E+02  0.00000000000000000E+00
  6.32816408204102103E+01  2.41783778622934221E+02  0.00000000000000000E+00
  6.33816908454227175E+01  2.42552791014807440E+02  0.00000000000000000E+00
  6.34817408704352246E+01  2.43321842605265971E+02  0.00000000000000000E+00
  6.35817908954477318E+01  2.44090921062742893E+02  0.00000000000000000E+00
  6.36818409204602318E+01  2.44860014029036535E+02  0.00000000000000000E+00
  6.37818909454727390E+01  2.45629109119621177E+02  0.00000000000000000E+00
  6.38819409704852461E+01  2.46398193923957876E+02  0.00000000000000000E+00
  6.39819909954977533E+01  2.47167256005807673E+02  0.00000000000000000E+00
  6.40820410205102604E+01  2.47936282903545788E+02  0.00000000000000000E+00
  6.41820910455227676E+01  2.48705262130476285E+02  0.00000000000000000E+00
  6.42821410705352747E+01  2.49474181175149681E+02  0.00000000000000000E+00
  6.43821910955477819E+01  2.50243027501679478E+02  0.00000000000000000E+00
  6.44822411205602890E+01  2.51011788550062278E+02  0.00000000000000000E+00
  6.45822911455727962E+01  2.51780451736497554E+02  0.00000000000000000E+00
  6.46823411705853033E+01  2.52549004453709244E+02  0.00000000000000000E+00
  6.47823911955978105E+01  2.53317434071268252E+02  0.00000000000000000E+00
  6.48824412206103176E+01  2.54085727935916395E+02  0.00000000000000000E+00
  6.49824912456228105E+01  2.54853873371891638E+02  0.00000000000000000E+00
  6.50825412706353177E+01  2.55621857681254113E+02  0.00000000000000000E+00
  6.51825912956478248E+01  2.56389668144213431E+02  0.00000000000000000E+00
  6.52826413206603320E+01  2.57157292019456975E+02  0.00000000000000000E+00
  6.53826913456728391E+01  2.57924716544480134E+02  0.00000000000000000E+00
  6.54827413706853463E+01  2.58691928935916337E+02  0.00000000000000000E+00
  6.55827913956978534E+01  2.59458916389869501E+02  0.00000000000000000E+00
  6.56828414207103606E+01  2.60225666082246676E+02  0.00000000000000000E+00
  6.57828914457228677E+01  2.60992165169091663E+02  0.00000000000000000E+00
  6.58829414707353749E+01  2.61758400786921300E+02  0.00000000000000000E+00
  6.59829914957478820E+01  2.62524360053060377E+02  0.00000000000000000E+00
  6.60830415207603892E+01  2.63290030065979408E+02  0.00000000000000000E+00
  6.61830915457728963E+01  2.64055397905633185E+02  0.00000000000000000E+00
  6.62831415707854035E+01  2.64820450633799339E+02  0.00000000000000000E+00
  6.63831915957979106E+01  2.65585175294419344E+02  0.00000000000000000E+00
  6.64832416208104036E+01  2.66349558913939177E+02  0.00000000000000000E+00
  6.65832916458229107E+01  2.67113588501652373E+02  0.00000000000000000E+00
  6.66833416708354179E+01  2.67877251050042560E+02  0.00000000000000000E+00
  6.67833916958479250E+01  2.68640533535128156E+02  0.00000000000000000E+00
  6.68834417208604322E+01  2.69403422916807585E+02  0.00000000000000000E+00
  6.69834917458729393E+01  2.70165906139204935E+02  0.00000000000000000E+00
  6.70835417708854465E+01  2.70927970131017616E+02  0.00000000000000000E+00
  6.71835917958979536E+01  2.71689601805864243E+02  0.00000000000000000E+00
  6.72836418209104608E+01  2.72450788062633251E+02  0.00000000000000000E+00
  6.73836918459229679E+01  2.73211515785832887E+02  0.00000000000000000E+00
  6.74837418709354750E+01  2.73971771845942101E+02  0.00000000000000000E+00
  6.75837918959479822E+01  2.74731543099761609E+02  0.00000000000000000E+00
  6.76838419209604893E+01  2.75490816390767122E+02  0.00000000000000000E+00
  6.77838919459729965E+01  2.76249578549461603E+02  0.00000000000000000E+00
  6.78839419709855036E+01  2.77007816393730081E+02  0.00000000000000000E+00
  6.79839919959980108E+01  2.77765516729194360E+02  0.00000000000000000E+00
  6.80840420210105179E+01  2.78522666349568908E+02  0.00000000000000000E+00
  6.81840920460230109E+01  2.79279252037017045E+02  0.00000000000000000E+00
  6.82841420710355180E+01  2.80035260562508711E+02  0.00000000000000000E+00
  6.83841920960480252E+01  2.80790678686178069E+02  0.00000000000000000E+00
  6.84842421210605323E+01  2.81545493157683097E+02  0.00000000000000000E+00
  6.85842921460730395E+01  2.82299690716564101E+02  0.00000000000000000E+00
  6.86843421710855466E+01  2.83053258092605290E+02  0.00000000000000000E+00
  6.87843921960980538E+01  2.83806182006194774E+02  0.00000000000000000E+00
  6.88844422211105609E+01  2.84558449168686877E+02  0.00000000000000000E+00
  6.89844922461230681E+01  2.85310046282764802E+02  0.00000000000000000E+00
  6.90845422711355752E+01  2.86060960042803231E+02  0.00000000000000000E+00
  6.91845922961480824E+01  2.86811177135232413E+02  0.00000000000000000E+00
  6.92846423211605895E+01  2.87560684238902695E+02  0.00000000000000000E+00
  6.93846923461730967E+01  2.88309468025449803E+02  0.00000000000000000E+00
  6.94847423711856038E+01  2.89057515159660284E+02  0.00000000000000000E+00
  6.95847923961981110E+01  2.89804812299838090E+02  0.00000000000000000E+00
  6.96848424212106039E+01  2.90551346098171280E+02  0.00000000000000000E+00
  6.97848924462231111E+01  2.91297103201100072E+02  0.00000000000000000E+00
  6.98849424712356182E+01  2.92042070249684969E+02  0.00000000000000000E+00
  6.99849924962481253E+01  2.92786233879974986E+02  0.00000000000000000E+00
  7.00850425212606325E+01  2.93529580723377251E+02  0.00000000000000000E+00
  7.01850925462731396E+01  2.94272097407027218E+02  0.00000000000000000E+00
  7.02851425712856468E+01  2.95013770554158384E+02  0.00000000000000000E+00
  7.03851925962981539E+01  2.95754586784473645E+02  0.00000000000000000E+00
  7.04852426213106611E+01  2.96494532714516311E+02  0.00000000000000000E+00
  7.05852926463231682E+01  2.97233594958042602E+02  0.00000000000000000E+00
  7.06853426713356754E+01  2.97971760126393008E+02  0.00000000000000000E+00
  7.07853926963481825E+01  2.98709014828866486E+02  0.00000000000000000E+00
  7.08854427213606897E+01  2.99445345673092220E+02  0.00000000000000000E+00
  7.09854927463731968E+01  3.00180739265404554E+02  0.00000000000000000E+00
  7.10855427713857040E+01  3.00915182211216234E+02  0.00000000000000000E+00
  7.11855927963982111E+01  3.01648661115393622E+02  0.00000000000000000E+00
  7.12856428214107183E+01  3.02381162582631362E+02  0.00000000000000000E+00
  7.13856928464232112E+01  3.03112673217827762E+02  0.00000000000000000E+00
  7.14857428714357184E+01  3.03843179626460426E+02  0.00000000000000000E+00
  7.15857928964482255E+01  3.04572668414962322E+02  0.00000000000000000E+00
  7.16858429214607327E+01  3.05301126191097978E+02  0.00000000000000000E+00
  7.17858929464732398E+01  3.06028539564341031E+02  0.00000000000000000E+00
  7.18859429714857470E+01  3.06754895146250078E+02  0.00000000000000000E+00
  7.19859929964982541E+01  3.07480179550847197E+02  0.00000000000000000E+00
  7.20860430215107613E+01  3.08204379394994703E+02  0.00000000000000000E+00
  7.21860930465232684E+01  3.08927481298773557E+02  0.00000000000000000E+00
  7.22861430715357756E+01  3.09649471885861431E+02  0.00000000000000000E+00
  7.23861930965482827E+01  3.10370337783911168E+02  0.00000000000000000E+00
  7.24862431215607899E+01  3.11090065624929423E+02  0.00000000000000000E+00
  7.25862931465732970E+01  3.11808642045655688E+02  0.00000000000000000E+00
  7.26863431715858042E+01  3.12526053687941328E+02  0.00000000000000000E+00
  7.27863931965983113E+01  3.13242287199128782E+02  0.00000000000000000E+00
  7.28864432216108042E+01  3.13957329232430936E+02  0.00000000000000000E+00
  7.29864932466233114E+01  3.14671166447311748E+02  0.00000000000000000E+00
  7.30865432716358185E+01  3.15383785509864708E+02  0.00000000000000000E+00
  7.31865932966483257E+01  3.16095173093193580E+02  0.00000000000000000E+00
  7.32866433216608328E+01  3.16805315877792339E+02  0.00000000000000000E+00
  7.33866933466733400E+01  3.17514200551925626E+02  0.00000000000000000E+00
  7.34867433716858471E+01  3.18221813812008520E+02  0.00000000000000000E+00
  7.35867933966983543E+01  3.18928142362987273E+02  0.00000000000000000E+00
  7.36868434217108614E+01  3.19633172918720163E+02  0.00000000000000000E+00
  7.37868934467233686E+01  3.20336892202357035E+02  0.00000000000000000E+00
