#  Guess pulse generated by entanglement.pyc
#  Blackman pulse with E0 = 425 MHz
#               time [ns]           Re(ampl) [MHz]           Im(ampl) [MHz]
  7.38869434717358757E+01  3.21039286946721120E+02  0.00000000000000000E+00
  7.39869934967483829E+01  3.21740343894688579E+02  0.00000000000000000E+00
  7.40870435217608900E+01  3.22440049799569692E+02  0.00000000000000000E+00
  7.41870935467733972E+01  3.23138391425489374E+02  0.00000000000000000E+00
  7.42871435717859043E+01  3.23835355547767847E+02  0.00000000000000000E+00
  7.43871935967984115E+01  3.24530928953301384E+02  0.00000000000000000E+00
  7.44872436218109186E+01  3.25225098440942588E+02  0.00000000000000000E+00
  7.45872936468234116E+01  3.25917850821881075E+02  0.00000000000000000E+00
  7.46873436718359187E+01  3.26609172920024491E+02  0.00000000000000000E+00
  7.47873936968484259E+01  3.27299051572377607E+02  0.00000000000000000E+00
  7.48874437218609330E+01  3.27987473629424017E+02  0.00000000000000000E+00
  7.49874937468734402E+01  3.28674425955505455E+02  0.00000000000000000E+00
  7.50875437718859473E+01  3.29359895429202481E+02  0.00000000000000000E+00
  7.51875937968984545E+01  3.30043868943713846E+02  0.00000000000000000E+00
  7.52876438219109616E+01  3.30726333407236893E+02  0.00000000000000000E+00
  7.53876938469234688E+01  3.31407275743346759E+02  0.00000000000000000E+00
  7.54877438719359759E+01  3.32086682891376086E+02  0.00000000000000000E+00
  7.55877938969484831E+01  3.32764541806794625E+02  0.00000000000000000E+00
  7.56878439219609902E+01  3.33440839461587530E+02  0.00000000000000000E+00
  7.57878939469734973E+01  3.34115562844635406E+02  0.00000000000000000E+00
  7.58879439719860045E+01  3.34788698962091757E+02  0.00000000000000000E+00
  7.59879939969985116E+01  3.35460234837762414E+02  0.00000000000000000E+00
  7.60880440220110046E+01  3.36130157513482857E+02  0.00000000000000000E+00
  7.61880940470235117E+01  3.36798454049497423E+02  0.00000000000000000E+00
  7.62881440720360189E+01  3.37465111524835379E+02  0.00000000000000000E+00
  7.63881940970485260E+01  3.38130117037689388E+02  0.00000000000000000E+00
  7.64882441220610332E+01  3.38793457705792036E+02  0.00000000000000000E+00
  7.65882941470735403E+01  3.39455120666792709E+02  0.00000000000000000E+00
  7.66883441720860475E+01  3.40115093078634004E+02  0.00000000000000000E+00
  7.67883941970985546E+01  3.40773362119927810E+02  0.00000000000000000E+00
  7.68884442221110618E+01  3.41429914990330758E+02  0.00000000000000000E+00
  7.69884942471235689E+01  3.42084738910919896E+02  0.00000000000000000E+00
  7.70885442721360761E+01  3.42737821124567120E+02  0.00000000000000000E+00
  7.71885942971485832E+01  3.43389148896314225E+02  0.00000000000000000E+00
  7.72886443221610904E+01  3.44038709513746312E+02  0.00000000000000000E+00
  7.73886943471735975E+01  3.44686490287366496E+02  0.00000000000000000E+00
  7.74887443721861047E+01  3.45332478550968119E+02  0.00000000000000000E+00
  7.75887943971986118E+01  3.45976661662007700E+02  0.00000000000000000E+00
  7.76888444222111190E+01  3.46619027001978111E+02  0.00000000000000000E+00
  7.77888944472236119E+01  3.47259561976779196E+02  0.00000000000000000E+00
  7.78889444722361191E+01  3.47898254017089926E+02  0.00000000000000000E+00
  7.79889944972486262E+01  3.48535090578738846E+02  0.00000000000000000E+00
  7.80890445222611334E+01  3.49170059143074468E+02  0.00000000000000000E+00
  7.81890945472736405E+01  3.49803147217335038E+02  0.00000000000000000E+00
  7.82891445722861476E+01  3.50434342335017675E+02  0.00000000000000000E+00
  7.83891945972986548E+01  3.51063632056247059E+02  0.00000000000000000E+00
  7.84892446223111619E+01  3.51691003968143661E+02  0.00000000000000000E+00
  7.85892946473236691E+01  3.52316445685190672E+02  0.00000000000000000E+00
  7.86893446723361762E+01  3.52939944849601943E+02  0.00000000000000000E+00
  7.87893946973486834E+01  3.53561489131686756E+02  0.00000000000000000E+00
  7.88894447223611905E+01  3.54181066230216913E+02  0.00000000000000000E+00
  7.89894947473736977E+01  3.54798663872790883E+02  0.00000000000000000E+00
  7.90895447723862048E+01  3.55414269816198100E+02  0.00000000000000000E+00
  7.91895947973987120E+01  3.56027871846783285E+02  0.00000000000000000E+00
  7.92896448224112049E+01  3.56639457780808357E+02  0.00000000000000000E+00
  7.93896948474237121E+01  3.57249015464816239E+02  0.00000000000000000E+00
  7.94897448724362192E+01  3.57856532775990843E+02  0.00000000000000000E+00
  7.95897948974487264E+01  3.58461997622518822E+02  0.00000000000000000E+00
  7.96898449224612335E+01  3.59065397943949563E+02  0.00000000000000000E+00
  7.97898949474737407E+01  3.59666721711554260E+02  0.00000000000000000E+00
  7.98899449724862478E+01  3.60265956928685227E+02  0.00000000000000000E+00
  7.99899949974987550E+01  3.60863091631132761E+02  0.00000000000000000E+00
  8.00900450225112621E+01  3.61458113887483080E+02  0.00000000000000000E+00
  8.01900950475237693E+01  3.62051011799473883E+02  0.00000000000000000E+00
  8.02901450725362764E+01  3.62641773502350247E+02  0.00000000000000000E+00
  8.03901950975487836E+01  3.63230387165218929E+02  0.00000000000000000E+00
  8.04902451225612907E+01  3.63816840991402557E+02  0.00000000000000000E+00
  8.05902951475737979E+01  3.64401123218792009E+02  0.00000000000000000E+00
  8.06903451725863050E+01  3.64983222120198832E+02  0.00000000000000000E+00
  8.07903951975988122E+01  3.65563126003706429E+02  0.00000000000000000E+00
  8.08904452226113193E+01  3.66140823213019985E+02  0.00000000000000000E+00
  8.09904952476238122E+01  3.66716302127816505E+02  0.00000000000000000E+00
  8.10905452726363194E+01  3.67289551164092416E+02  0.00000000000000000E+00
  8.11905952976488265E+01  3.67860558774511958E+02  0.00000000000000000E+00
  8.12906453226613337E+01  3.68429313448753362E+02  0.00000000000000000E+00
  8.13906953476738408E+01  3.68995803713854343E+02  0.00000000000000000E+00
  8.14907453726863480E+01  3.69560018134557083E+02  0.00000000000000000E+00
  8.15907953976988551E+01  3.70121945313652134E+02  0.00000000000000000E+00
  8.16908454227113623E+01  3.70681573892320216E+02  0.00000000000000000E+00
  8.17908954477238694E+01  3.71238892550475271E+02  0.00000000000000000E+00
  8.18909454727363766E+01  3.71793890007103755E+02  0.00000000000000000E+00
  8.19909954977488837E+01  3.72346555020605535E+02  0.00000000000000000E+00
  8.20910455227613909E+01  3.72896876389131705E+02  0.00000000000000000E+00
  8.21910955477738980E+01  3.73444842950922236E+02  0.00000000000000000E+00
  8.22911455727864052E+01  3.73990443584643344E+02  0.00000000000000000E+00
  8.23911955977989123E+01  3.74533667209721273E+02  0.00000000000000000E+00
  8.24912456228114053E+01  3.75074502786678181E+02  0.00000000000000000E+00
  8.25912956478239124E+01  3.75612939317464964E+02  0.00000000000000000E+00
  8.26913456728364196E+01  3.76148965845792759E+02  0.00000000000000000E+00
  8.27913956978489267E+01  3.76682571457464746E+02  0.00000000000000000E+00
  8.28914457228614339E+01  3.77213745280705382E+02  0.00000000000000000E+00
  8.29914957478739410E+01  3.77742476486489522E+02  0.00000000000000000E+00
  8.30915457728864482E+01  3.78268754288869673E+02  0.00000000000000000E+00
  8.31915957978989553E+01  3.78792567945302949E+02  0.00000000000000000E+00
  8.32916458229114625E+01  3.79313906756975257E+02  0.00000000000000000E+00
  8.33916958479239696E+01  3.79832760069126152E+02  0.00000000000000000E+00
  8.34917458729364768E+01  3.80349117271371483E+02  0.00000000000000000E+00
  8.35917958979489839E+01  3.80862967798024272E+02  0.00000000000000000E+00
  8.36918459229614911E+01  3.81374301128415937E+02  0.00000000000000000E+00
  8.37918959479739982E+01  3.81883106787215070E+02  0.00000000000000000E+00
  8.38919459729865054E+01  3.82389374344744795E+02  0.00000000000000000E+00
  8.39919959979990125E+01  3.82893093417300008E+02  0.00000000000000000E+00
  8.40920460230115197E+01  3.83394253667462010E+02  0.00000000000000000E+00
  8.41920960480240126E+01  3.83892844804413130E+02  0.00000000000000000E+00
  8.42921460730365197E+01  3.84388856584249083E+02  0.00000000000000000E+00
  8.43921960980490269E+01  3.84882278810289961E+02  0.00000000000000000E+00
  8.44922461230615340E+01  3.85373101333390991E+02  0.00000000000000000E+00
  8.45922961480740412E+01  3.85861314052250691E+02  0.00000000000000000E+00
  8.46923461730865483E+01  3.86346906913718783E+02  0.00000000000000000E+00
  8.47923961980990555E+01  3.86829869913101220E+02  0.00000000000000000E+00
  8.48924462231115626E+01  3.87310193094465887E+02  0.00000000000000000E+00
  8.49924962481240698E+01  3.87787866550945125E+02  0.00000000000000000E+00
  8.50925462731365769E+01  3.88262880425037963E+02  0.00000000000000000E+00
  8.51925962981490841E+01  3.88735224908910311E+02  0.00000000000000000E+00
  8.52926463231615912E+01  3.89204890244694070E+02  0.00000000000000000E+00
  8.53926963481740984E+01  3.89671866724785104E+02  0.00000000000000000E+00
  8.54927463731866055E+01  3.90136144692138373E+02  0.00000000000000000E+00
  8.55927963981991127E+01  3.90597714540563743E+02  0.00000000000000000E+00
  8.56928464232116056E+01  3.91056566715018960E+02  0.00000000000000000E+00
  8.57928964482241128E+01  3.91512691711901084E+02  0.00000000000000000E+00
  8.58929464732366199E+01  3.91966080079337303E+02  0.00000000000000000E+00
  8.59929964982491271E+01  3.92416722417473011E+02  0.00000000000000000E+00
  8.60930465232616342E+01  3.92864609378759894E+02  0.00000000000000000E+00
  8.61930965482741414E+01  3.93309731668241454E+02  0.00000000000000000E+00
  8.62931465732866485E+01  3.93752080043837054E+02  0.00000000000000000E+00
  8.63931965982991557E+01  3.94191645316625227E+02  0.00000000000000000E+00
  8.64932466233116628E+01  3.94628418351124139E+02  0.00000000000000000E+00
  8.65932966483241700E+01  3.95062390065572117E+02  0.00000000000000000E+00
  8.66933466733366771E+01  3.95493551432204640E+02  0.00000000000000000E+00
  8.67933966983491842E+01  3.95921893477532024E+02  0.00000000000000000E+00
  8.68934467233616914E+01  3.96347407282613801E+02  0.00000000000000000E+00
  8.69934967483741985E+01  3.96770083983331745E+02  0.00000000000000000E+00
  8.70935467733867057E+01  3.97189914770662142E+02  0.00000000000000000E+00
  8.71935967983992128E+01  3.97606890890945635E+02  0.00000000000000000E+00
  8.72936468234117200E+01  3.98021003646155918E+02  0.00000000000000000E+00
  8.73936968484242129E+01  3.98432244394166446E+02  0.00000000000000000E+00
  8.74937468734367201E+01  3.98840604549015438E+02  0.00000000000000000E+00
  8.75937968984492272E+01  3.99246075581170260E+02  0.00000000000000000E+00
  8.76938469234617344E+01  3.99648649017788159E+02  0.00000000000000000E+00
  8.77938969484742415E+01  4.00048316442977466E+02  0.00000000000000000E+00
  8.78939469734867487E+01  4.00445069498055716E+02  0.00000000000000000E+00
  8.79939969984992558E+01  4.00838899881806526E+02  0.00000000000000000E+00
  8.80940470235117630E+01  4.01229799350734936E+02  0.00000000000000000E+00
  8.81940970485242701E+01  4.01617759719320475E+02  0.00000000000000000E+00
  8.82941470735367773E+01  4.02002772860269431E+02  0.00000000000000000E+00
  8.83941970985492844E+01  4.02384830704764454E+02  0.00000000000000000E+00
  8.84942471235617916E+01  4.02763925242712901E+02  0.00000000000000000E+00
  8.85942971485742987E+01  4.03140048522993368E+02  0.00000000000000000E+00
  8.86943471735868059E+01  4.03513192653700457E+02  0.00000000000000000E+00
  8.87943971985993130E+01  4.03883349802388011E+02  0.00000000000000000E+00
  8.88944472236118060E+01  4.04250512196309671E+02  0.00000000000000000E+00
  8.89944972486243131E+01  4.04614672122659215E+02  0.00000000000000000E+00
  8.90945472736368203E+01  4.04975821928807250E+02  0.00000000000000000E+00
  8.91945972986493274E+01  4.05333954022538023E+02  0.00000000000000000E+00
  8.92946473236618345E+01  4.05689060872282653E+02  0.00000000000000000E+00
  8.93946973486743417E+01  4.06041135007351670E+02  0.00000000000000000E+00
  8.94947473736868488E+01  4.06390169018165579E+02  0.00000000000000000E+00
  8.95947973986993560E+01  4.06736155556483027E+02  0.00000000000000000E+00
  8.96948474237118631E+01  4.07079087335628174E+02  0.00000000000000000E+00
  8.97948974487243703E+01  4.07418957130714489E+02  0.00000000000000000E+00
  8.98949474737368774E+01  4.07755757778868826E+02  0.00000000000000000E+00
  8.99949974987493846E+01  4.08089482179452034E+02  0.00000000000000000E+00
  9.00950475237618917E+01  4.08420123294278255E+02  0.00000000000000000E+00
  9.01950975487743989E+01  4.08747674147832356E+02  0.00000000000000000E+00
  9.02951475737869060E+01  4.09072127827485417E+02  0.00000000000000000E+00
  9.03951975987994132E+01  4.09393477483708352E+02  0.00000000000000000E+00
  9.04952476238119203E+01  4.09711716330283423E+02  0.00000000000000000E+00
  9.05952976488244133E+01  4.10026837644514103E+02  0.00000000000000000E+00
  9.06953476738369204E+01  4.10338834767433127E+02  0.00000000000000000E+00
  9.07953976988494276E+01  4.10647701104008036E+02  0.00000000000000000E+00
  9.08954477238619347E+01  4.10953430123345413E+02  0.00000000000000000E+00
  9.09954977488744419E+01  4.11256015358892512E+02  0.00000000000000000E+00
  9.10955477738869490E+01  4.11555450408638023E+02  0.00000000000000000E+00
  9.11955977988994562E+01  4.11851728935309438E+02  0.00000000000000000E+00
  9.12956478239119633E+01  4.12144844666569782E+02  0.00000000000000000E+00
  9.13956978489244705E+01  4.12434791395211221E+02  0.00000000000000000E+00
  9.14957478739369776E+01  4.12721562979347880E+02  0.00000000000000000E+00
  9.15957978989494848E+01  4.13005153342605354E+02  0.00000000000000000E+00
  9.16958479239619919E+01  4.13285556474309658E+02  0.00000000000000000E+00
  9.17958979489744991E+01  4.13562766429672592E+02  0.00000000000000000E+00
  9.18959479739870062E+01  4.13836777329976599E+02  0.00000000000000000E+00
  9.19959979989995134E+01  4.14107583362756600E+02  0.00000000000000000E+00
  9.20960480240120063E+01  4.14375178781980082E+02  0.00000000000000000E+00
  9.21960980490245134E+01  4.14639557908225640E+02  0.00000000000000000E+00
  9.22961480740370206E+01  4.14900715128858565E+02  0.00000000000000000E+00
  9.23961980990495277E+01  4.15158644898204898E+02  0.00000000000000000E+00
  9.24962481240620349E+01  4.15413341737723954E+02  0.00000000000000000E+00
  9.25962981490745420E+01  4.15664800236177598E+02  0.00000000000000000E+00
  9.26963481740870492E+01  4.15913015049798275E+02  0.00000000000000000E+00
  9.27963981990995563E+01  4.16157980902455279E+02  0.00000000000000000E+00
  9.28964482241120635E+01  4.16399692585817661E+02  0.00000000000000000E+00
  9.29964982491245706E+01  4.16638144959516694E+02  0.00000000000000000E+00
  9.30965482741370778E+01  4.16873332951304917E+02  0.00000000000000000E+00
  9.31965982991495849E+01  4.17105251557213421E+02  0.00000000000000000E+00
  9.32966483241620921E+01  4.17333895841707943E+02  0.00000000000000000E+00
  9.33966983491745992E+01  4.17559260937841486E+02  0.00000000000000000E+00
  9.34967483741871064E+01  4.17781342047405587E+02  0.00000000000000000E+00
  9.35967983991996135E+01  4.18000134441079638E+02  0.00000000000000000E+00
  9.36968484242121207E+01  4.18215633458577315E+02  0.00000000000000000E+00
  9.37968984492246136E+01  4.18427834508791761E+02  0.00000000000000000E+00
  9.38969484742371208E+01  4.18636733069938259E+02  0.00000000000000000E+00
  9.39969984992496279E+01  4.18842324689694522E+02  0.00000000000000000E+00
  9.40970485242621351E+01  4.19044604985338992E+02  0.00000000000000000E+00
  9.41970985492746422E+01  4.19243569643887326E+02  0.00000000000000000E+00
  9.42971485742871494E+01  4.19439214422226542E+02  0.00000000000000000E+00
  9.43971985992996565E+01  4.19631535147246495E+02  0.00000000000000000E+00
  9.44972486243121637E+01  4.19820527715970059E+02  0.00000000000000000E+00
  9.45972986493246708E+01  4.20006188095680670E+02  0.00000000000000000E+00
  9.46973486743371780E+01  4.20188512324047394E+02  0.00000000000000000E+00
  9.47973986993496851E+01  4.20367496509248610E+02  0.00000000000000000E+00
  9.48974487243621923E+01  4.20543136830092806E+02  0.00000000000000000E+00
  9.49974987493746994E+01  4.20715429536137606E+02  0.00000000000000000E+00
  9.50975487743872065E+01  4.20884370947806360E+02  0.00000000000000000E+00
  9.51975987993997137E+01  4.21049957456502511E+02  0.00000000000000000E+00
  9.52976488244122066E+01  4.21212185524722372E+02  0.00000000000000000E+00
  9.53976988494247138E+01  4.21371051686164662E+02  0.00000000000000000E+00
  9.54977488744372209E+01  4.21526552545838626E+02  0.00000000000000000E+00
  9.55977988994497281E+01  4.21678684780169931E+02  0.00000000000000000E+00
  9.56978489244622352E+01  4.21827445137103666E+02  0.00000000000000000E+00
  9.57978989494747424E+01  4.21972830436205925E+02  0.00000000000000000E+00
  9.58979489744872495E+01  4.22114837568762994E+02  0.00000000000000000E+00
  9.59979989994997567E+01  4.22253463497877419E+02  0.00000000000000000E+00
  9.60980490245122638E+01  4.22388705258563618E+02  0.00000000000000000E+00
  9.61980990495247710E+01  4.22520559957839396E+02  0.00000000000000000E+00
  9.62981490745372781E+01  4.22649024774816212E+02  0.00000000000000000E+00
  9.63981990995497853E+01  4.22774096960787460E+02  0.00000000000000000E+00
  9.64982491245622924E+01  4.22895773839313563E+02  0.00000000000000000E+00
  9.65982991495747996E+01  4.23014052806305699E+02  0.00000000000000000E+00
  9.66983491745873067E+01  4.23128931330106866E+02  0.00000000000000000E+00
  9.67983991995998139E+01  4.23240406951570435E+02  0.00000000000000000E+00
  9.68984492246123210E+01  4.23348477284137516E+02  0.00000000000000000E+00
  9.69984992496248140E+01  4.23453140013910456E+02  0.00000000000000000E+00
  9.70985492746373211E+01  4.23554392899725485E+02  0.00000000000000000E+00
  9.71985992996498283E+01  4.23652233773222520E+02  0.00000000000000000E+00
  9.72986493246623354E+01  4.23746660538912522E+02  0.00000000000000000E+00
  9.73986993496748426E+01  4.23837671174243042E+02  0.00000000000000000E+00
  9.74987493746873497E+01  4.23925263729661140E+02  0.00000000000000000E+00
  9.75987993996998568E+01  4.24009436328674155E+02  0.00000000000000000E+00
  9.76988494247123640E+01  4.24090187167908141E+02  0.00000000000000000E+00
  9.77988994497248711E+01  4.24167514517164363E+02  0.00000000000000000E+00
  9.78989494747373783E+01  4.24241416719473023E+02  0.00000000000000000E+00
  9.79989994997498854E+01  4.24311892191144636E+02  0.00000000000000000E+00
  9.80990495247623926E+01  4.24378939421820235E+02  0.00000000000000000E+00
  9.81990995497748997E+01  4.24442556974517458E+02  0.00000000000000000E+00
  9.82991495747874069E+01  4.24502743485676092E+02  0.00000000000000000E+00
  9.83991995997999140E+01  4.24559497665200411E+02  0.00000000000000000E+00
  9.84992496248124070E+01  4.24612818296498972E+02  0.00000000000000000E+00
  9.85992996498249141E+01  4.24662704236523382E+02  0.00000000000000000E+00
  9.86993496748374213E+01  4.24709154415803141E+02  0.00000000000000000E+00
  9.87993996998499284E+01  4.24752167838479465E+02  0.00000000000000000E+00
  9.88994497248624356E+01  4.24791743582336153E+02  0.00000000000000000E+00
  9.89994997498749427E+01  4.24827880798828630E+02  0.00000000000000000E+00
  9.90995497748874499E+01  4.24860578713109817E+02  0.00000000000000000E+00
  9.91995997998999570E+01  4.24889836624054965E+02  0.00000000000000000E+00
  9.92996498249124642E+01  4.24915653904283033E+02  0.00000000000000000E+00
  9.93996998499249713E+01  4.24938030000176582E+02  0.00000000000000000E+00
  9.94997498749374785E+01  4.24956964431898882E+02  0.00000000000000000E+00
  9.95997998999499856E+01  4.24972456793408924E+02  0.00000000000000000E+00
  9.96998499249624928E+01  4.24984506752473976E+02  0.00000000000000000E+00
  9.97998999499749999E+01  4.24993114050680219E+02  0.00000000000000000E+00
  9.98999499749875071E+01  4.24998278503440417E+02  0.00000000000000000E+00
  1.00000000000000014E+02  4.24999999999999943E+02  0.00000000000000000E+00
  1.00100050025012521E+02  4.24998278503440417E+02  0.00000000000000000E+00
  1.00200100050025014E+02  4.24993114050680219E+02  0.00000000000000000E+00
  1.00300150075037521E+02  4.24984506752473976E+02  0.00000000000000000E+00
  1.00400200100050029E+02  4.24972456793408924E+02  0.00000000000000000E+00
  1.00500250125062536E+02  4.24956964431898882E+02  0.00000000000000000E+00
  1.00600300150075043E+02  4.24938030000176582E+02  0.00000000000000000E+00
  1.00700350175087550E+02  4.24915653904283033E+02  0.00000000000000000E+00
  1.00800400200100057E+02  4.24889836624054965E+02  0.00000000000000000E+00
  1.00900450225112564E+02  4.24860578713109817E+02  0.00000000000000000E+00
  1.01000500250125071E+02  4.24827880798828630E+02  0.00000000000000000E+00
  1.01100550275137579E+02  4.24791743582336153E+02  0.00000000000000000E+00
  1.01200600300150086E+02  4.24752167838479465E+02  0.00000000000000000E+00
  1.01300650325162593E+02  4.24709154415803141E+02  0.00000000000000000E+00
  1.01400700350175100E+02  4.24662704236523382E+02  0.00000000000000000E+00
  1.01500750375187607E+02  4.24612818296498972E+02  0.00000000000000000E+00
  1.01600800400200114E+02  4.24559497665200411E+02  0.00000000000000000E+00
  1.01700850425212607E+02  4.24502743485676092E+02  0.00000000000000000E+00
  1.01800900450225114E+02  4.24442556974517458E+02  0.00000000000000000E+00
  1.01900950475237622E+02  4.24378939421820178E+02  0.00000000000000000E+00
  1.02001000500250129E+02  4.24311892191144636E+02  0.00000000000000000E+00
  1.02101050525262636E+02  4.24241416719473023E+02  0.00000000000000000E+00
  1.02201100550275143E+02  4.24167514517164363E+02  0.00000000000000000E+00
  1.02301150575287650E+02  4.24090187167908198E+02  0.00000000000000000E+00
  1.02401200600300157E+02  4.24009436328674099E+02  0.00000000000000000E+00
  1.02501250625312665E+02  4.23925263729661140E+02  0.00000000000000000E+00
  1.02601300650325172E+02  4.23837671174243042E+02  0.00000000000000000E+00
  1.02701350675337679E+02  4.23746660538912522E+02  0.00000000000000000E+00
  1.02801400700350186E+02  4.23652233773222520E+02  0.00000000000000000E+00
  1.02901450725362693E+02  4.23554392899725485E+02  0.00000000000000000E+00
  1.03001500750375200E+02  4.23453140013910456E+02  0.00000000000000000E+00
  1.03101550775387707E+02  4.23348477284137516E+02  0.00000000000000000E+00
  1.03201600800400215E+02  4.23240406951570435E+02  0.00000000000000000E+00
  1.03301650825412722E+02  4.23128931330106809E+02  0.00000000000000000E+00
  1.03401700850425215E+02  4.23014052806305699E+02  0.00000000000000000E+00
  1.03501750875437722E+02  4.22895773839313620E+02  0.00000000000000000E+00
  1.03601800900450229E+02  4.22774096960787404E+02  0.00000000000000000E+00
  1.03701850925462736E+02  4.22649024774816212E+02  0.00000000000000000E+00
  1.03801900950475243E+02  4.22520559957839396E+02  0.00000000000000000E+00
  1.03901950975487750E+02  4.22388705258563618E+02  0.00000000000000000E+00
  1.04002001000500258E+02  4.22253463497877419E+02  0.00000000000000000E+00
  1.04102051025512765E+02  4.22114837568762937E+02  0.00000000000000000E+00
  1.04202101050525272E+02  4.21972830436205925E+02  0.00000000000000000E+00
  1.04302151075537779E+02  4.21827445137103609E+02  0.00000000000000000E+00
  1.04402201100550286E+02  4.21678684780169931E+02  0.00000000000000000E+00
  1.04502251125562793E+02  4.21526552545838626E+02  0.00000000000000000E+00
  1.04602301150575300E+02  4.21371051686164662E+02  0.00000000000000000E+00
  1.04702351175587808E+02  4.21212185524722372E+02  0.00000000000000000E+00
  1.04802401200600315E+02  4.21049957456502511E+02  0.00000000000000000E+00
  1.04902451225612808E+02  4.20884370947806303E+02  0.00000000000000000E+00
  1.05002501250625315E+02  4.20715429536137606E+02  0.00000000000000000E+00
  1.05102551275637822E+02  4.20543136830092749E+02  0.00000000000000000E+00
  1.05202601300650329E+02  4.20367496509248610E+02  0.00000000000000000E+00
  1.05302651325662836E+02  4.20188512324047394E+02  0.00000000000000000E+00
  1.05402701350675343E+02  4.20006188095680670E+02  0.00000000000000000E+00
  1.05502751375687851E+02  4.19820527715970059E+02  0.00000000000000000E+00
  1.05602801400700358E+02  4.19631535147246439E+02  0.00000000000000000E+00
  1.05702851425712865E+02  4.19439214422226542E+02  0.00000000000000000E+00
  1.05802901450725372E+02  4.19243569643887326E+02  0.00000000000000000E+00
  1.05902951475737879E+02  4.19044604985338935E+02  0.00000000000000000E+00
  1.06003001500750386E+02  4.18842324689694522E+02  0.00000000000000000E+00
  1.06103051525762893E+02  4.18636733069938316E+02  0.00000000000000000E+00
  1.06203101550775401E+02  4.18427834508791761E+02  0.00000000000000000E+00
  1.06303151575787908E+02  4.18215633458577202E+02  0.00000000000000000E+00
  1.06403201600800415E+02  4.18000134441079581E+02  0.00000000000000000E+00
  1.06503251625812922E+02  4.17781342047405587E+02  0.00000000000000000E+00
  1.06603301650825415E+02  4.17559260937841486E+02  0.00000000000000000E+00
  1.06703351675837922E+02  4.17333895841707943E+02  0.00000000000000000E+00
  1.06803401700850429E+02  4.17105251557213421E+02  0.00000000000000000E+00
  1.06903451725862936E+02  4.16873332951304803E+02  0.00000000000000000E+00
  1.07003501750875444E+02  4.16638144959516694E+02  0.00000000000000000E+00
  1.07103551775887951E+02  4.16399692585817661E+02  0.00000000000000000E+00
  1.07203601800900458E+02  4.16157980902455222E+02  0.00000000000000000E+00
  1.07303651825912965E+02  4.15913015049798275E+02  0.00000000000000000E+00
  1.07403701850925472E+02  4.15664800236177484E+02  0.00000000000000000E+00
  1.07503751875937979E+02  4.15413341737723954E+02  0.00000000000000000E+00
  1.07603801900950486E+02  4.15158644898204898E+02  0.00000000000000000E+00
  1.07703851925962994E+02  4.14900715128858508E+02  0.00000000000000000E+00
  1.07803901950975501E+02  4.14639557908225640E+02  0.00000000000000000E+00
  1.07903951975988008E+02  4.14375178781980026E+02  0.00000000000000000E+00
  1.08004002001000515E+02  4.14107583362756486E+02  0.00000000000000000E+00
  1.08104052026013008E+02  4.13836777329976599E+02  0.00000000000000000E+00
  1.08204102051025515E+02  4.13562766429672536E+02  0.00000000000000000E+00
  1.08304152076038022E+02  4.13285556474309658E+02  0.00000000000000000E+00
  1.08404202101050529E+02  4.13005153342605411E+02  0.00000000000000000E+00
  1.08504252126063037E+02  4.12721562979347880E+02  0.00000000000000000E+00
  1.08604302151075544E+02  4.12434791395211164E+02  0.00000000000000000E+00
  1.08704352176088051E+02  4.12144844666569725E+02  0.00000000000000000E+00
  1.08804402201100558E+02  4.11851728935309438E+02  0.00000000000000000E+00
  1.08904452226113065E+02  4.11555450408637967E+02  0.00000000000000000E+00
  1.09004502251125572E+02  4.11256015358892512E+02  0.00000000000000000E+00
  1.09104552276138079E+02  4.10953430123345356E+02  0.00000000000000000E+00
  1.09204602301150587E+02  4.10647701104008036E+02  0.00000000000000000E+00
  1.09304652326163094E+02  4.10338834767433184E+02  0.00000000000000000E+00
  1.09404702351175601E+02  4.10026837644514103E+02  0.00000000000000000E+00
  1.09504752376188108E+02  4.09711716330283309E+02  0.00000000000000000E+00
  1.09604802401200615E+02  4.09393477483708295E+02  0.00000000000000000E+00
  1.09704852426213122E+02  4.09072127827485360E+02  0.00000000000000000E+00
  1.09804902451225615E+02  4.08747674147832356E+02  0.00000000000000000E+00
  1.09904952476238122E+02  4.08420123294278199E+02  0.00000000000000000E+00
  1.10005002501250630E+02  4.08089482179452034E+02  0.00000000000000000E+00
  1.10105052526263137E+02  4.07755757778868769E+02  0.00000000000000000E+00
  1.10205102551275644E+02  4.07418957130714489E+02  0.00000000000000000E+00
  1.10305152576288151E+02  4.07079087335628060E+02  0.00000000000000000E+00
  1.10405202601300658E+02  4.06736155556483141E+02  0.00000000000000000E+00
  1.10505252626313165E+02  4.06390169018165523E+02  0.00000000000000000E+00
  1.10605302651325673E+02  4.06041135007351670E+02  0.00000000000000000E+00
  1.10705352676338180E+02  4.05689060872282596E+02  0.00000000000000000E+00
  1.10805402701350687E+02  4.05333954022538023E+02  0.00000000000000000E+00
  1.10905452726363194E+02  4.04975821928807250E+02  0.00000000000000000E+00
  1.11005502751375701E+02  4.04614672122659101E+02  0.00000000000000000E+00
  1.11105552776388208E+02  4.04250512196309671E+02  0.00000000000000000E+00
  1.11205602801400715E+02  4.03883349802387897E+02  0.00000000000000000E+00
  1.11305652826413208E+02  4.03513192653700457E+02  0.00000000000000000E+00
  1.11405702851425715E+02  4.03140048522993368E+02  0.00000000000000000E+00
