#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   0.0000000000000000E+00   0.0000000000000000E+00  -2.1510571102112403E-16   0.0000000000000000E+00   1.0000000000000029E+00   0.0000000000000000E+00  -4.4766726027492196E-32   0.0000000000000000E+00
       0.100050  -6.4389758025792049E-10   1.5079060715979555E-09  -3.1225022567582552E-17  -2.2724877535296173E-16  -3.9169109075078701E-01   9.2009678264107897E-01   6.5673776533299781E-10  -2.2889979722431915E-09
       0.200100  -1.4454350966626234E-08   6.7072959152534224E-09   5.5684623578855508E-16   1.8388068845354160E-16  -6.9315617885289205E-01  -7.2078742477791435E-01  -7.6390022306899993E-09   2.2202861085279187E-08
       0.300150  -5.1417006751671495E-08  -1.1014851786707914E-08  -3.5041414214731503E-15   2.4884608262887298E-15   9.3469729026137416E-01  -3.5544475741944770E-01   3.4446425756785057E-08  -7.2033340165900134E-08
       0.400200  -7.6428698729226671E-08  -8.7367846994609224E-08  -4.3665158294681206E-15  -2.0733414984874798E-14  -3.9069023435853521E-02   9.9923651424552384E-01  -9.8927723204612943E-08   1.5504098084881047E-07
       0.500250  -1.3851542850294729E-08  -2.0452205901519465E-07   6.8394942487337573E-14   1.1953979472956178E-14  -9.0409131344269711E-01  -4.2733932294308447E-01   2.1780899149497329E-07  -2.6452581607323353E-07
       0.600300   1.7721371154539647E-07  -2.5803033811241821E-07  -9.1406049396169919E-14   1.4592667352264499E-13   7.4731804881817432E-01  -6.6446650317270883E-01  -4.0156631452190129E-07   3.8595175167427649E-07
       0.700350   4.1575553585127580E-07  -1.1694962836834625E-07  -2.0038398024224691E-13  -2.8752000780229992E-13   3.1865567004702344E-01   9.4787054166949325E-01   6.5121462375239312E-07  -5.0147335727798542E-07
       0.800400   4.9971577276951556E-07   2.4236157446484390E-07   6.0764414333558392E-13  -1.1406609164155146E-13  -9.9694722261365376E-01  -7.8078389563042402E-02  -9.5799728145801164E-07   5.9547724822288031E-07
       0.900450   2.4091857002117251E-07   6.3944588042127666E-07  -2.5198506475865301E-13   9.5363474061915809E-13   4.6233501997205256E-01  -8.8670532223705789E-01   1.3060715534656292E-06  -6.5943919215649936E-07
       1.000500  -3.4096016686294025E-07   7.4896808622501558E-07  -1.1114598824635280E-12  -9.6778661473617689E-13   6.3476220565963781E-01   7.7270753892744348E-01  -1.6773666621068098E-06   6.9460785823437773E-07
       1.100550  -9.2922224771913908E-07   3.2801934479888997E-07   1.9527764821836158E-12  -8.1584305283710634E-13  -9.5959642060813632E-01   2.8138000427963622E-01   2.0571250429991861E-06  -7.1169243210156155E-07
       1.200600  -1.0524951738591581E-06  -5.3095249910604549E-07  -1.4268729427169280E-13   2.9587582384138500E-12   1.1696853186414474E-01  -9.9313561909862513E-01  -2.4384279734321388E-06   7.2764987100429063E-07
       1.300650  -4.2011352305834494E-07  -1.3380538779714503E-06  -3.6208536169368699E-12  -1.8322938652448606E-12   8.6796535483733106E-01   4.9662474295647452E-01   2.8243181101719981E-06  -7.6055676215268609E-07
