#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   1.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00
       0.100050   9.9999999999999423E-01   2.3314683517128287E-14  -2.3364079694618169E-09   2.8923290401802790E-10  -1.6396284705452391E-09   1.8147180117380687E-12   3.9542871370936076E-18  -4.9363507121645544E-19
       0.200100   9.9999999999994493E-01   4.6296300126869028E-14  -1.0589265232824363E-08  -2.0657221549293553E-08  -5.1845881338460105E-09  -1.5067718017124047E-08  -2.6473393813499462E-16   2.7529080282289131E-16
       0.300150   9.9999999999944444E-01   6.0840221749458578E-14   5.7135904216525536E-08  -5.4469553460853590E-08   4.4144165562825247E-08  -2.8571457609761451E-08   9.9863451009018790E-16  -4.1695787495321625E-15
       0.400200   9.9999999999687494E-01   2.7589042161935140E-14   1.5700847681301198E-07   9.1712529462599164E-08   8.4315148266465479E-08   7.9783722968534919E-08   6.1121925896444603E-15   2.0939753096566446E-14
       0.500250   9.9999999998801092E-01  -1.8973711490843925E-13  -8.2852209660221270E-08   3.2850482661273770E-07  -9.9923377796371502E-08   1.7898730802185537E-07  -5.2224260266272312E-14  -4.9316390715978019E-14
       0.600300   9.9999999996406652E-01  -9.3558494285161942E-13  -5.5028956997068823E-07   2.1505678334068501E-08  -3.0388752162497342E-07  -7.5078153591652016E-08   1.7477262464092447E-13   3.6166419975115963E-14
       0.700350   9.9999999990919219E-01  -2.9365954112847703E-12  -2.6504315992614759E-07  -7.6829644467100196E-07  -2.1629751266157299E-08  -4.3134908719810404E-07  -3.3781156221766382E-13   1.3521290191376499E-13
       0.800400   9.9999999979741527E-01  -7.5477402106116642E-12   8.9827284211892257E-07  -6.6128333389695476E-07   5.1711345328846362E-07  -2.0260469579903843E-07   3.4457517370856258E-13  -5.4298850596080721E-13
       0.900450   9.9999999958902652E-01  -1.7092771642523985E-11   1.1756551170192052E-06   8.4343596927939623E-07   4.5561497376638347E-07   5.0926200236109349E-07   1.0580922126599651E-13   1.0222623881460815E-12
       1.000500   9.9999999922640725E-01  -3.5313918456125748E-11  -5.2173202249755375E-07   1.7180296286675710E-06  -3.6230465933672712E-07   7.3887912637613940E-07  -1.1169662625001445E-12  -1.0560901721763530E-12
       1.100550   9.9999999862930289E-01  -6.7949479376494537E-11  -2.1503959228277193E-06   1.0344177238519472E-07  -9.8397642886058025E-07  -5.3301629124813971E-08   2.2070579095137202E-12   3.3522376109639562E-14
       1.200600   9.9999999768954750E-01  -1.2346706990129519E-10  -9.9724194653086823E-07  -2.3108529098444939E-06  -4.0419902470617321E-07  -1.1073751829147968E-06  -2.2655759964341934E-12   2.0940517661444562E-12
       1.300650   9.9999999626524727E-01  -2.1394891414061590E-10   2.0508121829015008E-06  -2.0404414794834434E-06   1.0291546499720080E-06  -9.5274564237452618E-07   2.2732395878512281E-13  -4.2087107296571082E-12
       1.400700   9.9999999417442254E-01  -3.5616365412494133E-10   3.0358678554726253E-06   1.2782327224159887E-06   1.4934397292996709E-06   6.9535478476804165E-07   3.7248840294704480E-12   4.2246830938997359E-12
       1.500750   9.9999999118811511E-01  -5.7282495413701895E-10   3.1163107274856014E-09   3.7366200714567109E-06  -9.8860674920989389E-08   1.8996430020649900E-06  -7.3572138360423564E-12  -4.8458928857832591E-13
       1.600800   9.9999998702296278E-01  -8.9406237968603364E-10  -3.8933895249759806E-06   1.6691037399441007E-06  -2.0407220060762103E-06   7.0674345591383603E-07   7.1129999507011544E-12  -6.2784781205470673E-12
       1.700850   9.9999998133325363E-01  -1.3591158198877906E-09  -3.4743514137343432E-06  -3.3130507775602472E-06  -1.6050987149768910E-06  -1.8119587324357607E-06  -6.3459945899009054E-13   1.2035053804836497E-11
