   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00
   1.0000000000000000E+02   9.1098189791336748E-01   8.2839929590627331E-02   8.2789877269773687E-02
   2.0000000000000000E+02   8.0912795383958636E-01   1.8977617779210559E-01   1.2864759394154390E-01
   3.0000000000000000E+02   7.1122857852634436E-01   2.8711160134158215E-01   1.8806070402585584E-01
   4.0000000000000000E+02   6.2108912971432806E-01   3.7762958482133624E-01   2.6205118068112021E-01
   5.0000000000000000E+02   5.0009951532373176E-01   4.7418159842901686E-01   2.9915746162987567E-01
   6.0000000000000000E+02   5.6313471576762808E-01   4.1569484951393687E-01   3.8044758742850771E-01
   7.0000000000000000E+02   5.3846904728378375E-01   3.5390992247525194E-01   3.2508566761173591E-01
   8.0000000000000000E+02   4.2442425654360294E-01   3.3086374047421629E-01   2.0752873140591691E-01
   9.0000000000000000E+02   3.4437170319531352E-01   2.4266586072032714E-01   1.2113125556106283E-01
   1.0000000000000000E+03   6.7610321281663888E-01   1.3166390956210117E-01   2.0397862157903179E-03
   1.1000000000000000E+03   7.5731182669181840E-01   8.5721772249391925E-02   4.1906600523859805E-02
   1.2000000000000000E+03   1.7690265835854690E-01   1.5626588558588472E-01   3.5138134591723602E-02
   1.3000000000000000E+03   2.0620452442420101E-01   1.3872698518374904E-01   3.4508693296530502E-02
   1.4000000000000000E+03   7.1548496810757078E-01   2.3096175158668089E-01   4.9593941779332879E-02
   1.5000000000000000E+03   6.0820318055915679E-01   2.6382594461508396E-01   1.6409587014954707E-01
   1.6000000000000000E+03   4.8743888809991642E-01   3.3338488182568737E-01   2.2842054942673345E-01
   1.7000000000000000E+03   4.4560126068940425E-01   3.6271334100057445E-01   2.4612653241070825E-01
   1.8000000000000000E+03   5.3025436262090853E-01   3.3268418254560100E-01   2.7927618411993688E-01
   1.9000000000000000E+03   5.8433798824783079E-01   3.8475590286514033E-01   1.9259583889341825E-01
   2.0000000000000000E+03   5.0503709733795732E-01   2.9848222766000981E-01   1.0352249606139857E-01
   2.1000000000000000E+03   5.4134208635746917E-01   1.9384154628131545E-01   1.0554781149818560E-04
   2.2000000000000000E+03   6.2576290841827542E-01   1.0860485636556691E-01   8.5095944781969621E-02
   2.3000000000000000E+03   7.2566481404136640E-01   1.8196685569536386E-01   5.0729763955022149E-02
   2.4000000000000000E+03   2.8660720562795844E-01   2.0644509331231700E-01   3.1387702413102264E-02
   2.5000000000000000E+03   3.6443545203620364E-01   1.0868097690908869E-01   1.0691870526951390E-01
   2.6000000000000000E+03   4.4430575032576047E-01   1.8813960396685442E-01   1.1599721669807578E-02
   2.7000000000000000E+03   5.3090531582371780E-01   3.1440788794016489E-01   9.1990969453393495E-02
   2.8000000000000000E+03   4.4083805655353392E-01   4.0613927985600307E-01   1.6484022721439739E-01
   2.9000000000000000E+03   4.8956270199335472E-01   3.5706666754185840E-01   2.5229332501239954E-01
   3.0000000000000000E+03   5.7282656362443118E-01   3.3994977820388006E-01   2.7333907341738944E-01
   3.1000000000000000E+03   6.4425145935436534E-01   3.0334130644406698E-01   1.5832205684361450E-01
   3.2000000000000000E+03   6.3115785664558954E-01   1.7956390470992140E-01   4.0545152339507409E-02
   3.3000000000000000E+03   4.3087205219681746E-01   7.2000551859777329E-02   4.4509494914965975E-02
   3.4000000000000000E+03   4.9493265356077787E-01   1.2420857437724506E-01   2.8752983382568931E-02
   3.5000000000000000E+03   4.4379786209960237E-01   2.1751530624567891E-01   1.3895936899999051E-01
   3.6000000000000000E+03   3.6114335858799262E-01   3.0382716301076718E-01   2.2464091767031191E-01
   3.7000000000000000E+03   4.0903180528347294E-01   3.4260808018457511E-01   3.2966725442792699E-01
   3.8000000000000000E+03   4.8898615926909295E-01   4.2724278426241979E-01   2.3960840354435353E-01
   3.9000000000000000E+03   4.7818890741723419E-01   4.1739042104706536E-01   1.7315222260150800E-01
   4.0000000000000000E+03   3.5232919240202687E-01   2.9192545595100605E-01   1.6982899376573940E-01
   4.1000000000000000E+03   2.5835600183400720E-01   2.0729182127345780E-01   9.3787910064278057E-02
   4.2000000000000000E+03   1.6866598457789928E-01   1.2429947840601024E-01   1.1822361240806822E-02
   4.3000000000000000E+03   8.9126385232043148E-01   1.0583050797015731E-01   4.7234275568276030E-02
   4.4000000000000000E+03   2.0776591467569272E-01   5.7240168992619356E-02   5.3982247986270271E-02
   4.5000000000000000E+03   7.1268531644667910E-01   1.3560361815353850E-01   3.6237600909508949E-02
   4.6000000000000000E+03   6.2687343471634271E-01   2.2091146796060251E-01   1.1976577831913704E-01
   4.7000000000000000E+03   5.3702827288345434E-01   3.1777450708405197E-01   1.8770548630983028E-01
   4.8000000000000000E+03   4.4015861948875690E-01   4.3135502420572469E-01   2.3190322474049430E-01
