# OCT iter        300;   J_T =   1.502598672984E-03;   pulse_id =          1                                                                                                                                                                                   
#               time [ns]           Re(ampl) [MHz]           Im(ampl) [MHz]                                                                                                                                                                                    
  1.48813952796214150E-02 -7.37078894912759068E+01  0.00000000000000000E+00
  4.46441858388642449E-02 -4.54760736612885665E+01  0.00000000000000000E+00
  7.44069763981070748E-02  6.54872432169946421E+01  0.00000000000000000E+00
  1.04169766957349919E-01  3.94509338655846236E+01  0.00000000000000000E+00
  1.33932557516592721E-01 -5.78601522458089690E+01  0.00000000000000000E+00
  1.63695348075835578E-01 -3.03805278261302263E+01  0.00000000000000000E+00
  1.93458138635078380E-01  5.29032595941498229E+01  0.00000000000000000E+00
  2.23220929194321238E-01  1.97601247616994655E+01  0.00000000000000000E+00
  2.52983719753564040E-01 -5.15630659534028624E+01  0.00000000000000000E+00
  2.82746510312806842E-01 -9.84188865780689071E+00  0.00000000000000000E+00
  3.12509300872049700E-01  5.33002744755221443E+01  0.00000000000000000E+00
  3.42272091431292558E-01  2.62079544678345888E+00  0.00000000000000000E+00
  3.72034881990535360E-01 -5.63531469687641078E+01  0.00000000000000000E+00
  4.01797672549778162E-01  1.00986429899694774E+00  0.00000000000000000E+00
  4.31560463109021131E-01  5.84855732378870599E+01  0.00000000000000000E+00
  4.61323253668263933E-01 -1.60741512018793942E+00  0.00000000000000000E+00
  4.91086044227506735E-01 -5.79011418673193177E+01  0.00000000000000000E+00
  5.20848834786749593E-01  9.18585171942544298E-01  0.00000000000000000E+00
  5.50611625345992395E-01  5.39510105265894779E+01  0.00000000000000000E+00
  5.80374415905235308E-01 -1.11899951333824688E+00  0.00000000000000000E+00
  6.10137206464478110E-01 -4.73540869681420347E+01  0.00000000000000000E+00
  6.39899997023720912E-01  3.86003107161282788E+00  0.00000000000000000E+00
  6.69662787582963714E-01  3.98568739944890211E+01  0.00000000000000000E+00
  6.99425578142206628E-01 -9.52878745484783174E+00  0.00000000000000000E+00
  7.29188368701449430E-01 -3.34913976167970517E+01  0.00000000000000000E+00
  7.58951159260692232E-01  1.70512542786074910E+01  0.00000000000000000E+00
  7.88713949819935034E-01  2.97352660725806288E+01  0.00000000000000000E+00
  8.18476740379177947E-01 -2.43284197014619892E+01  0.00000000000000000E+00
  8.48239530938420749E-01 -2.89024743887434781E+01  0.00000000000000000E+00
  8.78002321497663551E-01  2.91173827291673142E+01  0.00000000000000000E+00
  9.07765112056906465E-01  3.00113326556135291E+01  0.00000000000000000E+00
  9.37527902616149156E-01 -2.99882757219088916E+01  0.00000000000000000E+00
