# OCT iter        615;   J_T =   9.481897831316E-03;   pulse_id =          1                                                                                                                                                                                   
#               time [ns]              abs(E) [au]          arg(E) [rad/pi]
   1.1404561824729893E+00   1.1024152174160237E-02  -6.0880913476155751E-01
   1.1804721888755503E+00   1.2389016946697395E-02  -5.0111101547557113E-01
   1.2204881952781113E+00   1.3855497681265526E-02  -3.9857176173828091E-01
   1.2605042016806725E+00   1.5354196269203682E-02  -3.0027849460563244E-01
   1.3005202080832334E+00   1.6812833589052008E-02  -2.0515982079244879E-01
   1.3405362144857944E+00   1.8160982427862762E-02  -1.1213344505053925E-01
   1.3805522208883556E+00   1.9334379313463677E-02  -2.0149363163849989E-02
   1.4205682272909166E+00   2.0279485722903178E-02   7.1823202109962125E-02
   1.4605842336934776E+00   2.0958720874387445E-02   1.6483421289086181E-01
   1.5006002400960385E+00   2.1356651992711029E-02   2.5999702706378908E-01
   1.5406162464985997E+00   2.1487307526025030E-02   3.5851854193100624E-01
   1.5806322529011607E+00   2.1402429828192765E-02   4.6168073132016108E-01
   1.6206482593037215E+00   2.1199405792330841E-02   5.7070910032516953E-01
   1.6606642657062827E+00   2.1025039149597829E-02   6.8643586230639653E-01
   1.7006802721088436E+00   2.1067156430804389E-02   8.0871660773953669E-01
   1.7406962785114046E+00   2.1524010079554515E-02   9.3582192452204105E-01
   1.7807122849139658E+00   2.2551161678262811E-02  -9.3558378698385047E-01
   1.8207282913165268E+00   2.4209106060072802E-02  -8.0941587254434721E-01
   1.8607442977190878E+00   2.6445551765440965E-02  -6.8868206068216786E-01
   1.9007603041216488E+00   2.9119729941111890E-02  -5.7469787666941807E-01
   1.9407763105242100E+00   3.2044020736987061E-02  -4.6731095301804920E-01
   1.9807923169267709E+00   3.5018345146500471E-02  -3.6554515205795041E-01
   2.0208083233293319E+00   3.7850811749121513E-02  -2.6812928714437473E-01
   2.0608243297318931E+00   4.0368903252714590E-02  -1.7377393721699186E-01
   2.1008403361344539E+00   4.2426571003788695E-02  -8.1263264818318304E-02
   2.1408563425370151E+00   4.3910529616487934E-02   1.0550817442115553E-02
   2.1808723489395763E+00   4.4747340301866209E-02   1.0279743363938111E-01
   2.2208883553421370E+00   4.4912071658977863E-02   1.9665074339842328E-01
   2.2609043617446982E+00   4.4439049352674259E-02   2.9339129025675614E-01
   2.3009203681472594E+00   4.3434892535967044E-02   3.9443832343900870E-01
   2.3409363745498202E+00   4.2092775265591784E-02   5.0129543345061278E-01
   2.3809523809523814E+00   4.0702923853032147E-02   6.1529809643832334E-01
   2.4209683873549426E+00   3.9645744760068470E-02   7.3702573325120679E-01
   2.4609843937575033E+00   3.9343709923408521E-02   8.6542285121613771E-01
   2.5010004001600645E+00   4.0155866453165046E-02   9.9723958888126385E-01
   2.5410164065626253E+00   4.2249551232933176E-02  -8.7222623137338573E-01
   2.5810324129651860E+00   4.5537192460630718E-02  -7.4717885775455550E-01
   2.6210484193677472E+00   4.9724337353976786E-02  -6.2981568319662140E-01
   2.6610644257703084E+00   5.4414939426472499E-02  -5.2030431885837369E-01
   2.7010804321728692E+00   5.9199303609032257E-02  -4.1761496177148105E-01
   2.7410964385754304E+00   6.3701281348216565E-02  -3.2029237290865542E-01
   2.7811124449779911E+00   6.7597377047043952E-02  -2.2686819934719557E-01
   2.8211284513805523E+00   7.0624036850330835E-02  -1.3599826081413946E-01
   2.8611444577831135E+00   7.2582322275514588E-02  -4.6459512529012925E-02
   2.9011604641856743E+00   7.3343731794214176E-02   4.2911833608501614E-02
   2.9411764705882355E+00   7.2858603423756496E-02   1.3330598229970883E-01
   2.9811924769907967E+00   7.1168047015980007E-02   2.2603654138309981E-01
   3.0212084833933575E+00   6.8420607481628024E-02   3.2263834223167537E-01
   3.0612244897959187E+00   6.4894782086713773E-02   4.2493247062809042E-01
   3.1012404961984799E+00   6.1025798844846005E-02   5.3495624383566454E-01
   3.1412565026010406E+00   5.7424098344356786E-02   6.5452417007895347E-01
   3.1812725090036018E+00   5.4846194294487033E-02   7.8410729129762291E-01
   3.2212885154061630E+00   5.4050014786451918E-02   9.2121868759175973E-01
   3.2613045218087238E+00   5.5519202244000386E-02  -9.4004910691344024E-01
   3.3013205282112845E+00   5.9227345587257153E-02  -8.0657037689452982E-01
   3.3413365346138457E+00   6.4669311384860803E-02  -6.8271107843798939E-01
   3.3813525410164065E+00   7.1106381116912254E-02  -5.6934703210310367E-01
   3.4213685474189681E+00   7.7790434817600174E-02  -4.6518386257672639E-01
   3.4613845538215289E+00   8.4068886867886689E-02  -3.6823126180105048E-01
   3.5014005602240901E+00   8.9409308210774779E-02  -2.7656079542143419E-01
   3.5414165666266508E+00   9.3395665477088621E-02  -1.8852419113005486E-01
   3.5814325730292120E+00   9.5721168050146049E-02  -1.0273232580744117E-01
   3.6214485794317728E+00   9.6185043271846848E-02  -1.7954853259339026E-02
   3.6614645858343344E+00   9.4694321155860628E-02   6.7004886257930663E-02
   3.7014805922368947E+00   9.1270885718148356E-02   1.5345488731797977E-01
   3.7414965986394564E+00   8.6065462599019441E-02   2.4299661483718635E-01
   3.7815126050420171E+00   7.9383055952848350E-02   3.3776861693933918E-01
   3.8215286114445783E+00   7.1728382718625042E-02   4.4074963496574765E-01
   3.8615446178471391E+00   6.3881432474684724E-02   5.5595725478928770E-01
   3.9015606242497003E+00   5.6990653056574365E-02   6.8779480206210464E-01
   3.9415766306522610E+00   5.2556617594749409E-02   8.3774651385538546E-01
   3.9815926370548227E+00   5.1973814230212981E-02   9.9838035644355294E-01
   4.0216086434573830E+00   5.5615103287746250E-02  -8.4612115794143572E-01
   4.0616246498599446E+00   6.2529038149881810E-02  -7.0768026804379036E-01
   4.1016406562625054E+00   7.1202772032732162E-02  -5.8794214143740686E-01
   4.1416566626650670E+00   8.0278575977602587E-02  -4.8315279599287958E-01
   4.1816726690676278E+00   8.8735985814617016E-02  -3.8900120034118757E-01
   4.2216886754701886E+00   9.5837165194661483E-02  -3.0214031141624481E-01
   4.2617046818727493E+00   1.0105193266655234E-01  -2.2020313095608482E-01
   4.3017206882753110E+00   1.0400993750462736E-01  -1.4150580964557441E-01
   4.3417366946778717E+00   1.0447553133883206E-01  -6.4772976298202556E-02
   4.3817527010804334E+00   1.0233583133631322E-01   1.1077242814047827E-02
   4.4217687074829932E+00   9.7596122454406020E-02   8.7122237456097193E-02
   4.4617847138855549E+00   9.0380735101958598E-02   1.6465421707846156E-01
   4.5018007202881156E+00   8.0941954840376945E-02   2.4552458492508178E-01
   4.5418167266906764E+00   6.9687714994114608E-02   3.3281554632422006E-01
   4.5818327330932380E+00   5.7260972653325734E-02   4.3232472065052857E-01
   4.6218487394957988E+00   4.4771791826699582E-02   5.5589350660113490E-01
   4.6618647458983595E+00   3.4442084453547225E-02   7.2590327206619687E-01
   4.7018807523009203E+00   3.0415144765783844E-02   9.5511784971438551E-01
   4.7418967587034819E+00   3.5457468654823153E-02  -8.2115779317112869E-01
   4.7819127651060427E+00   4.6355107127430822E-02  -6.5909046946020278E-01
   4.8219287715086043E+00   5.9150249170111545E-02  -5.4167750908728252E-01
   4.8619447779111651E+00   7.1765176824601165E-02  -4.4771959891131546E-01
   4.9019607843137258E+00   8.3119143672935214E-02  -3.6635989210857789E-01
   4.9419767907162866E+00   9.2549191796432437E-02  -2.9233559713216978E-01
   4.9819927971188482E+00   9.9605658060212918E-02  -2.2291944586410783E-01
   5.0220088035214090E+00   1.0398526423487357E-01  -1.5658068524184893E-01
   5.0620248099239706E+00   1.0551401160855076E-01  -9.2387724942461141E-02
   5.1020408163265314E+00   1.0410379120529242E-01  -2.9693231017146784E-02
   5.1420568227290921E+00   9.9759744250019128E-02   3.1994902269721411E-02
   5.1820728291316529E+00   9.2577911531189189E-02   9.3118418159921959E-02
   5.2220888355342145E+00   8.2739942808558009E-02   1.5417881412561271E-01
   5.2621048419367753E+00   7.0507475327925145E-02   2.1592201285917198E-01
   5.3021208483393369E+00   5.6218001745839255E-02   2.7980228735942209E-01
   5.3421368547418968E+00   4.0290727645711961E-02   3.4961005709339454E-01
   5.3821528611444585E+00   2.3302109384800249E-02   4.4044101893027376E-01
   5.4221688675470192E+00   7.4106395503083710E-03   7.1039464598418633E-01
   5.4621848739495809E+00   1.5210558721589556E-02  -6.5961106054993224E-01
   5.5022008803521416E+00   3.2742645390965754E-02  -5.3539251046779457E-01
   5.5422168867547024E+00   5.0028937296264189E-02  -4.6113372588671420E-01
   5.5822328931572631E+00   6.6199047509298614E-02  -3.9817810755740563E-01
   5.6222488995598248E+00   8.0720930248038836E-02  -3.3972980190596364E-01
   5.6622649059623855E+00   9.3149376604315173E-02  -2.8368577101206011E-01
   5.7022809123649472E+00   1.0310686718898551E-01  -2.2920750882806612E-01
   5.7422969187675079E+00   1.1028807797836576E-01  -1.7592470008934663E-01
   5.7823129251700687E+00   1.1446748773214804E-01  -1.2368636118628927E-01
   5.8223289315726294E+00   1.1550587550938268E-01  -7.2472847574115540E-02
   5.8623449379751902E+00   1.1335446958566542E-01  -2.2371736446938219E-02
   5.9023609443777518E+00   1.0805652958621904E-01   2.6406223048023883E-02
   5.9423769507803126E+00   9.9746880225566187E-02   7.3463299748182137E-02
   5.9823929571828742E+00   8.8650943547571137E-02   1.1805784428903233E-01
   6.0224089635854341E+00   7.5087256314545589E-02   1.5871204045608808E-01
   6.0624249699879957E+00   5.9486018739873248E-02   1.9209306581500235E-01
   6.1024409763905565E+00   4.2477743758438699E-02   2.0903844557744156E-01
   6.1424569827931181E+00   2.5407242352040161E-02   1.7498322239787983E-01
   6.1824729891956789E+00   1.4686973115494212E-02  -6.2684829780154244E-02
   6.2224889955982396E+00   2.4384209951124277E-02  -3.2538874684014529E-01
   6.2625050020008004E+00   4.2161737514737951E-02  -3.6900182760882433E-01
   6.3025210084033620E+00   6.0613374701566455E-02  -3.5595244568007739E-01
   6.3425370148059228E+00   7.8190163374157226E-02  -3.2574833071619719E-01
   6.3825530212084844E+00   9.4145695935215309E-02  -2.8857114969355463E-01
   6.4225690276110452E+00   1.0793446569786018E-01  -2.4810613619394939E-01
   6.4625850340136060E+00   1.1911642631019648E-01  -2.0604027758571219E-01
   6.5026010404161676E+00   1.2734165238341677E-01  -1.6330683600023696E-01
   6.5426170468187275E+00   1.3235256813754961E-01  -1.2052749868862604E-01
   6.5826330532212891E+00   1.3398967828454975E-01  -7.8208135293301700E-02
   6.6226490596238508E+00   1.3219681497209781E-01  -3.6853951187468086E-02
   6.6626650660264115E+00   1.2702520765595998E-01   2.9284194981906162E-03
   6.7026810724289723E+00   1.1863780072574481E-01   4.0293593069822844E-02
   6.7426970788315330E+00   1.0731815263102241E-01   7.3915131488483762E-02
   6.7827130852340947E+00   9.3494768277998228E-02   1.0148681240936976E-01
   6.8227290916366563E+00   7.7810550724153701E-02   1.1858132373376877E-01
   6.8627450980392162E+00   6.1329771496288168E-02   1.1585495259283327E-01
   6.9027611044417778E+00   4.6182469092561490E-02   7.2945468203082106E-02
   6.9427771108443386E+00   3.7127147123192941E-02  -3.9215700604836853E-02
   6.9827931172469002E+00   4.0293205349795830E-02  -1.8207765792083019E-01
   7.0228091236494601E+00   5.3797487731505396E-02  -2.6259676516941982E-01
   7.0628251300520217E+00   7.1489754339592551E-02  -2.8563857478684879E-01
   7.1028411364545834E+00   8.9958955442820079E-02  -2.7963984083299132E-01
   7.1428571428571432E+00   1.0757661183801712E-01  -2.5930562988737121E-01
   7.1828731492597040E+00   1.2338262377234464E-01  -2.3140009690131810E-01
   7.2228891556622656E+00   1.3670682176431706E-01  -1.9930646539187633E-01
   7.2629051620648273E+00   1.4705097160538477E-01  -1.6492230239430697E-01
   7.3029211684673871E+00   1.5405283565409739E-01  -1.2945487919941270E-01
   7.3429371748699488E+00   1.5747734139743330E-01  -9.3791326993588733E-02
   7.3829531812725095E+00   1.5721671013760025E-01  -5.8700825712450014E-02
   7.4229691876750712E+00   1.5329370949068352E-01  -2.4977617944266971E-02
   7.4629851940776311E+00   1.4586774594456381E-01   6.4150194634196413E-03
   7.5030012004801927E+00   1.3524786113795462E-01   3.4145672794091489E-02
   7.5430172068827543E+00   1.2192301748169923E-01   5.6182780025681570E-02
   7.5830332132853151E+00   1.0663304882093425E-01   6.9198783406286851E-02
   7.6230492196878750E+00   9.0531989334299887E-02   6.7550485509397740E-02
   7.6630652260904366E+00   7.5537770802822854E-02   4.2185652945313033E-02
   7.7030812324929983E+00   6.4847593521920405E-02  -1.6610983639807168E-02
   7.7430972388955599E+00   6.2511065585289627E-02  -1.0215176385842742E-01
   7.7831132452981198E+00   7.0084647506615763E-02  -1.7926799487876546E-01
   7.8231292517006805E+00   8.4776310321132309E-02  -2.2334576099988865E-01
   7.8631452581032422E+00   1.0281304720581438E-01  -2.3798133596051060E-01
   7.9031612645058038E+00   1.2157002140676637E-01  -2.3364929160572206E-01
   7.9431772709083637E+00   1.3940817676688400E-01  -2.1792008970325061E-01
   7.9831932773109253E+00   1.5524014775223530E-01  -1.9535183145508461E-01
   8.0232092837134861E+00   1.6829685850434858E-01  -1.6869744410717696E-01
   8.0632252901160477E+00   1.7802720779563125E-01  -1.3972728701072346E-01
   8.1032412965186076E+00   1.8405840909795482E-01  -1.0969220855213059E-01
   8.1432573029211692E+00   1.8618190719773584E-01  -7.9589614452707194E-02
   8.1832733093237309E+00   1.8435020394883500E-01  -5.0336887980835923E-02
   8.2232893157262925E+00   1.7867994964241274E-01  -2.2913262586461570E-02
   8.2633053221288524E+00   1.6946268694279870E-01   1.4873643056056267E-03
   8.3033213285314140E+00   1.5719009359699737E-01   2.1253694338189574E-02
   8.3433373349339757E+00   1.4260778762624493E-01   3.4066920849988080E-02
   8.3833533413365355E+00   1.2682166769529057E-01   3.6529138871702491E-02
   8.4233693477390954E+00   1.1148319920809766E-01   2.3973360954201623E-02
   8.4633853541416570E+00   9.9008460604521190E-02  -8.3542770552271651E-03
   8.5034013605442187E+00   9.2447494094568858E-02  -6.0223057245279377E-02
   8.5434173669467786E+00   9.4196639275611393E-02  -1.1950983629693379E-01
   8.5834333733493402E+00   1.0412250095113353E-01  -1.6778660795891831E-01
   8.6234493797519018E+00   1.1977206814760898E-01  -1.9584460346819793E-01
   8.6634653861544635E+00   1.3825912950011837E-01  -2.0531005048249190E-01
   8.7034813925570234E+00   1.5729724070000689E-01  -2.0123890808762551E-01
   8.7434973989595850E+00   1.7525365618465111E-01  -1.8810450355565536E-01
   8.7835134053621466E+00   1.9096599442068418E-01  -1.6910923455981294E-01
   8.8235294117647065E+00   2.0360175981073247E-01  -1.4646678620502104E-01
   8.8635454181672682E+00   2.1258219925771646E-01  -1.2175987058720453E-01
   8.9035614245698280E+00   2.1754583702838928E-01  -9.6205817095864357E-02
   8.9435774309723897E+00   2.1833261854153632E-01  -7.0841917181583433E-02
   8.9835934373749513E+00   2.1497931117381880E-01  -4.6666242178912111E-02
   9.0236094437775112E+00   2.0772394560540583E-01  -2.4764313689478980E-02
   9.0636254501800728E+00   1.9702237449073448E-01  -6.4444183671065148E-03
   9.1036414565826345E+00   1.8358455337426394E-01   6.6068797105134462E-03
   9.1436574629851961E+00   1.6844136240660723E-01   1.2171927433946140E-02
   9.1836734693877560E+00   1.5304791536081006E-01   7.4874472367265129E-03
   9.2236894757903176E+00   1.3939000855318887E-01  -1.0208756640410372E-02
   9.2637054821928793E+00   1.2993037520797079E-01  -4.1797925255276945E-02
   9.3037214885954391E+00   1.2704710423142732E-01  -8.3180325222153753E-02
   9.3437374949979990E+00   1.3189088983314037E-01  -1.2470579614781724E-01
   9.3837535014005606E+00   1.4364897615391409E-01  -1.5669176613289543E-01
   9.4237695078031223E+00   1.6014152022908176E-01  -1.7499715131119753E-01
   9.4637855142056839E+00   1.7894014160108865E-01  -1.8051543851516760E-01
   9.5038015206082438E+00   1.9798120694532068E-01  -1.7606966669616045E-01
   9.5438175270108054E+00   2.1567692273218833E-01  -1.6450693389723250E-01
   9.5838335334133671E+00   2.3084976605310636E-01  -1.4813449142380464E-01
   9.6238495398159269E+00   2.4265484825408337E-01  -1.2872470489738769E-01
   9.6638655462184886E+00   2.5052752196106798E-01  -1.0766122635064534E-01
   9.7038815526210502E+00   2.5415346974708281E-01  -8.6087838423214894E-02
   9.7438975590236101E+00   2.5345360918827148E-01  -6.5033995327637498E-02
   9.7839135654261700E+00   2.4857971372717652E-01  -4.5522673586064703E-02
   9.8239295718287316E+00   2.3992093700710951E-01  -2.8670405419969534E-02
   9.8639455782312933E+00   2.2812466821212760E-01  -1.5782450556044013E-02
   9.9039615846338549E+00   2.1413610312272949E-01  -8.4251845574102209E-03
   9.9439775910364148E+00   1.9925559945143273E-01  -8.4063680103442975E-03
   9.9839935974389764E+00   1.8519015149192866E-01  -1.7491258067225048E-02
   1.0024009603841538E+01   1.7401669652351348E-01  -3.6578087685372560E-02
   1.0064025610244100E+01   1.6789323039766499E-01  -6.4285336054862863E-02
   1.0104041616646660E+01   1.6840654078371314E-01  -9.5979039445661302E-02
   1.0144057623049221E+01   1.7585364108138146E-01  -1.2511058638230529E-01
   1.0184073629451781E+01   1.8910494170635986E-01  -1.4646042799085945E-01
   1.0224089635854343E+01   2.0617949238743927E-01  -1.5804175135139226E-01
   1.0264105642256903E+01   2.2495004116057338E-01  -1.6046772221307637E-01
   1.0304121648659464E+01   2.4354425383750927E-01  -1.5548943716014266E-01
   1.0344137655062026E+01   2.6046355846049563E-01  -1.4502394690655901E-01
   1.0384153661464588E+01   2.7457631387140918E-01  -1.3077338954662351E-01
   1.0424169667867147E+01   2.8508133966206767E-01  -1.1416006915554328E-01
   1.0464185674269709E+01   2.9147519556150808E-01  -9.6378422224769444E-02
   1.0504201680672271E+01   2.9352955931985830E-01  -7.8476270240359566E-02
   1.0544217687074832E+01   2.9127826311740629E-01  -6.1436544982056390E-02
   1.0584233693477392E+01   2.8501384257512208E-01  -4.6252429150324549E-02
   1.0624249699879954E+01   2.7529494320542269E-01  -3.3991852406110870E-02
   1.0664265706282514E+01   2.6296587655645259E-01  -2.5837960505015155E-02
   1.0704281712685075E+01   2.4918518831225464E-01  -2.3068565359641312E-02
   1.0744297719087635E+01   2.3544622943704938E-01  -2.6897469592700642E-02
   1.0784313725490197E+01   2.2354311522172693E-01  -3.8067271561291083E-02
   1.0824329731892758E+01   2.1539691615030973E-01  -5.6160777059771815E-02
   1.0864345738295320E+01   2.1266604720519153E-01  -7.8951086434931497E-02
   1.0904361744697880E+01   2.1622073704561218E-01  -1.0255672722946198E-01
   1.0944377751100442E+01   2.2580016336665173E-01  -1.2279640617581025E-01
   1.0984393757503003E+01   2.4013208301860994E-01  -1.3680505839239832E-01
   1.1024409763905563E+01   2.5739976571827328E-01  -1.4362822598035341E-01
   1.1064425770308125E+01   2.7571091020207067E-01  -1.4375559877047858E-01
   1.1104441776710685E+01   2.9337839863952936E-01  -1.3837445815744598E-01
   1.1144457783113246E+01   3.0903119455740380E-01  -1.2884604322734500E-01
   1.1184473789515806E+01   3.2163558985769058E-01  -1.1646117007332595E-01
   1.1224489795918368E+01   3.3048345385445549E-01  -1.0237080198769900E-01
   1.1264505802320929E+01   3.3517336616567039E-01  -8.7598254226625330E-02
   1.1304521808723491E+01   3.3559399840437593E-01  -7.3081681564890741E-02
   1.1344537815126051E+01   3.3191316643587393E-01  -5.9723287619260448E-02
   1.1384553821528613E+01   3.2457438132605571E-01  -4.8433077180475070E-02
   1.1424569827931174E+01   3.1430144274710126E-01  -4.0154694663764971E-02
   1.1464585834333736E+01   3.0210787340942513E-01  -3.5851563022693371E-02
   1.1504601840736296E+01   2.8929904167379000E-01  -3.6415648430401598E-02
   1.1544617847138857E+01   2.7743848209947364E-01  -4.2450552449409810E-02
   1.1584633853541417E+01   2.6823029948030458E-01  -5.3912376959359666E-02
   1.1624649859943979E+01   2.6326992550710476E-01  -6.9722092689624524E-02
   1.1664665866346539E+01   2.6367915825390420E-01  -8.7661009276447335E-02
   1.1704681872749100E+01   2.6976906902777531E-01  -1.0485476994984308E-01
   1.1744697879151662E+01   2.8093715869843189E-01  -1.1869628860146116E-01
   1.1784713885554224E+01   2.9586833996831757E-01  -1.2759215514123823E-01
   1.1824729891956784E+01   3.1289683930832646E-01  -1.3111137884057233E-01
   1.1864745898359345E+01   3.3033538076501884E-01  -1.2967649662779987E-01
   1.1904761904761907E+01   3.4668295749029765E-01  -1.2415539674964785E-01
   1.1944777911164469E+01   3.6072322619520847E-01  -1.1556354234632268E-01
   1.1984793917567028E+01   3.7155690909520939E-01  -1.0490733314388485E-01
   1.2024809923969588E+01   3.7860281880273428E-01  -9.3126582203610836E-02
   1.2064825930372150E+01   3.8158702043223464E-01  -8.1090717069918911E-02
   1.2104841936774712E+01   3.8052984317989685E-01  -6.9618412488539533E-02
   1.2144857943177271E+01   3.7573556234998290E-01  -5.9502342799498294E-02
   1.2184873949579833E+01   3.6778658447631934E-01  -5.1525406702614449E-02
   1.2224889955982395E+01   3.5754026645202186E-01  -4.6453112105798743E-02
   1.2264905962384955E+01   3.4612014654014578E-01  -4.4981392886566642E-02
   1.2304921968787516E+01   3.3488345884263898E-01  -4.7616300307127497E-02
   1.2344937975190078E+01   3.2533578154142062E-01  -5.4476619020440965E-02
   1.2384953981592639E+01   3.1896213870023860E-01  -6.5063604592625876E-02
   1.2424969987995199E+01   3.1697162773200593E-01  -7.8130119573070492E-02
   1.2464985994397761E+01   3.2001837946491507E-01  -9.1821374989229862E-02
   1.2505002000800321E+01   3.2802292081186873E-01  -1.0412643573943343E-01
   1.2545018007202883E+01   3.4019432024673602E-01  -1.1342497727954828E-01
   1.2585034013605442E+01   3.5523800599182292E-01  -1.1882237558496621E-01
   1.2625050020008004E+01   3.7163646098754016E-01  -1.2015850954130418E-01
   1.2665066026410566E+01   3.8789284491237197E-01  -1.1780749100476758E-01
   1.2705082032813127E+01   4.0269186319025679E-01  -1.1243968291044799E-01
   1.2745098039215687E+01   4.1498480408383676E-01  -1.0484229760184255E-01
   1.2785114045618249E+01   4.2402372362253682E-01  -9.5816294621892145E-02
   1.2825130052020810E+01   4.2936727347255110E-01  -8.6131556890486960E-02
   1.2865146058423372E+01   4.3087323633337044E-01  -7.6516768282031564E-02
   1.2905162064825932E+01   4.2868675543555701E-01  -6.7665087614370831E-02
   1.2945178071228492E+01   4.2322888408836035E-01  -6.0241282780105661E-02
   1.2985194077631053E+01   4.1518599526629063E-01  -5.4877556891884866E-02
   1.3025210084033613E+01   4.0549540210941243E-01  -5.2144518771654491E-02
   1.3065226090436177E+01   3.9531570752782880E-01  -5.2483765507096720E-02
   1.3105242096838737E+01   3.8596328698264137E-01  -5.6095826796579144E-02
   1.3145258103241297E+01   3.7879406865791210E-01  -6.2800608894363716E-02
   1.3185274109643860E+01   3.7502202421179709E-01  -7.1928431517678623E-02
   1.3225290116046420E+01   3.7549975892579562E-01  -8.2332528167283925E-02
   1.3265306122448983E+01   3.8052993343958752E-01  -9.2584642327113761E-02
   1.3305322128851543E+01   3.8979009601191533E-01  -1.0130504670953648E-01
   1.3345338135254103E+01   4.0240849533190642E-01  -1.0747321314920814E-01
   1.3385354141656665E+01   4.1715318548198904E-01  -1.1058020499791575E-01
   1.3425370148059224E+01   4.3265433865393349E-01  -1.1060143253910107E-01
   1.3465386154461784E+01   4.4759336382563636E-01  -1.0786527035489356E-01
   1.3505402160864348E+01   4.6083184966657254E-01  -1.0290520122117203E-01
   1.3545418167266908E+01   4.7148384397279491E-01  -9.6344851903394119E-02
   1.3585434173669467E+01   4.7894706147227456E-01  -8.8827173965265058E-02
   1.3625450180072031E+01   4.8290894777655297E-01  -8.0979581394061043E-02
   1.3665466186474591E+01   4.8333979074775563E-01  -7.3401683020379291E-02
   1.3705482192877154E+01   4.8048079816332384E-01  -6.6662904228149689E-02
   1.3745498199279714E+01   4.7483078398343243E-01  -6.1298743668074744E-02
   1.3785514205682274E+01   4.6713034171271295E-01  -5.7795152249605658E-02
   1.3825530212084836E+01   4.5833686705632926E-01  -5.6551434215411776E-02
   1.3865546218487395E+01   4.4957827862346372E-01  -5.7815940046214286E-02
   1.3905562224889955E+01   4.4207040694018518E-01  -6.1599709246867231E-02
   1.3945578231292519E+01   4.3698773094837950E-01  -6.7593212469421460E-02
   1.3985594237695079E+01   4.3529449203580645E-01  -7.5133087220840791E-02
   1.4025610244097642E+01   4.3757116945100660E-01  -8.3267498274433777E-02
   1.4065626250500202E+01   4.4389335253091267E-01  -9.0929320187017493E-02
   1.4105642256902762E+01   4.5381277624051064E-01  -9.7160332330384597E-02
   1.4145658263305325E+01   4.6644943204575590E-01  -1.0129275026984115E-01
   1.4185674269707885E+01   4.8065701216156670E-01  -1.0302398909370944E-01
   1.4225690276110445E+01   4.9520452207488785E-01  -1.0238645682088032E-01
   1.4265706282513007E+01   5.0892972795065283E-01  -9.9658845363948936E-02
   1.4305722288915566E+01   5.2084578031933604E-01  -9.5268150990533429E-02
   1.4345738295318130E+01   5.3020249879501358E-01  -8.9711191456292846E-02
   1.4385754301720690E+01   5.3651317028215473E-01  -8.3503679081210883E-02
   1.4425770308123250E+01   5.3955935694370050E-01  -7.7152970927814812E-02
   1.4465786314525813E+01   5.3938415483294078E-01  -7.1146129273481615E-02
   1.4505802320928373E+01   5.3628076621176346E-01  -6.5944091347048178E-02
   1.4545818327330933E+01   5.3077882476817118E-01  -6.1973051218724040E-02
   1.4585834333733496E+01   5.2362587077881773E-01  -5.9604933176178959E-02
   1.4625850340136056E+01   5.1575628735936363E-01  -5.9120922627149346E-02
