# OCT iter        615;   J_T =   9.481897831316E-03;   pulse_id =          4                                                                                                                                                                                   
#               time [ns]              abs(E) [au]          arg(E) [rad/pi]
   2.3009203681472594E+00   1.7727829257738130E-02   3.0644495980386199E-01
   2.3409363745498202E+00   1.9691435586496810E-02   2.1023153817167439E-01
   2.3809523809523814E+00   2.1635484055133821E-02   1.1523860861249202E-01
   2.4209683873549426E+00   2.3515077021839203E-02   2.0632693974828368E-02
   2.4609843937575033E+00   2.5295130528154703E-02  -7.4332040607939812E-02
   2.5010004001600645E+00   2.6954225327921813E-02  -1.7032567392099207E-01
   2.5410164065626253E+00   2.8488652825624152E-02  -2.6794445198563271E-01
   2.5810324129651860E+00   2.9916227328023657E-02  -3.6769538141973995E-01
   2.6210484193677472E+00   3.1279094262311569E-02  -4.6995875281323657E-01
   2.6610644257703084E+00   3.2644353397969617E-02  -5.7492884360521712E-01
   2.7010804321728692E+00   3.4101008384325511E-02  -6.8254353200991269E-01
   2.7410964385754304E+00   3.5751937104764403E-02  -7.9242916896872739E-01
   2.7811124449779911E+00   3.7700719028545694E-02  -9.0389916485876654E-01
   2.8211284513805523E+00   4.0035285018506013E-02   9.8396313611142239E-01
   2.8611444577831135E+00   4.2812474239868330E-02   8.7214359054726120E-01
   2.9011604641856743E+00   4.6048011702871948E-02   7.6151124747213972E-01
   2.9411764705882355E+00   4.9714418092231226E-02   6.5267706714294182E-01
   2.9811924769907967E+00   5.3746235571746459E-02   5.4593846249066402E-01
   3.0212084833933575E+00   5.8049839259528641E-02   4.4130333948010614E-01
   3.0612244897959187E+00   6.2514903871462246E-02   3.3855834470035601E-01
   3.1012404961984799E+00   6.7025614483665341E-02   2.3734571905710328E-01
   3.1412565026010406E+00   7.1470854392071376E-02   1.3722797171031700E-01
   3.1812725090036018E+00   7.5753296335474160E-02   3.7734388671439398E-02
   3.2212885154061630E+00   7.9797532507097826E-02  -6.1607907678620365E-02
   3.2613045218087238E+00   8.3557275898073741E-02  -1.6125239888141035E-01
   3.3013205282112845E+00   8.7021403117550258E-02  -2.6161497325739358E-01
   3.3413365346138457E+00   9.0218270865540642E-02  -3.6305410182441650E-01
   3.3813525410164065E+00   9.3217379629896152E-02  -4.6584631314220593E-01
   3.4213685474189681E+00   9.6127168137574645E-02  -5.7015675938094779E-01
   3.4613845538215289E+00   9.9087677470855937E-02  -6.7600875548791983E-01
   3.5014005602240901E+00   1.0225728744496353E-01  -7.8326096690409053E-01
   3.5414165666266508E+00   1.0579392174639855E-01  -8.9160429682206033E-01
   3.5814325730292120E+00   1.0983294816895249E-01   9.9941095911873357E-01
   3.6214485794317728E+00   1.1446580677735042E-01   8.9031572950828719E-01
   3.6614645858343344E+00   1.1972411691277259E-01   7.8164181233758412E-01
   3.7014805922368947E+00   1.2557290994035628E-01   6.7384196357904014E-01
   3.7414965986394564E+00   1.3191406410677747E-01   5.6723174317266001E-01
   3.7815126050420171E+00   1.3859830774755236E-01   4.6196415887346004E-01
   3.8215286114445783E+00   1.4544258321483064E-01   3.5803498400717809E-01
   3.8615446178471391E+00   1.5224947249213946E-01   2.5530816929954137E-01
   3.9015606242497003E+00   1.5882624461320854E-01   1.5354939963987591E-01
   3.9415766306522610E+00   1.6500213420035154E-01   5.2459205738850996E-02
   3.9815926370548227E+00   1.7064321328560991E-01  -4.8298361681651573E-02
   4.0216086434573830E+00   1.7566454451355559E-01  -1.4907183146598982E-01
   4.0616246498599446E+00   1.8003927746614881E-01  -2.5020142158906206E-01
   4.1016406562625054E+00   1.8380410304264069E-01  -3.5199866173326899E-01
   4.1416566626650670E+00   1.8706014518723016E-01  -4.5472437284904371E-01
   4.1816726690676278E+00   1.8996809210574703E-01  -5.5856416047076896E-01
   4.2216886754701886E+00   1.9273635417516480E-01  -6.6360287478756397E-01
   4.2617046818727493E+00   1.9560154993297435E-01  -7.6980253691647382E-01
   4.3017206882753110E+00   1.9880189967687462E-01  -8.7699106911812930E-01
   4.3417366946778717E+00   2.0254611868591010E-01  -9.8486994564250196E-01
   4.3817527010804334E+00   2.0698259118414206E-01   9.0695434131713903E-01
   4.4217687074829932E+00   2.1217489648359111E-01   7.9891749614105978E-01
   4.4617847138855549E+00   2.1808911493770997E-01   6.9143431548494716E-01
   4.5018007202881156E+00   2.2459563098544333E-01   5.8484087371104210E-01
   4.5418167266906764E+00   2.3148449352865755E-01   4.7935522994797208E-01
   4.5818327330932380E+00   2.3849046711229849E-01   3.7506214916741526E-01
   4.6218487394957988E+00   2.4532277705248698E-01   2.7191906831250573E-01
   4.6618647458983595E+00   2.5169512490677903E-01   1.6977578231797430E-01
   4.7018807523009203E+00   2.5735297696422232E-01   6.8399923774520588E-02
   4.7418967587034819E+00   2.6209653673573380E-01  -3.2497320100135028E-02
   4.7819127651060427E+00   2.6579873057647918E-01  -1.3323771278778207E-01
   4.8219287715086043E+00   2.6841788449299037E-01  -2.3415462114802163E-01
   4.8619447779111651E+00   2.7000467730458189E-01  -3.3557220822079253E-01
   4.9019607843137258E+00   2.7070260676286867E-01  -4.3778304891950359E-01
   4.9419767907162866E+00   2.7074080472268247E-01  -5.4102256372987678E-01
   4.9819927971188482E+00   2.7041784156305432E-01  -6.4544032329537127E-01
   5.0220088035214090E+00   2.7008874528161542E-01  -7.5107151749442402E-01
   5.0620248099239706E+00   2.7016887518110694E-01  -8.5781449345573968E-01
   5.1020408163265314E+00   2.7098295319956628E-01  -9.6542018854951006E-01
   5.1420568227290921E+00   2.7276707319426324E-01   9.2648762649124305E-01
   5.1820728291316529E+00   2.7564089264399072E-01   8.1836548482757365E-01
   5.2220888355342145E+00   2.7958681622166803E-01   7.1068324584346088E-01
   5.2621048419367753E+00   2.8444999514501884E-01   6.0385328671088567E-01
   5.3021208483393369E+00   2.8995880919104344E-01   4.9817414962066980E-01
   5.3421368547418968E+00   2.9576042677171471E-01   3.9380021545118410E-01
   5.3821528611444585E+00   3.0146360733695504E-01   2.9073842000274513E-01
   5.4221688675470192E+00   3.0668150848932224E-01   1.8886487907373453E-01
   5.4621848739495809E+00   3.1106964340245796E-01   8.7951598905129255E-02
   5.5022008803521416E+00   3.1435670422676742E-01  -1.2304725010054609E-02
   5.5422168867547024E+00   3.1636774292837216E-01  -1.1225610503391108E-01
   5.5822328931572631E+00   3.1703995892005837E-01  -2.1227962654922961E-01
   5.6222488995598248E+00   3.1643128702733803E-01  -3.1275512943370420E-01
   5.6622649059623855E+00   3.1472141723479297E-01  -4.1404133601656146E-01
   5.7022809123649472E+00   3.1220409501586271E-01  -5.1644752274563799E-01
   5.7422969187675079E+00   3.0926886072176768E-01  -6.2019920143130725E-01
   5.7823129251700687E+00   3.0637024977097449E-01  -7.2539946113972731E-01
   5.8223289315726294E+00   3.0398354923144077E-01  -8.3199266429183316E-01
   5.8623449379751902E+00   3.0254910546943886E-01  -9.3974269432442925E-01
   5.9023609443777518E+00   3.0241179873869034E-01   9.5175966757139940E-01
   5.9423769507803126E+00   3.0376701981918247E-01   8.4305083668297265E-01
   5.9823929571828742E+00   3.0662627591125974E-01   7.3471428724973786E-01
   6.0224089635854341E+00   3.1081194708742610E-01   6.2728631806128698E-01
   6.0624249699879957E+00   3.1598244483581350E-01   5.2117506645115963E-01
   6.1024409763905565E+00   3.2168030740045112E-01   4.1661314599535637E-01
   6.1424569827931181E+00   3.2739110584821557E-01   3.1364850102002356E-01
   6.1824729891956789E+00   3.3260175919295026E-01   2.1216424719504445E-01
   6.2224889955982396E+00   3.3685092154778890E-01   1.1191293036607990E-01
   6.2625050020008004E+00   3.3976853646104949E-01   1.2552956513636011E-02
   6.3025210084033620E+00   3.4110463970266275E-01  -8.6319461063145878E-02
   6.3425370148059228E+00   3.4074870322244616E-01  -1.8514420232643677E-01
   6.3825530212084844E+00   3.3874069970874321E-01  -2.8437474628871845E-01
   6.4225690276110452E+00   3.3527417603925608E-01  -3.8445505425093607E-01
   6.4625850340136060E+00   3.3069033578286572E-01  -4.8579090144575215E-01
   6.5026010404161676E+00   3.2546073834834233E-01  -5.8871144674251696E-01
   6.5426170468187275E+00   3.2015518513193442E-01  -6.9341981667041419E-01
   6.5826330532212891E+00   3.1539157869883405E-01  -7.9993783136937191E-01
   6.6226490596238508E+00   3.1176732385869099E-01  -9.0805946313902663E-01
   6.6626650660264115E+00   3.0977809889872437E-01   9.8266388621611556E-01
   6.7026810724289723E+00   3.0973830008371322E-01   8.7288415531666641E-01
   6.7426970788315330E+00   3.1172347036153270E-01   7.6335870036990583E-01
   6.7827130852340947E+00   3.1555263382519416E-01   6.5481742910504648E-01
   6.8227290916366563E+00   3.2081628712795712E-01   5.4783870268051893E-01
   6.8627450980392162E+00   3.2694031471464691E-01   4.4277235012573019E-01
   6.9027611044417778E+00   3.3326668648190094E-01   3.3972212496955717E-01
   6.9427771108443386E+00   3.3913242406119726E-01   2.3857402063219335E-01
   6.9827931172469002E+00   3.4393550033780418E-01   1.3904613845788710E-01
   7.0228091236494601E+00   3.4718415537657682E-01   4.0739686028035141E-02
   7.0628251300520217E+00   3.4853108152469331E-01  -5.6819565866363629E-02
   7.1028411364545834E+00   3.4779569315363662E-01  -1.5415137761265749E-01
   7.1428571428571432E+00   3.4497734689209880E-01  -2.5179932737142524E-01
   7.1828731492597040E+00   3.4026098859223336E-01  -3.5031116272202012E-01
   7.2228891556622656E+00   3.3401482425235646E-01  -4.5021370210627082E-01
   7.2629051620648273E+00   3.2677741303232560E-01  -5.5197436279860024E-01
   7.3029211684673871E+00   3.1922927363626713E-01  -6.5594301882832284E-01
   7.3429371748699488E+00   3.1214252588021107E-01  -7.6227414490006218E-01
   7.3829531812725095E+00   3.0630327978644251E-01  -8.7084275112758347E-01
   7.4229691876750712E+00   3.0240827637466894E-01  -9.8118657399020792E-01
   7.4629851940776311E+00   3.0095066235508344E-01   9.0748119517247616E-01
   7.5030012004801927E+00   3.0212437076790050E-01   7.9615999526467285E-01
   7.5430172068827543E+00   3.0578024653185554E-01   6.8587078836975335E-01
   7.5830332132853151E+00   3.1145116385847926E-01   5.7745602660218520E-01
   7.6230492196878750E+00   3.1843559438451263E-01   4.7144692813653649E-01
   7.6630652260904366E+00   3.2590901930049998E-01   3.6802998883621840E-01
   7.7030812324929983E+00   3.3303186584754030E-01   2.6709183738999498E-01
   7.7430972388955599E+00   3.3903565324043872E-01   1.6829839146243772E-01
   7.7831132452981198E+00   3.4328326772941781E-01   7.1171975703444482E-02
   7.8231292517006805E+00   3.4530760571959140E-01  -2.4851032687881587E-02
   7.8631452581032422E+00   3.4483511956721058E-01  -1.2038428786277675E-01
   7.9031612645058038E+00   3.4179974857085649E-01  -2.1607163812230754E-01
   7.9431772709083637E+00   3.3635050367209918E-01  -3.1257460576287088E-01
   7.9831932773109253E+00   3.2885348041600010E-01  -4.1055692363120866E-01
   8.0232092837134861E+00   3.1988625289837902E-01  -5.1065425249767182E-01
   8.0632252901160477E+00   3.1021909532611025E-01  -6.1341594381185072E-01
   8.1032412965186076E+00   3.0077343613096835E-01  -7.1920840372441441E-01
   8.1432573029211692E+00   2.9254531466419242E-01  -8.2808341942126806E-01
   8.1832733093237309E+00   2.8648538248216437E-01  -9.3964606492396463E-01
   8.2232893157262925E+00   2.8334354063416922E-01   9.4700374829026457E-01
   8.2633053221288524E+00   2.8351462466469474E-01   8.3317415611080603E-01
   8.3033213285314140E+00   2.8694268697177400E-01   7.2031489220258371E-01
   8.3433373349339757E+00   2.9312811485084855E-01   6.0968412371460889E-01
   8.3833533413365355E+00   3.0123367581725308E-01   5.0210426078356951E-01
   8.4233693477390954E+00   3.1024093431722932E-01   3.9789194004155282E-01
   8.4633853541416570E+00   3.1910144237814414E-01   2.9693228342382705E-01
   8.5034013605442187E+00   3.2685106493917554E-01   1.9881223555991831E-01
   8.5434173669467786E+00   3.3268290754384244E-01   1.0294414597410589E-01
   8.5834333733493402E+00   3.3598861653834966E-01   8.6506276231015002E-03
   8.6234493797519018E+00   3.3638028082120391E-01  -8.4789919441469935E-02
   8.6634653861544635E+00   3.3370227858801732E-01  -1.7812623194231519E-01
   8.7034813925570234E+00   3.2803864708422747E-01  -2.7213260497303438E-01
   8.7434973989595850E+00   3.1971834931077436E-01  -3.6760999158079105E-01
   8.7835134053621466E+00   3.0931782612972702E-01  -4.6537528615972090E-01
   8.8235294117647065E+00   2.9765633159065435E-01  -5.6621962803210757E-01
   8.8635454181672682E+00   2.8577354457302800E-01  -6.7081133318217390E-01
   8.9035614245698280E+00   2.7487097264285026E-01  -7.7952308460723707E-01
   8.9435774309723897E+00   2.6619358340679800E-01  -8.9219635182879309E-01
   8.9835934373749513E+00   2.6083905214684294E-01   9.9206600472896334E-01
   9.0236094437775112E+00   2.5952330812878677E-01   8.7490643941431467E-01
   9.0636254501800728E+00   2.6238894363637916E-01   7.5838805601949189E-01
   9.1036414565826345E+00   2.6895738618127801E-01   6.4443804910981073E-01
   9.1436574629851961E+00   2.7825324877357532E-01   5.3436969087380071E-01
   9.1836734693877560E+00   2.8902861335224844E-01   4.2871812399898390E-01
   9.2236894757903176E+00   2.9998344532519389E-01   3.2736364676573404E-01
   9.2637054821928793E+00   3.0992234990547657E-01   2.2976764462428559E-01
   9.3037214885954391E+00   3.1784277377597714E-01   1.3518065515749500E-01
   9.3437374949979990E+00   3.2297572215142456E-01   4.2772965938244881E-02
   9.3837535014005606E+00   3.2480134546246670E-01  -4.8305129531353991E-02
   9.4237695078031223E+00   3.2305440948558367E-01  -1.3891007324641333E-01
   9.4637855142056839E+00   3.1772779756377911E-01  -2.2991792162647287E-01
   9.5038015206082438E+00   3.0907788475225656E-01  -3.2224781593832280E-01
   9.5438175270108054E+00   2.9763294849594768E-01  -4.1688172009601465E-01
   9.5838335334133671E+00   2.8420286271318701E-01  -5.1486026690105047E-01
   9.6238495398159269E+00   2.6988261996472473E-01  -6.1722039131336492E-01
   9.6638655462184886E+00   2.5603073853739450E-01  -7.2482283723713592E-01
   9.7038815526210502E+00   2.4418600443291746E-01  -8.3802264969971452E-01
   9.7438975590236101E+00   2.3587494822961505E-01  -9.5622453537903007E-01
   9.7839135654261700E+00   2.3229492358088175E-01   9.2242437149902534E-01
   9.8239295718287316E+00   2.3396413575578398E-01   8.0080073389638839E-01
   9.8639455782312933E+00   2.4053554473170663E-01   6.8192866591505896E-01
   9.9039615846338549E+00   2.5090863176370409E-01   5.6799965387971363E-01
   9.9439775910364148E+00   2.6355619842457434E-01   4.5994587089624778E-01
   9.9839935974389764E+00   2.7686417650487277E-01   3.5763669345626087E-01
   1.0024009603841538E+01   2.8935824687904560E-01   2.6031959003127025E-01
   1.0064025610244100E+01   2.9981129986828270E-01   1.6698943646602388E-01
   1.0104041616646660E+01   3.0727728577713809E-01   7.6596727700508280E-02
   1.0144057623049221E+01   3.1109290962927194E-01  -1.1872063699063651E-02
   1.0184073629451781E+01   3.1087068103247972E-01  -9.9388702915855512E-02
   1.0224089635854343E+01   3.0649380557194883E-01  -1.8691496577597994E-01
   1.0264105642256903E+01   2.9811716573936670E-01  -2.7545209234649665E-01
   1.0304121648659464E+01   2.8617648754251407E-01  -3.6609663712216289E-01
   1.0344137655062026E+01   2.7140696316168411E-01  -4.6008946580188409E-01
   1.0384153661464588E+01   2.5487016468644785E-01  -5.5882811576843039E-01
   1.0424169667867147E+01   2.3797911346501310E-01  -6.6377437082883506E-01
   1.0464185674269709E+01   2.2248762709478198E-01  -7.7613296052610292E-01
   1.0504201680672271E+01   2.1036738267137359E-01  -8.9617615465157963E-01
   1.0544217687074832E+01   2.0346938171332166E-01   9.7764748868539975E-01
   1.0584233693477392E+01   2.0296956780017916E-01   8.4906228141252194E-01
   1.0624249699879954E+01   2.0888078544670366E-01   7.2287563046701675E-01
   1.0664265706282514E+01   2.2003468217716632E-01   6.0295614109886209E-01
   1.0704281712685075E+01   2.3455115835238582E-01   4.9103069950199324E-01
   1.0744297719087635E+01   2.5040102845322454E-01   3.8694821370354554E-01
   1.0784313725490197E+01   2.6576018148321867E-01   2.8956365360615716E-01
   1.0824329731892758E+01   2.7914189343781781E-01   1.9743870649595732E-01
   1.0864345738295320E+01   2.8941030128825701E-01   1.0918355642165209E-01
   1.0904361744697880E+01   2.9575509238007897E-01   2.3557097144637999E-02
   1.0944377751100442E+01   2.9766368514994723E-01  -6.0547952380363528E-02
   1.0984393757503003E+01   2.9490226694910104E-01  -1.4416547694636789E-01
   1.1024409763905563E+01   2.8750796518109456E-01  -2.2833452380081318E-01
   1.1064425770308125E+01   2.7579297996746860E-01  -3.1418949655507744E-01
   1.1104441776710685E+01   2.6036306294686701E-01  -4.0306193397186030E-01
   1.1144457783113246E+01   2.4215488749437389E-01  -4.9658602673145796E-01
   1.1184473789515806E+01   2.2249623896773135E-01  -5.9676406937858295E-01
   1.1224489795918368E+01   2.0317958321373950E-01  -7.0584953100703163E-01
   1.1264505802320929E+01   1.8648863051233866E-01  -8.2572108804394317E-01
   1.1304521808723491E+01   1.7500367955346624E-01  -9.5636139760447836E-01
   1.1344537815126051E+01   1.7093977916402445E-01   9.0604927483615316E-01
   1.1384553821528613E+01   1.7513455461720795E-01   7.6893459109454720E-01
   1.1424569827931174E+01   1.8654257541977354E-01   6.3955359688077307E-01
   1.1464585834333736E+01   2.0282370224618237E-01   5.2142255537679305E-01
   1.1504601840736296E+01   2.2135356238165960E-01   4.1436879632889062E-01
   1.1544617847138857E+01   2.3984164405153591E-01   3.1647059026625440E-01
   1.1584633853541417E+01   2.5649501398279295E-01   2.2550921687681361E-01
   1.1624649859943979E+01   2.6997980394877485E-01   1.3954147339916345E-01
   1.1664665866346539E+01   2.7934463574594642E-01   5.6992742036346064E-02
   1.1704681872749100E+01   2.8395980441772067E-01  -2.3418243129021896E-02
   1.1744697879151662E+01   2.8347928566045327E-01  -1.0279266349100109E-01
   1.1784713885554224E+01   2.7782129195111105E-01  -1.8216708758525396E-01
   1.1824729891956784E+01   2.6716370625417218E-01  -2.6263219073207694E-01
   1.1864745898359345E+01   2.5195467852406656E-01  -3.4546969005819500E-01
   1.1904761904761907E+01   2.3294420721526887E-01  -4.3232782101030215E-01
   1.1944777911164469E+01   2.1124979240179242E-01  -5.2544825830443675E-01
   1.1984793917567028E+01   1.8847584227430683E-01  -6.2789763570510515E-01
   1.2024809923969588E+01   1.6689341886020415E-01  -7.4351349633975772E-01
   1.2064825930372150E+01   1.4957745610690751E-01  -8.7562436218832684E-01
   1.2104841936774712E+01   1.4005916544833868E-01   9.7684036461154367E-01
   1.2144857943177271E+01   1.4084688156501513E-01   8.2358376142419831E-01
   1.2184873949579833E+01   1.5161273396970898E-01   6.7876077043659344E-01
   1.2224889955982395E+01   1.6943923989615581E-01   5.5049784611815666E-01
   1.2264905962384955E+01   1.9075657280824929E-01   4.3870362592067591E-01
   1.2304921968787516E+01   2.1259822545886090E-01   3.3978606695549202E-01
   1.2344937975190078E+01   2.3279974528801572E-01   2.5004070369166498E-01
   1.2384953981592639E+01   2.4982881666672527E-01   1.6660248174532902E-01
   1.2424969987995199E+01   2.6261068752822470E-01   8.7404767737896183E-02
   1.2464985994397761E+01   2.7041703872295419E-01   1.0938081017675129E-02
   1.2505002000800321E+01   2.7280464859593567E-01  -6.3969458031418930E-02
   1.2545018007202883E+01   2.6958421488344458E-01  -1.3832367440329044E-01
   1.2585034013605442E+01   2.6080726916169067E-01  -2.1310890864530152E-01
   1.2625050020008004E+01   2.4676665295003647E-01  -2.8943701864060117E-01
   1.2665066026410566E+01   2.2801311786138306E-01  -3.6874115843712529E-01
   1.2705082032813127E+01   2.0540010317302818E-01  -4.5307340627215736E-01
   1.2745098039215687E+01   1.8018567015865708E-01  -5.4559062798679414E-01
   1.2785114045618249E+01   1.5425061671340778E-01  -6.5127323791696945E-01
   1.2825130052020810E+01   1.3051244358061101E-01  -7.7738738111164896E-01
   1.2865146058423372E+01   1.1339555593244312E-01  -9.3072704156984942E-01
   1.2905162064825932E+01   1.0805466850274266E-01   8.9417543467706861E-01
   1.2945178071228492E+01   1.1656171114092213E-01   7.2302495032783298E-01
   1.2985194077631053E+01   1.3555436903359303E-01   5.7743890425300270E-01
   1.3025210084033613E+01   1.5977641326191092E-01   4.5826164858783197E-01
   1.3065226090436177E+01   1.8517537594082301E-01   3.5791916409728375E-01
   1.3105242096838737E+01   2.0912662677786203E-01   2.6972023126659822E-01
   1.3145258103241297E+01   2.2991704753422396E-01   1.8926679780945374E-01
   1.3185274109643860E+01   2.4638228701047848E-01   1.1379956441348406E-01
   1.3225290116046420E+01   2.5772352054665909E-01   4.1532252216308317E-02
   1.3265306122448983E+01   2.6342157971489477E-01  -2.8775182494333015E-02
   1.3305322128851543E+01   2.6319740142830844E-01  -9.8077247211780211E-02
   1.3345338135254103E+01   2.5699428930033186E-01  -1.6721760688862053E-01
   1.3385354141656665E+01   2.4497164040361491E-01  -2.3707525288751793E-01
   1.3425370148059224E+01   2.2750802043988413E-01  -3.0873272243757538E-01
   1.3465386154461784E+01   2.0521910790570852E-01  -3.8373535300450062E-01
   1.3505402160864348E+01   1.7900930874943885E-01  -4.6457379617387135E-01
   1.3545418167266908E+01   1.5020884594001416E-01  -5.5567792164151486E-01
   1.3585434173669467E+01   1.2093916144520257E-01  -6.6547915958786918E-01
   1.3625450180072031E+01   9.5052711159721595E-02  -8.0945236419280242E-01
   1.3665466186474591E+01   7.9688741864519907E-02   9.9627976903168070E-01
   1.3705482192877154E+01   8.2686546057336649E-02   7.7899788053199293E-01
   1.3745498199279714E+01   1.0215684740278955E-01   6.0098182413994139E-01
   1.3785514205682274E+01   1.2949386067145432E-01   4.7042403288525497E-01
   1.3825530212084836E+01   1.5866570065514324E-01   3.6882492029151298E-01
   1.3865546218487395E+01   1.8649139089991429E-01   2.8314216622846955E-01
   1.3905562224889955E+01   2.1113873642280981E-01   2.0653220406494754E-01
   1.3945578231292519E+01   2.3141020574956464E-01   1.3537788763856387E-01
   1.3985594237695079E+01   2.4647210929808896E-01   6.7629235573825025E-02
   1.4025610244097642E+01   2.5575179253363794E-01   2.0176568545439578E-03
   1.4065626250500202E+01   2.5889757331319613E-01  -6.2329160932864475E-02
   1.4105642256902762E+01   2.5576264111898228E-01  -1.2609663380967800E-01
   1.4145658263305325E+01   2.4639805709320031E-01  -1.8992126435207163E-01
   1.4185674269707885E+01   2.3104960851222364E-01  -2.5451658433208374E-01
   1.4225690276110445E+01   2.1015868504309934E-01  -3.2084314241530620E-01
   1.4265706282513007E+01   1.8437365267673420E-01  -3.9042000728772186E-01
   1.4305722288915566E+01   1.5459304149789241E-01  -4.6602179724052734E-01
   1.4345738295318130E+01   1.2211174202751145E-01  -5.5350171174506890E-01
   1.4385754301720690E+01   8.9149673541720764E-02  -6.6725451767505783E-01
   1.4425770308123250E+01   6.0992177866597087E-02  -8.4565003677892914E-01
   1.4465786314525813E+01   5.1593993060460530E-02   8.6890243746250262E-01
   1.4505802320928373E+01   6.9883489431800005E-02   6.1854888854299850E-01
   1.4545818327330933E+01   1.0079841486931142E-01   4.7062615972700306E-01
   1.4585834333733496E+01   1.3398901552262088E-01   3.6984233701255431E-01
   1.4625850340136056E+01   1.6571945389813156E-01   2.8893065438595750E-01
   1.4665866346538618E+01   1.9419333698500812E-01   2.1767095638190107E-01
   1.4705882352941178E+01   2.1826107253471028E-01   1.5171005010430574E-01
   1.4745898359343739E+01   2.3709059842915736E-01   8.8916726917351321E-02
