#                  t [au]                       00                       01                       0i                       0r                       10                       11                       1i                       1r                       i0                       i1                       ii                       ir                       r0                       r1                       ri                       rr
  8.06963743494542539E+07  0.00000000000000000E+00  9.92194258971364595E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  7.80542558218890337E-03  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  3.15446559810320416E-07  0.00000000000000000E+00  0.00000000000000000E+00
  8.27655121532864124E+07  0.00000000000000000E+00  9.91530840736025487E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  8.46874651728746035E-03  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  4.12746803320341862E-07  0.00000000000000000E+00  0.00000000000000000E+00
  8.48346499571185708E+07  0.00000000000000000E+00  9.90856107819043541E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  9.14335773366748913E-03  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  5.34447408399521875E-07  0.00000000000000000E+00  0.00000000000000000E+00
  8.69037877609507293E+07  0.00000000000000000E+00  9.90174146904843955E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  9.82516761561581103E-03  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  6.85479662684007017E-07  0.00000000000000000E+00  0.00000000000000000E+00
  8.89729255647828877E+07  0.00000000000000000E+00  9.89489168629258398E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.05099597943392221E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  8.71576527879010057E-07  0.00000000000000000E+00  0.00000000000000000E+00
  9.10420633686150610E+07  0.00000000000000000E+00  9.88805437368335594E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.11934632821065663E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.09934968612453653E-06  0.00000000000000000E+00  0.00000000000000000E+00
  9.31112011724472195E+07  0.00000000000000000E+00  9.88127196888986425E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.18714267661992126E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.37634494564474850E-06  0.00000000000000000E+00  0.00000000000000000E+00
  9.51803389762793779E+07  0.00000000000000000E+00  9.87458593443112709E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.25396954947260084E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.71106229563461163E-06  0.00000000000000000E+00  0.00000000000000000E+00
  9.72494767801115364E+07  0.00000000000000000E+00  9.86803598144037286E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.31942889309116049E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.11292518843883297E-06  0.00000000000000000E+00  0.00000000000000000E+00
  9.93186145839436948E+07  0.00000000000000000E+00  9.86165930664981927E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.38314771523672369E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.59218279141592481E-06  0.00000000000000000E+00  0.00000000000000000E+00
  1.01387752387775853E+08  0.00000000000000000E+00  9.85548986426583395E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.44478538441120581E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  3.15972944798569541E-06  0.00000000000000000E+00  0.00000000000000000E+00
  1.03456890191608012E+08  0.00000000000000000E+00  9.84955158787342300E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.50410136615434838E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  3.82755126041737401E-06  0.00000000000000000E+00  0.00000000000000000E+00
  1.05526027995440170E+08  0.00000000000000000E+00  9.84385878439591799E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.56095126933016026E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  4.60886725550164039E-06  0.00000000000000000E+00  0.00000000000000000E+00
  1.07595165799272329E+08  0.00000000000000000E+00  9.83842243153395746E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.61522394791558041E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  5.51736760045178460E-06  0.00000000000000000E+00  0.00000000000000000E+00
  1.09664303603104502E+08  0.00000000000000000E+00  9.83324987709068621E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.66684454680357530E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  6.56682305033103480E-06  0.00000000000000000E+00  0.00000000000000000E+00
  1.11733441406936660E+08  0.00000000000000000E+00  9.82834461120247749E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.71577682733185383E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  7.77060659122866127E-06  0.00000000000000000E+00  0.00000000000000000E+00
  1.13802579210768819E+08  0.00000000000000000E+00  9.82370613235410750E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.76202456213584192E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  9.14114339122621962E-06  0.00000000000000000E+00  0.00000000000000000E+00
  1.15871717014600977E+08  0.00000000000000000E+00  9.81932992401647664E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.80563182827302299E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.06893157853426641E-05  0.00000000000000000E+00  0.00000000000000000E+00
  1.17940854818433136E+08  0.00000000000000000E+00  9.81520755397393363E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.84668207423364684E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.24238604362548890E-05  0.00000000000000000E+00  0.00000000000000000E+00
  1.20009992622265294E+08  0.00000000000000000E+00  9.81132690308470168E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.88529588881279908E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.43508035710330803E-05  0.00000000000000000E+00  0.00000000000000000E+00
  1.22079130426097453E+08  0.00000000000000000E+00  9.80767252453781380E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.92162745606169472E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.64729857736519101E-05  0.00000000000000000E+00  0.00000000000000000E+00
  1.24148268229929626E+08  0.00000000000000000E+00  9.80422612884114919E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.95585973871625386E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.87897288970867844E-05  0.00000000000000000E+00  0.00000000000000000E+00
  1.26217406033761784E+08  0.00000000000000000E+00  9.80096718400995770E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.98819849057849246E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.12966933968194348E-05  0.00000000000000000E+00  0.00000000000000000E+00
  1.28286543837593943E+08  0.00000000000000000E+00  9.79787361493515530E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.01886525420737518E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.39859645909237691E-05  0.00000000000000000E+00  0.00000000000000000E+00
  1.30355681641426101E+08  0.00000000000000000E+00  9.79492258090009726E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.04808955185931361E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.68463915801445340E-05  0.00000000000000000E+00  0.00000000000000000E+00
  1.32424819445258260E+08  0.00000000000000000E+00  9.79209130587613608E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.07610052284944203E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.98641840778436093E-05  0.00000000000000000E+00  0.00000000000000000E+00
  1.34493957249090433E+08  0.00000000000000000E+00  9.78935793273802535E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.10311829743827158E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  3.30237520039295104E-05  0.00000000000000000E+00  0.00000000000000000E+00
  1.36563095052922577E+08  0.00000000000000000E+00  9.78670237005501820E-01  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.12934542422227868E-02  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  3.63087524676482005E-05  0.00000000000000000E+00  0.00000000000000000E+00
