#                  t [au]                       00                       01                       0i                       0r                       10                       11                       1i                       1r                       i0                       i1                       ii                       ir                       r0                       r1                       ri                       rr
  0.00000000000000000E+00  1.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00
  2.06913780383216031E+06  9.99999997943446628E-01  0.00000000000000000E+00  1.02827672991384873E-09  2.66123817185567663E-19  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.02827672991384873E-09  0.00000000000000000E+00  1.05735303545702498E-18  2.73396210633379241E-28  2.66123817185787989E-19  0.00000000000000000E+00  2.73648929050411840E-28  7.07749059654638535E-38
  4.13827560766432062E+06  9.99999988639067361E-01  0.00000000000000000E+00  5.68046631658556849E-09  5.20484658652278395E-18  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  5.68046631658556849E-09  0.00000000000000000E+00  3.22676979396680265E-17  3.02578689013072451E-26  5.20484658715360921E-18  0.00000000000000000E+00  2.95659560567047689E-26  2.72917063681317972E-35
  6.20741341149648093E+06  9.99999952140343540E-01  0.00000000000000000E+00  2.39298281314600573E-08  3.81143901252769387E-17  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.39298281314600640E-08  0.00000000000000000E+00  5.72636701762821588E-16  9.49211237111835783E-25  3.81143901588078597E-17  0.00000000000000000E+00  9.12070849433480850E-25  1.47487131786811028E-33
  8.27655121532864124E+06  9.99999826860452301E-01  0.00000000000000000E+00  8.65697701980050950E-08  1.97803079676426357E-16  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  8.65697701980050950E-08  0.00000000000000000E+00  7.49432640885412461E-15  1.77567610176861994E-23  1.97803080292321966E-16  0.00000000000000000E+00  1.71237701685129032E-23  3.97501479049498896E-32
  1.03456890191608015E+07  9.99999475412839067E-01  0.00000000000000000E+00  2.62293545595483376E-07  8.26911900613386797E-16  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.62293545595483376E-07  0.00000000000000000E+00  6.87979401440363072E-14  2.21568239374035168E-22  8.26911906494671040E-16  0.00000000000000000E+00  2.16893769606091363E-22  6.90646918458453344E-31
  1.24148268229929619E+07  9.99998642896421153E-01  0.00000000000000000E+00  6.78551556579236577E-07  2.89249817992936569E-15  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  6.78551556579236577E-07  0.00000000000000000E+00  4.60432839767194633E-13  1.96478467116790963E-21  2.89249821011170654E-15  0.00000000000000000E+00  1.96271182632862870E-21  8.37002367665845704E-30
  1.44839646268251222E+07  9.99996909699938596E-01  0.00000000000000000E+00  1.54514882848575743E-06  8.69422897116349831E-15  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.54514882848575743E-06  0.00000000000000000E+00  2.38749228043373012E-12  1.31364968244411412E-20  8.69422900386641975E-15  0.00000000000000000E+00  1.34339192749512348E-20  7.47387257321150126E-29
  1.65531024306572825E+07  9.99993641270946698E-01  0.00000000000000000E+00  3.17935944971437083E-06  2.29802502322101936E-14  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  3.17935944971437168E-06  0.00000000000000000E+00  1.01083907902333181E-11  6.96008609534816632E-20  2.29802494058134311E-14  0.00000000000000000E+00  7.30629377061895032E-20  5.15239239555659988E-28
  1.86222402344894409E+07  9.99987937585730124E-01  0.00000000000000000E+00  6.03118889300621490E-06  5.44217096354329606E-14  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  6.03118889300621998E-06  0.00000000000000000E+00  3.63756782667280987E-11  3.03693011652506538E-19  5.44217011310084401E-14  0.00000000000000000E+00  3.28231518816396315E-19  2.84718711722109801E-27
  2.06913780383216031E+07  9.99978585239734930E-01  0.00000000000000000E+00  1.07073226910692367E-05  1.17161504007057879E-13  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.07073226910692689E-05  0.00000000000000000E+00  1.14649214536662359E-10  1.12304198929339608E-18  1.17161451760528859E-13  0.00000000000000000E+00  1.25451233712984639E-18  1.29804741183306205E-26
  2.27605158421537653E+07  9.99964015131689088E-01  0.00000000000000000E+00  1.79922720570351064E-05  2.31930228645708764E-13  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.79922720570352419E-05  0.00000000000000000E+00  3.23733503915641054E-10  3.59542397761559648E-18  2.31929982532727759E-13  0.00000000000000000E+00  4.17309751830563925E-18  4.99303218325660728E-26
  2.48296536459859237E+07  9.99942268623086883E-01  0.00000000000000000E+00  2.88652714042788886E-05  4.26432822186631556E-13  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.88652714042794307E-05  0.00000000000000000E+00  8.33252000460562697E-10  1.01321078842015833E-17  4.26431856387542599E-13  0.00000000000000000E+00  1.23097819579882712E-17  1.65197117894122174E-25
