#                  t [au]                       00                       01                       0i                       0r                       10                       11                       1i                       1r                       i0                       i1                       ii                       ir                       r0                       r1                       ri                       rr
  2.68987914498180822E+07  9.99910974811598630E-01  0.00000000000000000E+00  4.45116027347866632E-05  7.36288696159947537E-13  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  4.45116027347885063E-05  0.00000000000000000E+00  1.98145918602139920E-09  2.55162480381141547E-17  7.36285400382364093E-13  0.00000000000000000E+00  3.27761612512627758E-17  4.79912587201458731E-25
  2.89679292536502443E+07  9.99867341165612711E-01  0.00000000000000000E+00  6.63272160394285379E-05  1.21239625619773235E-12  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  6.63272160394342029E-05  0.00000000000000000E+00  4.39988329605289649E-09  5.85126792011821776E-17  1.21238619908223733E-12  0.00000000000000000E+00  8.04248707891060749E-17  1.25966612493264844E-24
  3.10370670574824065E+07  9.99808159241484917E-01  0.00000000000000000E+00  9.59157765057807286E-05  1.95058783512672354E-12  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  9.59157765057966528E-05  0.00000000000000000E+00  9.20160149571941210E-09  1.26015487915775252E-16  1.95055979908626027E-12  0.00000000000000000E+00  1.87125357227592099E-16  3.12706506243276101E-24
  3.31062048613145649E+07  9.99729826569407676E-01  0.00000000000000000E+00  1.35077586674987556E-04  3.17779681018427902E-12  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.35077586675029406E-04  0.00000000000000000E+00  1.82508855139396252E-08  2.68812633234435018E-16  3.17772406077963259E-12  0.00000000000000000E+00  4.29355301518033929E-16  7.88800781687878502E-24
  3.51753426651467234E+07  9.99628385081547166E-01  0.00000000000000000E+00  1.85790188353326447E-04  5.45864065637114160E-12  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.85790188353430856E-04  0.00000000000000000E+00  3.45308267348185228E-08  6.09686071745241325E-16  5.45846172327637001E-12  0.00000000000000000E+00  1.01450564989398655E-15  2.21933724323745025E-23
  3.72444804689788818E+07  9.99499575707853083E-01  0.00000000000000000E+00  2.50180825049895123E-04  1.01294273699620335E-11  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.50180825050146658E-04  0.00000000000000000E+00  6.26217838591971710E-08  1.53868413995587273E-15  1.01290025931935710E-11  0.00000000000000000E+00  2.53535102110394130E-15  7.49060708105317636E-23
  3.93136182728110477E+07  9.99338908025615424E-01  0.00000000000000000E+00  3.30491318678522296E-04  2.01232417235208787E-11  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  3.30491318679115409E-04  0.00000000000000000E+00  1.09296769791897480E-07  4.22738445265420896E-15  2.01222518150146319E-11  0.00000000000000000E+00  6.65462901821824957E-15  3.00441866181524721E-22
  4.13827560766432062E+07  9.99141743164226659E-01  0.00000000000000000E+00  4.29036261336214648E-04  4.14170214955037891E-11  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  4.29036261337595868E-04  0.00000000000000000E+00  1.84230237264636798E-07  1.18980986073724101E-14  4.14147269740725381E-11  0.00000000000000000E+00  1.77836831796925782E-14  1.31700503906064218E-21
  4.34518938804753646E+07  9.98903387579404001E-01  0.00000000000000000E+00  5.48155722567111653E-04  8.54026017696944868E-11  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  5.48155722570301592E-04  0.00000000000000000E+00  3.00804578584985230E-07  3.26599493370329327E-14  8.53972772546095745E-11  0.00000000000000000E+00  4.68623982696100952E-14  5.78580486003550048E-21
  4.55210316843075305E+07  9.98619194857216286E-01  0.00000000000000000E+00  6.90163906304381192E-04  1.72547781894689685E-10  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  6.90163906311679174E-04  0.00000000000000000E+00  4.76984879270745231E-07  8.53253822293192518E-14  1.72535423457960566E-10  0.00000000000000000E+00  1.19242380156904414E-13  2.41779689427601654E-20
  4.75901694881396890E+07  9.98284672413055629E-01  0.00000000000000000E+00  8.57295346343493595E-04  3.37756471755210643E-10  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  8.57295346359962518E-04  0.00000000000000000E+00  7.36218255397292314E-07  2.10470581091045682E-13  3.37727962397466572E-10  0.00000000000000000E+00  2.90030134717021618E-13  9.39504720914136323E-20
  4.96593072919718474E+07  9.97895589826610419E-01  0.00000000000000000E+00  1.05165029784948304E-03  6.37843411122280019E-10  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.05165029788593608E-03  0.00000000000000000E+00  1.10830086945064389E-06  4.90085744028414183E-13  6.37778591716009724E-10  0.00000000000000000E+00  6.72134585723378620E-13  3.37284191506613266E-19
  5.17284450958040059E+07  9.97448085598850676E-01  0.00000000000000000E+00  1.27514096537349373E-03  1.16149505988735298E-09  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.27514096545223391E-03  0.00000000000000000E+00  1.63014491200012508E-06  1.08038496380546259E-12  1.16135092128288133E-09  0.00000000000000000E+00  1.48467519818889991E-12  1.11980742714370917E-18
  5.37975828996361643E+07  9.96938769314467343E-01  0.00000000000000000E+00  1.52944011276761271E-03  2.04198629193940820E-09  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.52944011293295787E-03  0.00000000000000000E+00  2.34637077508858151E-06  2.26352730011951205E-12  2.04167457762880341E-09  0.00000000000000000E+00  3.13220832472607749E-12  3.45210622856102890E-18
  5.58667207034683302E+07  9.96364816513827578E-01  0.00000000000000000E+00  1.81593344137331142E-03  3.47276578936427970E-09  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.81593344171003101E-03  0.00000000000000000E+00  3.30964735731662239E-06  4.52487282635453844E-12  3.47211247235501625E-09  0.00000000000000000E+00  6.32813173327100460E-12  9.93092032079688565E-18
  5.79358585073004887E+07  9.95724053983497170E-01  0.00000000000000000E+00  2.13567691899810242E-03  5.72583043629402836E-09  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.13567691966231286E-03  0.00000000000000000E+00  4.58070656471665311E-06  8.66264913910134609E-12  5.72450564445666605E-09  0.00000000000000000E+00  1.22782028539497147E-11  2.67964413334714790E-17
  6.00049963111326471E+07  9.95015033619811917E-01  0.00000000000000000E+00  2.48936001530003113E-03  9.17261740963122546E-09  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.48936001656883303E-03  0.00000000000000000E+00  6.22796680336426682E-06  1.59362563595334675E-11  9.17001935314520119E-09  0.00000000000000000E+00  2.29418631814588661E-11  6.81490779556731897E-17
  6.20741341149648130E+07  9.94237093462131405E-01  0.00000000000000000E+00  2.87727557120530429E-03  1.43070047250539444E-08  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.87727557355337655E-03  0.00000000000000000E+00  8.32671438151079794E-06  2.82577383293477649E-11  1.43020751097754637E-08  0.00000000000000000E+00  4.13895836552435390E-11  1.64096012568094175E-16
  6.41432719187969714E+07  9.93390404892919410E-01  0.00000000000000000E+00  3.29929682028057975E-03  2.17699867369991798E-08  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  3.29929682449397630E-03  0.00000000000000000E+00  1.09578106872553854E-05  4.84282404631562995E-11  2.17609282898403567E-08  0.00000000000000000E+00  7.22735748917465132E-11  3.75659891798828719E-16
  6.62124097226291299E+07  9.92476005332403877E-01  0.00000000000000000E+00  3.75486190305936553E-03  3.23757327273270537E-08  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  3.75486191039877369E-03  0.00000000000000000E+00  1.42059159652189885E-05  8.04178144725946343E-11  3.23595922389651689E-08  0.00000000000000000E+00  1.22427201970988641E-10  8.20752353076017107E-16
  6.82815475264612883E+07  9.91495816001418451E-01  0.00000000000000000E+00  4.24296607907605639E-03  4.71390690268899823E-08  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  4.24296609150365007E-03  0.00000000000000000E+00  1.81572464977177579E-05  1.29683079012670816E-10  4.71111422500799625E-08  0.00000000000000000E+00  2.01606041630023042E-10  1.71747201700446629E-15
  7.03506853302934468E+07  9.90452644487234690E-01  0.00000000000000000E+00  4.76216174630540289E-03  6.73049263484996251E-08  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  4.76216176679135090E-03  0.00000000000000000E+00  2.28969099069279672E-05  2.03513259861316836E-10  6.72579346671590733E-08  0.00000000000000000E+00  3.23381797634275162E-10  3.45353757819828680E-15
  7.24198231341256052E+07  9.89350171938320644E-01  0.00000000000000000E+00  5.31056631722890901E-03  9.43808842959376873E-08  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  5.31056635015583582E-03  0.00000000000000000E+00  2.85058919427120031E-05  3.11390895544458399E-10  9.43038676382522985E-08  0.00000000000000000E+00  5.06200304544307321E-10  6.69398908019584330E-15
  7.44889609379577637E+07  9.88192924761526759E-01  0.00000000000000000E+00  5.88587796238361754E-03  1.30174488797396719E-07  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  5.88587801407038872E-03  0.00000000000000000E+00  3.50577961953762849E-05  4.65348317007293282E-10  1.30051354920142602E-07  0.00000000000000000E+00  7.74617094158838632E-10  1.25436729768718313E-14
  7.65580987417899370E+07  9.86986230733507219E-01  0.00000000000000000E+00  6.48539919975919723E-03  1.76837343945469701E-07  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  6.48539927913002398E-03  0.00000000000000000E+00  4.26154642024672615E-05  6.80293686110720560E-10  1.76645010920063481E-07  0.00000000000000000E+00  1.16072783028074017E-09  2.27868811053063705E-14
  7.86272365456220955E+07  9.85736159503976861E-01  0.00000000000000000E+00  7.10606826441435250E-03  2.36917914285693820E-07  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  7.10606838384573829E-03  0.00000000000000000E+00  5.12276257418212152E-05  9.74269609941119533E-10  2.36623980805951448E-07  0.00000000000000000E+00  1.70581418091347368E-09  4.02343213619543058E-14
  8.06963743494542539E+07  9.84449447595378668E-01  0.00000000000000000E+00  7.74449812141149007E-03  3.13424382764169855E-07  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  7.74449829779811239E-03  0.00000000000000000E+00  6.09257458801636532E-05  1.36859255658321814E-09  3.12984260312199915E-07  0.00000000000000000E+00  2.46222475616789919E-09  6.92177583258662414E-14
  8.27655121532864124E+07  9.83133408217014337E-01  0.00000000000000000E+00  8.39702287496027662E-03  4.09897732068242814E-07  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  8.39702313105027999E-03  0.00000000000000000E+00  7.17212446445687768E-05  1.88780360105490751E-09  4.09251175565812784E-07  0.00000000000000000E+00  3.49550102581478541E-09  1.16285234518318737E-13
  8.48346499571185708E+07  9.81795826524854864E-01  0.00000000000000000E+00  9.05975117186440075E-03  5.30493480679602385E-07  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  9.05975153792286901E-03  0.00000000000000000E+00  8.36032651419745979E-05  2.55934398417872778E-09  5.29560462972221790E-07  0.00000000000000000E+00  4.88673513446089203E-09  1.91164130151679187E-13
  8.69037877609507293E+07  9.80444841369584208E-01  0.00000000000000000E+00  9.72862599936259731E-03  6.80068318785440008E-07  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  9.72862651522502994E-03  0.00000000000000000E+00  9.65371550199901858E-05  3.41285858294252920E-09  6.78744213576779817E-07  0.00000000000000000E+00  6.73510700302339456E-09  3.08073684949372099E-13
  8.89729255647828877E+07  9.79088815068763663E-01  0.00000000000000000E+00  1.03994900446786314E-02  8.64265417284728902E-07  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.03994907622499810E-02  0.00000000000000000E+00  1.10463803385236906E-04  4.47903407820110506E-09  8.62415490348366189E-07  0.00000000000000000E+00  9.16049112110264964E-09  4.87479675294997601E-13
  9.10420633686150610E+07  9.77736193284932886E-01  0.00000000000000000E+00  1.10681555305689131E-02  1.08958961228031933E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.10681565168024281E-02  0.00000000000000000E+00  1.25299940591797260E-04  5.78790308059491772E-09  1.08704287711289332E-06  0.00000000000000000E+00  1.23059511052567498E-08  7.58386462572759926E-13
  9.31112011724472195E+07  9.76395357651022366E-01  0.00000000000000000E+00  1.17304771866854323E-02  1.36346118760538384E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.17304785270356433E-02  0.00000000000000000E+00  1.40939462691446653E-04  7.36659416121401268E-09  1.36000376239130020E-06  0.00000000000000000E+00  1.63398578284884713E-08  1.16124823503557543E-12
  9.51803389762793779E+07  9.75074474313541328E-01  0.00000000000000000E+00  1.23824267813875937E-02  1.69423478864055639E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.23824285836708521E-02  0.00000000000000000E+00  1.57255788000487125E-04  9.23657858643669461E-09  1.68960299575432016E-06  0.00000000000000000E+00  2.14572833870712886E-08  1.75154270209987429E-12
  9.72494767801115364E+07  9.73781342018628759E-01  0.00000000000000000E+00  1.30201674428338347E-02  2.09116834465764986E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.30201698413501370E-02  0.00000000000000000E+00  1.74105193521932990E-04  1.14105493241582158E-08  2.08504191548924035E-06  0.00000000000000000E+00  2.78802501722699471E-08  2.60397658433694861E-12
  9.93186145839436948E+07  9.72523243707123508E-01  0.00000000000000000E+00  1.36401258588531912E-02  2.56432608498244590E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.36401290185304679E-02  0.00000000000000000E+00  1.91331018110340960E-04  1.38891534078098957E-08  2.55632195853692976E-06  0.00000000000000000E+00  3.58563666265381590E-08  3.81717389225753111E-12
  1.01387752387775853E+08  9.71306805782155780E-01  0.00000000000000000E+00  1.42390603744925095E-02  3.12440025194312191E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.42390644947205207E-02  0.00000000000000000E+00  2.08768562046632452E-04  1.66578701108168847E-08  3.11406756613980220E-06  0.00000000000000000E+00  4.56553760864293774E-08  5.51853058325187124E-12
  1.03456890191608012E+08  9.70136666233433309E-01  0.00000000000000000E+00  1.48147146178322850E-02  3.78315179847565337E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.48147199369965954E-02  0.00000000000000000E+00  2.26268822518883091E-04  1.96876329197789252E-08  3.76996549729141576E-06  0.00000000000000000E+00  5.75764165089183778E-08  7.87151491781468982E-12
  1.05526027995440170E+08  9.69015559406424032E-01  0.00000000000000000E+00  1.53657719885429370E-02  4.55354863313837916E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.53657787888025511E-02  0.00000000000000000E+00  2.43704467105965882E-04  2.29354012098494798E-08  4.53690259567537994E-06  0.00000000000000000E+00  7.19514083421919979E-08  1.10838752139923626E-11
  1.07595165799272329E+08  9.67945561523687159E-01  0.00000000000000000E+00  1.58912406310845154E-02  5.44901360182767946E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.58912492413983003E-02  0.00000000000000000E+00  2.60955882992539544E-04  2.63427680390582561E-08  5.42821753736063736E-06  0.00000000000000000E+00  8.91315152222692221E-08  1.54128719743735749E-11
  1.09664303603104502E+08  9.66928033995145819E-01  0.00000000000000000E+00  1.63904804408865554E-02  6.48304001893417455E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.63904912386266081E-02  0.00000000000000000E+00  2.77914629287178013E-04  2.98374473770444987E-08  6.45731868642427395E-06  0.00000000000000000E+00  1.09478728227884622E-07  2.11704213378010495E-11
  1.11733441406936660E+08  9.65963580998993043E-01  0.00000000000000000E+00  1.68632231763894552E-02  7.66872135355233050E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.68632365871614134E-02  0.00000000000000000E+00  2.94486579766895570E-04  3.33360077987130599E-08  7.63721644524121948E-06  0.00000000000000000E+00  1.33355153576532755E-07  2.87262123822113501E-11
  1.13802579210768819E+08  9.65052025336420427E-01  0.00000000000000000E+00  1.73095837457976007E-02  9.01821098720852474E-06  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.73096002411840533E-02  0.00000000000000000E+00  3.10594583161366339E-04  3.67477221611083698E-08  8.97998582280629492E-06  0.00000000000000000E+00  1.61110393713870594E-07  3.85078340572215645E-11
  1.15871717014600977E+08  9.64192405774881744E-01  0.00000000000000000E+00  1.77300611113886258E-02  1.05421383392949382E-05  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.77300812044734087E-02  0.00000000000000000E+00  3.26180487660157885E-04  3.99792866409309404E-08  1.04961852785369610E-05  0.00000000000000000E+00  1.93067691788024671E-07  5.09970021035577261E-11
  1.17940854818433136E+08  9.63382998171574578E-01  0.00000000000000000E+00  1.81255276899647093E-02  1.22490178309608348E-05  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.81255519286733814E-02  0.00000000000000000E+00  3.41206407330428595E-04  4.29400780033604223E-08  1.21942680549753100E-05  0.00000000000000000E+00  2.29509768899198822E-07  6.67211970855021601E-11
  1.20009992622265294E+08  9.62621361643924867E-01  0.00000000000000000E+00  1.84972066119947244E-02  1.41446957041313722E-05  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.84972355704825474E-02  0.00000000000000000E+00  3.55655147825664167E-04  4.55475703490452117E-08  1.40800307737548542E-05  0.00000000000000000E+00  2.70665480516931015E-07  8.62404368350256813E-11
  1.22079130426097453E+08  9.61904409962820339E-01  0.00000000000000000E+00  1.88466367195645676E-02  1.62318851453112348E-05  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.88466709880788091E-02  0.00000000000000000E+00  3.69529753672515353E-04  4.77325195154987296E-08  1.61561495523359989E-05  0.00000000000000000E+00  3.16698514086230157E-07  1.10129506514674838E-10
  1.24148268229929626E+08  9.61228507224855200E-01  0.00000000000000000E+00  1.91756257187777508E-02  1.85098411992421009E-05  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.91756658925952492E-02  0.00000000000000000E+00  3.82852185742537222E-04  4.94435383294232306E-08  1.84218550153225727E-05  0.00000000000000000E+00  3.67699316615789562E-07  1.38956713841783801E-10
  1.26217406033761784E+08  9.60589585750740049E-01  0.00000000000000000E+00  1.94861924390065805E-02  2.09742227635550789E-05  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.94862391071825083E-02  0.00000000000000000E+00  3.95661181568387067E-04  5.06507227328146096E-08  2.08727934819613899E-05  0.00000000000000000E+00  4.23681270193076496E-07  1.73261038269537264E-10
  1.28286543837593943E+08  9.59983283097412210E-01  0.00000000000000000E+00  1.97804996715800763E-02  2.36171793443066355E-05  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  1.97805534063240848E-02  0.00000000000000000E+00  4.08009389814279085E-04  5.13480446226466123E-08  2.35011121087270978E-05  0.00000000000000000E+00  4.84581838399538730E-07  2.13530275327628762E-10
  1.30355681641426101E+08  9.59405094099965550E-01  0.00000000000000000E+00  2.00607795453256570E-02  2.64276857648079693E-05  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.00608408928402530E-02  0.00000000000000000E+00  4.19959901213934502E-04  5.15543035157402962E-08  2.62957913781750492E-05  0.00000000000000000E+00  5.50269021791172301E-07  2.60183295635044672E-10
  1.32424819445258260E+08  9.58850533013776318E-01  0.00000000000000000E+00  2.03292538264320394E-02  2.93921298857280368E-05  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.03293233000010343E-02  0.00000000000000000E+00  4.31582320510846070E-04  5.13125294933956559E-08  2.92432302673678033E-05  0.00000000000000000E+00  6.20553034615811722E-07  3.13559707498023959E-10
  1.34493957249090433E+08  9.58315300142528859E-01  0.00000000000000000E+00  2.05880518858820305E-02  3.24951383701169456E-05  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.05881299618884961E-02  0.00000000000000000E+00  4.42948537403443389E-04  5.06878557655115190E-08  3.23280694477037111E-05  0.00000000000000000E+00  6.95202700893790309E-07  3.73919942812852983E-10
  1.36563095052922577E+08  9.57795446846423482E-01  0.00000000000000000E+00  2.08391293405316320E-02  3.57206056493508583E-05  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  0.00000000000000000E+00  2.08392164579221315E-02  0.00000000000000000E+00  4.54128360279751277E-04  4.97640252265419722E-08  3.55342179948623711E-05  0.00000000000000000E+00  7.73965712713905571E-07  4.41458063222513982E-10
