0.000000000000000000e+00 1.049999999999999935e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
1.670000000000000095e-01 1.049999999999999935e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
3.330000000000000182e-01 1.049999999999999935e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
5.000000000000000000e-01 1.049999999999999935e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
6.670000000000000373e-01 1.049999999999999935e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
8.329999999999999627e-01 1.051000000000000068e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
1.000000000000000000e+00 1.051000000000000068e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
1.167000000000000037e+00 1.051999999999999984e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
1.332999999999999963e+00 1.051999999999999984e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
1.500000000000000000e+00 1.052999999999999900e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
1.667000000000000037e+00 1.054000000000000032e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
1.832999999999999963e+00 1.054999999999999948e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
2.000000000000000000e+00 1.056000000000000081e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
2.166999999999999815e+00 1.056999999999999997e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
2.333000000000000185e+00 1.057999999999999913e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
2.500000000000000000e+00 1.059000000000000045e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
2.666999999999999815e+00 1.061000000000000094e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
2.833000000000000185e+00 1.062000000000000010e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
3.000000000000000000e+00 1.064000000000000059e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
3.166999999999999815e+00 1.064999999999999974e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
3.333000000000000185e+00 1.067000000000000023e-03 1.050000000000000044e-04 6.000000000000000152e-06 1.920000000000000049e-04
3.500000000000000000e+00 1.069000000000000072e-03 1.060000000000000016e-04 6.000000000000000152e-06 1.920000000000000049e-04
3.666999999999999815e+00 1.070999999999999903e-03 1.060000000000000016e-04 6.000000000000000152e-06 1.920000000000000049e-04
3.833000000000000185e+00 1.072999999999999952e-03 1.060000000000000016e-04 6.000000000000000152e-06 1.920000000000000049e-04
4.000000000000000000e+00 1.075000000000000001e-03 1.060000000000000016e-04 6.000000000000000152e-06 1.920000000000000049e-04
4.166999999999999815e+00 1.077000000000000049e-03 1.060000000000000016e-04 6.000000000000000152e-06 1.920000000000000049e-04
4.333000000000000185e+00 1.079000000000000098e-03 1.060000000000000016e-04 6.000000000000000152e-06 1.920000000000000049e-04
4.500000000000000000e+00 1.080999999999999930e-03 1.060000000000000016e-04 6.000000000000000152e-06 1.920000000000000049e-04
4.666999999999999815e+00 1.083999999999999894e-03 1.060000000000000016e-04 6.000000000000000152e-06 1.920000000000000049e-04
4.833000000000000185e+00 1.085999999999999943e-03 1.060000000000000016e-04 6.000000000000000152e-06 1.920000000000000049e-04
5.000000000000000000e+00 1.088999999999999907e-03 1.060000000000000016e-04 6.000000000000000152e-06 1.920000000000000049e-04
5.166999999999999815e+00 1.090999999999999956e-03 1.060000000000000016e-04 6.000000000000000152e-06 1.920000000000000049e-04
