#       sigma(time) [ns]             avg fid (jz)         avg fid (stirap)          avg fid (mixed)
0.000000000000000000e+00 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
1.667000000000000079e-03 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
3.333000000000000025e-03 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
5.000000000000000104e-03 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
6.667000000000000183e-03 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
8.333000000000000129e-03 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
1.000000000000000021e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
1.166700000000000029e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
1.333299999999999937e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
1.499999999999999944e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
1.666700000000000126e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
1.833299999999999860e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
2.000000000000000042e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
2.166699999999999876e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
2.333299999999999957e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
2.500000000000000139e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
2.666699999999999973e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
2.833300000000000055e-02 9.991449999999999498e-01 9.953429999999999778e-01 9.989510000000000334e-01
2.999999999999999889e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
3.166700000000000070e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
3.333300000000000152e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
3.500000000000000333e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
3.666699999999999821e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
3.833299999999999902e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
4.000000000000000083e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
4.166700000000000265e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
4.333300000000000346e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
4.499999999999999833e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
4.666700000000000015e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
4.833300000000000096e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
5.000000000000000278e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
5.166699999999999765e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
5.333299999999999846e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
5.500000000000000028e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
5.666700000000000209e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
5.833300000000000290e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
5.999999999999999778e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
6.166699999999999959e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
6.333300000000000041e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
6.500000000000000222e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
6.666700000000000403e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
6.833300000000000485e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
7.000000000000000666e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
7.166699999999999460e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
7.333299999999999541e-02 9.991459999999999786e-01 9.953429999999999778e-01 9.989510000000000334e-01
