# OCT iter        711;   J_T =   9.957421717913E-04;   pulse_id =          2                                                                                                                                                                                   
#               time [ns]              abs(E) [au]        phase(E) [rad/pi]
   3.7287287287287292E+00   1.2981025576504304E+00  -4.7950330135338848E-01
   3.7787787787787797E+00   1.3111463332020921E+00  -5.4148709582212895E-01
   3.8288288288288292E+00   1.3193010069667868E+00  -6.0379319689423705E-01
   3.8788788788788797E+00   1.3224457374207361E+00  -6.6620585498190743E-01
   3.9289289289289293E+00   1.3206364369677304E+00  -7.2851345954631497E-01
   3.9789789789789798E+00   1.3141010839579104E+00  -7.9050908760205019E-01
   4.0290290290290303E+00   1.3032344946654144E+00  -8.5199166876959265E-01
   4.0790790790790794E+00   1.2885920777489983E+00  -9.1276844960544579E-01
   4.1291291291291303E+00   1.2708814189248632E+00  -9.7265941771674846E-01
   4.1791791791791795E+00   1.2509498715230620E+00   9.6849571614670815E-01
   4.2292292292292304E+00   1.2297657479123887E+00   9.1082756999681536E-01
   4.2792792792792795E+00   1.2083903774166505E+00   8.5442420229193949E-01
   4.3293293293293305E+00   1.1879384773071173E+00   7.9931609738658804E-01
   4.3793793793793805E+00   1.1695253233297627E+00   7.4546100224998735E-01
   4.4294294294294296E+00   1.1542014298509893E+00   6.9273192675265072E-01
   4.4794794794794806E+00   1.1428788894848683E+00   6.4091258301345899E-01
   4.5295295295295297E+00   1.1362575592343069E+00   5.8970432283318386E-01
   4.5795795795795806E+00   1.1347624753845236E+00   5.3874658598676539E-01
   4.6296296296296298E+00   1.1385043879566428E+00   4.8764917138937047E-01
   4.6796796796796807E+00   1.1472719614432187E+00   4.3603065217466813E-01
   4.7297297297297307E+00   1.1605576050218318E+00   3.8355496912264347E-01
   4.7797797797797807E+00   1.1776115138192400E+00   3.2995894332010278E-01
   4.8298298298298308E+00   1.1975132387933087E+00   2.7506673565464124E-01
   4.8798798798798808E+00   1.2192485981263523E+00   2.1879136092335433E-01
   4.9299299299299308E+00   1.2417816500284149E+00   1.6112639576590004E-01
   4.9799799799799809E+00   1.2641151171012071E+00   1.0213217780622033E-01
   5.0300300300300309E+00   1.2853363719431568E+00   4.1920362131883403E-02
   5.0800800800800809E+00   1.3046488754006920E+00  -1.9360519934048581E-02
   5.1301301301301310E+00   1.3213906124831778E+00  -8.1537148880545834E-02
   5.1801801801801810E+00   1.3350418622506257E+00  -1.4442078679237372E-01
   5.2302302302302310E+00   1.3452249259169617E+00  -2.0781415869611924E-01
   5.2802802802802811E+00   1.3516984719812422E+00  -2.7151635519507572E-01
   5.3303303303303311E+00   1.3543490364233080E+00  -3.3532634836411968E-01
   5.3803803803803811E+00   1.3531819315780624E+00  -3.9904569613585489E-01
   5.4304304304304312E+00   1.3483133251173725E+00  -4.6248095778751536E-01
   5.4804804804804812E+00   1.3399645296467215E+00  -5.2544628612858657E-01
   5.5305305305305312E+00   1.3284586293263090E+00  -5.8776660966473904E-01
   5.5805805805805813E+00   1.3142185617306494E+00  -6.4928176400181925E-01
   5.6306306306306313E+00   1.2977648200622318E+00  -7.0985185714726806E-01
   5.6806806806806813E+00   1.2797102177131878E+00  -7.6936402723110286E-01
   5.7307307307307314E+00   1.2607488387249739E+00  -8.2774053302934725E-01
   5.7807807807807823E+00   1.2416365367726210E+00  -8.8494776857098190E-01
   5.8308308308308314E+00   1.2231612519441626E+00  -9.4100530180405362E-01
   5.8808808808808823E+00   1.2061030215800712E+00  -9.9599346182922255E-01
   5.9309309309309315E+00   1.1911857604947800E+00   9.4994249286110799E-01
   5.9809809809809824E+00   1.1790253422656374E+00   8.9659372600787290E-01
   6.0310310310310316E+00   1.1700806185736199E+00   8.4369628035319122E-01
   6.0810810810810825E+00   1.1646149816411120E+00   7.9094694614302563E-01
   6.1311311311311325E+00   1.1626752468183346E+00   7.3802505945595787E-01
   6.1811811811811816E+00   1.1640918935542721E+00   6.8461708165908242E-01
   6.2312312312312326E+00   1.1685007256167612E+00   6.3043999512192761E-01
   6.2812812812812817E+00   1.1753820543449165E+00   5.7525997377942450E-01
   6.3313313313313326E+00   1.1841108153084843E+00   5.1890423882174608E-01
   6.3813813813813818E+00   1.1940102194795212E+00   4.6126581839572522E-01
   6.4314314314314327E+00   1.2044024164253975E+00   4.0230238511884753E-01
   6.4814814814814827E+00   1.2146514768602696E+00   3.4203105977756376E-01
   6.5315315315315328E+00   1.2241960010706698E+00   2.8052106412027561E-01
   6.5815815815815828E+00   1.2325703356423696E+00   2.1788565231647616E-01
   6.6316316316316328E+00   1.2394146028755029E+00   1.5427416163012989E-01
   6.6816816816816820E+00   1.2444746186335167E+00   8.9864516970105224E-02
   6.7317317317317329E+00   1.2475934524792820E+00   2.4856196143863932E-02
   6.7817817817817829E+00   1.2486969535062720E+00  -4.0536485283945156E-02
   6.8318318318318330E+00   1.2477759997389517E+00  -1.0609092436582555E-01
   6.8818818818818839E+00   1.2448684240844954E+00  -1.7158270917818369E-01
   6.9319319319319321E+00   1.2400434117728498E+00  -2.3679203208431931E-01
   6.9819819819819831E+00   1.2333905953178357E+00  -3.0150997211854241E-01
   7.0320320320320331E+00   1.2250151296558576E+00  -3.6554454225476568E-01
   7.0820820820820840E+00   1.2150388447419518E+00  -4.2872639694384068E-01
   7.1321321321321323E+00   1.2036063458780368E+00  -4.9091412237050508E-01
   7.1821821821821832E+00   1.1908938868044212E+00  -5.5199906512109065E-01
   7.2322322322322332E+00   1.1771181761128060E+00  -6.1190966909015232E-01
   7.2822822822822832E+00   1.1625421292817451E+00  -6.7061526402087623E-01
   7.3323323323323342E+00   1.1474749937744833E+00  -7.2812917157911772E-01
   7.3823823823823833E+00   1.1322652040098025E+00  -7.8451087227267968E-01
   7.4324324324324333E+00   1.1172856276255350E+00  -8.3986683521866312E-01
   7.4824824824824834E+00   1.1029123312706914E+00  -8.9434950108941491E-01
   7.5325325325325343E+00   1.0894993572643241E+00  -9.4815389141688722E-01
   7.5825825825825843E+00   1.0773529741929027E+00   9.9848854355393502E-01
   7.6326326326326335E+00   1.0667091900834635E+00   9.4531890804231800E-01
   7.6826826826826835E+00   1.0577178580594011E+00   8.9206229808119797E-01
   7.7327327327327344E+00   1.0504355266982253E+00   8.3844087189149419E-01
   7.7827827827827845E+00   1.0448275885725329E+00   7.8418745244562182E-01
   7.8328328328328336E+00   1.0407787089308647E+00   7.2905855578636725E-01
   7.8828828828828836E+00   1.0381093904741376E+00   6.7284599445334892E-01
   7.9329329329329337E+00   1.0365960549658448E+00   6.1538658738393404E-01
   7.9829829829829846E+00   1.0359921204563642E+00   5.5656983215630640E-01
   8.0330330330330355E+00   1.0360479536713003E+00   4.9634352872643078E-01
   8.0830830830830838E+00   1.0365280047057113E+00   4.3471726382176562E-01
   8.1331331331331338E+00   1.0372237666620741E+00   3.7176345875382139E-01
   8.1831831831831838E+00   1.0379615222826428E+00   3.0761549595831467E-01
   8.2332332332332356E+00   1.0386043120622501E+00   2.4246241166708782E-01
   8.2832832832832857E+00   1.0390482770921747E+00   1.7653985842192996E-01
   8.3333333333333339E+00   1.0392143932523288E+00   1.1011749958734167E-01
   8.3833833833833840E+00   1.0390373451702246E+00   4.3483602310709836E-02
   8.4334334334334340E+00   1.0384535979252520E+00  -2.3071822757593761E-02
   8.4834834834834858E+00   1.0373905018757885E+00  -8.9273612408187458E-02
   8.5335335335335341E+00   1.0357576708254141E+00  -1.5487601281781074E-01
   8.5835835835835841E+00   1.0334412463168561E+00  -2.1967377214462003E-01
   8.6336336336336341E+00   1.0303013156844880E+00  -2.8350890347464819E-01
   8.6836836836836859E+00   1.0261727958722249E+00  -3.4627293622935806E-01
   8.7337337337337360E+00   1.0208703833410662E+00  -4.0790509175754680E-01
   8.7837837837837842E+00   1.0141983999832240E+00  -4.6838727223405102E-01
   8.8338338338338342E+00   1.0059662347152218E+00  -5.2773700868206064E-01
   8.8838838838838861E+00   9.9600942499604284E-01  -5.8599959606649688E-01
   8.9339339339339361E+00   9.8421527856850755E-01  -6.4324059801647604E-01
   8.9839839839839861E+00   9.7055053890354570E-01  -6.9953977502877618E-01
   9.0340340340340344E+00   9.5508732288178244E-01  -7.5498730128386882E-01
   9.0840840840840844E+00   9.3802281440469815E-01  -8.0968288227780005E-01
   9.1341341341341362E+00   9.1968829498724647E-01  -8.6373803993832310E-01
   9.1841841841841863E+00   9.0054414044961206E-01  -9.1728135224124319E-01
   9.2342342342342345E+00   8.8115928492292217E-01  -9.7046578689913066E-01
   9.2842842842842845E+00   8.6217604676568238E-01   9.7652353360538369E-01
   9.3343343343343363E+00   8.4426374338499388E-01   9.2346363600515591E-01
   9.3843843843843864E+00   8.2806678003582479E-01   8.7009316040663620E-01
   9.4344344344344364E+00   8.1415440862684818E-01   8.1611999220987375E-01
   9.4844844844844847E+00   8.0297956914902613E-01   7.6123890947292261E-01
   9.5345345345345365E+00   7.9485268068675641E-01   7.0515879304576057E-01
   9.5845845845845865E+00   7.8993291855871040E-01   6.4763603720628160E-01
   9.6346346346346365E+00   7.8823517812814614E-01   5.8850831726497754E-01
   9.6846846846846866E+00   7.8964711975488089E-01   5.2772184904013053E-01
   9.7347347347347366E+00   7.9394906453879155E-01   4.6534614754835613E-01
   9.7847847847847866E+00   8.0083089170598254E-01   4.0157271839660269E-01
   9.8348348348348367E+00   8.0990384829315776E-01   3.3669731143458781E-01
   9.8848848848848867E+00   8.2070939863504955E-01   2.7108854352680761E-01
   9.9349349349349350E+00   8.3272964272687944E-01   2.0514822581878589E-01
   9.9849849849849868E+00   8.4540307165733708E-01   1.3927009678742902E-01
   1.0035035035035037E+01   8.5814596510632102E-01   7.3803527319374562E-02
   1.0085085085085087E+01   8.7037567720598275E-01   9.0271805346740820E-03
   1.0135135135135137E+01   8.8152990754714933E-01  -5.4864881466713686E-02
   1.0185185185185187E+01   8.9107717113916340E-01  -1.1776474134213434E-01
   1.0235235235235237E+01   8.9851752113988537E-01  -1.7964192611078195E-01
   1.0285285285285287E+01   9.0337719205665712E-01  -2.4052769184945758E-01
   1.0335335335335337E+01   9.0520409620408526E-01  -3.0049581379638385E-01
   1.0385385385385387E+01   9.0357177252189713E-01  -3.5964308793868954E-01
   1.0435435435435437E+01   8.9809738921292870E-01  -4.1807208112623795E-01
   1.0485485485485487E+01   8.8847553275995639E-01  -4.7587785658525178E-01
   1.0535535535535537E+01   8.7452490381830139E-01  -5.3313962161322237E-01
   1.0585585585585587E+01   8.5624078984076002E-01  -5.8991761807615140E-01
   1.0635635635635637E+01   8.3384324686356859E-01  -6.4625516160193985E-01
   1.0685685685685687E+01   8.0781004650307142E-01  -7.0218550486806752E-01
   1.0735735735735737E+01   7.7888504519281709E-01  -7.5774303816386634E-01
   1.0785785785785787E+01   7.4805659616598175E-01  -8.1297805420936620E-01
   1.0835835835835837E+01   7.1650618848811221E-01  -8.6797365966029794E-01
   1.0885885885885887E+01   6.8553337302360695E-01  -9.2286222016001296E-01
   1.0935935935935937E+01   6.5646775988895423E-01  -9.7783700917873995E-01
   1.0985985985985987E+01   6.3058121399403511E-01   9.6684696832878370E-01
   1.1036036036036037E+01   6.0901260293677895E-01   9.1088941203518214E-01
   1.1086086086086089E+01   5.9271347169188071E-01   8.5398221041474454E-01
   1.1136136136136138E+01   5.8241658733318602E-01   7.9586501642998508E-01
   1.1186186186186188E+01   5.7862233532957474E-01   7.3638660656094068E-01
   1.1236236236236238E+01   5.8159340979897667E-01   6.7555254961986710E-01
   1.1286286286286288E+01   5.9134876369311995E-01   6.1354052457385022E-01
   1.1336336336336338E+01   6.0765352151861163E-01   5.5067538721586151E-01
   1.1386386386386388E+01   6.3000922910407509E-01   4.8737184346913837E-01
   1.1436436436436438E+01   6.5765367651281192E-01   4.2406422245389980E-01
   1.1486486486486488E+01   6.8957883751639559E-01   3.6114412301861903E-01
   1.1536536536536540E+01   7.2457014340842385E-01   2.9891888458747823E-01
   1.1586586586586588E+01   7.6126357150017776E-01   2.3759341119102564E-01
   1.1636636636636638E+01   7.9821199296933054E-01   1.7727069994873632E-01
   1.1686686686686688E+01   8.3395059599082022E-01   1.1796417603201334E-01
   1.1736736736736740E+01   8.6705317841495499E-01   5.9615975547699762E-02
   1.1786786786786790E+01   8.9617564336056288E-01   2.1172861106909849E-03
   1.1836836836836838E+01   9.2008822603844886E-01  -5.4671655096880142E-02
   1.1886886886886888E+01   9.3770179664326214E-01  -1.1090356269704291E-01
   1.1936936936936938E+01   9.4809474247276293E-01  -1.6672944619934715E-01
   1.1986986986986990E+01   9.5054537215856372E-01  -2.2228839490009339E-01
   1.2037037037037038E+01   9.4457141468321570E-01  -2.7770258902708317E-01
   1.2087087087087088E+01   9.2997422338941482E-01  -3.3307797584762305E-01
   1.2137137137137138E+01   9.0688175647706459E-01  -3.8851076947939461E-01
   1.2187187187187190E+01   8.7578202348373224E-01  -4.4409974810188019E-01
   1.2237237237237240E+01   8.3753808784605499E-01  -4.9996414672346662E-01
   1.2287287287287288E+01   7.9337747491951582E-01  -5.5626657606711316E-01
   1.2337337337337338E+01   7.4485319797660177E-01  -6.1323950980333986E-01
   1.2387387387387390E+01   6.9377999220192788E-01  -6.7121195659450517E-01
   1.2437437437437440E+01   6.4215593829992612E-01  -7.3062917887897105E-01
   1.2487487487487490E+01   5.9208350986614366E-01  -7.9205175908571390E-01
   1.2537537537537538E+01   5.4570165105343138E-01  -8.5611071172567343E-01
   1.2587587587587588E+01   5.0512885511555450E-01  -9.2338648152588299E-01
   1.2637637637637640E+01   4.7239696752508653E-01  -9.9418621555138753E-01
   1.2687687687687690E+01   4.4933720308700414E-01   9.3175502681569045E-01
   1.2737737737737739E+01   4.3739027713711787E-01   8.5551152007724562E-01
   1.2787787787787789E+01   4.3737660678005036E-01   7.7891215841275274E-01
   1.2837837837837840E+01   4.4934543944250877E-01   7.0407692492014740E-01
   1.2887887887887890E+01   4.7261583021459308E-01   6.3276430868648736E-01
   1.2937937937937940E+01   5.0599200749954709E-01   5.6593839373945620E-01
   1.2987987987987989E+01   5.4801824908460317E-01   5.0374579363621608E-01
   1.3038038038038039E+01   5.9715415592780852E-01   4.4576508796105696E-01
   1.3088088088088089E+01   6.5184291476975498E-01   3.9130167697360413E-01
   1.3138138138138139E+01   7.1050762390287370E-01   3.3960231943880426E-01
   1.3188188188188189E+01   7.7152040061235971E-01   2.8997143957954269E-01
   1.3238238238238241E+01   8.3317423511077615E-01   2.4181716351147634E-01
   1.3288288288288291E+01   8.9367222371826949E-01   1.9465871267325663E-01
   1.3338338338338337E+01   9.5113981246474533E-01   1.4811678978786000E-01
   1.3388388388388387E+01   1.0036613795318998E+00   1.0189854956094364E-01
   1.3438438438438439E+01   1.0493397708256027E+00   5.5782050295947301E-02
   1.3488488488488489E+01   1.0863744437133318E+00   9.6014514887324803E-03
   1.3538538538538539E+01   1.1131505712343048E+00  -3.6767359214288170E-02
   1.3588588588588589E+01   1.1283288582486257E+00  -8.3421476509017073E-02
   1.3638638638638639E+01   1.1309251025395277E+00  -1.3044678814199073E-01
   1.3688688688688691E+01   1.1203701953348593E+00  -1.7793562286796435E-01
   1.3738738738738741E+01   1.0965449228631381E+00  -2.2600714885996859E-01
   1.3788788788788787E+01   1.0597887637664740E+00  -2.7483191384058969E-01
   1.3838838838838839E+01   1.0108871302785403E+00  -3.2466279915189539E-01
   1.3888888888888889E+01   9.5104679387851765E-01  -3.7587616145895636E-01
   1.3938938938938939E+01   8.8187448401083623E-01  -4.2902941197391864E-01
   1.3988988988988989E+01   8.0537900011534791E-01  -4.8494493869866917E-01
   1.4039039039039039E+01   7.2402328400264859E-01  -5.4483386302056436E-01
   1.4089089089089089E+01   6.4086079277560060E-01  -6.1046907060994338E-01
   1.4139139139139141E+01   5.5979678218262130E-01  -6.8437500260941253E-01
   1.4189189189189191E+01   4.8598735711430652E-01  -7.6982614183596454E-01
   1.4239239239239238E+01   4.2619124820746157E-01  -8.6995466111947062E-01
   1.4289289289289290E+01   3.8824950245709849E-01  -9.8473569409217110E-01
   1.4339339339339340E+01   3.7825766033862712E-01   8.9324497375991319E-01
   1.4389389389389390E+01   3.9637587610954322E-01   7.7725171385850744E-01
   1.4439439439439440E+01   4.3649761216302246E-01   6.7715249669155275E-01
   1.4489489489489490E+01   4.9063318472682049E-01   5.9485467577826123E-01
   1.4539539539539541E+01   5.5251335254789169E-01   5.2767070314760156E-01
   1.4589589589589592E+01   6.1836962228865300E-01   4.7203815915145020E-01
   1.4639639639639642E+01   6.8640344374981588E-01   4.2491572382484261E-01
   1.4689689689689692E+01   7.5607421209367531E-01   3.8393444936767906E-01
   1.4739739739739740E+01   8.2749081163369598E-01   3.4723179030991919E-01
   1.4789789789789790E+01   9.0091352255854762E-01   3.1329434135667394E-01
   1.4839839839839840E+01   9.7635462706951082E-01   2.8087264581483290E-01
   1.4889889889889890E+01   1.0532930061815278E+00   2.4895223120246837E-01
   1.4939939939939940E+01   1.1305265394115078E+00   2.1674846313715548E-01
   1.4989989989989992E+01   1.2061691169422306E+00   1.8369851099418147E-01
   1.5040040040040042E+01   1.2777701965900627E+00   1.4943761068264086E-01
   1.5090090090090092E+01   1.3425119410064712E+00   1.1376008662837167E-01
   1.5140140140140142E+01   1.3974328603056003E+00   7.6572995014249925E-02
   1.5190190190190190E+01   1.4396375944985227E+00   3.7851182685194891E-02
   1.5240240240240240E+01   1.4664725260874678E+00  -2.4004780620560042E-03
   1.5290290290290290E+01   1.4756669471333261E+00  -4.4176043011206763E-02
   1.5340340340340340E+01   1.4654524725309075E+00  -8.7490516045998917E-02
   1.5390390390390390E+01   1.4346763634621360E+00  -1.3239930569529340E-01
   1.5440440440440442E+01   1.3829185069337870E+00  -1.7902136110520786E-01
   1.5490490490490492E+01   1.3106111631987625E+00  -2.2757432705058300E-01
   1.5540540540540542E+01   1.2191514264660410E+00  -2.7843362942806499E-01
   1.5590590590590592E+01   1.1109959855521723E+00  -3.3223443012649306E-01
   1.5640640640640640E+01   9.8974421136738489E-01  -3.9004901213228088E-01
   1.5690690690690690E+01   8.6025804197989064E-01  -4.5369539485719018E-01
   1.5740740740740740E+01   7.2894754044368637E-01  -5.2625459669850450E-01
   1.5790790790790791E+01   6.0446841463111389E-01  -6.1278270913215394E-01
   1.5840840840840842E+01   4.9904777465123751E-01  -7.2041496995496901E-01
   1.5890890890890892E+01   4.2929456568394792E-01  -8.5408531124169673E-01
   1.5940940940940942E+01   4.1069238875716912E-01   9.9647113187612579E-01
   1.5990990990990992E+01   4.4335716320084678E-01   8.5856761516203006E-01
   1.6041041041041044E+01   5.1061940601498834E-01   7.4927406827532894E-01
   1.6091091091091094E+01   5.9479134027281610E-01   6.6665857584015809E-01
   1.6141141141141141E+01   6.8515907334190640E-01   6.0317079954438935E-01
   1.6191191191191191E+01   7.7684110539045770E-01   5.5264081218425287E-01
   1.6241241241241241E+01   8.6835402040332710E-01   5.1092073071239585E-01
   1.6291291291291291E+01   9.5996454784479635E-01   4.7519774498674300E-01
   1.6341341341341341E+01   1.0526511783833339E+00   4.4342775774332738E-01
   1.6391391391391391E+01   1.1473963670707199E+00   4.1402329785860981E-01
   1.6441441441441444E+01   1.2446893615446910E+00   3.8571231178984361E-01
   1.6491491491491495E+01   1.3442065929008193E+00   3.5748524861134767E-01
   1.6541541541541545E+01   1.4446570440702657E+00   3.2857453567791789E-01
   1.6591591591591591E+01   1.5437713046458270E+00   2.9843603449620393E-01
   1.6641641641641641E+01   1.6384026560294123E+00   2.6672193275231926E-01
   1.6691691691691691E+01   1.7247079538333316E+00   2.3324634530412844E-01
   1.6741741741741741E+01   1.7983836797028225E+00   1.9794899098760854E-01
   1.6791791791791791E+01   1.8549418839445571E+00   1.6086149935977001E-01
   1.6841841841841845E+01   1.8900169026768923E+00   1.2207825058805639E-01
   1.6891891891891895E+01   1.8996946288943721E+00   8.1730970895380076E-02
   1.6941941941941945E+01   1.8808511641806236E+00   3.9964100270486073E-02
   1.6991991991991995E+01   1.8314771740228912E+00  -3.0939781212006149E-03
   1.7042042042042041E+01   1.7509508821484139E+00  -4.7370887814600880E-02
   1.7092092092092091E+01   1.6402137532115151E+00  -9.2911678399622624E-02
   1.7142142142142141E+01   1.5018108558317249E+00  -1.3997869893537937E-01
   1.7192192192192191E+01   1.3397960679056471E+00  -1.8922328831378393E-01
   1.7242242242242241E+01   1.1595812953296407E+00  -2.4200520024673786E-01
   1.7292292292292295E+01   9.6794898080439906E-01  -3.0104825640015609E-01
   1.7342342342342345E+01   7.7374655018987637E-01  -3.7191267667214228E-01
   1.7392392392392395E+01   5.9062604048851197E-01  -4.6633449985639502E-01
   1.7442442442442445E+01   4.4516604339605403E-01  -6.0685275098519709E-01
   1.7492492492492495E+01   3.8724606211416779E-01  -8.0668716543033314E-01
   1.7542542542542542E+01   4.4847750000475284E-01   9.9961277982645036E-01
   1.7592592592592592E+01   5.8621962046949772E-01   8.6892079496468910E-01
   1.7642642642642642E+01   7.5230877884372382E-01   7.8381502532252367E-01
   1.7692692692692695E+01   9.2438951137827230E-01   7.2292420986274364E-01
   1.7742742742742745E+01   1.0932096885229172E+00   6.7538924018176183E-01
   1.7792792792792795E+01   1.2547816108061214E+00   6.3596300886945434E-01
   1.7842842842842845E+01   1.4075256555138980E+00   6.0190406431348120E-01
   1.7892892892892895E+01   1.5511260428780729E+00   5.7161565561336303E-01
   1.7942942942942945E+01   1.6859147137125743E+00   5.4404275865141227E-01
   1.7992992992992992E+01   1.8124028439268376E+00   5.1839135777552514E-01
   1.8043043043043042E+01   1.9308467903430500E+00   4.9399741136828385E-01
   1.8093093093093092E+01   2.0408387347377470E+00   4.7027331134880085E-01
   1.8143143143143146E+01   2.1409587311231366E+00   4.4669708870792302E-01
   1.8193193193193196E+01   2.2285423037077798E+00   4.2282373889037295E-01
   1.8243243243243246E+01   2.2996145940369397E+00   3.9830439558544456E-01
   1.8293293293293296E+01   2.3490249983210116E+00   3.7290372688950535E-01
   1.8343343343343346E+01   2.3707935113653860E+00   3.4651037731069556E-01
   1.8393393393393396E+01   2.3586576548449631E+00   3.1913883540843480E-01
   1.8443443443443442E+01   2.3067853261712705E+00   2.9092264217648439E-01
