#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   1.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00
       0.100083  -2.2067903768477694E-08   3.1469567002060236E-08   4.5719984220336020E-04  -8.3911368270674796E-04  -3.9332210734782813E-01   9.1837208114757218E-01  -1.0667586043848474E-08   3.6475168639842555E-08
       0.200167  -2.7730463792619867E-07   1.0935617965565950E-06   1.9928674062740068E-03   3.0779872109069125E-03  -6.8828097339159666E-01  -7.2059163055815389E-01   4.6335107765961179E-07   4.1592609117709050E-08
       0.300250   6.5990709653446057E-08   6.6085185935530612E-06  -7.6675504755955547E-03   6.1929279474102171E-04   9.2920831352564226E-01  -3.5024159378243519E-01  -5.0315453015171040E-07  -2.2268555819483965E-06
       0.400334   4.2200753398108791E-06   2.1713300202165332E-05   4.9100190835395779E-03  -1.1362975545844738E-02  -3.9229835930128520E-02   9.8888626053742068E-01  -6.0285681655075157E-06   3.9810430146799261E-06
       0.500417   1.7125857630787191E-05   5.0106678616267690E-05   1.0707439951386528E-02   1.3160874953062885E-02  -8.9409856838726731E-01  -4.1892713761151090E-01   1.4514423053578035E-05   9.7182574454083913E-06
       0.600500   4.3199108674367693E-05   9.0002965177192845E-05  -2.0243993800341104E-02   4.4395553894904438E-03   7.3212476216746314E-01  -6.6167850955560104E-01   5.9365682581856602E-06  -3.4322032222558085E-05
       0.700584   8.3859666444746053E-05   1.3218993436784306E-04   5.2994530215257785E-03  -2.2469625447844453E-02   3.2667521053688309E-01   9.3260927229289070E-01  -5.7715803343400346E-05   1.4943990709856101E-05
       0.800667   1.3607248012064696E-04   1.6275936536366467E-04   1.8941163029598859E-02   1.4364405768732420E-02  -9.8908452680019587E-01  -6.1659009181366159E-02   5.5356726766081876E-05   7.0401611906161800E-05
       0.900751   1.9229292733356196E-04   1.7046524440544850E-04  -1.9508394770502150E-02   1.2014021016823967E-02   4.4440183328443761E-01  -8.8968536939788323E-01   6.0043461546180379E-05  -1.0354155184057166E-04
