#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   1.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00
       0.100083   9.9999999999844891E-01   1.3877787807814457E-14   3.7801734374164911E-08  -4.5557084403447840E-09   3.8410382669506919E-08  -1.4030421283740631E-09   1.4455853007171948E-15  -2.2802866519725450E-16
       0.200167   9.9999999982193821E-01   5.4723447995286278E-12  -3.5297737793552872E-07   3.0813324000010174E-07  -3.9287151428135865E-07   2.7589107193915020E-07   5.3662033323815577E-14  -2.1843963665692274E-13
       0.300250   9.9999999729520539E-01   6.9895256249452586E-11   3.2704875805151956E-07  -2.2929745481812065E-06   6.7609140070960790E-07  -2.3230898122367835E-06  -5.1056442877522373E-12  -2.3099216637014213E-12
       0.400334   9.9999998131896251E-01  -2.6926516571990078E-10   4.2668828292258385E-06   6.0271001685557926E-06   3.3568552132761713E-06   7.1481904694785326E-06  -2.8757312497983362E-11   5.0731939217570024E-11
       0.500417   9.9999992029288287E-01  -5.0539977203278852E-09  -1.7718411263311613E-05  -2.9325456327344816E-06  -1.8372059254284042E-05  -7.2425144623427856E-06   3.0427534214640308E-10   1.8217820813210900E-10
       0.600500   9.9999975853541989E-01  -2.5274063675251313E-08   2.8657391978400398E-05  -2.1653825799844482E-05   3.7607448068842169E-05  -1.5990210119306009E-05   7.3131711238447122E-10  -1.2724955558355248E-09
       0.700584   9.9999943363070587E-01  -7.0443417321541801E-08  -6.4989437019477237E-06   6.1128148643958770E-05  -2.7254526886577906E-05   6.7757904884141625E-05  -3.9642271386877149E-09  -2.1056208158045490E-09
       0.800667   9.9999889497741612E-01  -1.1796287435750230E-07  -5.9562786264588793E-05  -7.0316636247486427E-05  -4.5143141574105491E-05  -1.0665601656687755E-04  -4.8083915606034238E-09   9.5244254688274949E-09
       0.900751   9.9999806432762295E-01  -8.0086764719933257E-08   1.2244085455996847E-04   1.1001803231819191E-05   1.5281103359446584E-04   6.5376933300247272E-05   1.7981910321950592E-08   9.6802001763751698E-09
       1.000834   9.9999670097516313E-01   1.7333161839161448E-07  -1.2044235560458329E-04   8.7173653043206846E-05  -2.0795781838740755E-04   7.1258027625484868E-05   1.8825152921512667E-08  -2.6686237024316477E-08
       1.100917   9.9999424496336564E-01   6.9209431030614610E-07   5.5593253711665156E-05  -1.6107501857261900E-04   1.4424469455487691E-04  -2.3321442842567816E-04  -2.9492964699820808E-08  -3.6187544100333825E-08
       1.201001   9.9998982135929149E-01   1.2821887300229484E-06   3.4203009964241750E-05   2.0108939171260734E-04   2.5443339336297851E-05   3.3280604193161568E-04  -6.6044819424515336E-08   1.6406493147107709E-08
       1.301084   9.9998253544554161E-01   1.4884232425460553E-06  -1.6904800601897315E-04  -2.1672331453703484E-04  -2.5408706054568517E-04  -3.2479612881837326E-04  -2.7574212173710206E-08   1.0996820071373518E-07
       1.401168   9.9997191124620910E-01   9.0140222008816551E-07   3.7124033633143650E-04   1.2085022768366853E-04   4.9959456615351113E-04   1.6685542764015583E-04   1.6529064812159035E-07   1.2249061813133045E-07
       1.501251   9.9995801272095941E-01  -2.8771408994154868E-07  -4.9665576366865873E-04   1.9333256668472968E-04  -6.5362328108136249E-04   1.9804074940869368E-04   2.8651947657898932E-07  -2.2465986800361995E-07
       1.601334   9.9994080805752517E-01  -9.3937273626387707E-07   3.0500935919925971E-04  -6.0066637951263467E-04   5.0826411586847955E-04  -7.0771551694677015E-04  -2.6987988238292001E-07  -5.2129966427183695E-07
       1.701418   9.9991890995941013E-01   5.8783224821112867E-07   2.0097388025723588E-04   7.5845938995709327E-04   5.6655082648451849E-05   1.0708453550743759E-03  -8.0083530429102112E-07   2.5771140329845497E-07
       1.801501   9.9988865507997493E-01   5.0586529261043012E-06  -6.9164902415179788E-04  -4.9927827923086925E-04  -8.4527832362801293E-04  -9.4490566750753471E-04   1.1189396312391823E-07   1.0754244717037805E-06
       1.901585   9.9984479938660620E-01   1.0842217070872184E-05   9.0107198270102128E-04   1.6523451608285657E-05   1.4284464590909479E-03   2.6077946795577389E-04   1.2825140816549277E-06   2.6031341964215844E-07
       2.001668   9.9978323834677130E-01   1.3759870314267175E-05  -8.7002677650996818E-04   4.8862661403043938E-04  -1.4738432841571066E-03   7.1968125235606899E-04   9.3328226079088424E-07  -1.3458993008923578E-06
       2.101751   9.9970432382202801E-01   9.4292480884439200E-06   6.0719010757884684E-04  -1.0489753506032465E-03   8.9646550737512752E-04  -1.6348349714788992E-03  -1.1700061914172848E-06  -1.9365712646525789E-06
       2.201835   9.9961385971538275E-01  -2.5091759799367175E-06   1.3711252100859716E-04   1.5272536859468439E-03   2.4247754720193063E-04   2.1392460507192622E-03  -3.2381518880869261E-06   6.6242118992653609E-07
       2.301918   9.9951937512593980E-01  -1.5081680270367936E-05  -1.3213959480080381E-03  -1.3353002642540672E-03  -1.6971344588472079E-03  -1.8387507469277548E-03  -2.1544590100800430E-07   4.7005198758840292E-06
       2.402002   9.9942235428765225E-01  -1.5173585955319258E-05   2.1442920770282673E-03   1.3534335231160850E-04   2.8303956583102261E-03   4.8753235655849697E-04   6.0077868858474625E-06   1.4337111100710790E-06
       2.502085   9.9931114115941999E-01   9.2656463314688686E-06  -1.7967084233924627E-03   1.3872594752547479E-03  -2.8183081306023209E-03   1.5260359179007582E-03   2.9552744516592361E-06  -6.6553351272951390E-06
       2.602168   9.9916099608115116E-01   5.8981921010503591E-05   5.5394790471889784E-04  -2.1667663276011160E-03   1.3921163510098005E-03  -3.1653695982244170E-03  -6.0893654323363962E-06  -4.7831786215812032E-06
       2.702252   9.9894469979240774E-01   1.1717188490661945E-04   6.4256949037554817E-04   2.0700022947700491E-03   7.8805195886344384E-04   3.5497354107415693E-03  -6.8618020148412519E-06   3.9111807236944200E-06
       2.802335   9.9864984838290538E-01   1.5417876349776982E-04  -1.5906689984151821E-03  -1.6931933276398432E-03  -2.7651550342449680E-03  -2.6304928949543692E-03  -6.1127150272395370E-08   8.8949781883260921E-06
       2.902419   9.9829202099414371E-01   1.4421476112425058E-04   2.7302289952720838E-03   8.9755445131273670E-04   4.0499871337708873E-03   8.2112978659975200E-04   1.0356281966908247E-05   5.8912666946521937E-06
       3.002502   9.9791208672699194E-01   8.6199628823391272E-05  -3.4994062535750187E-03   1.1198236174631100E-03  -4.3781750956169308E-03   1.6743138313937312E-03   1.3476690020950979E-05  -1.0798906569113630E-05
