#        peak ampl [MHz]             final pop 1r             final pop rr               max pop 1r               max pop rr      blockade efficiency
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e-01
5.004999999999999449e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.499909999999999910e-01
1.000999999999999890e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.499629999999999908e-01
1.501500000000000057e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.499170000000000003e-01
2.001999999999999780e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.498519999999999908e-01
2.502499999999999947e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.497689999999999910e-01
3.003000000000000114e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.496670000000000000e-01
3.503499999999999837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.495469999999999910e-01
4.003999999999999559e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.494079999999999908e-01
4.504500000000000171e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.492510000000000003e-01
5.004999999999999893e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.490749999999999909e-01
5.505499999999999616e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.488799999999999901e-01
6.006000000000000227e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.486680000000000001e-01
6.506499999999999950e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.484359999999999902e-01
7.006999999999999673e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.481869999999999910e-01
7.507500000000000284e+00 1.000000000000000082e-05 0.000000000000000000e+00 1.000000000000000082e-05 0.000000000000000000e+00 2.479179999999999995e-01
8.007999999999999119e+00 1.299999999999999920e-05 0.000000000000000000e+00 1.299999999999999920e-05 0.000000000000000000e+00 2.476319999999999910e-01
8.508499999999999730e+00 1.699999999999999987e-05 0.000000000000000000e+00 1.699999999999999987e-05 0.000000000000000000e+00 2.473269999999999913e-01
9.009000000000000341e+00 2.099999999999999884e-05 0.000000000000000000e+00 2.099999999999999884e-05 0.000000000000000000e+00 2.470040000000000013e-01
9.509499999999999176e+00 2.599999999999999840e-05 0.000000000000000000e+00 2.599999999999999840e-05 0.000000000000000000e+00 2.466619999999999924e-01
1.000999999999999979e+01 3.199999999999999855e-05 0.000000000000000000e+00 3.199999999999999855e-05 0.000000000000000000e+00 2.463029999999999942e-01
1.051050000000000040e+01 3.800000000000000209e-05 0.000000000000000000e+00 3.800000000000000209e-05 0.000000000000000000e+00 2.459250000000000047e-01
1.101099999999999923e+01 4.600000000000000004e-05 0.000000000000000000e+00 4.600000000000000004e-05 0.000000000000000000e+00 2.455289999999999973e-01
1.151149999999999984e+01 5.500000000000000196e-05 0.000000000000000000e+00 5.500000000000000196e-05 0.000000000000000000e+00 2.451149999999999995e-01
1.201200000000000045e+01 6.600000000000000506e-05 0.000000000000000000e+00 6.600000000000000506e-05 0.000000000000000000e+00 2.446840000000000126e-01
1.251249999999999929e+01 7.700000000000000139e-05 0.000000000000000000e+00 7.700000000000000139e-05 0.000000000000000000e+00 2.442350000000000076e-01
1.301299999999999990e+01 9.000000000000000567e-05 0.000000000000000000e+00 9.000000000000000567e-05 0.000000000000000000e+00 2.437690000000000135e-01
1.351350000000000051e+01 1.050000000000000044e-04 0.000000000000000000e+00 1.050000000000000044e-04 0.000000000000000000e+00 2.432850000000000013e-01
1.401399999999999935e+01 1.210000000000000002e-04 0.000000000000000000e+00 1.210000000000000002e-04 0.000000000000000000e+00 2.427839999999999998e-01
1.451449999999999996e+01 1.399999999999999877e-04 0.000000000000000000e+00 1.399999999999999877e-04 0.000000000000000000e+00 2.422670000000000101e-01
1.501500000000000057e+01 1.600000000000000131e-04 0.000000000000000000e+00 1.600000000000000131e-04 0.000000000000000000e+00 2.417330000000000034e-01
1.551549999999999940e+01 1.820000000000000057e-04 0.000000000000000000e+00 1.820000000000000057e-04 0.000000000000000000e+00 2.411830000000000085e-01
1.601599999999999824e+01 2.069999999999999900e-04 0.000000000000000000e+00 2.069999999999999900e-04 0.000000000000000000e+00 2.406179999999999986e-01
1.651650000000000063e+01 2.339999999999999958e-04 0.000000000000000000e+00 2.339999999999999958e-04 0.000000000000000000e+00 2.400359999999999994e-01
1.701699999999999946e+01 2.640000000000000202e-04 0.000000000000000000e+00 2.640000000000000202e-04 0.000000000000000000e+00 2.394399999999999862e-01
1.751749999999999829e+01 2.959999999999999849e-04 0.000000000000000000e+00 2.959999999999999849e-04 0.000000000000000000e+00 2.388299999999999867e-01
1.801800000000000068e+01 3.310000000000000225e-04 0.000000000000000000e+00 3.310000000000000225e-04 0.000000000000000000e+00 2.382050000000000001e-01
1.851849999999999952e+01 3.690000000000000246e-04 0.000000000000000000e+00 3.690000000000000246e-04 0.000000000000000000e+00 2.375670000000000004e-01
