#        peak ampl [MHz]             final pop 1r             final pop rr               max pop 1r               max pop rr      blockade efficiency
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.004999999999999449e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000999999999999890e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.501500000000000057e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.001999999999999780e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.502499999999999947e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.003000000000000114e+00 1.200000000000000030e-05 0.000000000000000000e+00 1.200000000000000030e-05 0.000000000000000000e+00 6.000000000000000152e-06
3.503499999999999837e+00 2.099999999999999884e-05 0.000000000000000000e+00 2.099999999999999884e-05 0.000000000000000000e+00 1.049999999999999942e-05
4.003999999999999559e+00 3.699999999999999811e-05 0.000000000000000000e+00 3.699999999999999811e-05 0.000000000000000000e+00 1.849999999999999906e-05
4.504500000000000171e+00 5.899999999999999754e-05 0.000000000000000000e+00 5.899999999999999754e-05 0.000000000000000000e+00 2.949999999999999877e-05
5.004999999999999893e+00 8.899999999999999491e-05 0.000000000000000000e+00 8.899999999999999491e-05 0.000000000000000000e+00 4.449999999999999746e-05
5.505499999999999616e+00 1.299999999999999886e-04 0.000000000000000000e+00 1.299999999999999886e-04 0.000000000000000000e+00 6.499999999999999431e-05
6.006000000000000227e+00 1.840000000000000001e-04 0.000000000000000000e+00 1.840000000000000001e-04 0.000000000000000000e+00 9.200000000000000007e-05
6.506499999999999950e+00 2.530000000000000239e-04 0.000000000000000000e+00 2.530000000000000239e-04 0.000000000000000000e+00 1.265000000000000120e-04
7.006999999999999673e+00 3.400000000000000244e-04 0.000000000000000000e+00 3.400000000000000244e-04 0.000000000000000000e+00 1.700000000000000122e-04
7.507500000000000284e+00 4.470000000000000232e-04 0.000000000000000000e+00 4.470000000000000232e-04 0.000000000000000000e+00 2.235000000000000116e-04
8.007999999999999119e+00 5.770000000000000389e-04 0.000000000000000000e+00 5.770000000000000389e-04 0.000000000000000000e+00 2.885000000000000194e-04
8.508499999999999730e+00 7.320000000000000118e-04 0.000000000000000000e+00 7.320000000000000118e-04 0.000000000000000000e+00 3.660000000000000059e-04
9.009000000000000341e+00 9.150000000000000147e-04 0.000000000000000000e+00 9.150000000000000147e-04 0.000000000000000000e+00 4.575000000000000074e-04
9.509499999999999176e+00 1.129000000000000012e-03 0.000000000000000000e+00 1.129000000000000012e-03 0.000000000000000000e+00 5.645000000000000061e-04
1.000999999999999979e+01 1.376999999999999969e-03 0.000000000000000000e+00 1.376999999999999969e-03 0.000000000000000000e+00 6.884999999999999844e-04
1.051050000000000040e+01 1.660000000000000017e-03 0.000000000000000000e+00 1.660000000000000017e-03 0.000000000000000000e+00 8.300000000000000086e-04
1.101099999999999923e+01 1.979999999999999989e-03 0.000000000000000000e+00 1.979999999999999989e-03 0.000000000000000000e+00 9.899999999999999946e-04
1.151149999999999984e+01 2.340000000000000066e-03 0.000000000000000000e+00 2.340000000000000066e-03 0.000000000000000000e+00 1.170000000000000033e-03
1.201200000000000045e+01 2.739999999999999814e-03 0.000000000000000000e+00 2.739999999999999814e-03 0.000000000000000000e+00 1.369999999999999907e-03
1.251249999999999929e+01 3.180999999999999800e-03 0.000000000000000000e+00 3.180999999999999800e-03 0.000000000000000000e+00 1.590499999999999900e-03
1.301299999999999990e+01 3.661999999999999891e-03 0.000000000000000000e+00 3.661999999999999891e-03 0.000000000000000000e+00 1.830999999999999945e-03
1.351350000000000051e+01 4.181999999999999953e-03 0.000000000000000000e+00 4.181999999999999953e-03 0.000000000000000000e+00 2.090999999999999977e-03
1.401399999999999935e+01 4.740000000000000289e-03 0.000000000000000000e+00 4.740000000000000289e-03 0.000000000000000000e+00 2.370000000000000145e-03
1.451449999999999996e+01 5.330999999999999801e-03 0.000000000000000000e+00 5.330999999999999801e-03 0.000000000000000000e+00 2.665499999999999901e-03
1.501500000000000057e+01 5.950999999999999693e-03 0.000000000000000000e+00 5.950999999999999693e-03 0.000000000000000000e+00 2.975499999999999846e-03
1.551549999999999940e+01 6.595000000000000168e-03 0.000000000000000000e+00 6.595000000000000168e-03 0.000000000000000000e+00 3.297500000000000084e-03
1.601599999999999824e+01 7.255000000000000164e-03 0.000000000000000000e+00 7.255000000000000164e-03 0.000000000000000000e+00 3.627500000000000082e-03
1.651650000000000063e+01 7.922000000000000222e-03 0.000000000000000000e+00 7.922000000000000222e-03 0.000000000000000000e+00 3.961000000000000111e-03
1.701699999999999946e+01 8.585000000000000617e-03 0.000000000000000000e+00 8.585000000000000617e-03 0.000000000000000000e+00 4.292500000000000308e-03
1.751749999999999829e+01 9.232999999999999888e-03 0.000000000000000000e+00 9.232999999999999888e-03 0.000000000000000000e+00 4.616499999999999944e-03
