# OCT iter       1000;   J_T =   5.367238810491E-03;   pulse_id =          2                                                                                                                                                                                   
#             freq. [MHz]     Re(ampl) [arb.units]     Im(ampl) [arb.units]                                                                                                                                                                                    
 -6.65333333333333303E+03 -2.51177015187732913E-11  2.44743459409124091E-12
 -6.64000000000000000E+03 -2.99852533492262368E-11  1.94837904499501131E-11
 -6.62666666666666606E+03 -3.52660183546562274E-11  3.67048392396090348E-11
 -6.61333333333333303E+03 -4.01178260962326914E-11  5.40189584755126955E-11
 -6.60000000000000000E+03 -4.37448308238214243E-11  7.13271119817543353E-11
 -6.58666666666666606E+03 -4.55193181542060685E-11  8.85394288489180965E-11
 -6.57333333333333303E+03 -4.50596020219741502E-11  1.05577261647885881E-10
 -6.56000000000000000E+03 -4.23033433302763546E-11  1.22388331065883052E-10
 -6.54666666666666606E+03 -3.75174315204986056E-11  1.38939429581831903E-10
 -6.53333333333333303E+03 -3.12911198549342563E-11  1.55229208883647191E-10
 -6.52000000000000000E+03 -2.44635612026403406E-11  1.71272295586212464E-10
 -6.50666666666666606E+03 -1.80415092830808982E-11  1.87110916599701834E-10
 -6.49333333333333303E+03 -1.30690779630892356E-11  2.02792949043103420E-10
 -6.48000000000000000E+03 -1.05089458746988279E-11  2.18386151041308769E-10
 -6.46666666666666606E+03 -1.11072241487458564E-11  2.33952301607518931E-10
 -6.45333333333333303E+03 -1.52969423914526400E-11  2.49566781821556476E-10
 -6.44000000000000000E+03 -2.31165712406279078E-11  2.65290022300318929E-10
 -6.42666666666666606E+03 -3.41863303897782982E-11  2.81192964062209377E-10
 -6.41333333333333303E+03 -4.77205840455895155E-11  2.97325162270554320E-10
 -6.40000000000000000E+03 -6.25968874865551732E-11  3.13744929657386478E-10
 -6.38666666666666606E+03 -7.74627429352535072E-11  3.30482163703799303E-10
 -6.37333333333333303E+03 -9.08755288306981632E-11  3.47572343848576864E-10
 -6.36000000000000000E+03 -1.01464781261207771E-10  3.65012769557963416E-10
 -6.34666666666666606E+03 -1.08084203467936970E-10  3.82800374975033029E-10
 -6.33333333333333303E+03 -1.09964931912678476E-10  4.00883222602203643E-10
 -6.32000000000000000E+03 -1.06809016098227638E-10  4.19203924994662328E-10
 -6.30666666666666606E+03 -9.88702685944781398E-11  4.37649880010882870E-10
 -6.29333333333333303E+03 -8.69348005627526930E-11  4.56105815280811129E-10
 -6.28000000000000000E+03 -7.22967198182452763E-11  4.74406706882277011E-10
 -6.26666666666666606E+03 -5.66116441832239287E-11  4.92401340530102675E-10
 -6.25333333333333303E+03 -4.17821377610264192E-11  5.09910261842822510E-10
 -6.24000000000000000E+03 -2.97184775050958124E-11  5.26798404656727913E-10
 -6.22666666666666606E+03 -2.21942137780822429E-11  5.42936349933839162E-10
 -6.21333333333333303E+03 -2.05858571972311709E-11  5.58275066774348631E-10
 -6.20000000000000000E+03 -2.57819798071050932E-11  5.72805538115147787E-10
 -6.18666666666666606E+03 -3.79821178679577685E-11  5.86624324562361713E-10
 -6.17333333333333303E+03 -5.67343383676922812E-11  5.99885649027698451E-10
 -6.16000000000000000E+03 -8.08473804461587306E-11  6.12846529248786164E-10
 -6.14666666666666606E+03 -1.08591440116488745E-10  6.25808336127377443E-10
 -6.13333333333333303E+03 -1.37726796211734130E-10  6.39134543190743338E-10
 -6.12000000000000000E+03 -1.65845850302242435E-10  6.53186447351827179E-10
 -6.10666666666666606E+03 -1.90463886892222123E-10  6.68313524458820525E-10
 -6.09333333333333303E+03 -2.09429795952845386E-10  6.84797620910611496E-10
 -6.08000000000000000E+03 -2.20986217154358996E-10  7.02822666551361668E-10
 -6.06666666666666606E+03 -2.24150537177469470E-10  7.22449286874789392E-10
 -6.05333333333333303E+03 -2.18648656678670094E-10  7.43573312068694451E-10
 -6.04000000000000000E+03 -2.05183270886302723E-10  7.65954320760187605E-10
 -6.02666666666666606E+03 -1.85178116847294981E-10  7.89168932812545569E-10
 -6.01333333333333303E+03 -1.60901995943354669E-10  8.12709863414383891E-10
 -6.00000000000000000E+03 -1.35022464590176529E-10  8.35929927592524354E-10
 -5.98666666666666606E+03 -1.10619435481415852E-10  8.58216645852247396E-10
 -5.97333333333333303E+03 -9.06152258771374063E-11  8.78907255984894685E-10
 -5.96000000000000000E+03 -7.77670263993032385E-11  8.97531270804107622E-10
 -5.94666666666666606E+03 -7.40860769306340975E-11  9.13665008591909790E-10
 -5.93333333333333303E+03 -8.09208994829837534E-11  9.27224943516398977E-10
 -5.92000000000000000E+03 -9.84822079088878653E-11  9.38225629276498152E-10
 -5.90666666666666606E+03 -1.26106878929434055E-10  9.47108899211194685E-10
 -5.89333333333333303E+03 -1.61965379018712673E-10  9.54374196322756157E-10
 -5.88000000000000000E+03 -2.03533079321013875E-10  9.60941801578688414E-10
 -5.86666666666666606E+03 -2.47488781173584708E-10  9.67640640450659307E-10
 -5.85333333333333303E+03 -2.90338103339562759E-10  9.75624086107106480E-10
 -5.84000000000000000E+03 -3.28439687303417538E-10  9.85720999798463536E-10
 -5.82666666666666606E+03 -3.58656645229340194E-10  9.98943325562013485E-10
 -5.81333333333333303E+03 -3.78401246747075216E-10  1.01572268562577408E-09
 -5.80000000000000000E+03 -3.86160338801773775E-10  1.03656196361280834E-09
 -5.78666666666666606E+03 -3.81450969895920816E-10  1.06118376483924672E-09
 -5.77333333333333303E+03 -3.65087698033410735E-10  1.08937559194442970E-09
 -5.76000000000000000E+03 -3.38992900119191173E-10  1.12006689440102938E-09
 -5.74666666666666606E+03 -3.06140529511821342E-10  1.15239672267756125E-09
 -5.73333333333333303E+03 -2.70251255084259801E-10  1.18471298995040806E-09
 -5.72000000000000000E+03 -2.35432132953855205E-10  1.21586150100405213E-09
 -5.70666666666666606E+03 -2.05875580589135815E-10  1.24407323377048191E-09
 -5.69333333333333303E+03 -1.85286842703415045E-10  1.26844098016633820E-09
 -5.68000000000000000E+03 -1.76763697400598091E-10  1.28764272410124526E-09
 -5.66666666666666606E+03 -1.82131353278654990E-10  1.30155000101211040E-09
 -5.65333333333333303E+03 -2.02183498739632421E-10  1.30973534800010479E-09
 -5.64000000000000000E+03 -2.36015949023215997E-10  1.31315453319648570E-09
 -5.62666666666666606E+03 -2.81754783046720206E-10  1.31240987232746834E-09
 -5.61333333333333303E+03 -3.35902384201130185E-10  1.30946469825885160E-09
 -5.60000000000000000E+03 -3.94584809691460049E-10  1.30568070365790392E-09
 -5.58666666666666606E+03 -4.52825045704257674E-10  1.30354840328434711E-09
 -5.57333333333333303E+03 -5.06244064593912857E-10  1.30457328499686584E-09
 -5.56000000000000000E+03 -5.50091413107904281E-10  1.31102676682053616E-09
 -5.54666666666666606E+03 -5.81273154053873496E-10  1.32380696921358362E-09
 -5.53333333333333303E+03 -5.96932239860348417E-10  1.34421485737518799E-09
 -5.52000000000000000E+03 -5.96674624095903062E-10  1.37194482224883906E-09
 -5.50666666666666606E+03 -5.80519165490770889E-10  1.40686384063070245E-09
 -5.49333333333333303E+03 -5.51257068243577399E-10  1.44728613739243600E-09
 -5.48000000000000000E+03 -5.11670170364150946E-10  1.49167789961109805E-09
 -5.46666666666666606E+03 -4.67068362937146462E-10  1.53734489339237487E-09
 -5.45333333333333303E+03 -4.21780980776133113E-10  1.58191662840161402E-09
 -5.44000000000000000E+03 -3.82027542448552298E-10  1.62253391353539974E-09
 -5.42666666666666606E+03 -3.51781482850217504E-10  1.65690914518511168E-09
 -5.41333333333333303E+03 -3.36198685174265626E-10  1.68306247586710173E-09
 -5.40000000000000000E+03 -3.37001330713971179E-10  1.69972596676586000E-09
 -5.38666666666666606E+03 -3.56682119681964602E-10  1.70666569323632108E-09
 -5.37333333333333303E+03 -3.93548724559856739E-10  1.70420550967377952E-09
 -5.36000000000000000E+03 -4.46825111560901582E-10  1.69419855799260408E-09
 -5.34666666666666606E+03 -5.11449681061134016E-10  1.67849067343169665E-09
 -5.33333333333333303E+03 -5.84026254383680406E-10  1.66066331491498374E-09
 -5.32000000000000000E+03 -6.57416939751503577E-10  1.64331928682715831E-09
 -5.30666666666666606E+03 -7.27295662081270032E-10  1.63079685631428157E-09
 -5.29333333333333303E+03 -7.86558850829135826E-10  1.62520897538827765E-09
 -5.28000000000000000E+03 -8.32060813764122299E-10  1.63040634117844057E-09
 -5.26666666666666606E+03 -8.58911032734936854E-10  1.64670586403348751E-09
 -5.25333333333333303E+03 -8.66863843115758674E-10  1.67643644874849037E-09
 -5.24000000000000000E+03 -8.54694674711939019E-10  1.71723651517974205E-09
 -5.22666666666666606E+03 -8.25689719721744986E-10  1.76953822111597067E-09
 -5.21333333333333303E+03 -7.82477816595872377E-10  1.82820423620589337E-09
 -5.20000000000000000E+03 -7.31107580802324606E-10  1.89228614995181911E-09
 -5.18666666666666606E+03 -6.76911817320157258E-10  1.95464668201334041E-09
 -5.17333333333333303E+03 -6.26730621062549828E-10  2.01426646324321663E-09
 -5.16000000000000000E+03 -5.86554263187460626E-10  2.06341296371081532E-09
 -5.14666666666666606E+03 -5.61496605392814888E-10  2.10267979445313770E-09
 -5.13333333333333303E+03 -5.56060562779865512E-10  2.12526247603570263E-09
 -5.12000000000000000E+03 -5.71444223883275925E-10  2.13482067612685996E-09
 -5.10666666666666606E+03 -6.09289106627512717E-10  2.12652221013618695E-09
 -5.09333333333333303E+03 -6.65783308406086457E-10  2.10774110221107192E-09
 -5.08000000000000000E+03 -7.39718387088850712E-10  2.07572773991507387E-09
 -5.06666666666666606E+03 -8.22638772389482080E-10  2.04109473607105510E-09
 -5.05333333333333303E+03 -9.12002409750359308E-10  2.00223339852576218E-09
 -5.04000000000000000E+03 -9.96354201029750188E-10  1.97147294239092491E-09
 -5.02666666666666606E+03 -1.07439932600432230E-09  1.94664822137015564E-09
 -5.01333333333333303E+03 -1.13393404496262980E-09  1.93971172490097640E-09
 -5.00000000000000000E+03 -1.17770235135558617E-09  1.94612246142507265E-09
 -4.98666666666666606E+03 -1.19469313233546880E-09  1.97550607412797785E-09
 -4.97333333333333303E+03 -1.19373360014713339E-09  2.01976025072520965E-09
 -4.96000000000000000E+03 -1.16581339563575081E-09  2.08506761454425113E-09
 -4.94666666666666606E+03 -1.12644315380742784E-09  2.15981699335450827E-09
 -4.93333333333333303E+03 -1.06786062722534070E-09  2.24684634891476471E-09
 -4.92000000000000000E+03 -1.01125593312750491E-09  2.33254776323371880E-09
 -4.90666666666666606E+03 -9.47937796267431918E-10  2.41761520867670927E-09
 -4.89333333333333303E+03 -9.02619791531261165E-10  2.48914060862998043E-09
 -4.88000000000000000E+03 -8.62740296547742640E-10  2.54738431685764690E-09
 -4.86666666666666606E+03 -8.54137438360456558E-10  2.58329948293778294E-09
 -4.85333333333333303E+03 -8.57625008944345657E-10  2.59807678291915793E-09
 -4.84000000000000000E+03 -8.98552923324643138E-10  2.58920696324226728E-09
 -4.82666666666666606E+03 -9.49440266619018509E-10  2.55905163527659980E-09
 -4.81333333333333303E+03 -1.03508044245913703E-09  2.51297548024113211E-09
 -4.80000000000000000E+03 -1.11963002596809744E-09  2.45325143907417995E-09
 -4.78666666666666606E+03 -1.22897224053154233E-09  2.39269015613388295E-09
 -4.77333333333333303E+03 -1.32041429739276075E-09  2.33090447310602488E-09
 -4.76000000000000000E+03 -1.42374284284018907E-09  2.28617923516868535E-09
 -4.74666666666666606E+03 -1.49200554499884030E-09  2.25228675182723379E-09
 -4.73333333333333303E+03 -1.56173954221872324E-09  2.25031140630958471E-09
 -4.72000000000000000E+03 -1.58464437462953948E-09  2.26537253856696682E-09
 -4.70666666666666606E+03 -1.60554687774101985E-09  2.31916241960637712E-09
 -4.69333333333333303E+03 -1.57731177724157070E-09  2.38658862319219440E-09
 -4.68000000000000000E+03 -1.55225832891579822E-09  2.48935822839290589E-09
 -4.66666666666666606E+03 -1.48607305646056468E-09  2.59228058364304669E-09
 -4.65333333333333303E+03 -1.43516276965271997E-09  2.71873264114032219E-09
 -4.64000000000000000E+03 -1.35876369070146784E-09  2.82492456333580956E-09
 -4.62666666666666606E+03 -1.31199684665711731E-09  2.93974581898145063E-09
 -4.61333333333333303E+03 -1.25777476631988053E-09  3.01274332725871624E-09
 -4.60000000000000000E+03 -1.24391514919088738E-09  3.08353636772382689E-09
 -4.58666666666666606E+03 -1.23716033431084878E-09  3.09614639226642458E-09
 -4.57333333333333303E+03 -1.27286847176648657E-09  3.10611954635545906E-09
 -4.56000000000000000E+03 -1.32249415026871596E-09  3.05133321638799335E-09
 -4.54666666666666606E+03 -1.40579239574923495E-09  3.00685137585193093E-09
 -4.53333333333333303E+03 -1.50100096669379059E-09  2.90181881789991284E-09
 -4.52000000000000000E+03 -1.61158545095445725E-09  2.83157926786973211E-09
 -4.50666666666666606E+03 -1.72577001011891380E-09  2.71265096892008067E-09
 -4.49333333333333303E+03 -1.83216088562400016E-09  2.65824349312601537E-09
 -4.48000000000000000E+03 -1.93267409405141145E-09  2.56838977518577400E-09
 -4.46666666666666606E+03 -2.00362498490823044E-09  2.56924316487049045E-09
 -4.45333333333333303E+03 -2.06387508429285657E-09  2.54222526335751142E-09
 -4.44000000000000000E+03 -2.07982591226084718E-09  2.62022705948049614E-09
 -4.42666666666666606E+03 -2.08926706870844819E-09  2.66746667968480054E-09
 -4.41333333333333303E+03 -2.04956473993912749E-09  2.81700946080414865E-09
 -4.40000000000000000E+03 -2.01787974893016470E-09  2.92240898452533354E-09
 -4.38666666666666606E+03 -1.94102933781581452E-09  3.11001796461575425E-09
 -4.37333333333333303E+03 -1.89492689205454934E-09  3.23513998383583169E-09
 -4.36000000000000000E+03 -1.81169026722686060E-09  3.40959347419133653E-09
 -4.34666666666666606E+03 -1.78548671655984173E-09  3.50768898332189811E-09
 -4.33333333333333303E+03 -1.72728740019765061E-09  3.61763330866278076E-09
 -4.32000000000000000E+03 -1.75073961999448297E-09  3.65158857260709032E-09
 -4.30666666666666606E+03 -1.73765911972990628E-09  3.66445268259704359E-09
 -4.29333333333333303E+03 -1.82543355517222623E-09  3.62211324944923814E-09
 -4.28000000000000000E+03 -1.85842128194774233E-09  3.53705473683368488E-09
 -4.26666666666666606E+03 -2.00483882721161204E-09  3.43809779491939678E-09
 -4.25333333333333303E+03 -2.06532947210615183E-09  3.28751908254462581E-09
 -4.24000000000000000E+03 -2.24607733690662813E-09  3.17881029644259542E-09
 -4.22666666666666606E+03 -2.30335163217809801E-09  3.01717300359521228E-09
 -4.21333333333333303E+03 -2.48353229825342749E-09  2.95757643696087587E-09
 -4.20000000000000000E+03 -2.50697309589637129E-09  2.84109785025758588E-09
 -4.18666666666666606E+03 -2.65280272515366681E-09  2.88081616708021010E-09
 -4.17333333333333303E+03 -2.62421978644272462E-09  2.84518073257178645E-09
 -4.16000000000000000E+03 -2.71431280471251409E-09  3.00729976024752626E-09
 -4.14666666666666606E+03 -2.63570078660890640E-09  3.05154642769762827E-09
 -4.13333333333333303E+03 -2.66768760038556747E-09  3.32310838103924484E-09
 -4.12000000000000000E+03 -2.56182258541608342E-09  3.40616728971478912E-09
 -4.10666666666666606E+03 -2.55155970008180747E-09  3.74256778860702755E-09
 -4.09333333333333303E+03 -2.45548481068523022E-09  3.79491201986710845E-09
 -4.08000000000000000E+03 -2.42909876821292707E-09  4.13622961786335759E-09
 -4.06666666666666652E+03 -2.38278565842326296E-09  4.08362759305311713E-09
 -4.05333333333333348E+03 -2.36481030763297114E-09  4.37703901244933551E-09
 -4.04000000000000000E+03 -2.39885692627434740E-09  4.16818957273280974E-09
 -4.02666666666666652E+03 -2.40105023031568158E-09  4.38848430631947609E-09
 -4.01333333333333348E+03 -2.52797240943108760E-09  4.01593415366271593E-09
 -4.00000000000000000E+03 -2.54261610755885880E-09  4.17652143007011672E-09
 -3.98666666666666652E+03 -2.75534182972439480E-09  3.68243220386443515E-09
 -3.97333333333333348E+03 -2.75501792239311882E-09  3.83186420007970437E-09
 -3.96000000000000000E+03 -3.03326256513968400E-09  3.29608918981167191E-09
 -3.94666666666666652E+03 -2.97722141638552461E-09  3.49986503390861556E-09
 -3.93333333333333348E+03 -3.29894783357249723E-09  3.01449212625189138E-09
 -3.92000000000000000E+03 -3.14409264133361721E-09  3.32776518315378367E-09
 -3.90666666666666652E+03 -3.49751309388525303E-09  2.96709048266525287E-09
 -3.89333333333333348E+03 -3.20987172081756837E-09  3.40835149100739922E-09
 -3.88000000000000000E+03 -3.60197497259198424E-09  3.20494860515337177E-09
 -3.86666666666666652E+03 -3.16394888251274887E-09  3.74129562031667185E-09
 -3.85333333333333348E+03 -3.62285209300556092E-09  3.67705784200058968E-09
 -3.84000000000000000E+03 -3.03381824640186611E-09  4.22779051236349813E-09
 -3.82666666666666652E+03 -3.60341318023569206E-09  4.24387282781623340E-09
 -3.81333333333333348E+03 -2.87505326530169332E-09  4.70218898060639936E-09
 -3.80000000000000000E+03 -3.60219391429754883E-09  4.72547127185606455E-09
 -3.78666666666666652E+03 -2.75234713827109118E-09  4.99023955770618311E-09
 -3.77333333333333348E+03 -3.66973536232353400E-09  4.96860053264798057E-09
 -3.76000000000000000E+03 -2.71812590983487384E-09  4.97299153095892422E-09
 -3.74666666666666652E+03 -3.82900264821733058E-09  4.90823803454463628E-09
 -3.73333333333333348E+03 -2.79557886626100106E-09  4.63298027860716833E-09
 -3.72000000000000000E+03 -4.06738906336026480E-09  4.59907332399410469E-09
 -3.70666666666666652E+03 -2.97147277346659154E-09  4.06528956716243764E-09
 -3.69333333333333348E+03 -4.34288994960368874E-09  4.20229233584013936E-09
 -3.68000000000000000E+03 -3.20162088287892286E-09  3.44787077533915423E-09
 -3.66666666666666652E+03 -4.60040426214130705E-09  3.93011849198024574E-09
 -3.65333333333333348E+03 -3.42814178432361907E-09  2.97952694899247189E-09
 -3.64000000000000000E+03 -4.79048970417542573E-09  3.96775716259863972E-09
 -3.62666666666666652E+03 -3.60238798428806552E-09  2.80581775346543951E-09
 -3.61333333333333348E+03 -4.88420064886301827E-09  4.40272602261444475E-09
 -3.60000000000000000E+03 -3.70357946896294677E-09  2.95858335576905886E-09
 -3.58666666666666652E+03 -4.88081824077414026E-09  5.19001066317275339E-09
 -3.57333333333333348E+03 -3.74493118598905036E-09  3.33255930265227492E-09
 -3.56000000000000000E+03 -4.80719312855055737E-09  6.16688329242741371E-09
 -3.54666666666666652E+03 -3.76548630219204481E-09  3.71313525458687448E-09
 -3.53333333333333348E+03 -4.70926253524708686E-09  7.11018686618278165E-09
 -3.52000000000000000E+03 -3.81173805257482683E-09  3.85217630712076227E-09
 -3.50666666666666652E+03 -4.63920598328806116E-09  7.81340126204919578E-09
 -3.49333333333333348E+03 -3.91629143984525408E-09  3.56694254699020168E-09
 -3.48000000000000000E+03 -4.64269544745285892E-09  8.15709025935118551E-09
 -3.46666666666666652E+03 -4.08283219489289625E-09  2.82212322052846423E-09
 -3.45333333333333348E+03 -4.74772297054276574E-09  8.15030802882275848E-09
 -3.44000000000000000E+03 -4.28668790531485501E-09  1.75919661627733375E-09
 -3.42666666666666652E+03 -4.95338570761533353E-09  7.92740889212594542E-09
 -3.41333333333333348E+03 -4.49440540901811967E-09  6.59606888560669919E-10
 -3.40000000000000000E+03 -5.21911975750288094E-09  7.69702655312057234E-09
 -3.38666666666666652E+03 -4.69412333608692648E-09 -1.46385365020009012E-10
 -3.37333333333333348E+03 -5.46057504703591103E-09  7.66035439203571737E-09
 -3.36000000000000000E+03 -4.91988853527617890E-09 -3.97243718928028564E-10
 -3.34666666666666652E+03 -5.55883820962684135E-09  7.93383609051597472E-09
 -3.33333333333333348E+03 -5.25653512898308623E-09 -7.17163923481212940E-12
 -3.32000000000000000E+03 -5.38279626463614173E-09  8.50923712666853929E-09
 -3.30666666666666652E+03 -5.82180702731390382E-09  8.79495161074453705E-10
 -3.29333333333333348E+03 -4.82066324815454266E-09  9.26318420467363245E-09
 -3.28000000000000000E+03 -6.72809165115430013E-09  1.91636284109346207E-09
 -3.26666666666666652E+03 -3.81637527120655400E-09  1.00117082995885126E-08
 -3.25333333333333348E+03 -8.03653590133248413E-09  2.65806488934959852E-09
 -3.24000000000000000E+03 -2.39284823435347580E-09  1.05967500833008797E-08
 -3.22666666666666652E+03 -9.73723482504164087E-09  2.70033127513247826E-09
 -3.21333333333333348E+03 -6.32404050580309134E-10  1.09682183676029364E-08
 -3.20000000000000000E+03 -1.17791893590960146E-08  1.82405576385174619E-09
 -3.18666666666666652E+03  1.37628885111694617E-09  1.12032484985758441E-08
 -3.17333333333333348E+03 -1.41086424436865640E-08  1.14475917628017096E-10
 -3.16000000000000000E+03  3.55386010858368134E-09  1.14423907612217163E-08
 -3.14666666666666652E+03 -1.66428794774757745E-08 -2.00771126076584322E-09
 -3.13333333333333348E+03  5.76941672563414096E-09  1.18044123294576057E-08
 -3.12000000000000000E+03 -1.91988907953822017E-08 -3.91361586326223918E-09
 -3.10666666666666652E+03  7.79366428976399300E-09  1.23520917668016651E-08
 -3.09333333333333348E+03 -2.15090946511005031E-08 -5.01806943167415066E-09
 -3.08000000000000000E+03  9.39701762053380119E-09  1.30818539459349961E-08
 -3.06666666666666652E+03 -2.33928525168673682E-08 -4.98314621010505770E-09
 -3.05333333333333348E+03  1.05566056833147627E-08  1.38425330225088603E-08
 -3.04000000000000000E+03 -2.49346291505666796E-08 -3.71790595934138332E-09
 -3.02666666666666652E+03  1.15387843165958908E-08  1.41965597440163400E-08
 -3.01333333333333348E+03 -2.64278973351524452E-08 -1.23193628323689625E-09
 -3.00000000000000000E+03  1.26876988167881012E-08  1.34141518861385149E-08
 -2.98666666666666652E+03 -2.80667142454635412E-08  2.43877611148528713E-09
 -2.97333333333333348E+03  1.40784341908730627E-08  1.07492098126807465E-08
 -2.96000000000000000E+03 -2.96935674916600215E-08  7.15485771578515663E-09
 -2.94666666666666652E+03  1.54104891705666779E-08  5.83210550834387946E-09
 -2.93333333333333348E+03 -3.09214947858884129E-08  1.26503588032828162E-08
 -2.92000000000000000E+03  1.63001843114915616E-08 -1.19348701977051378E-09
 -2.90666666666666652E+03 -3.15446272207885667E-08  1.87652440903490419E-08
 -2.89333333333333348E+03  1.66621188752675516E-08 -9.92281166549885924E-09
 -2.88000000000000000E+03 -3.17645139697862330E-08  2.57583896009546391E-08
 -2.86666666666666652E+03  1.67003238570864518E-08 -1.99996807187127705E-08
 -2.85333333333333348E+03 -3.18892886649276078E-08  3.42434176667996041E-08
 -2.84000000000000000E+03  1.64290711471479604E-08 -3.10533402380720261E-08
 -2.82666666666666652E+03 -3.17259328122691671E-08  4.45804213120705204E-08
 -2.81333333333333348E+03  1.51654640510805464E-08 -4.23248591231891580E-08
 -2.80000000000000000E+03 -3.02010538783616393E-08  5.62175164789811890E-08
 -2.78666666666666652E+03  1.14291558116093204E-08 -5.25517175405291044E-08
 -2.77333333333333348E+03 -2.54703734122498689E-08  6.76692969695202083E-08
 -2.76000000000000000E+03  3.28573115503365535E-09 -6.04443692068775241E-08
 -2.74666666666666652E+03 -1.54289944357811469E-08  7.71938757389492728E-08
 -2.73333333333333348E+03 -1.10478443892374049E-08 -6.53942083498817653E-08
 -2.72000000000000000E+03  1.64038240469812078E-09  8.36448534304500488E-08
 -2.70666666666666652E+03 -3.27750911238695158E-08 -6.79271365658800278E-08
 -2.69333333333333348E+03  2.69649212717665654E-08  8.71242145439991698E-08
 -2.68000000000000000E+03 -6.30793051274040254E-08 -6.97596797373008059E-08
 -2.66666666666666652E+03  6.23552321077339082E-08  8.91244686958195153E-08
 -2.65333333333333348E+03 -1.04568217168838105E-07 -7.30564907236358440E-08
