# OCT iter       1000;   J_T =   5.367238810491E-03;   pulse_id =          2                                                                                                                                                                                   
#               time [ns]              abs(E) [au]        phase(E) [rad/pi]
   1.7905405405405407E+01   1.6328028967544550E-01  -1.4586929680631144E-01
   1.7980480480480480E+01   1.6554072625351857E-01  -1.4550439670037676E-01
   1.8055555555555557E+01   1.6782138057633683E-01  -1.4511775453431752E-01
   1.8130630630630630E+01   1.7012349917051883E-01  -1.4471080481844933E-01
   1.8205705705705707E+01   1.7244817149465566E-01  -1.4428564703326952E-01
   1.8280780780780784E+01   1.7479619442074673E-01  -1.4384498359507422E-01
   1.8355855855855857E+01   1.7716792848090041E-01  -1.4339195462236465E-01
   1.8430930930930931E+01   1.7956317398640959E-01  -1.4292986021736451E-01
   1.8506006006006007E+01   1.8198110049882807E-01  -1.4246178920591307E-01
   1.8581081081081084E+01   1.8442025985698052E-01  -1.4199020236862628E-01
   1.8656156156156158E+01   1.8687870047097596E-01  -1.4151653918222168E-01
   1.8731231231231234E+01   1.8935418120584610E-01  -1.4104092265290874E-01
   1.8806306306306308E+01   1.9184446166004102E-01  -1.4056202385282474E-01
   1.8881381381381381E+01   1.9434762788666571E-01  -1.4007711866103106E-01
   1.8956456456456458E+01   1.9686240380414455E-01  -1.3958233137641068E-01
   1.9031531531531535E+01   1.9938840147717807E-01  -1.3907302358433143E-01
   1.9106606606606608E+01   2.0192627743681188E-01  -1.3854426191143257E-01
   1.9181681681681685E+01   2.0447778313332368E-01  -1.3799129166943871E-01
   1.9256756756756758E+01   2.0704571908288391E-01  -1.3740995589105898E-01
   1.9331831831831831E+01   2.0963381759807545E-01  -1.3679702588931142E-01
   1.9406906906906908E+01   2.1224658345627648E-01  -1.3615044059644940E-01
   1.9481981981981985E+01   2.1488911444927739E-01  -1.3546947629961353E-01
   1.9557057057057058E+01   2.1756690782372123E-01  -1.3475487685263382E-01
   1.9632132132132135E+01   2.2028564105489468E-01  -1.3400896336059823E-01
   1.9707207207207208E+01   2.2305090445315648E-01  -1.3323571533232217E-01
   1.9782282282282281E+01   2.2586786549177201E-01  -1.3244078268009427E-01
   1.9857357357357358E+01   2.2874086290815762E-01  -1.3163136365320488E-01
   1.9932432432432435E+01   2.3167295920754308E-01  -1.3081588067924835E-01
   2.0007507507507508E+01   2.3466551438204628E-01  -1.3000341102733265E-01
   2.0082582582582585E+01   2.3771786956402838E-01  -1.2920287974289277E-01
   2.0157657657657658E+01   2.4082723579840057E-01  -1.2842208631170013E-01
   2.0232732732732732E+01   2.4398886374341919E-01  -1.2766669539814385E-01
   2.0307807807807809E+01   2.4719652607381676E-01  -1.2693935662920755E-01
   2.0382882882882885E+01   2.5044328485469286E-01  -1.2623911568218213E-01
   2.0457957957957959E+01   2.5372245605083976E-01  -1.2556123664129928E-01
   2.0533033033033036E+01   2.5702863876309112E-01  -1.2489748337380331E-01
   2.0608108108108109E+01   2.6035866008808484E-01  -1.2423682407204853E-01
   2.0683183183183182E+01   2.6371230230112908E-01  -1.2356644967062740E-01
   2.0758258258258259E+01   2.6709272270436840E-01  -1.2287295163234004E-01
   2.0833333333333336E+01   2.7050653534221947E-01  -1.2214349703801521E-01
   2.0908408408408409E+01   2.7396358106352137E-01  -1.2136686741216875E-01
   2.0983483483483486E+01   2.7747645228669288E-01  -1.2053428036632627E-01
   2.1058558558558559E+01   2.8105985151040247E-01  -1.1963997135234002E-01
   2.1133633633633632E+01   2.8472984774056398E-01  -1.1868155698311360E-01
   2.1208708708708709E+01   2.8850306216157490E-01  -1.1766021724144948E-01
   2.1283783783783786E+01   2.9239578030175223E-01  -1.1658071775982976E-01
   2.1358858858858859E+01   2.9642297093577230E-01  -1.1545125421992361E-01
   2.1433933933933936E+01   3.0059720514737909E-01  -1.1428305833518007E-01
   2.1509009009009009E+01   3.0492751457805406E-01  -1.1308968254624820E-01
   2.1584084084084083E+01   3.0941829483177224E-01  -1.1188589747720937E-01
   2.1659159159159163E+01   3.1406842606653623E-01  -1.1068619837754103E-01
   2.1734234234234236E+01   3.1887082122694038E-01  -1.0950301291220356E-01
   2.1809309309309310E+01   3.2381260106773363E-01  -1.0834480620227734E-01
   2.1884384384384386E+01   3.2887602524994680E-01  -1.0721435654193041E-01
   2.1959459459459460E+01   3.3404018941596281E-01  -1.0610749829358909E-01
   2.2034534534534536E+01   3.3928335482251176E-01  -1.0501258412722486E-01
   2.2109609609609613E+01   3.4458564470133946E-01  -1.0391081419348328E-01
   2.2184684684684687E+01   3.4993175380544639E-01  -1.0277743948599995E-01
   2.2259759759759760E+01   3.5531329732037575E-01  -1.0158370384709255E-01
   2.2334834834834837E+01   3.6073047784785051E-01  -1.0029927571524797E-01
   2.2409909909909910E+01   3.6619286137199758E-01  -9.8894859202662111E-02
   2.2484984984984987E+01   3.7171919721476404E-01  -9.7344673046358618E-02
   2.2560060060060064E+01   3.7733635805892618E-01  -9.5628539676237925E-02
   2.2635135135135137E+01   3.8307758146023052E-01  -9.3733417228748464E-02
   2.2710210210210210E+01   3.8898024251633506E-01  -9.1654309148051144E-02
   2.2785285285285287E+01   3.9508337511472513E-01  -8.9394571890483443E-02
   2.2860360360360360E+01   4.0142510291972983E-01  -8.6965690199929876E-02
   2.2935435435435437E+01   4.0804007295970923E-01  -8.4386593986335981E-02
   2.3010510510510514E+01   4.1495694137329703E-01  -8.1682561125743111E-02
   2.3085585585585587E+01   4.2219597068031262E-01  -7.8883712147828078E-02
   2.3160660660660660E+01   4.2976686718806312E-01  -7.6023087946807885E-02
   2.3235735735735737E+01   4.3766709395562958E-01  -7.3134335404270334E-02
   2.3310810810810811E+01   4.4588099293654937E-01  -7.0249113206972066E-02
   2.3385885885885887E+01   4.5438008355764314E-01  -6.7394450297372177E-02
   2.3460960960960964E+01   4.6312482941387512E-01  -6.4590400503274789E-02
   2.3536036036036037E+01   4.7206796650354849E-01  -6.1848391253411225E-02
   2.3611111111111111E+01   4.8115919376529065E-01  -5.9170627169249597E-02
   2.3686186186186188E+01   4.9035070580035289E-01  -5.6550773211660597E-02
   2.3761261261261261E+01   4.9960278518858192E-01  -5.3975930213402759E-02
   2.3836336336336338E+01   5.0888854942902306E-01  -5.1429674630754464E-02
   2.3911411411411414E+01   5.1819701688708031E-01  -4.8895720342159110E-02
   2.3986486486486488E+01   5.2753392091693618E-01  -4.6361624775663274E-02
   2.4061561561561565E+01   5.3692011136933626E-01  -4.3821939988690259E-02
   2.4136636636636638E+01   5.4638784220376124E-01  -4.1280312705153782E-02
   2.4211711711711711E+01   5.5597563430580821E-01  -3.8750247279603349E-02
   2.4286786786786788E+01   5.6572261661779200E-01  -3.6254513679126167E-02
   2.4361861861861865E+01   5.7566322737188058E-01  -3.3823439082510613E-02
   2.4436936936936938E+01   5.8582291599478165E-01  -3.1492495072293486E-02
   2.4512012012012015E+01   5.9621511627585910E-01  -2.9299635343701835E-02
   2.4587087087087088E+01   6.0683940022334792E-01  -2.7282749331621885E-02
   2.4662162162162161E+01   6.1768050180251566E-01  -2.5477422261771836E-02
   2.4737237237237242E+01   6.2870789332677390E-01  -2.3915010153664172E-02
   2.4812312312312315E+01   6.3987578633756692E-01  -2.2620925836334800E-02
   2.4887387387387388E+01   6.5112370909130268E-01  -2.1613031319361965E-02
   2.4962462462462465E+01   6.6237803583255539E-01  -2.0900133427374321E-02
   2.5037537537537538E+01   6.7355487821394100E-01  -2.0480727817616593E-02
   2.5112612612612615E+01   6.8456454047589377E-01  -2.0342254843650171E-02
   2.5187687687687692E+01   6.9531733375516980E-01  -2.0461155111363198E-02
   2.5262762762762765E+01   7.0573007669452925E-01  -2.0803917842039197E-02
   2.5337837837837839E+01   7.1573225427495291E-01  -2.1329124079194968E-02
   2.5412912912912915E+01   7.2527071240140772E-01  -2.1990259580772917E-02
   2.5487987987987989E+01   7.3431199604960806E-01  -2.2738883363450285E-02
   2.5563063063063066E+01   7.4284194643062385E-01  -2.3527650209942921E-02
   2.5638138138138142E+01   7.5086281141261069E-01  -2.4312730549172611E-02
   2.5713213213213216E+01   7.5838869518401453E-01  -2.5055339497484140E-02
   2.5788288288288289E+01   7.6544049452356466E-01  -2.5722329820963827E-02
   2.5863363363363366E+01   7.7204143644053369E-01  -2.6286046418884611E-02
   2.5938438438438439E+01   7.7821396180732205E-01  -2.6723804517909292E-02
   2.6013513513513512E+01   7.8397812805026690E-01  -2.7017385253753173E-02
   2.6088588588588589E+01   7.8935114275564577E-01  -2.7152830744923431E-02
   2.6163663663663659E+01   7.9434730189235392E-01  -2.7120608410930055E-02
   2.6238738738738736E+01   7.9897762449222698E-01  -2.6915984014373461E-02
   2.6313813813813812E+01   8.0324884604103519E-01  -2.6539289924812932E-02
   2.6388888888888886E+01   8.0716200222453360E-01  -2.5995770782870659E-02
   2.6463963963963963E+01   8.1071134586076543E-01  -2.5294848605549473E-02
   2.6539039039039039E+01   8.1388452851993676E-01  -2.4448918365164111E-02
   2.6614114114114109E+01   8.1666469224127203E-01  -2.3472050496336088E-02
   2.6689189189189186E+01   8.1903440757156554E-01  -2.2379110249652494E-02
   2.6764264264264263E+01   8.2098052913899389E-01  -2.1185718917521027E-02
   2.6839339339339336E+01   8.2249840832642618E-01  -1.9909181699830941E-02
   2.6914414414414413E+01   8.2359384340886699E-01  -1.8570094719963504E-02
   2.6989489489489490E+01   8.2428177553432513E-01  -1.7193987230412221E-02
   2.7064564564564559E+01   8.2458185884086854E-01  -1.5812216072430420E-02
   2.7139639639639636E+01   8.2451219921159824E-01  -1.4461488543085422E-02
   2.7214714714714713E+01   8.2408326610690152E-01  -1.3181801711781859E-02
   2.7289789789789786E+01   8.2329391747351699E-01  -1.2013091282436647E-02
