# OCT iter       1000;   J_T =   5.367238810491E-03;   pulse_id =          1                                                                                                                                                                                   
#               time [ns]        phase(E) [rad/pi]
   3.9902402402402402E+01  -2.1268935167071339E-02
   3.9977477477477471E+01  -2.3548709784591431E-02
   4.0052552552552548E+01  -2.5615207838496638E-02
   4.0127627627627625E+01  -2.7330942724333132E-02
   4.0202702702702702E+01  -2.8582784618635875E-02
   4.0277777777777779E+01  -2.9280081484090236E-02
   4.0352852852852855E+01  -2.9346876524877361E-02
   4.0427927927927925E+01  -2.8716148173873940E-02
   4.0503003003003002E+01  -2.7333430694859426E-02
   4.0578078078078079E+01  -2.5172763959686689E-02
   4.0653153153153148E+01  -2.2261273639057191E-02
   4.0728228228228225E+01  -1.8702331280049816E-02
   4.0803303303303302E+01  -1.4684350069331253E-02
   4.0878378378378372E+01  -1.0465809537964166E-02
   4.0953453453453449E+01  -6.3372497828987117E-03
   4.1028528528528533E+01  -2.5726969214413531E-03
   4.1103603603603602E+01   6.1162190199321549E-04
   4.1178678678678679E+01   3.0781492310772902E-03
   4.1253753753753756E+01   4.7660968596579473E-03
   4.1328828828828826E+01   5.6735765014985845E-03
   4.1403903903903903E+01   5.8338379538503578E-03
   4.1478978978978979E+01   5.2939776567533714E-03
   4.1554054054054049E+01   4.1008087774970677E-03
   4.1629129129129126E+01   2.2951542150597731E-03
   4.1704204204204203E+01  -8.6568105876571265E-05
   4.1779279279279280E+01  -3.0058521301041669E-03
   4.1854354354354356E+01  -6.4132879318532319E-03
   4.1929429429429433E+01  -1.0239437452707396E-02
   4.2004504504504503E+01  -1.4386648071678420E-02
   4.2079579579579580E+01  -1.8722753171887228E-02
   4.2154654654654657E+01  -2.3078087829423485E-02
   4.2229729729729726E+01  -2.7248125275780643E-02
   4.2304804804804803E+01  -3.1004409166868977E-02
   4.2379879879879880E+01  -3.4115467285103396E-02
   4.2454954954954950E+01  -3.6376844130506132E-02
   4.2530030030030026E+01  -3.7645923179350921E-02
   4.2605105105105103E+01  -3.7874056950288067E-02
   4.2680180180180180E+01  -3.7127101328293097E-02
   4.2755255255255257E+01  -3.5586930263248710E-02
   4.2830330330330334E+01  -3.3531193177475022E-02
   4.2905405405405403E+01  -3.1295192277876728E-02
   4.2980480480480480E+01  -2.9225456004939011E-02
   4.3055555555555557E+01  -2.7636460333645977E-02
   4.3130630630630627E+01  -2.6779178434336134E-02
   4.3205705705705704E+01  -2.6824679609015113E-02
   4.3280780780780781E+01  -2.7860990914945472E-02
   4.3355855855855850E+01  -2.9898903874316891E-02
   4.3430930930930927E+01  -3.2882338793760103E-02
   4.3506006006006004E+01  -3.6699999269845386E-02
   4.3581081081081081E+01  -4.1196151896594715E-02
   4.3656156156156158E+01  -4.6179044095175474E-02
   4.3731231231231234E+01  -5.1426019910242218E-02
   4.3806306306306304E+01  -5.6685264950415759E-02
   4.3881381381381381E+01  -6.1675475245519043E-02
   4.3956456456456458E+01  -6.6086388946994992E-02
   4.4031531531531527E+01  -6.9584617651501840E-02
   4.4106606606606604E+01  -7.1830047691014379E-02
   4.4181681681681681E+01  -7.2507533737050475E-02
   4.4256756756756751E+01  -7.1375579358284660E-02
   4.4331831831831828E+01  -6.8327045551303409E-02
   4.4406906906906904E+01  -6.3446994315584440E-02
   4.4481981981981981E+01  -5.7043793634657905E-02
   4.4557057057057058E+01  -4.9630024574115625E-02
   4.4632132132132135E+01  -4.1846229373713260E-02
   4.4707207207207205E+01  -3.4347836329870228E-02
   4.4782282282282281E+01  -2.7695091867727381E-02
   4.4857357357357358E+01  -2.2281779370186491E-02
   4.4932432432432428E+01  -1.8315117567367832E-02
   4.5007507507507505E+01  -1.5835606146946429E-02
   4.5082582582582582E+01  -1.4755772564712916E-02
   4.5157657657657651E+01  -1.4900358669503020E-02
   4.5232732732732728E+01  -1.6039250196896032E-02
   4.5307807807807805E+01  -1.7911658686491267E-02
   4.5382882882882882E+01  -2.0243543480131451E-02
   4.5457957957957959E+01  -2.2760840217393288E-02
   4.5533033033033036E+01  -2.5200317504908025E-02
   4.5608108108108105E+01  -2.7318945804814275E-02
   4.5683183183183182E+01  -2.8902029931274248E-02
   4.5758258258258259E+01  -2.9770140661948712E-02
   4.5833333333333329E+01  -2.9785024967590470E-02
   4.5908408408408405E+01  -2.8854984547386178E-02
   4.5983483483483482E+01  -2.6940334644712710E-02
   4.6058558558558552E+01  -2.4059099993084351E-02
   4.6133633633633629E+01  -2.0291950946146393E-02
   4.6208708708708706E+01  -1.5783950179362932E-02
   4.6283783783783782E+01  -1.0739885122673541E-02
   4.6358858858858859E+01  -5.4107305469669655E-03
   4.6433933933933936E+01  -7.1329584353846596E-05
   4.6509009009009006E+01   5.0072592279914235E-03
   4.6584084084084083E+01   9.5848958614886438E-03
   4.6659159159159159E+01   1.3473102775760660E-02
   4.6734234234234229E+01   1.6545940704767313E-02
   4.6809309309309306E+01   1.8740940939602966E-02
   4.6884384384384383E+01   2.0052681306565109E-02
   4.6959459459459453E+01   2.0522564809266289E-02
   4.7034534534534529E+01   2.0227813050683906E-02
   4.7109609609609606E+01   1.9271430513737340E-02
   4.7184684684684683E+01   1.7773713091038687E-02
   4.7259759759759760E+01   1.5865161483228744E-02
   4.7334834834834837E+01   1.3680429932464882E-02
   4.7409909909909906E+01   1.1353003423533492E-02
   4.7484984984984983E+01   9.0104448429472166E-03
   4.7560060060060060E+01   6.7701697090827460E-03
   4.7635135135135130E+01   4.7357774160380521E-03
   4.7710210210210207E+01   2.9940372200953787E-03
   4.7785285285285283E+01   1.6127201346299281E-03
   4.7860360360360353E+01   6.3954851430617803E-04
   4.7935435435435437E+01   1.0252021786022606E-04
   4.8010510510510514E+01   1.1687135963702225E-05
   4.8085585585585591E+01   3.6214450608273530E-04
   4.8160660660660660E+01   1.1376347831840313E-03
   4.8235735735735737E+01   2.3139584944742117E-03
   4.8310810810810814E+01   3.8614499096152111E-03
   4.8385885885885884E+01   5.7461364956524867E-03
   4.8460960960960961E+01   7.9297332710374768E-03
   4.8536036036036037E+01   1.0369106088381584E-02
   4.8611111111111107E+01   1.3016061553100625E-02
   4.8686186186186184E+01   1.5818193554811778E-02
   4.8761261261261261E+01   1.8721108019534333E-02
   4.8836336336336338E+01   2.1671846840643810E-02
   4.8911411411411414E+01   2.4622940889535837E-02
   4.8986486486486491E+01   2.7536360234131269E-02
   4.9061561561561561E+01   3.0386699150240889E-02
   4.9136636636636638E+01   3.3163148291714004E-02
   4.9211711711711715E+01   3.5870055627632819E-02
   4.9286786786786784E+01   3.8526081250470356E-02
   4.9361861861861861E+01   4.1162083157747796E-02
   4.9436936936936938E+01   4.3817950149002541E-02
   4.9512012012012008E+01   4.6538657271689640E-02
   4.9587087087087085E+01   4.9369878187353160E-02
   4.9662162162162161E+01   5.2353541278000085E-02
   4.9737237237237238E+01   5.5523739103814300E-02
   4.9812312312312315E+01   5.8903373321524941E-02
   4.9887387387387392E+01   6.2501837235151195E-02
   4.9962462462462462E+01   6.6313924184358261E-02
   5.0037537537537538E+01   7.0320029330565914E-02
   5.0112612612612615E+01   7.4487605378733224E-02
   5.0187687687687685E+01   7.8773743281815842E-02
   5.0262762762762762E+01   8.3128667313411897E-02
   5.0337837837837839E+01   8.7499848914617706E-02
   5.0412912912912908E+01   9.1836356105044009E-02
   5.0487987987987985E+01   9.6092983478122437E-02
   5.0563063063063062E+01   1.0023368295933012E-01
   5.0638138138138139E+01   1.0423386719941517E-01
   5.0713213213213216E+01   1.0808129769000392E-01
   5.0788288288288292E+01   1.1177548232311048E-01
   5.0863363363363362E+01   1.1532574848407237E-01
   5.0938438438438439E+01   1.1874836891918199E-01
   5.1013513513513516E+01   1.2206324436692020E-01
   5.1088588588588586E+01   1.2529065971751210E-01
   5.1163663663663662E+01   1.2844853535585096E-01
   5.1238738738738739E+01   1.3155043102585548E-01
   5.1313813813813809E+01   1.3460438134923008E-01
   5.1388888888888886E+01   1.3761250051468479E-01
   5.1463963963963963E+01   1.4057121684351565E-01
   5.1539039039039039E+01   1.4347198545599399E-01
   5.1614114114114116E+01   1.4630235571012978E-01
   5.1689189189189193E+01   1.4904730696868937E-01
   5.1764264264264263E+01   1.5169078498591301E-01
   5.1839339339339340E+01   1.5421736100935948E-01
   5.1914414414414416E+01   1.5661390325539001E-01
   5.1989489489489493E+01   1.5887111415792646E-01
   5.2064564564564563E+01   1.6098476739497594E-01
   5.2139639639639647E+01   1.6295649037702595E-01
   5.2214714714714717E+01   1.6479398351386670E-01
   5.2289789789789786E+01   1.6651063870021263E-01
   5.2364864864864870E+01   1.6812460014416331E-01
   5.2439939939939940E+01   1.6965738322344318E-01
   5.2515015015015017E+01   1.7113221745130902E-01
   5.2590090090090101E+01   1.7257230086046371E-01
   5.2665165165165170E+01   1.7399914582909984E-01
   5.2740240240240240E+01   1.7543116706086104E-01
   5.2815315315315324E+01   1.7688262019932158E-01
   5.2890390390390394E+01   1.7836295304209093E-01
   5.2965465465465464E+01   1.7987658678069329E-01
   5.3040540540540547E+01   1.8142310567906161E-01
   5.3115615615615617E+01   1.8299780175041505E-01
   5.3190690690690687E+01   1.8459249713593701E-01
   5.3265765765765771E+01   1.8619655176436453E-01
   5.3340840840840848E+01   1.8779795810519309E-01
   5.3415915915915917E+01   1.8938442841750799E-01
   5.3490990990991001E+01   1.9094439167025598E-01
   5.3566066066066071E+01   1.9246783481686525E-01
   5.3641141141141141E+01   1.9394694310955335E-01
   5.3716216216216225E+01   1.9537651353726862E-01
   5.3791291291291294E+01   1.9675413224987445E-01
   5.3866366366366364E+01   1.9808012057398999E-01
   5.3941441441441448E+01   1.9935726595600475E-01
   5.4016516516516518E+01   2.0059036554265192E-01
   5.4091591591591595E+01   2.0178562231069458E-01
   5.4166666666666671E+01   2.0294994645044057E-01
   5.4241741741741748E+01   2.0409022611424602E-01
   5.4316816816816818E+01   2.0521263841744147E-01
   5.4391891891891902E+01   2.0632207037542416E-01
   5.4466966966966972E+01   2.0742170822556574E-01
   5.4542042042042041E+01   2.0851283265275353E-01
   5.4617117117117125E+01   2.0959482985192093E-01
   5.4692192192192195E+01   2.1066539923406422E-01
   5.4767267267267265E+01   2.1172091373135035E-01
   5.4842342342342349E+01   2.1275687295262002E-01
   5.4917417417417418E+01   2.1376838543978433E-01
   5.4992492492492495E+01   2.1475062357089295E-01
   5.5067567567567572E+01   2.1569921012952012E-01
   5.5142642642642649E+01   2.1661051442873511E-01
   5.5217717717717719E+01   2.1748185316934027E-01
   5.5292792792792802E+01   2.1831160320494444E-01
   5.5367867867867872E+01   2.1909923855823971E-01
   5.5442942942942942E+01   2.1984530325322074E-01
   5.5518018018018026E+01   2.2055132747486345E-01
   5.5593093093093096E+01   2.2121969061333524E-01
   5.5668168168168165E+01   2.2185343370874749E-01
   5.5743243243243249E+01   2.2245602697771347E-01
   5.5818318318318319E+01   2.2303110486204805E-01
   5.5893393393393396E+01   2.2358218916846589E-01
   5.5968468468468473E+01   2.2411242736123427E-01
   5.6043543543543549E+01   2.2462437521420303E-01
   5.6118618618618619E+01   2.2511984934522916E-01
   5.6193693693693703E+01   2.2559986590557898E-01
   5.6268768768768773E+01   2.2606466880461437E-01
   5.6343843843843842E+01   2.2651383729667943E-01
   5.6418918918918926E+01   2.2694645166588878E-01
   5.6493993993993996E+01   2.2736128947208437E-01
   5.6569069069069066E+01   2.2775702433372261E-01
   5.6644144144144150E+01   2.2813240393199480E-01
   5.6719219219219219E+01   2.2848639198490120E-01
   5.6794294294294296E+01   2.2881826791244150E-01
   5.6869369369369373E+01   2.2912768549768084E-01
   5.6944444444444450E+01   2.2941469653112073E-01
   5.7019519519519520E+01   2.2967974681042849E-01
   5.7094594594594604E+01   2.2992365062433726E-01
   5.7169669669669673E+01   2.3014754734843870E-01
   5.7244744744744743E+01   2.3035284154716240E-01
   5.7319819819819827E+01   2.3054112716680400E-01
   5.7394894894894897E+01   2.3071409745906485E-01
   5.7469969969969966E+01   2.3087344484146513E-01
   5.7545045045045050E+01   2.3102075802681230E-01
   5.7620120120120120E+01   2.3115742625125671E-01
   5.7695195195195197E+01   2.3128456129091385E-01
   5.7770270270270274E+01   2.3140294667242334E-01
   5.7845345345345351E+01   2.3151302018469580E-01
   5.7920420420420434E+01   2.3161489118911893E-01
   5.7995495495495504E+01   2.3170838933694471E-01
   5.8070570570570574E+01   2.3179313718686506E-01
   5.8145645645645658E+01   2.3186863665344853E-01
   5.8220720720720728E+01   2.3193435854013197E-01
   5.8295795795795797E+01   2.3198982547430930E-01
   5.8370870870870881E+01   2.3203468085607518E-01
   5.8445945945945951E+01   2.3206873927538510E-01
   5.8521021021021021E+01   2.3209201660249201E-01
   5.8596096096096105E+01   2.3210474016912758E-01
   5.8671171171171181E+01   2.3210734095259675E-01
   5.8746246246246251E+01   2.3210043051005128E-01
   5.8821321321321335E+01   2.3208476578839435E-01
   5.8896396396396405E+01   2.3206120508901262E-01
   5.8971471471471475E+01   2.3203065856440522E-01
   5.9046546546546558E+01   2.3199403672505822E-01
   5.9121621621621628E+01   2.3195220049984169E-01
   5.9196696696696698E+01   2.3190591632844973E-01
   5.9271771771771782E+01   2.3185581948132514E-01
   5.9346846846846852E+01   2.3180238826065402E-01
   5.9421921921921928E+01   2.3174593095654761E-01
   5.9496996996997005E+01   2.3168658648490395E-01
   5.9572072072072082E+01   2.3162433860524104E-01
   5.9647147147147152E+01   2.3155904258501425E-01
   5.9722222222222236E+01   2.3149046219623912E-01
   5.9797297297297305E+01   2.3141831404086710E-01
   5.9872372372372375E+01   2.3134231545100714E-01
   5.9947447447447459E+01   2.3126223167477064E-01
   6.0022522522522529E+01   2.3117791784783223E-01
   6.0097597597597598E+01   2.3108935148652290E-01
   6.0172672672672682E+01   2.3099665201210462E-01
   6.0247747747747752E+01   2.3090008513577367E-01
   6.0322822822822829E+01   2.3080005168675896E-01
   6.0397897897897906E+01   2.3069706240867521E-01
   6.0472972972972983E+01   2.3059170204901561E-01
   6.0548048048048052E+01   2.3048458737410388E-01
   6.0623123123123136E+01   2.3037632428744684E-01
   6.0698198198198206E+01   2.3026746890624203E-01
   6.0773273273273276E+01   2.3015849635538546E-01
   6.0848348348348360E+01   2.3004977945476096E-01
   6.0923423423423429E+01   2.2994157779896737E-01
   6.0998498498498499E+01   2.2983403635228175E-01
   6.1073573573573583E+01   2.2972719188217017E-01
   6.1148648648648653E+01   2.2962098541072562E-01
   6.1223723723723730E+01   2.2951527923817910E-01
   6.1298798798798806E+01   2.2940987768589083E-01
   6.1373873873873883E+01   2.2930455116079734E-01
   6.1448948948948953E+01   2.2919906317340999E-01
   6.1524024024024037E+01   2.2909319943759329E-01
   6.1599099099099107E+01   2.2898679725890025E-01
   6.1674174174174176E+01   2.2887977239219653E-01
   6.1749249249249260E+01   2.2877213983157274E-01
   6.1824324324324330E+01   2.2866402496075472E-01
   6.1899399399399400E+01   2.2855566234340977E-01
   6.1974474474474484E+01   2.2844738111515506E-01
   6.2049549549549553E+01   2.2833957813403899E-01
   6.2124624624624630E+01   2.2823268224814566E-01
   6.2199699699699707E+01   2.2812711469610641E-01
   6.2274774774774784E+01   2.2802325133362486E-01
   6.2349849849849853E+01   2.2792139189018376E-01
   6.2424924924924937E+01   2.2782173992855037E-01
   6.2500000000000007E+01   2.2772439500662844E-01
   6.2575075075075077E+01   2.2762935629001899E-01
   6.2650150150150161E+01   2.2753653509371480E-01
   6.2725225225225230E+01   2.2744577293617979E-01
   6.2800300300300300E+01   2.2735686178449463E-01
   6.2875375375375384E+01   2.2726956407055376E-01
   6.2950450450450454E+01   2.2718363134938191E-01
   6.3025525525525531E+01   2.2709882164574133E-01
   6.3100600600600607E+01   2.2701491616486213E-01
   6.3175675675675684E+01   2.2693173591620300E-01
   6.3250750750750754E+01   2.2684915798885760E-01
   6.3325825825825838E+01   2.2676713005750562E-01
   6.3400900900900908E+01   2.2668568067080661E-01
   6.3475975975975977E+01   2.2660492244877681E-01
   6.3551051051051061E+01   2.2652504578689359E-01
   6.3626126126126131E+01   2.2644630204569449E-01
   6.3701201201201201E+01   2.2636897720728227E-01
   6.3776276276276285E+01   2.2629335909122728E-01
   6.3851351351351354E+01   2.2621970285486445E-01
   6.3926426426426431E+01   2.2614820017210571E-01
   6.4001501501501508E+01   2.2607895696089880E-01
   6.4076576576576585E+01   2.2601198290999885E-01
   6.4151651651651648E+01   2.2594719374468425E-01
   6.4226726726726739E+01   2.2588442475979553E-01
   6.4301801801801801E+01   2.2582345224448314E-01
   6.4376876876876878E+01   2.2576401847282707E-01
   6.4451951951951969E+01   2.2570585609695157E-01
   6.4527027027027032E+01   2.2564870889032185E-01
   6.4602102102102108E+01   2.2559234742097403E-01
   6.4677177177177185E+01   2.2553657983849276E-01
   6.4752252252252262E+01   2.2548125903837798E-01
   6.4827327327327325E+01   2.2542628773313905E-01
   6.4902402402402416E+01   2.2537162241403283E-01
   6.4977477477477478E+01   2.2531727611647173E-01
   6.5052552552552555E+01   2.2526331877466171E-01
   6.5127627627627632E+01   2.2520987325942934E-01
   6.5202702702702709E+01   2.2515710528734234E-01
   6.5277777777777786E+01   2.2510520635497661E-01
   6.5352852852852862E+01   2.2505437047374593E-01
   6.5427927927927939E+01   2.2500476730103142E-01
   6.5503003003003002E+01   2.2495651572206182E-01
   6.5578078078078093E+01   2.2490966254417399E-01
   6.5653153153153156E+01   2.2486417045886181E-01
   6.5728228228228232E+01   2.2481991785975589E-01
   6.5803303303303309E+01   2.2477671083794387E-01
   6.5878378378378386E+01   2.2473430527764238E-01
   6.5953453453453463E+01   2.2469243505623820E-01
   6.6028528528528540E+01   2.2465084138899724E-01
   6.6103603603603617E+01   2.2460929855637518E-01
   6.6178678678678679E+01   2.2456763249175163E-01
   6.6253753753753770E+01   2.2452573058961905E-01
   6.6328828828828833E+01   2.2448354306494656E-01
   6.6403903903903910E+01   2.2444107771470881E-01
   6.6478978978978986E+01   2.2439839064050315E-01
   6.6554054054054063E+01   2.2435557530237005E-01
   6.6629129129129126E+01   2.2431275139529203E-01
   6.6704204204204217E+01   2.2427005388872567E-01
   6.6779279279279280E+01   2.2422762163022336E-01
   6.6854354354354356E+01   2.2418558457311993E-01
   6.6929429429429433E+01   2.2414404910485289E-01
   6.7004504504504510E+01   2.2410308200348508E-01
   6.7079579579579587E+01   2.2406269486743774E-01
   6.7154654654654664E+01   2.2402283195353193E-01
   6.7229729729729740E+01   2.2398336476252462E-01
   6.7304804804804803E+01   2.2394409616160685E-01
   6.7379879879879894E+01   2.2390477534858375E-01
   6.7454954954954957E+01   2.2386512285740764E-01
   6.7530030030030034E+01   2.2382486260553180E-01
   6.7605105105105110E+01   2.2378375627581304E-01
   6.7680180180180187E+01   2.2374163458184251E-01
   6.7755255255255264E+01   2.2369842040218246E-01
   6.7830330330330341E+01   2.2365414028086825E-01
   6.7905405405405418E+01   2.2360892297974425E-01
   6.7980480480480480E+01   2.2356298605839814E-01
   6.8055555555555571E+01   2.2351661326733502E-01
   6.8130630630630634E+01   2.2347012645366501E-01
   6.8205705705705711E+01   2.2342385556446090E-01
   6.8280780780780788E+01   2.2337810938000069E-01
   6.8355855855855864E+01   2.2333314826035294E-01
   6.8430930930930927E+01   2.2328915899912868E-01
   6.8506006006006018E+01   2.2324623133417035E-01
   6.8581081081081081E+01   2.2320433602584230E-01
   6.8656156156156158E+01   2.2316330561669576E-01
   6.8731231231231234E+01   2.2312282065188310E-01
   6.8806306306306311E+01   2.2308240566918291E-01
   6.8881381381381388E+01   2.2304144001368884E-01
   6.8956456456456465E+01   2.2299918798799365E-01
   6.9031531531531542E+01   2.2295485080680036E-01
   6.9106606606606604E+01   2.2290763946000508E-01
   6.9181681681681695E+01   2.2285686344382752E-01
   6.9256756756756758E+01   2.2280202620241968E-01
   6.9331831831831835E+01   2.2274291493317602E-01
   6.9406906906906912E+01   2.2267967095098790E-01
   6.9481981981981988E+01   2.2261282761568679E-01
   6.9557057057057065E+01   2.2254330605335579E-01
   6.9632132132132142E+01   2.2247236426525013E-01
   6.9707207207207219E+01   2.2240150203047657E-01
   6.9782282282282281E+01   2.2233233126015872E-01
   6.9857357357357373E+01   2.2226642794665832E-01
   6.9932432432432435E+01   2.2220518632722952E-01
   7.0007507507507512E+01   2.2214969723972230E-01
   7.0082582582582589E+01   2.2210067011597676E-01
   7.0157657657657666E+01   2.2205841141480229E-01
   7.0232732732732728E+01   2.2202286210392391E-01
   7.0307807807807819E+01   2.2199368461551788E-01
   7.0382882882882882E+01   2.2197037820229717E-01
   7.0457957957957959E+01   2.2195239454082871E-01
   7.0533033033033050E+01   2.2193922715713518E-01
   7.0608108108108112E+01   2.2193046299637970E-01
   7.0683183183183189E+01   2.2192581491646451E-01
   7.0758258258258266E+01   2.2192519947979514E-01
   7.0833333333333343E+01   2.2192897939882719E-01
   7.0908408408408405E+01   2.2193854180027137E-01
   7.0983483483483496E+01   2.2195741194474178E-01
   7.1058558558558559E+01   2.2199308014813279E-01
   7.1133633633633636E+01   2.2205961673400954E-01
   7.1208708708708713E+01   2.2218093853551452E-01
   7.1283783783783790E+01   2.2239425848386282E-01
   7.1358858858858866E+01   2.2238598738197735E-01
   7.1433933933933943E+01   2.2193445185790336E-01
   7.1509009009009020E+01   2.2122428788135182E-01
   7.1584084084084083E+01   2.2036576607101183E-01
   7.1659159159159174E+01   2.1941907853191381E-01
   7.1734234234234236E+01   2.1841204250141763E-01
   7.1809309309309313E+01   2.1734915200644883E-01
   7.1884384384384390E+01   2.1621333756825076E-01
   7.1959459459459467E+01   2.1496389139362593E-01
   7.2034534534534544E+01   2.1353488145956132E-01
   7.2109609609609620E+01   2.1183819976357024E-01
   7.2184684684684697E+01   2.0977429810442619E-01
   7.2259759759759760E+01   2.0725166908918072E-01
   7.2334834834834851E+01   2.0421314802569929E-01
   7.2409909909909913E+01   2.0066323310469183E-01
   7.2484984984984990E+01   1.9668667575034157E-01
   7.2560060060060067E+01   1.9244663654268648E-01
   7.2635135135135144E+01   1.8815348434847659E-01
   7.2710210210210207E+01   1.8400406886408729E-01
   7.2785285285285298E+01   1.8010324253958226E-01
   7.2860360360360360E+01   1.7638842460292206E-01
   7.2935435435435437E+01   1.7257966535493613E-01
   7.3010510510510514E+01   1.6817402326826533E-01
   7.3085585585585591E+01   1.6250099497898757E-01
   7.3160660660660668E+01   1.5485881908085064E-01
   7.3235735735735744E+01   1.4474981873490214E-01
   7.3310810810810821E+01   1.3219748270767093E-01
   7.3385885885885884E+01   1.1803037759612282E-01
   7.3460960960960975E+01   1.0390714892349938E-01
   7.3536036036036037E+01   9.1912279682492923E-02
   7.3611111111111114E+01   8.3867775886353857E-02
   7.3686186186186191E+01   8.0774221153435855E-02
   7.3761261261261268E+01   8.2654176176333041E-02
   7.3836336336336345E+01   8.8716141997882511E-02
   7.3911411411411422E+01   9.7600220167276999E-02
   7.3986486486486498E+01   1.0754445339119723E-01
   7.4061561561561561E+01   1.1643630315031168E-01
   7.4136636636636652E+01   1.2180026898130457E-01
   7.4211711711711715E+01   1.2086171128331880E-01
   7.4286786786786791E+01   1.1099038315948959E-01
   7.4361861861861868E+01   9.0978510628991843E-02
   7.4436936936936945E+01   6.3062297213245133E-02
   7.4512012012012008E+01   3.3604943845974476E-02
   7.4587087087087099E+01   9.9648931324932549E-03
   7.4662162162162161E+01  -3.8828131921498314E-03
   7.4737237237237238E+01  -8.3399432866236578E-03
   7.4812312312312315E+01  -6.4538131138664780E-03
   7.4887387387387392E+01  -2.2708518790867330E-03
   7.4962462462462469E+01   0.0000000000000000E+00
# pulse generated by run 1499526 (fbR0003)
