#        t [ns]                  pop[00]                  pop[01]                  pop[10]                  pop[11]
       9.804902   4.1335778493191538E-05   9.1933570332172598E-03   1.8356514397856740E-03   9.0348477013991291E-01
      10.005003   5.1949881247563278E-05   1.0809510033494941E-02   1.9627009831580766E-03   8.9570688815959809E-01
      10.205103   6.7639014443350264E-05   1.2512114837034329E-02   2.2827274780213382E-03   8.8737103523787586E-01
      10.405203   9.0853057426913870E-05   1.4252090189316991E-02   2.8375983290739957E-03   8.7856462666376933E-01
      10.605303   1.2448688846526968E-04   1.5970018215753973E-02   3.6589261456019479E-03   8.6943803933049113E-01
      10.805403   1.7161468823349816E-04   1.7599909403630574E-02   4.7622134499907100E-03   8.6020353144115302E-01
      11.005503   2.3510133247380598E-04   1.9073982800376522E-02   6.1444253072551339E-03   8.5111952040962058E-01
      11.205603   3.1715147436790677E-04   2.0327818829513157E-02   7.7861997130504717E-03   8.4246179414841937E-01
      11.405703   4.1887837009257174E-04   2.1305239979487734E-02   9.6579882452990026E-03   8.3448768490302694E-01
      11.605803   5.3996610858715968E-04   2.1962253311154600E-02   1.1727669632019010E-02   8.2740269318051884E-01
      11.805903   6.7847356025320339E-04   2.2269538168094787E-02   1.3966584887338917E-02   8.2133911385469160E-01
      12.006003   8.3080543687103143E-04   2.2213452652189384E-02   1.6351645835313552E-02   8.1635181021344105E-01
      12.206103   9.9185563436527541E-04   2.1796067215775199E-02   1.8862543144616967E-02   8.1242979110742342E-01
      12.406203   1.1553053948742795E-03   2.1034766770656434E-02   2.1474742764257492E-02   8.0951755721816809E-01
      12.606303   1.3140490564629928E-03   1.9961430574652245E-02   2.4150874210132851E-02   8.0753879389112559E-01
      12.806403   1.4607326944102400E-03   1.8620725517640276E-02   2.6834571468754519E-02   8.0641553912727826E-01
      13.006503   1.5883934283808321E-03   1.7067204913290324E-02   2.9450433244299752E-02   8.0607737345090191E-01
      13.206603   1.6911452728442752E-03   1.5361494450636719E-02   3.1911120416804412E-02   8.0645823751519297E-01
      13.406703   1.7647966824521388E-03   1.3566212092184071E-02   3.4129313501300947E-02   8.0748342618743685E-01
      13.606803   1.8072643413704673E-03   1.1742161871970472E-02   3.6030425623822492E-02   8.0905381465194937E-01
      13.806903   1.8186889049849394E-03   9.9451156935754549E-03   3.7562066499988764E-02   8.1103557122896719E-01
      14.007004   1.8012400418507477E-03   8.2234565624453079E-03   3.8697370579241212E-02   8.1326107778049472E-01
      14.207104   1.7586894397132230E-03   6.6169354516586827E-03   3.9431068573937543E-02   8.1554229894602503E-01
      14.407204   1.6958922483452778E-03   5.1565371755014867E-03   3.9769826410954952E-02   8.1769330559240816E-01
      14.607304   1.6183083715430389E-03   3.8650919806926596E-03   3.9721039696106193E-02   8.1955532932044439E-01
      14.807404   1.5316187991836552E-03   2.7581682437041273E-03   3.9285016902827319E-02   8.2101661004524262E-01
      15.007504   1.4414126077421624E-03   1.8450268949753599E-03   3.8453510084069963E-02   8.2202089234245912E-01
      15.207604   1.3528972850831446E-03   1.1297249885683031E-03   3.7214338731335006E-02   8.2256212731555356E-01
      15.407704   1.2706135183680948E-03   6.1252422137471536E-04   3.5559600083312048E-02   8.2266725895693926E-01
      15.607804   1.1981690446429209E-03   2.9157880124362025E-04   3.3494479362550462E-02   8.2237242390198584E-01
      15.807904   1.1380213689329943E-03   1.6465415239404676E-04   3.1044199384569756E-02   8.2169956644433206E-01
      16.008004   1.0913489010193492E-03   2.3054087612527790E-04   2.8257292735085038E-02   8.2063999393218290E-01
      16.208104   1.0580606255190135E-03   4.8989710412999823E-04   2.5204190335578781E-02   8.1914876946450321E-01
      16.408204   1.0369827584819804E-03   9.4538965498540352E-04   2.1971583880810736E-02   8.1714973155520443E-01
      16.608304   1.0262089444867406E-03   1.6011145893928965E-03   1.8654842125024683E-02   8.1454706050834791E-01
      16.808404   1.0235385259385768E-03   2.4613219286495338E-03   1.5351633803118676E-02   8.1123780828399183E-01
      17.008504   1.0269166875496328E-03   3.5284890769847802E-03   1.2158866394169817E-02   8.0712145007113656E-01
      17.208604   1.0348514033675529E-03   4.8008593593309593E-03   9.1728991622016670E-03   8.0210568879421185E-01
      17.408704   1.0468589443910661E-03   6.2696808865194825E-03   6.4916147048486401E-03   7.9611009495260865E-01
      17.608804   1.0640118376122427E-03   7.9164295475024661E-03   4.2169026318349939E-03   7.8907028671334156E-01
      17.808904   1.0896246419112485E-03   9.7102515788713688E-03   2.4561116334711319E-03   7.8094623546966613E-01
      18.009005   1.1300471571134504E-03   1.1605955212626551E-02   1.3204294968059255E-03   7.7173785615729718E-01
      18.209105   1.1954407035641575E-03   1.3543309918599209E-02   9.1851933362718406E-04   7.6150650850074109E-01
      18.409205   1.3002848515232532E-03   1.5448778660889321E-02   1.3461178445140192E-03   7.5039376579429662E-01
      18.609305   1.4632719442733658E-03   1.7240359289168037E-02   2.6745352082874485E-03   7.3862620038142590E-01
      18.809405   1.7062969652205909E-03   1.8834921665223488E-02   4.9405192435029938E-03   7.2650156343380368E-01
      19.009505   2.0524434248645603E-03   2.0156359531822769E-02   8.1381415917743810E-03   7.1436136931726746E-01
      19.209605   2.5231139943309947E-03   2.1142923363681128E-02   1.2213502781447059E-02   7.0255791256069777E-01
      19.409705   3.1346797806900183E-03   2.1752840881272533E-02   1.7064558509035762E-02   6.9142060155258378E-01
      19.609805   3.8951758035260559E-03   2.1967767260461166E-02   2.2547770472906809E-02   6.8122545996255124E-01
      19.809905   4.8016346188923939E-03   2.1793593632012925E-02   2.8490523191530930E-02   6.7217432375859354E-01
      20.010005   5.8386518856769981E-03   2.1258354780960803E-02   3.4706551869447995E-02   6.6438961491217341E-01
      20.210105   6.9787717189481752E-03   2.0407687403124694E-02   4.1011955928886276E-02   6.5792356646322436E-01
      20.410205   8.1850715404245510E-03   1.9298898254538115E-02   4.7239029216955754E-02   6.5277502511269336E-01
      20.610305   9.4144164942566964E-03   1.7995708149837964E-02   5.3238344893265982E-02   6.4891170172951240E-01
      20.810405   1.0621422985970833E-02   1.6564028008224825E-02   5.8873606615871751E-02   6.4628943077803669E-01
      21.010505   1.1762257110029681E-02   1.5068537671882900E-02   6.4013070524945717E-02   6.4486620887960422E-01
      21.210605   1.2797893713150694E-02   1.3569577030750467E-02   6.8525435691245626E-02   6.4460667683254924E-01
      21.410705   1.3696779660941941E-02   1.2120168505405520E-02   7.2285295808343988E-02   6.4547433887398153E-01
      21.610805   1.4436786560027519E-02   1.0763501296809867E-02   7.5186525552474764E-02   6.4741429125600947E-01
      21.810905   1.5006202829622381E-02   9.5313296461103057E-03   7.7157639765935815E-02   6.5033421708092376E-01
      22.011006   1.5403564282183669E-02   8.4434887938625216E-03   7.8173433157213035E-02   6.5409212394695915E-01
      22.211106   1.5636347976169390E-02   7.5085211386810083E-03   7.8259133609709666E-02   6.5849644674900754E-01
      22.411206   1.5718831159745299E-02   6.7253249849871842E-03   7.7484600833477135E-02   6.6332025876139478E-01
      22.611306   1.5669641264528449E-02   6.0855365844785401E-03   7.5948633134125851E-02   6.6832694730393838E-01
      22.811406   1.5509551201420122E-02   5.5760622549680455E-03   7.3758417527011358E-02   6.7329993286837575E-01
      23.011506   1.5259819533636480E-02   5.1811896158006372E-03   7.1012632182131163E-02   6.7806660568995625E-01
      23.211606   1.4941022429362349E-02   4.8841319828900488E-03   6.7794230843134143E-02   6.8250938592607158E-01
      23.411706   1.4572189596086133E-02   4.6682659607012351E-03   6.4172476980913620E-02   6.8656286859204785E-01
      23.611806   1.4170173935308420E-02   4.5183385906770544E-03   6.0209634450262950E-02   6.9020063831982936E-01
      23.811906   1.3749283113684518E-02   4.4216874410070153E-03   5.5968378792421364E-02   6.9341659757030372E-01
      24.012006   1.3321138716062242E-02   4.3693497087317875E-03   5.1518165948027203E-02   6.9620557699845198E-01
      24.212106   1.2894681666974077E-02   4.3568762776489333E-03   4.6939248800898732E-02   6.9854814482363781E-01
      24.412206   1.2476360831627118E-02   4.3846014639164861E-03   4.2322854584169095E-02   7.0040348085878745E-01
      24.612306   1.2070662549474418E-02   4.4571050345045878E-03   3.7767655735488175E-02   7.0171062987611554E-01
      24.812406   1.1681028716503172E-02   4.5817895524394442E-03   3.3375249621727755E-02   7.0239455727608824E-01
      25.012506   1.1310945974207688E-02   4.7668199338321325E-03   2.9247734755871162E-02   7.0237276062131049E-01
      25.212606   1.0964883314072690E-02   5.0188660088591143E-03   2.5487881695725394E-02   7.0156095539364727E-01
      25.412706   1.0648939560182294E-02   5.3410181805554858E-03   2.2199844451306454E-02   6.9987900345290111E-01
      25.612806   1.0371314224050229E-02   5.7310681398277073E-03   1.9488460457044381E-02   6.9725830095236963E-01
      25.812906   1.0142775436248724E-02   6.1802700590837534E-03   1.7456770128309908E-02   6.9365082255333110E-01
      26.013007   9.9771860173677295E-03   6.6727247919812684E-03   1.6201899426715547E-02   6.8904003427264815E-01
      26.213107   9.8920373658815935E-03   7.1855378998662541E-03   1.5809133851551714E-02   6.8345352786993618E-01
      26.413207   9.9088591519922650E-03   7.6898591149907880E-03   1.6344909203713898E-02   6.7697424001778506E-01
      26.613307   1.0053234241190069E-02   8.1528566057292931E-03   1.7851054713519450E-02   6.6974383274669969E-01
      26.813407   1.0354009051981137E-02   8.5405890731429391E-03   2.0342066953800590E-02   6.6195341286165066E-01
      27.013507   1.0841340720410339E-02   8.8215617996258797E-03   2.3804148537143317E-02   6.5382358801160867E-01
      27.213607   1.1543520627475977E-02   8.9705396979817935E-03   2.8192911125325740E-02   6.4558161731141006E-01
      27.413707   1.2482902307581957E-02   8.9720489122598092E-03   3.3428771514555644E-02   6.3744288222463252E-01
      27.613807   1.3671569387764279E-02   8.8229686218347699E-03   3.9393078944926573E-02   6.2959893793282173E-01
      27.813907   1.5107552636676607E-02   8.5336815569846906E-03   4.5929724538913801E-02   6.2221045381569096E-01
      28.014007   1.6772435283936075E-02   8.1274323321930287E-03   5.2854931249796011E-02   6.1540282126515755E-01
      28.214107   1.8631023277592324E-02   7.6378754539587887E-03   5.9973935514540187E-02   6.0926353894798391E-01
      28.414207   2.0633349390380102E-02   7.1052526776767509E-03   6.7099747192782319E-02   6.0384176552952895E-01
      28.614307   2.2718674730344314E-02   6.5720712709580577E-03   7.4067415991431129E-02   5.9915140122458321E-01
      28.814407   2.4820579374798365E-02   6.0793004293614068E-03   8.0738057848812494E-02   5.9517973643411570E-01
      29.014507   2.6872052519654802E-02   5.6637452222569875E-03   8.6991087495586497E-02   5.9190273676802074E-01
      29.214607   2.8809874347601527E-02   5.3565158568231620E-03   9.2709676880238553E-02   5.8930420769393677E-01
      29.414707   3.0578206716597098E-02   5.1819314796137626E-03   9.7769138102434108E-02   5.8739154121996584E-01
      29.614807   3.2131600135186004E-02   5.1562713166861856E-03   1.0203631059440806E-01   5.8620016352208604E-01
      29.814907   3.3437400812293128E-02   5.2863595617757674E-03   1.0538113291929772E-01   5.8578375775200786E-01
      30.015008   3.4477195226160419E-02   5.5684581915778414E-03   1.0769527514316000E-01   5.8619394167197192E-01
      30.215108   3.5246883661533654E-02   5.9880415389224964E-03   1.0891060213617135E-01   5.8745701946494178E-01
      30.415208   3.5755275882109167E-02   6.5208313650686927E-03   1.0901080267236564E-01   5.8955626346619783E-01
      30.615308   3.6021546782366874E-02   7.1350587434300047E-03   1.0803136987377183E-01   5.9242658562493145E-01
      30.815408   3.6072204785450798E-02   7.7943899340875275E-03   1.0604770253332299E-01   5.9596357789277921E-01
      31.015508   3.5938175675298160E-02   8.4607005910655696E-03   1.0315753548240465E-01   6.0004187806774567E-01
      31.215608   3.5652234534382966E-02   9.0962106368049547E-03   9.9466776251478581E-02   6.0453369034639459E-01
      31.415708   3.5246707552474985E-02   9.6650847490561305E-03   9.5084003546157272E-02   6.0932036443527837E-01
      31.615808   3.4751384115619455E-02   1.0134875324890618E-02   9.0122466005959814E-02   6.1429530797543064E-01
      31.815908   3.4191750812101740E-02   1.0478025644489231E-02   8.4705272091920455E-02   6.1936028623417139E-01
      32.016008   3.3587692864002858E-02   1.0673401172354050E-02   7.8970143776345494E-02   6.2441837345720796E-01
      32.216108   3.2952751079811229E-02   1.0707678794178197E-02   7.3071402595804705E-02   6.2936725165441765E-01
      32.416208   3.2294074205342846E-02   1.0576326009719155E-02   6.7177609164129543E-02   6.3409631724749105E-01
      32.616308   3.1613280253140287E-02   1.0283851571644312E-02   6.1464924124789537E-02   6.3848885337221695E-01
      32.816408   3.0908264576049890E-02   9.8431576716989152E-03   5.6108694598794868E-02   6.4242731300179523E-01
      33.016508   3.0175605083529046E-02   9.2741410002561003E-03   5.1276464612951468E-02   6.4579862243251429E-01
      33.216608   2.9413004874431336E-02   8.6018945280072288E-03   4.7123562128625479E-02   6.4849822086348807E-01
      33.416708   2.8621390523086064E-02   7.8548020186681410E-03   4.3790124010152212E-02   6.5043354282304944E-01
      33.616808   2.7806599675415527E-02   7.0626751186371253E-03   4.1398264364068370E-02   6.5152768153607510E-01
      33.816908   2.6980721965519646E-02   6.2550534059248987E-03   4.0049048296902694E-02   6.5172345308598967E-01
      34.017009   2.6163119673346138E-02   5.4597919793313533E-03   3.9819046379535865E-02   6.5098860093171662E-01
      34.217109   2.5381119990792681E-02   4.7019740202979806E-03   4.0756191628627370E-02   6.4932274340900753E-01
      34.417209   2.4670318371491376E-02   4.0031134567602780E-03   4.2875891226884143E-02   6.4676413923328657E-01
      34.617309   2.4074271477262859E-02   3.3806868263262912E-03   4.6159553688519137E-02   6.4339190106920630E-01
      34.817409   2.3643205269619428E-02   2.8481270181781124E-03   5.0556654247636432E-02   6.3932049896294185E-01
      35.017509   2.3431413344115790E-02   2.4153286890180158E-03   5.5989029677198890E-02   6.3468737127320729E-01
      35.217609   2.3493267080716324E-02   2.0895069757699259E-03   6.2354967421470384E-02   6.2963741932216777E-01
      35.417709   2.3878061259936398E-02   1.8761183389513635E-03   6.9531424906126529E-02   6.2430880296743529E-01
      35.617809   2.4624213639678469E-02   1.7795651380846989E-03   7.7374191253251179E-02   6.1882377643450237E-01
      35.817909   2.5753620362155585E-02   1.8034971060185267E-03   8.5717597688918831E-02   6.1328617996317702E-01
      36.018009   2.7267162046808187E-02   1.9506474129903962E-03   9.4377111534735131E-02   6.0778349674672261E-01
      36.218109   2.9142320583427875E-02   2.2222980061855318E-03   1.0315787677685165E-01   6.0238874409077103E-01
      36.418209   3.1333528045444592E-02   2.6176318335918119E-03   1.1186880965233513E-01   5.9715889131698641E-01
      36.618309   3.3775283668160509E-02   3.1333295820057303E-03   1.2033730718615671E-01   5.9213115535263672E-01
      36.818409   3.6387437135231418E-02   3.7637203074262328E-03   1.2841753711541157E-01   5.8732257254315867E-01
      37.018509   3.9081629742544061E-02   4.5015385760471590E-03   1.3598753503796079E-01   5.8273844969279875E-01
      37.218609   4.1767909541721868E-02   5.3389463964085204E-03   1.4293602809667441E-01   5.7839098416166168E-01
      37.418709   4.4360888603845829E-02   6.2682007077247007E-03   1.4914558522601920E-01   5.7432294955598573E-01
      37.618809   4.6785137567694521E-02   7.2814155872194348E-03   1.5448057880904717E-01   5.7062716476003628E-01
      37.818909   4.8979584857524988E-02   8.3692366830725121E-03   1.5878601700163608E-01   5.6745291244556095E-01
      38.019010   5.0900598821894863E-02   9.5187120678012268E-03   1.6189918074176807E-01   5.6499443595812637E-01
      38.219110   5.2523404340359896E-02   1.0711081264675936E-02   1.6367164990413291E-01   5.6346244626489950E-01
      38.419210   5.3841657010019577E-02   1.1920430003329591E-02   1.6399454307501463E-01   5.6304637275024860E-01
      38.619310   5.4865349291698104E-02   1.3113870473890109E-02   1.6281704345727363E-01   5.6387990027803392E-01
      38.819410   5.5617546725679090E-02   1.4253148539843892E-02   1.6015171404897074E-01   5.6602054953404279E-01
      39.019510   5.6130498717891525E-02   1.5296964759977679E-02   1.5606845675858355E-01   5.6944598411828595E-01
      39.219610   5.6441471051267920E-02   1.6203336975883487E-02   1.5068476556229479E-01   5.7406212068277640E-01
      39.419710   5.6588505230304662E-02   1.6931801555825153E-02   1.4415860094288338E-01   5.7971628517288554E-01
      39.619810   5.6606345486224653E-02   1.7445575516009774E-02   1.3668529256521525E-01   5.8621097625415597E-01
      39.819910   5.6522798434385284E-02   1.7713794333280242E-02   1.2849672017705488E-01   5.9331627428003664E-01
      40.020010   5.6355716435263978E-02   1.7713791011495995E-02   1.1986013362316578E-01   6.0078082198426230E-01
      40.220110   5.6110841071039017E-02   1.7433220834239597E-02   1.1107336609391055E-01   6.0834328601744037E-01
      40.420210   5.5781007876643668E-02   1.6871679637414101E-02   1.0245349857331165E-01   6.1574666141797252E-01
      40.620310   5.5347339422631654E-02   1.6041432968854914E-02   9.4319249729647045E-02   6.2275478887651259E-01
      40.820410   5.4782619735979657E-02   1.4967106057810988E-02   8.6972001826067749E-02   6.2916627961320126E-01
      41.020510   5.4056219126558114E-02   1.3684534864182011E-02   8.0681654564417463E-02   6.3482080475230207E-01
      41.220610   5.3139434897612706E-02   1.2239099555672013E-02   7.5679522155719867E-02   6.3959758166923597E-01
      41.420710   5.2010357621126643E-02   1.0683677586226377E-02   7.2155582195309390E-02   6.4341050275662959E-01
      41.620810   5.0657974951853174E-02   9.0762041284232955E-03   7.0256733510328823E-02   6.4620367352698527E-01
      41.820910   4.9085513759245872E-02   7.4769481908350957E-03   7.0085290115288398E-02   6.4794775629988310E-01
      42.021011   4.7312912285764674E-02   5.9457387713271860E-03   7.1697789938158937E-02   6.4863736292370711E-01
      42.221111   4.5378236592644242E-02   4.5392213479172926E-03   7.5102932367625802E-02   6.4829187645859121E-01
      42.421211   4.3337964936504297E-02   3.3080672270679326E-03   8.0258394027545130E-02   6.4696015489606640E-01
      42.621311   4.1266095852337030E-02   2.2942933588394093E-03   8.7069694254494664E-02   6.4472373302140751E-01
      42.821411   3.9251909969404176E-02   1.5292203843558666E-03   9.5394807053018629E-02   6.4169162221756681E-01
      43.021511   3.7396188093579245E-02   1.0325218890743760E-03   1.0505397453104054E-01   6.3798598716985389E-01
      43.221611   3.5805868821755432E-02   8.1232468648902904E-04   1.1584044008232544E-01   6.3372470925207669E-01
      43.421711   3.4587345425084792E-02   8.6597452710069679E-04   1.2752869653637930E-01   6.2900738461009342E-01
      43.621811   3.3838757139676948E-02   1.1811365127270875E-03   1.3987982136869026E-01   6.2390788044778478E-01
      43.821911   3.3641813068954696E-02   1.7370930598905395E-03   1.5264482709938026E-01   6.1847429435589107E-01
      44.022011   3.4053946502702798E-02   2.5061846783126342E-03   1.6556704478811277E-01   6.1273627686979781E-01
      44.222111   3.5101850069404660E-02   3.4553405923446016E-03   1.7838538206276588E-01   6.0671763337637463E-01
      44.422211   3.6777544097193769E-02   4.5477005088031429E-03   1.9084150606586198E-01   6.0044890292889030E-01
      44.622311   3.9037917943273694E-02   5.7444765330704030E-03   2.0269288248769676E-01   5.9397360311019498E-01
      44.822411   4.1808063628634873E-02   7.0072938139118489E-03   2.1372850144530356E-01   5.8734632296709577E-01
      45.022511   4.4987873049391197E-02   8.3010109735826322E-03   2.2377860765056798E-01   5.8062870297904756E-01
      45.222611   4.8460748373773052E-02   9.5964728558674498E-03   2.3271086217875450E-01   5.7389252561218929E-01
      45.422711   5.2103177514755725E-02   1.0872316573606518E-02   2.4041394648272285E-01   5.6723318066801243E-01
      45.622811   5.5794144725730237E-02   1.2115259994262042E-02   2.4677702022056078E-01   5.6078802661639482E-01
      45.822911   5.9423504833640818E-02   1.3318863722667627E-02   2.5167348474280260E-01   5.5475096524446843E-01
      46.023012   6.2898528519644864E-02   1.4480956382913223E-02   2.5495484263719609E-01   5.4937573912816484E-01
      46.223112   6.6148044667489428E-02   1.5599971629853580E-02   2.5645979817756243E-01   5.4496148598586991E-01
      46.423212   6.9124012371591076E-02   1.6670958849178616E-02   2.5604017914053906E-01   5.4181782076726315E-01
      46.623312   7.1800794089195555E-02   1.7682630685577450E-02   2.5359529393620317E-01   5.4021676060763146E-01
      46.823412   7.4172662790776306E-02   1.8616521215435659E-02   2.4909930713320369E-01   5.4034775703538174E-01
      47.023512   7.6250021711218877E-02   1.9448190219910282E-02   2.4261199058384506E-01   5.4228967011301465E-01
      47.223612   7.8054602304050855E-02   2.0149564046117369E-02   2.3427571252399643E-01   5.4600253670038112E-01
      47.423712   7.9613914465554256E-02   2.0691599613424847E-02   2.2430712173429471E-01   5.5133419716268173E-01
      47.623812   8.0955493119281019E-02   2.1046978476115807E-02   2.1298863147313357E-01   5.5803619492543777E-01
      47.823912   8.2101557890117721E-02   2.1192788370326513E-02   2.0066098529566401E-01   5.6578461298207505E-01
      48.024012   8.3064356533437564E-02   2.1113066947870025E-02   1.8771731238902550E-01   5.7420224862673375E-01
      48.224112   8.3842207900897275E-02   2.0800933643953665E-02   1.7459704081567040E-01   5.8288130383580494E-01
      48.424212   8.4416619596734147E-02   2.0259975452190798E-02   1.6177438691290880E-01   5.9140938346513228E-01
      48.624312   8.4751455159258415E-02   1.9504655252249294E-02   1.4973680659904665E-01   5.9940034271269260E-01
      48.824412   8.4795069779993668E-02   1.8559797301603186E-02   1.3895586210391173E-01   6.0652486514748782E-01
      49.024512   8.4485409525679067E-02   1.7459484716763604E-02   1.2985952270817969E-01   6.1253124644109214E-01
      49.224612   8.3757067813534411E-02   1.6245709713039395E-02   1.2281383564693671E-01   6.1725065358778552E-01
      49.424712   8.2549033812350889E-02   1.4966877724122585E-02   1.1811510512016923E-01   6.2058915964723993E-01
      49.624812   8.0812292212438339E-02   1.3676096657784898E-02   1.1598872616912392E-01   6.2251298452096748E-01
      49.824912   7.8516872566372922E-02   1.2429221186969283E-02   1.1659064679385031E-01   6.2303210567794343E-01
      50.025013   7.5658009161275561E-02   1.1282645390550931E-02   1.2000871482245694E-01   6.2218583470093314E-01
      50.225113   7.2260953383960172E-02   1.0290686865125681E-02   1.2626145949373990E-01   6.2003428557399332E-01
      50.425213   6.8383977839526239E-02   9.5023341865378436E-03   1.3529316762713636E-01   6.1665816359284187E-01
      50.625313   6.4119223450441895E-02   8.9574348655485688E-03   1.4696771470182360E-01   6.1216408594997929E-01
      50.825413   5.9591133167536725E-02   8.6829140247949993E-03   1.6106641421736059E-01   6.0668817125136132E-01
      51.025513   5.4952304914947611E-02   8.6898899405019742E-03   1.7729400153802893E-01   6.0039145767749413E-01
      51.225613   5.0376799869120512E-02   8.9724079517032491E-03   1.9529270133994314E-01   5.9344574646985582E-01
