#        t [ns]                  pop[00]                  pop[01]                  pop[10]                  pop[11]
       6.803402   2.6942504463585215E-04   6.1592162546685470E-04   9.9651919317915971E-01   2.3322269109742819E-03
       7.003502   3.0285509282450789E-04   5.4350923593154217E-04   9.9623153694268485E-01   2.5884181383750184E-03
       7.203602   3.7850393736968679E-04   4.5250812464278927E-04   9.9592677269848140E-01   2.8250731803323905E-03
       7.403702   5.0604892711609238E-04   3.5104661546061703E-04   9.9560417090700637E-01   3.0263602665267010E-03
       7.603802   6.9570495737650631E-04   2.4837359880098864E-04   9.9526171882846881E-01   3.1770713213646875E-03
       7.803902   9.5865292769697203E-04   1.5406288553777755E-04   9.9489456556974099E-01   3.2643073308998316E-03
       8.004002   1.3075231425569724E-03   7.7188414988905145E-05   9.9449348432790152E-01   3.2790333532730959E-03
       8.204102   1.7568115084735704E-03   2.5543124439817103E-05   9.9404350214217019E-01   3.2173857854949153E-03
       8.404202   2.3231087164907725E-03   4.9600826227503298E-06   9.9352274874453506E-01   3.0816928180038609E-03
       8.604302   3.0250371055027337E-03   1.8776975948646552E-05   9.9290154543692344E-01   2.8812265992769781E-03
       8.804402   3.8828045470026898E-03   6.7470765743829269E-05   9.9214183787305410E-01   2.6327223289740157E-03
       9.004502   4.9172975872525107E-03   1.4848348177561366E-04   9.9119726214778603E-01   2.3606549918138153E-03
       9.204602   6.1486475271090952E-03   2.5626403442022234E-04   9.9001434139902833E-01   2.0971702709441774E-03
       9.404702   7.5942103129912576E-03   3.8256025292512946E-04   9.8853542018566665E-01   1.8814761147029698E-03
       9.604802   9.2659216198878441E-03   5.1700087350996249E-04   9.8670383072049672E-01   1.7584723850735998E-03
       9.804902   1.1167086265395379E-02   6.4799540908162063E-04   9.8447131006848776E-01   1.7764697755327514E-03
      10.005003   1.3288899363415516E-02   7.6393430599058689E-04   9.8180677394163418E-01   1.9840618192643582E-03
      10.205103   1.5607312834636124E-02   8.5458738471032118E-04   9.7870445914245985E-01   2.4265328564033999E-03
      10.405203   1.8081025746339248E-02   9.1250413082662630E-04   9.7518889788137997E-01   3.1424253390205221E-03
      10.605303   2.0651196351942097E-02   9.3417049424318079E-04   9.7131484754287134E-01   4.1608363363567786E-03
      10.805403   2.3243058996190984E-02   9.2070484690840468E-04   9.6716195082443812E-01   5.4996892695302890E-03
      11.005503   2.5769316444283090E-02   8.7795719018625667E-04   9.6282552177598846E-01   7.1648858134433736E-03
      11.205603   2.8135084947152708E-02   8.1597088957991218E-04   9.5840575433422115E-01   9.1500367483615865E-03
      11.405703   3.0244028108439056E-02   7.4786029649435710E-04   9.5399801641905169E-01   1.1436387274455938E-02
      11.605803   3.2004963448136373E-02   6.8823893625001933E-04   9.4968681257001120E-01   1.3992718383638537E-02
      11.805903   3.3338029183875878E-02   6.5137964870724439E-04   9.4554481548917524E-01   1.6775550898365327E-02
      12.006003   3.4179872683447819E-02   6.4931274063978863E-04   9.4163599336874693E-01   1.9730426359561026E-02
      12.206103   3.4487935745544124E-02   6.9011042622248858E-04   9.3801995618276235E-01   2.2794594137649844E-02
      12.406203   3.4243951153397081E-02   7.7664186417854449E-04   9.3475494642755963E-01   2.5900327238912467E-02
      12.606303   3.3456104210844363E-02   9.0603017116576391E-04   9.3189872277777364E-01   2.8977703601496242E-02
      12.806403   3.2158855208052575E-02   1.0698925344874920E-03   9.2950767406961299E-01   3.1956601581139409E-02
      13.006503   3.0409929924093023E-02   1.2552915091464840E-03   9.2763421481277530E-01   3.4768584774564029E-02
      13.206603   2.8285040671326006E-02   1.4462334485916585E-03   9.2632233397494790E-01   3.7349075603351670E-02
      13.406703   2.5871469668931415E-02   1.6254955542669529E-03   9.2560199422330203E-01   3.9639456320936732E-02
      13.606803   2.3261443429198992E-02   1.7765261754903036E-03   9.2548395078690848E-01   4.1588754836253058E-02
      13.806903   2.0545901057855764E-02   1.8851677577419916E-03   9.2595651732101636E-01   4.3154986912783598E-02
      14.007004   1.7809304241264985E-02   1.9410077909240214E-03   9.2698526594384167E-01   4.4305878558817811E-02
      14.207104   1.5126211317154104E-02   1.9382442278286487E-03   9.2851621668555984E-01   4.5018004138082386E-02
      14.407204   1.2559910509555669E-02   1.8760328790502641E-03   9.3048239992391124E-01   4.5273924759670708E-02
      14.607304   1.0162638188415280E-02   1.7583502865421276E-03   9.3281240504851171E-01   4.5058759493072670E-02
      14.807404   7.9764884909823142E-03   1.5934422918250618E-03   9.3543841246456150E-01   4.4358766140494069E-02
      15.007504   6.0343924885366993E-03   1.3929379371192573E-03   9.3830132319864756E-01   4.3163463864457671E-02
      15.207604   4.3611285225418333E-03   1.1707147361252799E-03   9.4135191139960239E-01   4.1470568849165307E-02
      15.407704   2.9746328709759863E-03   9.4161948144938761E-04   9.4454837738006137E-01   3.9291638351681334E-02
      15.607804   1.8877451039022932E-03   7.2016540094702465E-04   9.4785152045111676E-01   3.6656558682484949E-02
      15.807904   1.1102327898026654E-03   5.1932682300905931E-04   9.5121906990122396E-01   3.3615853373822474E-02
      16.008004   6.5082026980945969E-04   3.4954129282536512E-04   9.5460071149761583E-01   3.0240229407311997E-02
      16.208104   5.1904864478020929E-04   2.1801054782051287E-04   9.5793475219293711E-01   2.6617104476127241E-02
      16.408204   7.2693565648501853E-04   1.2835056324924193E-04   9.6114597393284562E-01   2.2844898113171305E-02
      16.608304   1.2903860522905639E-03   8.0567467959523551E-05   9.6414281895317866E-01   1.9027438932145247E-02
      16.808404   2.2300994702077765E-03   7.1265458948657496E-05   9.6681216525376035E-01   1.5271433170207680E-02
      17.008504   3.5715219729678801E-03   9.3989030575715256E-05   9.6901223572203732E-01   1.1688340930221081E-02
      17.208604   5.3434195037684526E-03   1.3968497218661417E-04   9.7056710295758741E-01   8.3990933909757065E-03
      17.408704   7.5748942770564702E-03   1.9737677473247699E-04   9.7126740187047689E-01   5.5382283264245628E-03
      17.608804   1.0290804797118807E-02   2.5519518874142613E-04   9.7088079863365306E-01   3.2542914853549792E-03
      17.808904   1.3505469313435138E-02   3.0188445327083405E-04   9.6917400535186249E-01   1.7044834347388809E-03
      18.009005   1.7214765860500036E-02   3.2880064565640917E-04   9.6594564877375311E-01   1.0426440874100242E-03
      18.209105   2.1387892600783803E-02   3.3218801822606608E-04   9.6106395975877601E-01   1.4020561986580848E-03
      18.409205   2.5961484267603602E-02   3.1520195571865133E-04   9.5449647219411327E-01   2.8783457150822560E-03
      18.609305   3.0838696554420713E-02   2.8900405438862781E-04   9.4631826156101873E-01   5.5190259629571657E-03
      18.809405   3.5893605424112761E-02   2.7249509865823060E-04   9.3669535394403958E-01   9.3218214750922634E-03
      19.009505   4.0978815590628340E-02   2.9067134304815206E-04   9.2585334056699642E-01   1.4237670772225703E-02
      19.209605   4.5933963336203962E-02   3.7181670659565679E-04   9.1404597546918165E-01   2.0172923195372294E-02
      19.409705   5.0594405494737586E-02   5.4376709159512744E-04   9.0153343427161525E-01   2.6988917268990956E-02
      19.609805   5.4800250669020091E-02   8.2955575425166985E-04   8.8857363354933361E-01   3.4500630808975835E-02
      19.809905   5.8405154326143280E-02   1.2429328052664926E-03   8.7542637440782278E-01   4.2477553941492892E-02
      20.010005   6.1283782700815567E-02   1.7844553614863418E-03   8.6236512394599174E-01   5.0651221682954939E-02
      20.210105   6.3338023757308792E-02   2.4390751536829958E-03   8.4968419926363392E-01   5.8734157338250215E-02
      20.410205   6.4502864513926880E-02   3.1762604222756530E-03   8.3768905216051048E-01   6.6449849791234777E-02
      20.610305   6.4750674912801093E-02   3.9526853246648723E-03   8.2668100953876433E-01   7.3557160966958621E-02
      20.810405   6.4095078578208384E-02   4.7172164199807756E-03   8.1693497036772122E-01   7.9866394115527636E-02
      21.010505   6.2590933352794267E-02   5.4170008742930086E-03   8.0868188447803380E-01   8.5241918938775307E-02
      21.210605   6.0328793566649525E-02   6.0033646863393202E-03   8.0209897642849814E-01   8.9595985432508005E-02
      21.410705   5.7424856159571255E-02   6.4366514830572191E-03   7.9730448484321359E-01   9.2880818407305762E-02
      21.610805   5.4009135207050252E-02   6.6895658002756363E-03   7.9435409227803644E-01   9.5082330497059747E-02
      21.810905   5.0214362559335000E-02   6.7488634555534352E-03   7.9323915608672013E-01   9.6215589013384797E-02
      22.011006   4.6166754604264774E-02   6.6154427683791156E-03   7.9388794145809893E-01   9.6321984522009449E-02
      22.211106   4.1979051732459263E-02   6.3030601593907125E-03   7.9617072007576861E-01   9.5467532351568810E-02
      22.411206   3.7746490030323335E-02   5.8360064838590808E-03   7.9990983378979896E-01   9.3739314677688271E-02
      22.611306   3.3546327304624965E-02   5.2461906571570982E-03   8.0489546669584466E-01   9.1236845434225958E-02
      22.811406   2.9440388113858077E-02   4.5701547697401951E-03   8.1090500625383588E-01   8.8059962641601874E-02
      23.011506   2.5478805777566820E-02   3.8464253288352395E-03   8.1772070914304618E-01   8.4299891548909295E-02
      23.211606   2.1703190062989881E-02   3.1132854217071526E-03   8.2514100518896261E-01   8.0038680051601849E-02
      23.411706   1.8148768799037540E-02   2.4068084685591332E-03   8.3298480081665061E-01   7.5355561112181543E-02
      23.611806   1.4846201510336882E-02   1.7590237439149470E-03   8.4109103661320683E-01   7.0334597798013418E-02
      23.811906   1.1823775884356628E-02   1.1962463143251161E-03   8.4931540741691702E-01   6.5069690948400843E-02
      24.012006   9.1099853531893989E-03   7.3767815720107710E-04   8.5752514156083259E-01   5.9666443029790045E-02
      24.212106   6.7359918118756884E-03   3.9437996927012004E-04   8.6559322608520894E-01   5.4241033574486536E-02
      24.412206   4.7375612233103706E-03   1.6873683624491420E-04   8.7339373985876445E-01   4.8915565803776553E-02
      24.612306   3.1563740521297792E-03   5.4560566494648953E-05   8.8079796786936593E-01   4.3810779330571703E-02
      24.812406   2.0407020848602466E-03   3.7878573862277128E-05   8.8766863984999900E-01   3.9039831063152362E-02
      25.012506   1.4452260892217623E-03   9.8302744878166480E-05   8.9385069611806289E-01   3.4706924114189235E-02
      25.212606   1.4295293557285088E-03   2.1082114439517125E-04   8.9916135745052417E-01   3.0910733077028938E-02
      25.412706   2.0548406153754798E-03   3.4794685905972973E-04   9.0338546908575057E-01   2.7748678359055753E-02
      25.612806   3.3788984071357791E-03   4.8223885308244335E-04   9.0628090598256217E-01   2.5317929097941255E-02
      25.812906   5.4490977030667177E-03   5.8915949453523765E-04   9.0759526845606053E-01   2.3711541608567550E-02
      26.013007   8.2942882076734673E-03   6.5009252149100382E-04   9.0709255997919314E-01   2.3010032876501392E-02
      26.213107   1.1916030126207894E-02   6.5517894732352732E-04   9.0458637691093646E-01   2.3269704345617034E-02
      26.413207   1.6280879739784905E-02   6.0545715609902260E-04   8.9997199056435440E-01   2.4511244832618725E-02
      26.613307   2.1315698876731095E-02   5.1373517073673744E-04   8.9324617631409364E-01   2.6714376766832290E-02
      26.813407   2.6907244605774826E-02   4.0385537722451909E-04   8.8450695735922058E-01   2.9822276788120137E-02
      27.013507   3.2905721661284935E-02   3.0844855565722809E-04   8.7393582754210064E-01   3.3752934104802526E-02
      27.213607   3.9130952012842515E-02   2.6554740291098375E-04   8.6177395324611805E-01   3.8409645753756209E-02
      27.413707   4.5380130207953305E-02   3.1436873320671402E-04   8.4830374886532445E-01   4.3684607860378463E-02
      27.613807   5.1437078390061834E-02   4.9044348574518205E-04   8.3383990817257325E-01   4.9455876494096419E-02
      27.813907   5.7083295983178725E-02   8.2039878710045086E-04   8.1872671013096598E-01   5.5582937053433014E-02
      28.014007   6.2110597763238844E-02   1.3170695735522197E-03   8.0333533456210804E-01   6.1906834369277151E-02
      28.214107   6.6334343453753941E-02   1.9759632777928524E-03   7.8805543706250514E-01   6.8258294667629824E-02
      28.414207   6.9605835574949301E-02   2.7741200021645972E-03   7.7327798781791013E-01   7.4473216606767284E-02
      28.614307   7.1822544570608868E-02   3.6719197019936117E-03   7.5937109951424275E-01   8.0410402810704593E-02
      28.814407   7.2935082516866506E-02   4.6174647669131527E-03   7.4665596694067804E-01   8.5963399597246193E-02
      29.014507   7.2949923592050422E-02   5.5522982845244099E-03   7.3539217697846848E-01   9.1059942149672904E-02
      29.214607   7.1926888328410959E-02   6.4170605573383955E-03   7.2577711328410577E-01   9.5649531660280659E-02
      29.414707   6.9970997284942160E-02   7.1563457880133947E-03   7.1795553244484456E-01   9.9687187618925796E-02
      29.614807   6.7219714007107439E-02   7.7227824803005824E-03   7.1203020637260073E-01   1.0312269637274607E-01
      29.814907   6.3827984437187887E-02   8.0805211268599828E-03   7.0806684980583778E-01   1.0589931417164745E-01
      30.015008   5.9953714550587685E-02   8.2079943848221548E-03   7.0609244637213353E-01   1.0796010427225422E-01
      30.215108   5.5745539819139163E-02   8.0995586691200629E-03   7.0608999858188748E-01   1.0925791593266680E-01
      30.415208   5.1334043400744427E-02   7.7656388272599082E-03   7.0799399255527484E-01   1.0976447289428636E-01
      30.615308   4.6827268219142307E-02   7.2312346153071460E-03   7.1169084939287786E-01   1.0947377790726993E-01
      30.815408   4.2310635181681225E-02   6.5330806003624578E-03   7.1702640832446840E-01   1.0839786895190430E-01
      31.015508   3.7850051121116182E-02   5.7161509820681704E-03   7.2381789727908297E-01   1.0655916603903461E-01
      31.215608   3.3496191725388404E-02   4.8301794722038363E-03   7.3186477292148711E-01   1.0398716499698923E-01
      31.415708   2.9288516324603338E-02   3.9264299616944718E-03   7.4095457862312009E-01   1.0072351106987917E-01
      31.615808   2.5258830158891753E-02   3.0545863679018728E-03   7.5086426651667215E-01   9.6832500984297395E-02
      31.815908   2.1434887049971145E-02   2.2596433997208575E-03   7.6135973338860907E-01   9.2410845019144428E-02
      32.016008   1.7844269457288335E-02   1.5788990101701891E-03   7.7219597015363173E-01   8.7592150427605778E-02
      32.216108   1.4518224285302103E-02   1.0393060190439893E-03   7.8311951845666061E-01   8.2544099294654921E-02
      32.416208   1.1494894838997776E-02   6.5550782175654795E-04   7.9387423494057785E-01   7.7457864330584117E-02
      32.616308   8.8215144790532753E-03   4.2890366451348987E-04   8.0420921954152513E-01   7.2531577204532904E-02
      32.816408   6.5553170138225036E-03   3.4799227962785238E-04   8.1388508720619401E-01   6.7952693887665866E-02
      33.016508   4.7629764316062719E-03   3.9000277103894577E-04   8.2267491494576706E-01   6.3884779014725404E-02
      33.216608   3.5183786091993706E-03   5.2358802680417126E-04   8.3035994894633647E-01   6.0461068814107913E-02
      33.416708   2.8986187006827817E-03   7.1226812609813015E-04   8.3672385493145696E-01   5.7783218664243949E-02
      33.616808   2.9783302480457540E-03   9.1832021955965759E-04   8.4154981831398024E-01   5.5922345556760462E-02
      33.816908   3.8226306216987169E-03   1.1068054715639602E-03   8.4462349797405789E-01   5.4920230246169072E-02
      34.017009   5.4790688484901325E-03   1.2493900558018349E-03   8.4574399285641222E-01   5.4789119028387297E-02
      34.217109   7.9691979112610917E-03   1.3275762861673112E-03   8.4474332432397736E-01   5.5509510280592082E-02
      34.417209   1.1280852630154267E-02   1.3349105508658847E-03   8.4151066796976737E-01   5.7028052425247583E-02
      34.617309   1.5362524196080503E-02   1.2777598044514773E-03   8.3601350577113698E-01   5.9260090909773307E-02
      34.817409   2.0120971790377924E-02   1.1744766343279264E-03   8.2830857105949951E-01   6.2099930494426102E-02
      35.017509   2.5422549162453279E-02   1.0531512596694604E-03   8.1854047551772224E-01   6.5437215889050659E-02
      35.217609   3.1098112349227616E-02   9.4843904185738510E-04   8.0693070965388825E-01   6.9174137042090758E-02
      35.417709   3.6950972006044705E-02   8.9798244190749743E-04   7.9376196903241192E-01   7.3237560267767399E-02
      35.617809   4.2767100419328762E-02   9.3873730476071865E-04   7.7936299123647756E-01   7.7581973721578698E-02
      35.817909   4.8326783603532077E-02   1.1032461358347629E-03   7.6409705029756336E-01   8.2182768999866138E-02
      36.018009   5.3417107189730494E-02   1.4158469675947737E-03   7.4835294256735996E-01   8.7023992553678903E-02
      36.218109   5.7844719807314045E-02   1.8890926652266756E-03   7.3253384192631255E-01   9.2087330494268801E-02
      36.418209   6.1448003105771483E-02   2.5210406814936306E-03   7.1704031831334969E-01   9.7347253735342906E-02
      36.618309   6.4107405774534817E-02   3.2941417859107527E-03   7.0224852707582497E-01   1.0277221578562427E-01
      36.818409   6.5752687664828044E-02   4.1760507150816950E-03   6.8848936035817210E-01   1.0832727671862982E-01
      37.018509   6.6366164542015438E-02   5.1220694030034682E-03   6.7603584896556745E-01   1.1397255841658470E-01
      37.218609   6.5981497357958593E-02   6.0785876802555323E-03   6.6510299102284620E-01   1.1965522146879259E-01
      37.418709   6.4678071014084695E-02   6.9870357187865710E-03   6.5585819595016637E-01   1.2529776151920505E-01
      37.618809   6.2571594981950932E-02   7.7882276700289767E-03   6.4843591751690965E-01   1.3078835865083654E-01
      37.818909   5.9802034730687716E-02   8.4271180628615501E-03   6.4294948294811893E-01   1.3597843285015254E-01
      38.019010   5.6520148059570001E-02   8.8578099727562275E-03   6.3949533908520506E-01   1.4069038987779198E-01
      38.219110   5.2874035337421424E-02   9.0483038994284004E-03   6.3814813259517911E-01   1.4473555394044554E-01
      38.419210   4.8997532741197260E-02   8.9841315795607668E-03   6.3894922833629730E-01   1.4793752694024961E-01
      38.619310   4.5002447158446826E-02   8.6699711412755974E-03   6.4189497793413408E-01   1.5015219768163074E-01
      38.819410   4.0975691767071762E-02   8.1288528693249946E-03   6.4693048968145916E-01   1.5127773425118596E-01
      39.019510   3.6980641465713962E-02   7.3993656777395231E-03   6.5394946499070294E-01   1.5125583067563317E-01
      39.219610   3.3060904187043584E-02   6.5317038751879636E-03   6.6279615555057592E-01   1.5007135337911573E-01
      39.419710   2.9244968352935181E-02   5.5832260113547029E-03   6.7326586812038991E-01   1.4775583891402333E-01
      39.619810   2.5551124633033315E-02   4.6138402611043761E-03   6.8510371205488130E-01   1.4439456624685110E-01
      39.819910   2.1992589724523604E-02   3.6813707504683634E-03   6.9800355265728475E-01   1.4013336871496618E-01
      40.020010   1.8582654881580059E-02   2.8370787795247254E-03   7.1161002568420795E-01   1.3518083861774416E-01
      40.220110   1.5339423333446400E-02   2.1215873825616302E-03   7.2552715026407788E-01   1.2980171579049232E-01
      40.420210   1.2289666891342459E-02   1.5615913788525340E-03   7.3933614522174229E-01   1.2429842056430294E-01
      40.620310   9.4714904250612769E-03   1.1678763959632043E-03   7.5262052199268303E-01   1.1898216703213189E-01
      40.820410   6.9356325590359674E-03   9.3510896498422450E-04   7.6499087150187783E-01   1.1414128338881407E-01
      41.020510   4.7452259272046217E-03   8.4350126776447593E-04   7.7610090570165569E-01   1.1001649106908046E-01
      41.220610   2.9737612354843982E-03   8.6202686647748352E-04   7.8565210070493774E-01   1.0678816429960480E-01
      41.420710   1.7010721905888042E-03   9.5265963843806697E-04   7.9339091561884634E-01   1.0457380240519620E-01
      41.620810   1.0074985234977140E-03   1.0751246105021170E-03   7.9910372403974950E-01   1.0343159262950563E-01
      41.820910   9.6673844765746706E-04   1.1916910735982752E-03   8.0261205581175876E-01   1.0336756939917348E-01
      42.021011   1.6379252995181038E-03   1.2715548958724221E-03   8.0377063964845130E-01   1.0434421721042754E-01
      42.221111   3.0573340509375798E-03   1.2944109022036462E-03   8.0247259975695440E-01   1.0628709671460701E-01
      42.421211   5.2304023364631354E-03   1.2528532516815265E-03   7.9866343252740368E-01   1.0908825875645035E-01
      42.621311   8.1253968859263132E-03   1.1532295502919283E-03   7.9235782392612719E-01   1.1261092247912270E-01
      42.821411   1.1670236715558205E-02   1.0147068392584544E-03   7.8364972106415542E-01   1.1670180440129553E-01
      43.021511   1.5753276786143338E-02   8.6671152990408951E-04   7.7271100831511064E-01   1.2121205925597715E-01
      43.221611   2.0227916252507073E-02   7.4533894319159840E-04   7.5978124916860323E-01   1.2602105879911815E-01
      43.421711   2.4920436801445456E-02   6.8947526795544694E-04   7.4515316119368047E-01   1.3105554955771390E-01
      43.621811   2.9640353020736896E-02   7.3720303746153482E-04   7.2915723492715212E-01   1.3629893193528386E-01
      43.821911   3.4192349355965719E-02   9.2270786984564954E-04   7.1214846805215781E-01   1.4178777607324602E-01
      44.022011   3.8388640179051865E-02   1.2735148186732534E-03   6.9449807690536636E-01   1.4759524217023678E-01
      44.222111   4.2060582167729545E-02   1.8076799339546176E-03   6.7659046968000436E-01   1.5380528593625956E-01
      44.422211   4.5068617679577705E-02   2.5307856178156613E-03   6.5882113036466161E-01   1.6048600319758716E-01
      44.622311   4.7309978987630709E-02   3.4331867760574236E-03   6.4158858795207219E-01   1.6767114625250504E-01
      44.822411   4.8723843389600674E-02   4.4884326002073340E-03   6.2527749449581360E-01   1.7535314373162345E-01
      45.022511   4.9293638542099630E-02   5.6536207726306459E-03   6.1023823191931825E-01   1.8348260229371938E-01
      45.222611   4.9046046406329251E-02   6.8717767116305345E-03   5.9677287122488809E-01   1.9196667528382977E-01
      45.422711   4.8046399348842084E-02   8.0758913580906665E-03   5.8513251249371256E-01   2.0066427481312654E-01
      45.622811   4.6390928404257209E-02   9.1942276431758365E-03   5.7552326110668206E-01   2.0938181985261736E-01
      45.822911   4.4197166522286654E-02   1.0156479370645156E-02   5.6811564215280186E-01   2.1787295992570854E-01
      46.023012   4.1593736410896018E-02   1.0900182440240122E-02   5.6305322201457542E-01   2.2584463820875034E-01
      46.223112   3.8709930631263968E-02   1.1376720390544801E-02   5.6045527732749534E-01   2.3297437028296847E-01
      46.423212   3.5665399444245668E-02   1.1556269003253912E-02   5.6040888003413525E-01   2.3894243401351220E-01
      46.623312   3.2561382952335446E-02   1.1430866620251475E-02   5.6295269480452392E-01   2.4347227761352078E-01
      46.823412   2.9475602494175603E-02   1.1014844308074185E-02   5.6806191510849680E-01   2.4636346746951715E-01
      47.023512   2.6461749093005298E-02   1.0342509491943767E-02   5.7564160499690686E-01   2.4750666067019811E-01
      47.223612   2.3552521163454503E-02   9.4638065212600576E-03   5.8552722247834965E-01   2.4688374928999912E-01
      47.423712   2.0764358060243172E-02   8.4389709858670118E-03   5.9748702188336000E-01   2.4456270876030647E-01
      47.623812   1.8102667336260168E-02   7.3329656311665508E-03   6.1122357445699926E-01   2.4069256842792383E-01
      47.823912   1.5567158498350933E-02   6.2101898854651991E-03   6.2637440641660314E-01   2.3549894704080904E-01
      48.024012   1.3157033571158210E-02   5.1297446570467515E-03   6.4251254702528116E-01   2.2927946890128792E-01
      48.224112   1.0875580241101839E-02   4.1413505283049833E-03   6.5915018057896502E-01   2.2239666718115780E-01
      48.424212   8.7337305145470841E-03   3.2819837532549272E-03   6.7575184923827258E-01   2.1526247666270806E-01
      48.624312   6.7524167002197457E-03   2.5735104513420256E-03   6.9176140967215682E-01   2.0830938118108547E-01
      48.824412   4.9637781457959754E-03   2.0218058142191303E-03   7.0663803919911305E-01   2.0195152136023944E-01
      49.024512   3.4112684956473793E-03   1.6176965757835203E-03   7.1988939884800707E-01   1.9654722700894825E-01
      49.224612   2.1485579419203440E-03   1.3396168988214804E-03   7.3109220863024971E-01   1.9237401677655763E-01
      49.424712   1.2370398567037475E-03   1.1574956425121593E-03   7.3989888298627249E-01   1.8961950861352744E-01
      49.624812   7.4189292100425492E-04   1.0373013420451995E-03   7.4603465004010661E-01   1.8838518508376223E-01
      49.824912   7.2689713147659676E-04   9.4574251255290080E-04   7.4929000220062736E-01   1.8869832095273401E-01
      50.025013   1.2482645168857387E-03   8.5470392587448272E-04   7.4951300690873801E-01   1.9052731488839544E-01
      50.225113   2.3476144772171018E-03   7.4507360380407668E-04   7.4660722216231146E-01   1.9379495881039424E-01
      50.425213   4.0443051185572549E-03   6.0965634867729188E-04   7.4053975462919153E-01   1.9838564233206102E-01
      50.625313   6.3278863282347081E-03   4.5482260168528104E-04   7.3135791007422724E-01   2.0414771832191783E-01
      50.825413   9.1521177838745273E-03   3.0048471961899764E-04   7.1920630735630886E-01   2.1089721934483241E-01
      51.025513   1.2432216912919191E-02   1.7812183385558302E-04   7.0433473820773507E-01   2.1842928759709601E-01
      51.225613   1.6046556449546990E-02   1.2696988108980138E-04   6.8709085899683653E-01   2.2653927435419838E-01
