#        t [ns]                  pop[00]                  pop[01]                  pop[10]                  pop[11]
       8.004002   9.9560244813542986E-01   3.1570827127726641E-03   1.2199662960790309E-03   3.5237357708847456E-06
       8.204102   9.9521647414095338E-01   3.0866544723965389E-03   1.6696948029439492E-03   4.8109014526379062E-06
       8.404202   9.9477685009400885E-01   2.9463934079101569E-03   2.2414783007255312E-03   6.3056681688586426E-06
       8.604302   9.9425348437075389E-01   2.7471735462890551E-03   2.9544796286436531E-03   7.9537854882372555E-06
       8.804402   9.9360797152829428E-01   2.5070392600520324E-03   3.8290380177192049E-03   9.7013201193630726E-06
       9.004502   9.9279475751026081E-01   2.2510702388464691E-03   4.8856073391878446E-03   1.1533168931868626E-05
       9.204602   9.9176320484090574E-01   2.0108564382116437E-03   6.1431501815644440E-03   1.3535570203221211E-05
       9.404702   9.9046066392529264E-01   1.8234849615023894E-03   7.6169706223451726E-03   1.5984116552191653E-05
       9.604802   9.8883662375658754E-01   1.7299341400972910E-03   9.3160165259256588E-03   1.9451264166706068E-05
       9.804902   9.8684785116548723E-01   1.7728379038609151E-03   1.1239792903574247E-02   2.4916317475578517E-05
      10.005003   9.8446406085722771E-01   1.9937500458538583E-03   1.3375244988504649E-02   3.3849034662864017E-05
      10.205103   9.8167318799711811E-01   2.4302710308028012E-03   1.5694218763864263E-02   4.8230763924998784E-05
      10.405203   9.7848511379082703E-01   3.1135465828325839E-03   1.8152179971131614E-02   7.0480041248365200E-05
      10.605303   9.7493302202705545E-01   4.0665471325835190E-03   2.0688629836995594E-02   1.0326401491219945E-04
      10.805403   9.7107225158504762E-01   5.3032404269975708E-03   2.3229245098956439E-02   1.4919849613761381E-04
      11.005503   9.6697703136490321E-01   6.8284934518557036E-03   2.5689509816527026E-02   2.1046236232370564E-04
      11.205603   9.6273567091760381E-01   8.6383786672300962E-03   2.7979575956855594E-02   2.8837210455715353E-04
      11.405703   9.5844495197419477E-01   1.0720473702788251E-02   3.0010008349979161E-02   3.8297502973469113E-04
      11.605803   9.5420466426380024E-01   1.3053856445741549E-02   3.1697762782466131E-02   4.9272517632199060E-04
      11.805903   9.5011293935562902E-01   1.5608960266989515E-02   3.2971549327642194E-02   6.1431155053293183E-04
      12.006003   9.4626220484433909E-01   1.8347879851419571E-02   3.3776073841601889E-02   7.4270972797876552E-04
      12.206103   9.4273519823190488E-01   2.1225415705765811E-02   3.4075279025443023E-02   8.7149968145611319E-04
      12.406203   9.3960122702394322E-01   2.4190298627881385E-02   3.3854837133139006E-02   9.9342584905517104E-04
      12.606303   9.3691377319773306E-01   2.7185831588508583E-02   3.3123557969033726E-02   1.1011103417946436E-03
      12.806403   9.3471022437843720E-01   3.0150102213077661E-02   3.1912884439706746E-02   1.1878097211356507E-03
      13.006503   9.3301327613505181E-01   3.3016767746907927E-02   3.0274061950656021E-02   1.2481160116701009E-03
      13.206603   9.3183291491939502E-01   3.5717053443262765E-02   2.8273539226140773E-02   1.2785088604548788E-03
      13.406703   9.3116830151754115E-01   3.8182683011679409E-02   2.5987653588720974E-02   1.2776760018466656E-03
      13.606803   9.3100937943622197E-01   4.0349220010522706E-02   2.3497366130815624E-02   1.2465564056868374E-03
      13.806903   9.3133815424391320E-01   4.2159493943606442E-02   2.0883426325800789E-02   1.1881110873746793E-03
      14.007004   9.3212987233515909E-01   4.3566370046305591E-02   1.8222389645452117E-02   1.1068692099181618E-03
      14.207104   9.3335482097061262E-01   4.4533487931906250E-02   1.5584028458675056E-02   1.0083381422425384E-03
      14.407204   9.3498124241385272E-01   4.5033264014848473E-02   1.3030313362409217E-02   8.9840152113768179E-04
      14.607304   9.3697860385870779E-01   4.5043495960875507E-02   1.0615463038109375E-02   7.8282084592483554E-04
      14.807404   9.3931942430590010E-01   4.4545307824348436E-02   8.3862447848439374E-03   6.6688884159622481E-04
      15.007504   9.4197828097498548E-01   4.3524347374203548E-02   6.3820541303698467E-03   5.5520660325984424E-04
      15.207604   9.4492811013622247E-01   4.1974954333743091E-02   4.6349045205129752E-03   4.5153135727321874E-04
      15.407704   9.4813506080672816E-01   3.9905535332828014E-02   3.1697451540703830E-03   3.5866772542575008E-04
      15.607804   9.5155331556246325E-01   3.7343398648978267E-02   2.0053584250179102E-03   2.7840681627231420E-04
      15.807904   9.5512103099188661E-01   3.4337895098016068E-02   1.1557674700773363E-03   2.1152621641600975E-04
      16.008004   9.5875842996027727E-01   3.0960959235284660E-02   6.3193174684815013E-04   1.5786041323408430E-04
      16.208104   9.6236875068364269E-01   2.7304379406510274E-02   4.4357249287916461E-04   1.1645055039787486E-04
      16.408204   9.6584162408020258E-01   2.3474198697221657E-02   6.0106278444013229E-04   8.5779785129045416E-05
      16.608304   9.6905690925901833E-01   1.9584369830691447E-02   1.1172416254946178E-03   6.4087197461776258E-05
      16.808404   9.7188653423527649E-01   1.5752614325461906E-02   2.0087612803549198E-03   4.9740716290760078E-05
      17.008504   9.7419341900814560E-01   1.2100098786490713E-02   3.2963728753961853E-03   4.1659688618460901E-05
      17.208604   9.7582904699579753E-01   8.7538538927953800E-03   5.0036448098095829E-03   3.9808622934596351E-05
      17.408704   9.7663256664365405E-01   5.8491283379603822E-03   7.1539493983961890E-03   4.5800849100525746E-05
      17.608804   9.7643390470796509E-01   3.5290934425854905E-03   9.7657999928216620E-03   6.3620109994282485E-05
      17.808904   9.7506264615974314E-01   1.9402050571124703E-03   1.2846641826986248E-02   1.0038371083540903E-04
      18.009005   9.7236361342285549E-01   1.2222449291433562E-03   1.6385485277056942E-02   1.6695313252479527E-04
      18.209105   9.6821723417923389E-01   1.4939766809843780E-03   2.0345802319391017E-02   2.7810111105741126E-04
      18.409205   9.6255829211491017E-01   2.8387571990057064E-03   2.4661201146886667E-02   4.5196135336774426E-04
      18.609305   9.5538564120526004E-01   5.2957303769639993E-03   2.9235987710431600E-02   7.0865731337363402E-04
      18.809405   9.4676120830464272E-01   8.8584575972642209E-03   3.3950493174953703E-02   1.0682061945854087E-03
      19.009505   9.3680379485382992E-01   1.3477519024527426E-02   3.8668948015612090E-02   1.5478702736077205E-03
      19.209605   9.2568396290090160E-01   1.9062707167606805E-02   4.3247726727665477E-02   2.1591397151658584E-03
      19.409705   9.1362137195031490E-01   2.5483775484886621E-02   4.7543343737939739E-02   2.9046425479590967E-03
      19.609805   9.0088252927017320E-01   3.2571315778512515E-02   5.1420324842741477E-02   3.7754538098065081E-03
      19.809905   8.8777703790256723E-01   4.0119798710298832E-02   5.4758310415991010E-02   4.7493885369486047E-03
      20.010005   8.7464983611490887E-01   4.7895491807082476E-02   5.7457174071139719E-02   5.7909337310443707E-03
      20.210105   8.6186425740058814E-01   5.5652639099988833E-02   5.9440078389581978E-02   6.8535186764674396E-03
      20.410205   8.4977267070122242E-01   6.3157699899426448E-02   6.0655630700917361E-02   7.8844030848314681E-03
      20.610305   8.3869206108096417E-01   7.0206930795456909E-02   6.1079207276546761E-02   8.8304274845472912E-03
      20.810405   8.2888307762944113E-01   7.6636438167376086E-02   6.0715229658588929E-02   9.6439682297986221E-03
      21.010505   8.2054141868174435E-01   8.2321208524764933E-02   5.9597712145916693E-02   1.0287571723094826E-02
      21.210605   8.1380010065298125E-01   8.7168171413207776E-02   5.7787353751193780E-02   1.0736678779586829E-02
      21.410705   8.0873602740435713E-01   9.1110097186710343E-02   5.5365482999987212E-02   1.0980590941538115E-02
      21.610805   8.0537613450817791E-01   9.4103033211054385E-02   5.2426732816364015E-02   1.1022007066695217E-02
      21.810905   8.0370206135702249E-01   9.6126474840046355E-02   4.9072130092430555E-02   1.0875403001782098E-02
      22.011006   8.0365382542219244E-01   9.7185136084894916E-02   4.5403101946979468E-02   1.0564532070567036E-02
      22.211106   8.0513346415800269E-01   9.7310882013374733E-02   4.1516468489111918E-02   1.0119337683648940E-02
      22.411206   8.0801091715376328E-01   9.6561332969986591E-02   3.7501074820713923E-02   9.5725676467648489E-03
      22.611306   8.1213445303458198E-01   9.5011706452771461E-02   3.3436859434833509E-02   8.9565101097917130E-03
      22.811406   8.1734438272278009E-01   9.2741602131881734E-02   2.9396014341632058E-02   8.3004510550679263E-03
      23.011506   8.2348471335710172E-01   8.9823985318511435E-02   2.5444612715545066E-02   7.6293228693368230E-03
      23.211606   8.3040800007999704E-01   8.6322619948414531E-02   2.1643219899179816E-02   6.9635075216317715E-03
      23.411706   8.3797349450448277E-01   8.2297512140036860E-02   1.8046403364224192E-02   6.3193190296366528E-03
      23.611806   8.4604209220712512E-01   7.7813204895594706E-02   1.4702166063956594E-02   5.7096903432977599E-03
      23.811906   8.5447080322658364E-01   7.2945863769684136E-02   1.1652210934280790E-02   5.1448619542210569E-03
      24.012006   8.6310768001922078E-01   6.7788056391428181E-02   8.9331355650008118E-03   4.6330321534618878E-03
      24.212106   8.7178839675562758E-01   6.2450526602282161E-02   6.5781403864682061E-03   4.1809143752284585E-03
      24.412206   8.8033626355618066E-01   5.7059479052321969E-02   4.6188907181459651E-03   3.7941582810502618E-03
      24.612306   8.8856552424433144E-01   5.1749524209934582E-02   3.0873832460729948E-03   3.4777046070531901E-03
      24.812406   8.9628471987540426E-01   4.6655766802296883E-02   2.0176290144918252E-03   3.2362142648892280E-03
      25.012506   9.0329684037200786E-01   4.1909227777898184E-02   1.4467166765515756E-03   3.0746337445872671E-03
      25.212606   9.0939672728441867E-01   3.7636379393458576E-02   1.4146754968642340E-03   2.9988228782330795E-03
      25.412706   9.1436964755002936E-01   3.3959792086141728E-02   1.9627087300571546E-03   3.0161211488721725E-03
      25.612806   9.1799461717844355E-01   3.0996623080674111E-02   3.1296885553174659E-03   3.1357733463949805E-03
      25.812906   9.2005346531016552E-01   2.8853926230473080E-02   4.9470514970348187E-03   3.3691690612708222E-03
      26.013007   9.2034520905304906E-01   2.7621137942224309E-02   7.4324209296995234E-03   3.7298065205218851E-03
      26.213107   9.1870468657354731E-01   2.7360472880909890E-02   1.0582675008820618E-02   4.2328223695994689E-03
      26.413207   9.1502192241109215E-01   2.8097772453738828E-02   1.4367763980826488E-02   4.8939557737907296E-03
      26.613307   9.0925581308904957E-01   2.9818689735099307E-02   1.8726788555339623E-02   5.7279900993057612E-03
      26.813407   9.0143746971744043E-01   3.2473600326553685E-02   2.3567196059006559E-02   6.7469076509376951E-03
      27.013507   8.9166541512927422E-01   3.5988670582728637E-02   2.8766865531676129E-02   7.9579825132828942E-03
      27.213607   8.8010009185250360E-01   4.0275888945960944E-02   3.4178328030254307E-02   9.3618134244847408E-03
      27.413707   8.6696317047304916E-01   4.5236606412794284E-02   3.9634719052479686E-02   1.0950156853546883E-02
      27.613807   8.5254040776823392E-01   5.0759175771889729E-02   4.4957562507161868E-02   1.2703619195390882E-02
      27.813907   8.3718186388386029E-01   5.6715838054276296E-02   4.9966351116489963E-02   1.4589710794931383E-02
      28.014007   8.2129321287230039E-01   6.2964294859029310E-02   5.4489156919843657E-02   1.6562127801812890E-02
      28.214107   8.0531513064531868E-01   6.9356655552884686E-02   5.8372865800299018E-02   1.8562149814915819E-02
      28.414207   7.8969213111701730E-01   7.5754550161905632E-02   6.1491678696673387E-02   2.0522602716441237E-02
      28.614307   7.7483691242430752E-01   8.2045152141675362E-02   6.3753266662783387E-02   2.2373946070116724E-02
      28.814407   7.6110005762023092E-01   8.8150245168786320E-02   6.5102781329584303E-02   2.4051008566972613E-02
      29.014507   7.4875470910991582E-01   9.4022151434214205E-02   6.5525013717512667E-02   2.5498435581169179E-02
      29.214607   7.3799940250913487E-01   9.9627284620944084E-02   6.5044280171276669E-02   2.6673646727194363E-02
      29.414707   7.2897297558345064E-01   1.0492581608002270E-01   6.3721093754491739E-02   2.7547611158026581E-02
      29.614807   7.2177081733716797E-01   1.0985768220320599E-01   6.1645333451797936E-02   2.8104699963834790E-02
      29.814907   7.1645487985100920E-01   1.1433995012751344E-01   5.8926965606668581E-02   2.8342537162089121E-02
      30.015008   7.1305616651644044E-01   1.1827433428052155E-01   5.5686025762348601E-02   2.8271832259162334E-02
      30.215108   7.1157233845335277E-01   1.2156076447732224E-01   5.2043283758750954E-02   2.7915622221542587E-02
      30.415208   7.1196455985774121E-01   1.2411168808703875E-01   4.8112768516246851E-02   2.7307355964071117E-02
      30.615308   7.1415819486697263E-01   1.2586093072568616E-01   4.3997329260000564E-02   2.6487629016519538E-02
      30.815408   7.1804986770706547E-01   1.2676354706369836E-01   3.9787689417237024E-02   2.5500069883814008E-02
      31.015508   7.2351815704027356E-01   1.2678993762160390E-01   3.5563878294283625E-02   2.4387542920539095E-02
      31.215608   7.3043145578794200E-01   1.2592230513911815E-01   3.1396970880670477E-02   2.3189792322074524E-02
      31.415708   7.3864860344206540E-01   1.2415873180013709E-01   2.7349794793681159E-02   2.1942826676459325E-02
      31.615808   7.4801326204341900E-01   1.2152316667090095E-01   2.3476813877125469E-02   2.0679505820750049E-02
      31.815908   7.5834601978772775E-01   1.1807583132803506E-01   1.9824197977588630E-02   1.9430586321549502E-02
      32.016008   7.6943774930807585E-01   1.1391964487945257E-01   1.6430755646721602E-02   1.8225728800072928E-02
      32.216108   7.8104674245387939E-01   1.0920034128317392E-01   1.3329747559931802E-02   1.7094185927688969E-02
      32.416208   7.9290152258805546E-01   1.0409905339302952E-01   1.0551283643158053E-02   1.6064997956733076E-02
      32.616308   8.0470919502474003E-01   9.8818120594227468E-02   8.1249599238110027E-03   1.5166718306422996E-02
      32.816408   8.1616602750810163E-01   9.3564116329306238E-02   6.0823061738331068E-03   1.4426936939074672E-02
      33.016508   8.2696610024274886E-01   8.8533363474810362E-02   4.4584958417463808E-03   1.3871909340494593E-02
      33.216608   8.3680677908694834E-01   8.3902577271626547E-02   3.2928198221336274E-03   1.3526378112838517E-02
      33.416708   8.4539311627862590E-01   7.9823618107285735E-02   2.6276845499746920E-03   1.3413434474874412E-02
      33.616808   8.5244364239016568E-01   7.6420275518023259E-02   2.5061694033664430E-03   1.3554215150711419E-02
      33.816908   8.5769857344413869E-01   7.3785922092107006E-02   2.9683004052144936E-03   1.3967309835061059E-02
      34.017009   8.6093097701478138E-01   7.1981215617468203E-02   4.0462418291167274E-03   1.4667806781609543E-02
      34.217109   8.6196106089029956E-01   7.1031308998431866E-02   5.7587722702794582E-03   1.5665911989880238E-02
      34.417209   8.6067122774226246E-01   7.0924182967707874E-02   8.1056934464390201E-03   1.6965156203660934E-02
      34.617309   8.5701677250493125E-01   7.1614006308864747E-02   1.1062969325407315E-02   1.8560405327060547E-02
      34.817409   8.5102813806943745E-01   7.3032114566664197E-02   1.4579277980766671E-02   2.0436103780865401E-02
      35.017509   8.4280514115039185E-01   7.5103677946012221E-02   1.8574458492865178E-02   2.2565250140853980E-02
      35.217609   8.3250723852803965E-01   7.7764608781884251E-02   2.2940221508008458E-02   2.4909473117706912E-02
      35.417709   8.2034458993852521E-01   8.0972934290101814E-02   2.7543374898265818E-02   2.7420273219919584E-02
      35.617809   8.0657330993133936E-01   8.4710819412463459E-02   3.2231587399028178E-02   3.0041110094386932E-02
      35.817909   7.9149525168785384E-01   8.8976996054062771E-02   3.6841428207419084E-02   3.2709776880357117E-02
      36.018009   7.7545829801309385E-01   9.3773907212452517E-02   4.1208086931229675E-02   3.5360664690108644E-02
      36.218109   7.5885047982423393E-01   9.9096607291457930E-02   4.5175735065840557E-02   3.7926985627067165E-02
      36.418209   7.4208343450189307E-01   1.0492864580226632E-01   4.8607126247672702E-02   4.0343321485482468E-02
      36.618309   7.2556675066240273E-01   1.1124480566664065E-01   5.1391148887800969E-02   4.2548662214201234E-02
      36.818409   7.0968051529437215E-01   1.1801547958233609E-01   5.3447732811175430E-02   4.4489534866001511E-02
      37.018509   6.9475527743045995E-01   1.2520602529723807E-01   5.4730305970124370E-02   4.6122377614469745E-02
      37.218609   6.8106532260937358E-01   1.3276771869133752E-01   5.5226318169662607E-02   4.7414460672170741E-02
      37.418709   6.6883458639068605E-01   1.4062266691369613E-01   5.4956124330139064E-02   4.8343422524327641E-02
      37.618809   6.5824930774276480E-01   1.4864896946583864E-01   5.3970175645413190E-02   4.8896256338657115E-02
      37.818909   6.4947040574282067E-01   1.5667263382463764E-01   5.2344303663277594E-02   4.9068698084820117E-02
      38.019010   6.4264013804271114E-01   1.6447097685565928E-01   5.0172913871274670E-02   4.8865458481525015E-02
      38.219110   6.3788021480234935E-01   1.7178926769901987E-01   4.7560353492446056E-02   4.8301031656594835E-02
      38.419210   6.3528282025036809E-01   1.7836692650347466E-01   4.4611774616759088E-02   4.7400212979802112E-02
      38.619310   6.3490062532599345E-01   1.8396395629030143E-01   4.1425695863909595E-02   4.6197315091117803E-02
      38.819410   6.3674209429982342E-01   1.8837871169775450E-01   3.8089911315665130E-02   4.4733727326921491E-02
      39.019510   6.4077283666662654E-01   1.9145574769794027E-01   3.4680536205855463E-02   4.3054570372683065E-02
      39.219610   6.4691821340122724E-01   1.9308963305872395E-01   3.1262549850974208E-02   4.1205780766609142E-02
      39.419710   6.5506245211028513E-01   1.9323041712810665E-01   2.7890389763501246E-02   3.9232569186285295E-02
      39.619810   6.6504350277550162E-01   1.9189138586082469E-01   2.4608269751695954E-02   3.7179392870393645E-02
      39.819910   6.7664592427112724E-01   1.8915625639065187E-01   2.1450594330970321E-02   3.5091051750555137E-02
      40.020010   6.8959523552332180E-01   1.8518238704525203E-01   1.8442808159660280E-02   3.3014303304330431E-02
      40.220110   7.0355804394033994E-01   1.8019634400399920E-01   1.5602842779681205E-02   3.0999254775841048E-02
      40.420210   7.1815194968392693E-01   1.7447844459920989E-01   1.2943339603426675E-02   2.9099807889662883E-02
      40.620310   7.3296517501821079E-01   1.6833655814956119E-01   1.0474763785742603E-02   2.7372823842825352E-02
      40.820410   7.4757966718841817E-01   1.6207573953926163E-01   8.2091135625555062E-03   2.5876298768730523E-02
      41.020510   7.6158918401113218E-01   1.5597330731742665E-01   6.1634038657265317E-03   2.4667198339260381E-02
      41.220610   7.7460872302398465E-01   1.5026488517704331E-01   4.3619458893642124E-03   2.3799419728665158E-02
      41.420710   7.8627850257874943E-01   1.4513988892975030E-01   2.8368450478090915E-03   2.3321899211490048E-02
      41.620810   7.9626728379020983E-01   1.4074221014064794E-01   1.6267773895154371E-03   2.3276638867337229E-02
      41.820910   8.0427665946715454E-01   1.3717386081277144E-01   7.7446387443780740E-04   2.3696532718198444E-02
      42.021011   8.1004671694753438E-01   1.3450025291124565E-01   3.2317082243895175E-04   2.4603084469200256E-02
      42.221111   8.1336547541355408E-01   1.3275407802993758E-01   3.1238313927379644E-04   2.6004169542715682E-02
      42.421211   8.1408339497976934E-01   1.3193585835891766E-01   7.7294715358556328E-04   2.7891923133613331E-02
      42.621311   8.1212810740876096E-01   1.3201483250028456E-01   1.7223384925723229E-03   3.0240830741009733E-02
      42.821411   8.0751098358139728E-01   1.3293684901828035E-01   3.1607706132055022E-03   3.3006257355673488E-02
      43.021511   8.0032175995331001E-01   1.3464131476551880E-01   5.0685176272923663E-03   3.6123862940829685E-02
      43.221611   7.9071480482118750E-01   1.3708214859170842E-01   7.4045394088556333E-03   3.9510439598275729E-02
      43.421711   7.7889318113910111E-01   1.4024534429386543E-01   1.0106545629382015E-02   4.3066607287899690E-02
      43.621811   7.6509500107872175E-01   1.4415780623899624E-01   1.3092742404424046E-02   4.6681531226219146E-02
      43.821911   7.4958508917429678E-01   1.4888446311480547E-01   1.6265371168007026E-02   5.0239376687341186E-02
      44.022011   7.3265395725480920E-01   1.5451279242859542E-01   1.9515854463590540E-02   5.3626678829181665E-02
      44.222111   7.1462304453475600E-01   1.6112772270858389E-01   2.2731104927465533E-02   5.6739426812730878E-02
      44.422211   6.9585027857306225E-01   1.6878479175502145E-01   2.5800375355168350E-02   5.9488734207369089E-02
      44.622311   6.7672739569255158E-01   1.7749136195167095E-01   2.8621904303176512E-02   6.1804535277029837E-02
      44.822411   6.5766464526778090E-01   1.8720089081368294E-01   3.1108588371603088E-02   6.3637385905797858E-02
      45.022511   6.3906802771048610E-01   1.9781615179806439E-01   3.3192079211970815E-02   6.4958591971834692E-02
      45.222611   6.2131997728061605E-01   2.0919270523402431E-01   3.4825050434134572E-02   6.5758642497129038E-02
      45.422711   6.0477012556143261E-01   2.2113834475012786E-01   3.5981772433003816E-02   6.6044065253312564E-02
      45.622811   5.8973468328118295E-01   2.3341062248625416E-01   3.6657462499963711E-02   6.5833522898886609E-02
      45.822911   5.7650037087040751E-01   2.4571540318237553E-01   3.6866972760022855E-02   6.5154344001613115E-02
      46.023012   5.6532978945232359E-01   2.5770880753751912E-01   3.6642919298644543E-02   6.4040192023045089E-02
      46.223112   5.5646314460995494E-01   2.6900834350418684E-01   3.6032560928399938E-02   6.2529819423315092E-02
      46.423212   5.5011000561805667E-01   2.7921964856909087E-01   3.5092755286931045E-02   6.0666450102797718E-02
      46.623312   5.4643154673399286E-01   2.8797539849501830E-01   3.3883714239761484E-02   5.8497174727002110E-02
      46.823412   5.4552294335812501E-01   2.9497160877313150E-01   3.2463603360492456E-02   5.6071773899807525E-02
      47.023512   5.4740515198928541E-01   2.9998864705074402E-01   3.0885516980520656E-02   5.3440854753428906E-02
      47.223612   5.5202591309276139E-01   3.0289726942723300E-01   2.9196547853784650E-02   5.0653877584997502E-02
      47.423712   5.5926367253064357E-01   3.0365793982879075E-01   2.7437652071291976E-02   4.7757912554315572E-02
      47.623812   5.6893006516416755E-01   3.0231890465303113E-01   2.5643494769364138E-02   4.4797667249469528E-02
      47.823912   5.8077016398722892E-01   2.9901383068031967E-01   2.3842219701368194E-02   4.1816920730437017E-02
      48.024012   5.9446083617388246E-01   2.9395908317194630E-01   2.2055137419824088E-02   3.8861199388324726E-02
      48.224112   6.0960970414239979E-01   2.8744956709550051E-01   2.0296170223595981E-02   3.5981114782299220E-02
      48.424212   6.2576117428071110E-01   2.7984796132271261E-01   1.8571278691552843E-02   3.3235282109610603E-02
      48.624312   6.4241556376599862E-01   2.7156132643344066E-01   1.6878717339736612E-02   3.0691643456383290E-02
      48.824412   6.5905935475785493E-01   2.6300618459160208E-01   1.5210955744792479E-02   2.8426611330268227E-02
      49.024512   6.7519608082496074E-01   2.5457225852135912E-01   1.3558280890540401E-02   2.6522301296061708E-02
      49.224612   6.9036727229814698E-01   2.4659649699373379E-01   1.1913195657633609E-02   2.5062570468193664E-02
      49.424712   7.0416044036573489E-01   2.3935217191126315E-01   1.0274488852115467E-02   2.4128451730626919E-02
      49.624812   7.1620766594572827E-01   2.3305070503655878E-01   8.6502824340718328E-03   2.3793258727795866E-02
      49.824912   7.2617955190407868E-01   2.2785162842114645E-01   7.0598869407463589E-03   2.4117522901046264E-02
      50.025013   7.3377878339953773E-01   2.2387604755485457E-01   5.5344423490991173E-03   2.5144029923117681E-02
      50.225113   7.3873862895663800E-01   2.2121800851487702E-01   4.1161558691454958E-03   2.6893351646887175E-02
      50.425213   7.4083143164765541E-01   2.1994855748578362E-01   2.8558895123151238E-03   2.9360296380793561E-02
      50.625313   7.3988720821927689E-01   2.2011178568392803E-01   1.8091360990286187E-03   3.2511621576190829E-02
      50.825413   7.3581590456876600E-01   2.2171798635213866E-01   1.0308698626723713E-03   3.6285200418453220E-02
      51.025513   7.2862408476974128E-01   2.2474126584334103E-01   5.7005917042307706E-04   4.0590648446241662E-02
      51.225613   7.1841919885739669E-01   2.2912641013833818E-01   4.6467570612162667E-04   4.5311265033988413E-02
