#     iter                       g1                       g2                       g3                   bare J                   deltaU                   full J                   deltaJ                       c1                       c2                       c3                 max_conc
        10   5.7744348692076763E-01  -1.0264118326460292E-01   2.0097523108476092E+00   5.3870443090602294E-01   2.6488864750878638E-02   7.7710421366393070E-02   6.2561434868863008E-02   8.5622126942332843E-01   1.2806740101147610E-01   1.2718594113983595E-01   7.5393390440857699E-01
        11   5.6649919296907492E-01  -1.0595570639487782E-01   1.9799913468229491E+00   5.1654340025913303E-01   2.5393715749017276E-02   7.4508684200028860E-02   5.8071525188548856E-02   8.5330451943234953E-01   1.3113614065988272E-01   1.2746066157026062E-01   7.6615316237400466E-01
        12   5.5592247790631844E-01  -1.0916056655130696E-01   1.9509774457690578E+00   4.9549316767710205E-01   2.4324244227946434E-02   7.1441136572861996E-02   5.3888119048875582E-02   8.5050895033900775E-01   1.3408580354895541E-01   1.2772852715371050E-01   7.7762718941614262E-01
        13   5.4570559350554348E-01  -1.1225181769414626E-01   1.9227121167502463E+00   4.7549942581053184E-01   2.3283558041061747E-02   6.8505144818008762E-02   4.9997702054960902E-02   8.4782714007577242E-01   1.3692310573818012E-01   1.2798706762090742E-01   7.8841110593758046E-01
        14   5.3583785948611418E-01  -1.1522720868947289E-01   1.8951881239085209E+00   4.5650471899665312E-01   2.2274232185552023E-02   6.5697280866662128E-02   4.6385674371671959E-02   8.4525151276378008E-01   1.3965558868403238E-01   1.2823313407854814E-01   7.9855918056569020E-01
        15   5.2630660138989194E-01  -1.1808590522741501E-01   1.8683916261691622E+00   4.3845076467970034E-01   2.1298279968820277E-02   6.3013528439908290E-02   4.3036727106452899E-02   8.4277449901538448E-01   1.4228957068239007E-01   1.2846479165499655E-01   8.0812059605231934E-01
        16   5.1709788856943795E-01  -1.2082821917979522E-01   1.8423039429090715E+00   4.2128007658981670E-01   2.0357160991520074E-02   6.0449452551349737E-02   3.9935188397939192E-02   8.4038864836691707E-01   1.4483085441009041E-01   1.2868049611324001E-01   8.1714084475930038E-01
        17   5.0819709868745067E-01  -1.2345535658144943E-01   1.8169029758897899E+00   4.0493703844050777E-01   1.9451815476737022E-02   5.8000337773114100E-02   3.7065326974781043E-02   8.3808670405647701E-01   1.4728492529389742E-01   1.2887881345483990E-01   8.2566214138437233E-01
        18   4.9958933790420723E-01  -1.2596919119171557E-01   1.7921643304236399E+00   3.8936856243311557E-01   1.8582715499011249E-02   5.5661300192421687E-02   3.4411606965089381E-02   8.3586164905856453E-01   1.4965697915313519E-01   1.2905833767667424E-01   8.3372355873211301E-01
        19   4.9125974518960774E-01  -1.2837206720242372E-01   1.7680621832017824E+00   3.7452444609027485E-01   1.7749925284199719E-02   5.3427377364807238E-02   3.1958892609260825E-02   8.3370673096475501E-01   1.5195191070026770E-01   1.2921766925723652E-01   8.4136113406597146E-01
        20   4.8319370644431514E-01  -1.3066663209611223E-01   1.7445699433378845E+00   3.6035751850857911E-01   1.6953164668913057E-02   5.1293600052879661E-02   2.9692605279487028E-02   8.3161547201148389E-01   1.5417429759514800E-01   1.2935541469572492E-01   8.4860799595707193E-01
        21   3.5796024591990661E-01  -1.6796522948100137E-01   1.3527825929731190E+00   1.6156484785125447E-01   1.4372024517701032E-02   2.9091306851056375E-02   1.5376597839934392E-02   7.9750863700248176E-01   1.8812041964714657E-01   1.3108372330079451E-01   9.4153007550985124E-01
        22   2.7778924608337191E-01  -1.8266700956025761E-01   1.0809750023850186E+00   7.3988424466771785E-02   1.0588693159307438E-02   1.6928666290053872E-02   7.6105131669521597E-03   7.7563173894087412E-01   2.1005898382017543E-01   1.3265975718484579E-01   9.7885633758741408E-01
        23   2.2976873863268488E-01  -1.8774333844838098E-01   9.0794269283307694E-01   3.5501787955834585E-02   7.6679891408182321E-03   1.0451369022319867E-02   4.1318975279207026E-03   7.6206061462159835E-01   2.2373358119973591E-01   1.3358855374841019E-01   9.9275971945395924E-01
        24   1.9707649831189528E-01  -1.8949570681357689E-01   7.8502963672951398E-01   1.5071465914275273E-02   5.7750817984776326E-03   6.7047202100573968E-03   2.4794386383623634E-03   7.5255380069364053E-01   2.3334904273992854E-01   1.3431171617932605E-01   9.9818048483040966E-01
        25   1.7110758435048290E-01  -1.9049174648778408E-01   6.8403737080834226E-01   2.4984803494416952E-03   4.4127402783655789E-03   4.2213142854731905E-03   1.5461232367532107E-03   7.4498502691917690E-01   2.4101009019032404E-01   1.3547188298540627E-01   9.9992203053642070E-01
        26   1.4620279261124519E-01  -1.9210890676807502E-01   5.8448325611084950E-01  -6.0095445114679291E-03   3.2228890586735170E-03   2.2996457016593724E-03   9.0963965959200976E-04   7.3801767536794782E-01   2.4801918154642247E-01   1.3795881642082639E-01   1.0000000000000000E+00
        27   1.2075180472782319E-01  -1.9454634050715575E-01   4.8052420490830949E-01  -1.1177816698616047E-02   2.0620352549471921E-03   7.3805005959086812E-04   4.5375462349263318E-04   7.3132138858130391E-01   2.5468671296633244E-01   1.4212914671269294E-01   1.0000000000000000E+00
        28   1.0031515578361154E-01  -1.9641869045895044E-01   3.9553670359537413E-01  -1.3288428482755507E-02   1.2032435237543382E-03  -2.4592367689664626E-04   2.0990589573981200E-04   7.2607453720408688E-01   2.5985807301911018E-01   1.4614638141521541E-01   1.0000000000000000E+00
        29   9.0405151869201589E-02  -1.9646126357451651E-01   3.5356013316879248E-01  -1.4066396252460478E-02   8.0818248526171033E-04  -6.7927538851050861E-04   1.2357455456067645E-04   7.2321462344223297E-01   2.6265161667664222E-01   1.4748949234414166E-01   1.0000000000000000E+00
        30   8.8727699369846993E-02  -1.9521817876957298E-01   3.4595103603752131E-01  -1.4639120053920054E-02   6.4527556375937323E-04  -8.8316399800856963E-04   9.5731763552417415E-05   7.2223111635523607E-01   2.6360075245612741E-01   1.4660728576147203E-01   1.0000000000000000E+00
        31   8.9660044560310376E-02  -1.9382217619444223E-01   3.4934093694888796E-01  -1.5140684745564986E-02   5.6518615898759617E-04  -1.0054009314676622E-03   8.4325185127298585E-05   7.2193987778382629E-01   2.6388483090353559E-01   1.4520953390715724E-01   1.0000000000000000E+00
        32   8.9629598036697594E-02  -1.9263555601336677E-01   3.4862743747263758E-01  -1.5634176814832118E-02   5.1409817714542783E-04  -1.1007293220523270E-03   7.6155285965689989E-05   7.2143530456807348E-01   2.6439528633164067E-01   1.4407931697647072E-01   1.0000000000000000E+00
        33   8.7983779064203835E-02  -1.9164565704651446E-01   3.4102083788992305E-01  -1.6138227015960543E-02   4.7264787247081053E-04  -1.1884396163723250E-03   6.7975282071044973E-05   7.2052489207002024E-01   2.6530764939538587E-01   1.4332391967256281E-01   1.0000000000000000E+00
        34   8.5566532040423388E-02  -1.9074439309254146E-01   3.3008195751235120E-01  -1.6619857630160148E-02   4.3076538039821255E-04  -1.2742969206576236E-03   5.9447523668154645E-05   7.1942217440306544E-01   2.6640557829510736E-01   1.4276850149133841E-01   1.0000000000000000E+00
        35   8.3330929281225166E-02  -1.8983905460068817E-01   3.1986711717108357E-01  -1.7067062724764923E-02   3.9214824536626391E-04  -1.3537728516468549E-03   5.2008651487439606E-05   7.1837774876693938E-01   2.6744598708712347E-01   1.4221322593823782E-01   1.0000000000000000E+00
        36   8.1646026073843789E-02  -1.8890088272765929E-01   3.1196826515401388E-01  -1.7492207965728979E-02   3.5984353979534589E-04  -1.4253616107570868E-03   4.6201646229676596E-05   7.1749052301085958E-01   2.6833483961925036E-01   1.4157653100112172E-01   1.0000000000000000E+00
        37   8.0354090918583421E-02  -1.8793139579080531E-01   3.0571837255841744E-01  -1.7909925602239821E-02   3.3130458824304210E-04  -1.4928184308052443E-03   4.1401463162948904E-05   7.1671319428984437E-01   2.6911818456336811E-01   1.4087494702319120E-01   1.0000000000000000E+00
        38   7.9224633991257620E-02  -1.8694268530804228E-01   3.0013352065528542E-01  -1.8323428104500633E-02   3.0415814146689257E-04  -1.5586004831298602E-03   3.7067939884061207E-05   7.1598103487482345E-01   2.6985788819523637E-01   1.4014858074753678E-01   1.0000000000000000E+00
        39   7.8189431530710687E-02  -1.8594993292154269E-01   2.9493065181556011E-01  -1.8729135999625612E-02   2.7836486594545740E-04  -1.6223852206116497E-03   3.3120200092440211E-05   7.1527918667875801E-01   2.7056788145081639E-01   1.3941868877896366E-01   1.0000000000000000E+00
        40   7.7270260200877572E-02  -1.8496580231500959E-01   2.9021576957162643E-01  -1.9124105153301686E-02   2.5484977990730684E-04  -1.6830457134135925E-03   2.9650846644607709E-05   7.1461874376527890E-01   2.7123754372232006E-01   1.3869092226554630E-01   1.0000000000000000E+00
        41   7.6469637276043612E-02  -1.8400017836639720E-01   2.8601022707484475E-01  -1.9506545858544652E-02   2.3406404519032975E-04  -1.7399969451831684E-03   2.6677352737605742E-05   7.1400396685853984E-01   2.7186281629342335E-01   1.3797134821133933E-01   1.0000000000000000E+00
        42   7.5759630349803792E-02  -1.8306105559173677E-01   2.8220134991091833E-01  -1.9874523840796687E-02   2.1601022911421630E-04  -1.7930431778768743E-03   2.4152934857191166E-05   7.1342925670975443E-01   2.7244899124608313E-01   1.3726935753531738E-01   1.0000000000000000E+00
        43   7.5117065361608365E-02  -1.8215511236344498E-01   2.7869575222623205E-01  -2.0226096446733947E-02   2.0066743675284382E-04  -1.8420089515958353E-03   2.2037625833470909E-05   7.1288993555945779E-01   2.7300050642855755E-01   1.3659277106747492E-01   1.0000000000000000E+00
        44   7.4535993944670476E-02  -1.8128740995385575E-01   2.7547403173750123E-01  -2.0560056604223838E-02   1.8801408948965204E-04  -1.8867929798816970E-03   2.0303343530148066E-05   7.1238591458401346E-01   2.7351750222938498E-01   1.3594549269217734E-01   1.0000000000000000E+00
        45   7.4016363842292127E-02  -1.8046072972140559E-01   2.7254094791529804E-01  -2.0876169581245295E-02   1.7790471425449539E-04  -1.9275027152954836E-03   1.8913848783358445E-05   7.1191804568833483E-01   2.7399929209237417E-01   1.3532866483965589E-01   1.0000000000000000E+00
        46   7.3555427331073550E-02  -1.7967575839558153E-01   2.6988768125970758E-01  -2.1174863982609191E-02   1.7006550871845327E-04  -1.9644274404143113E-03   1.7821743990051320E-05   7.1148559575649428E-01   2.7444673519352430E-01   1.3474222693161231E-01   1.0000000000000000E+00
        47   7.3148550782570224E-02  -1.7893180937483946E-01   2.6749571367786251E-01  -2.1456937321015376E-02   1.6416980512046209E-04  -1.9979409074931216E-03   1.6977487227218258E-05   7.1108676129180126E-01   2.7486172585221064E-01   1.3418542388011467E-01   1.0000000000000000E+00
        48   7.2791608143697062E-02  -1.7822735784362609E-01   2.6534773828141917E-01  -2.1723432219281982E-02   1.5989195562915448E-04  -2.0284404618619591E-03   1.6335582246590485E-05   7.1071959477809066E-01   2.7524629663213707E-01   1.3365686619462580E-01   1.0000000000000000E+00
        49   7.2480895651950400E-02  -1.7756029622747657E-01   2.6342751952750049E-01  -2.1975543113882501E-02   1.5692633593422656E-04  -2.0563206090474465E-03   1.5855848605916822E-05   7.1038206458630593E-01   2.7560253488308523E-01   1.3315474082987647E-01   1.0000000000000000E+00
        50   7.2212246442380376E-02  -1.7692812720112075E-01   2.6171614643353519E-01  -2.2214506078831700E-02   1.5499784524430904E-04  -2.0819525471632923E-03   1.5503562722007924E-05   7.1007184111488231E-01   2.7593275788820915E-01   1.3267709857708615E-01   1.0000000000000000E+00
        51   7.1981027126105462E-02  -1.7632818530505004E-01   2.6019220579651808E-01  -2.2441513637983884E-02   1.5387058054638914E-04  -2.1056678413066379E-03   1.5249738660211287E-05   7.0978636823122954E-01   2.7623942860847656E-01   1.3222202352235995E-01   1.0000000000000000E+00
        52   7.1782660071329024E-02  -1.7575780915469524E-01   2.5883427586389651E-01  -2.2657678985126939E-02   1.5335102762437103E-04  -2.1277519736507601E-03   1.5071065712468634E-05   7.0952308687039445E-01   2.7652494140503686E-01   1.3178767704212915E-01   1.0000000000000000E+00
        53   7.1612934046206403E-02  -1.7521441991201220E-01   2.5762242100065280E-01  -2.2864031592645787E-02   1.5328551558990711E-04  -2.1484461952336622E-03   1.4949296760990993E-05   7.0927956495432942E-01   2.7679150731104601E-01   1.3137230038197331E-01   1.0000000000000000E+00
        54   7.1468051074695171E-02  -1.7469554930550341E-01   2.5653846524238827E-01  -2.3061520794661478E-02   1.5355524043569879E-04  -2.1679523630740187E-03   1.4870426289712024E-05   7.0905353055207998E-01   2.7704113869230940E-01   1.3097422033701830E-01   1.0000000000000000E+00
        55   7.1344635971625325E-02  -1.7419886004984883E-01   2.5556608161511601E-01  -2.3251020251350986E-02   1.5407057547522918E-04  -2.1864385072073926E-03   1.4823886579862222E-05   7.0884289318791749E-01   2.7727565149308181E-01   1.3059185559966219E-01   1.0000000000000000E+00
        56   7.1239767548197760E-02  -1.7372216497373083E-01   2.5469097029573462E-01  -2.3433333310044727E-02   1.5476544976344986E-04  -2.2040444262173679E-03   1.4801835669819852E-05   7.0864577273538654E-01   2.7749666381840538E-01   1.3022371875114805E-01   1.0000000000000000E+00
        57   7.1150975732605024E-02  -1.7326343990640566E-01   2.5390087517687138E-01  -2.3609197546012178E-02   1.5559181327606808E-04  -2.2208871226527564E-03   1.4798503443366751E-05   7.0846051442633140E-01   2.7770560640096176E-01   1.2986841901964571E-01   1.0000000000000000E+00
        58   7.1076191909012654E-02  -1.7282083245571694E-01   2.5318538391299061E-01  -2.3779286490774980E-02   1.5651466797772517E-04  -2.2370654478975453E-03   1.4809622800843192E-05   7.0828568463279495E-01   2.7790374553002095E-01   1.2952467002911772E-01   1.0000000000000000E+00
        59   7.1013686194002390E-02  -1.7239267064370356E-01   2.5253566691453549E-01  -2.3944208778645996E-02   1.5750791380653162E-04  -2.2526637554387214E-03   1.4831966525630236E-05   7.0812005829619395E-01   2.7809220550773744E-01   1.2919130059546238E-01   1.0000000000000000E+00
        60   7.0962012333811608E-02  -1.7197747023057489E-01   2.5194424890560274E-01  -2.4104506470628576E-02   1.5855092702299345E-04  -2.2677548127421638E-03   1.4862977584975678E-05   7.0796260384995258E-01   2.7827198439635858E-01   1.2886726430411888E-01   1.0000000000000000E+00
        61   7.0919958169395267E-02  -1.7157393697049872E-01   2.5140480146467686E-01  -2.4260654178816683E-02   1.5962614065001546E-04  -2.2824018912966544E-03   1.4900509543530616E-05   7.0781246403507347E-01   2.7844396540548211E-01   1.2855164503999308E-01   1.0000000000000000E+00
        62   7.0886498438552686E-02  -1.7118096170023989E-01   2.5091193993630528E-01  -2.4413059906680162E-02   1.6071728825095555E-04  -2.2966604312421564E-03   1.4942638096829275E-05   7.0766893176721957E-01   2.7860892669503173E-01   1.2824365716009312E-01   1.0000000000000000E+00
        63   7.0860752740912608E-02  -1.7079760812106121E-01   2.5046103671032799E-01  -2.4562068191694826E-02   1.6180851070013436E-04  -2.3105791595393619E-03   1.4987559105228421E-05   7.0753142320312867E-01   2.7876755020216842E-01   1.2794263963846286E-01   1.0000000000000000E+00
        64   7.0841951346320070E-02  -1.7042309391167162E-01   2.5004806298145493E-01  -2.4707965761986243E-02   1.6288410926157404E-04  -2.3242008778632077E-03   1.5033550598231304E-05   7.0739945045835517E-01   2.7892042987617588E-01   1.2764804419477030E-01   1.0000000000000000E+00
        65   7.0829408350210232E-02  -1.7005676633728159E-01   2.4966945731398377E-01  -2.4850989465964618E-02   1.6392873473547454E-04  -2.3375630853345350E-03   1.5078977295773788E-05   7.0727259542941023E-01   2.7906808025329510E-01   1.2735941838344911E-01   1.0000000000000000E+00
        66   7.0822500948743414E-02  -1.6969807429876646E-01   2.4932201677778690E-01  -2.4991335849553209E-02   1.6492799333256425E-04  -2.3506983909560132E-03   1.5122334568754003E-05   7.0715048593712504E-01   2.7921094594547768E-01   1.2707638537859420E-01   1.0000000000000000E+00
        67   7.0820654571527336E-02  -1.6934653936496979E-01   2.4900281144907443E-01  -2.5129171510191298E-02   1.6586915251848300E-04  -2.3636349137524950E-03   1.5162302283322493E-05   7.0703277564477840E-01   2.7934941182907663E-01   1.2679862249797161E-01   1.0000000000000000E+00
        68   7.0823333772910765E-02  -1.6900172842868838E-01   2.4870912405866863E-01  -2.5264643311991991E-02   1.6674186915843769E-04  -2.3763966489566053E-03   1.5197801722668935E-05   7.0691912902164278E-01   2.7948381339520928E-01   1.2652584051394142E-01   1.0000000000000000E+00
        69   7.0830038145252447E-02  -1.6866323031845093E-01   2.4843841356609053E-01  -2.5397887580202977E-02   1.6753882437581247E-04  -2.3890038160820667E-03   1.5228045300935689E-05   7.0680921203719105E-01   2.7961444679392744E-01   1.2625776560548102E-01   1.0000000000000000E+00
        70   7.0840301983665532E-02  -1.6833063814261595E-01   2.4818829867694661E-01  -2.5529037518416862E-02   1.6825603539494249E-04  -2.4014733199862384E-03   1.5252558414502460E-05   7.0670268861717034E-01   2.7974157820365447E-01   1.2599412542188637E-01   1.0000000000000000E+00
        71   7.0853696313693107E-02  -1.6800353839756232E-01   2.4795655629694155E-01  -2.5658228356767794E-02   1.6889297558131400E-04  -2.4138191576535970E-03   1.5271185634893603E-05   7.0659922229681937E-01   2.7986545216230563E-01   1.2573464016014230E-01   1.0000000000000000E+00
        72   7.0869831953169135E-02  -1.6768150702398060E-01   2.4774112958865771E-01  -2.5785599998886549E-02   1.6945232370746410E-04  -2.4260529085519374E-03   1.5284065025503168E-05   7.0649848195917220E-01   2.7998629849287293E-01   1.2547901890294008E-01   1.0000000000000000E+00
        73   7.0888362359736876E-02  -1.6736411176473825E-01   2.4754014002990057E-01  -2.5911297255652208E-02   1.6993947584675873E-04  -2.4381841973031382E-03   1.5291582622825595E-05   7.0640015009719737E-01   2.8010433751314007E-01   1.2522696083657742E-01   1.0000000000000000E+00
        74   7.0908985236022334E-02  -1.6705091950431136E-01   2.4735189828954915E-01  -2.6035468000147388E-02   1.7036181307239495E-04  -2.4502211682495834E-03   1.5294306208432640E-05   7.0630393182871742E-01   2.8021978331862563E-01   1.2497816044522198E-01   1.0000000000000000E+00
        75   7.0931442208794049E-02  -1.6674150681869548E-01   2.4717490982628126E-01  -2.6158259799739167E-02   1.7072794877681652E-04  -2.4621708260747820E-03   1.5292918177062242E-05   7.0620956296774018E-01   2.8033284508232503E-01   1.2473231540875572E-01   1.0000000000000000E+00
        76   7.0955516317477360E-02  -1.6643547178049475E-01   2.4700787268965957E-01  -2.6279815674881551E-02   1.7104684913205048E-04  -2.4740394032693098E-03   1.5288137530780621E-05   7.0611681579316399E-01   2.8044372651258598E-01   1.2448913574690189E-01   1.0000000000000000E+00
        77   7.0981027421827839E-02  -1.6613244512727066E-01   2.4684966655568902E-01  -2.6400269702429882E-02   1.7132708707401356E-04  -2.4858325918763764E-03   1.5280654057023280E-05   7.0602550165725231E-01   2.8055262383362123E-01   1.2424835275966928E-01   1.0000000000000000E+00
        78   7.1007825982611669E-02  -1.6583209919711778E-01   2.4669933363283555E-01  -2.6519743110251334E-02   1.7157625932429088E-04  -2.4975556776332718E-03   1.5271076973494280E-05   7.0593547015926705E-01   2.8065972282390000E-01   1.2400972649509735E-01   1.0000000000000000E+00
        79   7.1035785917262298E-02  -1.6553415348701131E-01   2.4655605341983852E-01  -2.6638341385552135E-02   1.7180056201149263E-04  -2.5092136327448701E-03   1.5259897440264569E-05   7.0584660515479003E-01   2.8076519553195600E-01   1.2377305078606450E-01   1.0000000000000000E+00
        80   7.1064797355714304E-02  -1.6523837623462750E-01   2.4641911421214918E-01  -2.6756152755075452E-02   1.7200463554911671E-04  -2.5208111035133402E-03   1.5247474689172869E-05   7.0575881829847165E-01   2.8086919726841486E-01   1.2353815529511861E-01   1.0000000000000000E+00
        81   7.1094760131528892E-02  -1.6494458198910378E-01   2.4628788474226154E-01  -2.6873248175500776E-02   1.7219158889736352E-04  -2.5323523875424503E-03   1.5234037726824523E-05   7.0567204108904436E-01   2.8097186435087573E-01   1.2330490443282871E-01   1.0000000000000000E+00
        82   7.1125578726416297E-02  -1.6465262564397334E-01   2.4616178925953752E-01  -2.6989682784038176E-02   1.7236324428249183E-04  -2.5438413585495753E-03   1.5219706310742875E-05   7.0558621648376207E-01   2.8107331290142018E-01   1.2307319341506773E-01   1.0000000000000000E+00
        83   7.1157159176240325E-02  -1.6436239381206846E-01   2.4604028880821302E-01  -2.7105498571296877E-02   1.7252052014093966E-04  -2.5552813890028425E-03   1.5204523978046280E-05   7.0550129110028159E-01   2.8117363880130070E-01   1.2284294205845353E-01   1.0000000000000000E+00
        84   7.1189408178752564E-02  -1.6407379467925995E-01   2.4592287055326598E-01  -2.7220727901510089E-02   1.7266380407177095E-04  -2.5666753664864155E-03   1.5188490179632308E-05   7.0541720885898318E-01   2.8127291873538168E-01   1.2261408714121466E-01   1.0000000000000000E+00
        85   7.1222234348658514E-02  -1.6378674756705794E-01   2.4580904583926177E-01  -2.7335397461023044E-02   1.7279351020127454E-04  -2.5780255869211574E-03   1.5171608772179823E-05   7.0533390666925422E-01   2.8137121213386818E-01   1.2238657426338623E-01   1.0000000000000000E+00
        86   7.1255551323577276E-02  -1.6350117337252001E-01   2.4569835661167225E-01  -2.7449532142978288E-02   1.7291034311739395E-04  -2.5893339054921744E-03   1.5153910876378185E-05   7.0525131247984807E-01   2.8146856373216778E-01   1.2216035012231381E-01   1.0000000000000000E+00
        87   7.1289282169702456E-02  -1.6321698684381789E-01   2.4559038858121310E-01  -2.7563158498614709E-02   1.7301572184535985E-04  -2.6006017002006472E-03   1.5135492081250201E-05   7.0516934569163769E-01   2.8156500645166466E-01   1.2193535599577032E-01   1.0000000000000000E+00
        88   7.1323364453789576E-02  -1.6293409135309209E-01   2.4548478895872081E-01  -2.7676307388641873E-02   1.7311183902157801E-04  -2.6118300837447671E-03   1.5116517901661575E-05   7.0508791965984119E-01   2.8166056428590525E-01   1.2171152301048002E-01   1.0000000000000000E+00
        89   7.1357755259099723E-02  -1.6265237646032918E-01   2.4538128592532427E-01  -2.7789015667040812E-02   1.7320176237689555E-04  -2.6230199805648757E-03   1.5097233207431171E-05   7.0500694575532097E-01   2.8175525492031694E-01   1.2148876951347004E-01   1.0000000000000000E+00
        90   7.1392435503706123E-02  -1.6237171820872234E-01   2.4527970709753957E-01  -2.7901326798830096E-02   1.7328928440230040E-04  -2.6341723239209397E-03   1.5077949792899337E-05   7.0492633830549478E-01   2.8184909184811280E-01   1.2126700058927717E-01   1.0000000000000000E+00
        91   7.1427413026010245E-02  -1.6209198176391310E-01   2.4517999444943725E-01  -2.8013290485310129E-02   1.7337871777889369E-04  -2.6452882025300088E-03   1.5059029313368999E-05   7.0484601966193572E-01   2.8194208582136104E-01   1.2104610950936581E-01   1.0000000000000000E+00
        92   7.1462724102643385E-02  -1.6181302576907405E-01   2.4508221383110779E-01  -2.8124961461957629E-02   1.7347462655781243E-04  -2.6563689822937321E-03   1.5040860599072059E-05   7.0476592468718868E-01   2.8203424555388790E-01   1.2082598069452009E-01   1.0000000000000000E+00
        93   7.1498433273615408E-02  -1.6153470764372030E-01   2.4498655799783239E-01  -2.8236397715670554E-02   1.7358149656077071E-04  -2.6674164246623618E-03   1.5023831582500202E-05   7.0468600408572846E-01   2.8212557768871965E-01   1.2060649363542041E-01   1.0000000000000000E+00
        94   7.1534631560960640E-02  -1.6125688901848892E-01   2.4489334292487283E-01  -2.8347658417856983E-02   1.7370341836342451E-04  -2.6784327652586161E-03   1.5008302164734588E-05   7.0460622620485147E-01   2.8221608613536242E-01   1.2038752716018067E-01   1.0000000000000000E+00
        95   7.1571433363813622E-02  -1.6097944056219610E-01   2.4480299805732336E-01  -2.8458801876551962E-02   1.7384385086927079E-04  -2.6894207218728528E-03   1.4994583861033250E-05   7.0452657716953593E-01   2.8230577095609199E-01   1.2016896345624395E-01   1.0000000000000000E+00
        96   7.1608972444055077E-02  -1.6070224560653293E-01   2.4471605180345568E-01  -2.8569883768095466E-02   1.7400540039269607E-04  -2.7003835164561203E-03   1.4982920582759518E-05   7.0444705944425445E-01   2.8239462702980089E-01   1.1995069134479305E-01   1.0000000000000000E+00
        97   7.1647397486601580E-02  -1.6042520217558603E-01   2.4463311401949742E-01  -2.8680955865820104E-02   1.7418972357075013E-04  -2.7113248353683355E-03   1.4973479934524137E-05   7.0436768910564451E-01   2.8248264273706614E-01   1.1973260844427172E-01   1.0000000000000000E+00
        98   7.1686867728957784E-02  -1.6014822325670214E-01   2.4455485745109951E-01  -2.8792065396236341E-02   1.7439755388948264E-04  -2.7222487411231000E-03   1.4966354997481002E-05   7.0428849224382006E-01   2.8256979888616951E-01   1.1951462202722082E-01   1.0000000000000000E+00
        99   7.1727549093007867E-02  -1.5987123537452544E-01   2.4448200000487322E-01  -2.8903255058137955E-02   1.7462875296847535E-04  -2.7331596281421678E-03   1.4961568130453240E-05   7.0420950097200530E-01   2.8265606805125881E-01   1.1929664855028500E-01   1.0000000000000000E+00
       100   7.1769611139234371E-02  -1.5959417572391521E-01   2.4441528938773924E-01  -2.9014563672326021E-02   1.7488246216856851E-04  -2.7440621512808904E-03   1.4959083345297830E-05   7.0413074951602561E-01   2.8274141442912704E-01   1.1907861199658533E-01   1.0000000000000000E+00
