#     iter                       g1                       g2                       g3                   bare J                   deltaU                   full J                   deltaJ                       c1                       c2                       c3                 max_conc
        37   9.0719915006838181E-01  -2.9619276867201554E-02   2.8027303982871641E+00   1.4232975699864789E+00   4.1607961631597634E-02   1.7977692246708576E-01   2.1349273610126795E-01   9.2761963385530677E-01   6.0359184030636281E-02   3.6991235172924943E-02   4.0503178602228029E-01
        38   9.0305457516581567E-01  -3.0130081238468186E-02   2.7940343334195226E+00   1.4056847238874493E+00   4.2384966153197645E-02   1.7871494192662279E-01   2.1583019030008588E-01   9.2505220468616012E-01   6.1824136719243201E-02   3.5603692668192487E-02   4.1658145469326624E-01
        39   8.9847225340739612E-01  -3.0422950924371164E-02   2.7845093013885882E+00   1.3874142450581048E+00   4.3047241031828998E-02   1.7748394143445659E-01   2.1735166031487418E-01   9.2227921332206264E-01   6.3324366230393586E-02   3.4001681858744345E-02   4.2874794065227706E-01
        40   8.9337356124568246E-01  -3.0447922853124428E-02   2.7740049553095254E+00   1.3682876389791923E+00   4.3589303706870197E-02   1.7605913723410241E-01   2.1800039491548773E-01   9.1927443130593911E-01   6.4851065635420091E-02   3.2174188681321929E-02   4.4156526909954757E-01
        41   8.8769428051902266E-01  -3.0143970511496435E-02   2.7623983921568249E+00   1.3481715956618359E+00   4.4002230664916486E-02   1.7441916716460842E-01   2.1771278869157440E-01   9.1602413937115601E-01   6.6388532199293179E-02   3.0118672314410261E-02   4.5501020299084016E-01
        42   8.8139832089528170E-01  -2.9443348116999689E-02   2.7496191103402765E+00   1.3270236016467045E+00   4.4276050074628204E-02   1.7255080523183586E-01   2.1643957915279277E-01   9.1253355978701112E-01   6.7916530496060709E-02   2.7843203752086546E-02   4.6899276731298578E-01
        43   8.7449074149457184E-01  -2.8281161512921545E-02   2.7356718000825571E+00   1.3049031349365068E+00   4.4404264733417964E-02   1.7045415175372686E-01   2.1417650353148499E-01   9.0883125628352357E-01   6.9413971689871318E-02   2.5367995739002322E-02   4.8335708067077982E-01
        44   8.6702606826606099E-01  -2.6609300937613645E-02   2.7206499215915128E+00   1.2819640379935366E+00   4.4389385273014836E-02   1.6814685054506703E-01   2.1099494325193768E-01   9.0496941327651059E-01   7.0862872530806059E-02   2.2725675273612515E-02   4.9789486226503388E-01
        45   8.5910754130118694E-01  -2.4411342280579482E-02   2.7047325677224645E+00   1.2584269801170569E+00   4.4247607473154371E-02   1.6566554473754463E-01   2.0705949437793547E-01   9.0101877238334949E-01   7.2251524256162630E-02   1.9959748257397249E-02   5.1237107532553494E-01
        46   8.5087526208913677E-01  -2.1712853688549874E-02   2.6881614522619146E+00   1.2345383516031090E+00   4.4010511889506887E-02   1.6306329586086710E-01   2.0262106577107419E-01   8.9705895260535151E-01   7.3576129442152916E-02   1.7121121330282263E-02   5.2655659706581792E-01
        47   8.4248580685671504E-01  -1.8581835571936153E-02   2.6712031489180323E+00   1.2105289755794826E+00   4.3722496206803019E-02   1.6040314414407097E-01   1.9798327451774267E-01   8.9316698021162255E-01   7.4840768301452060E-02   1.4263197006891448E-02   5.4025914713556622E-01
        48   8.3408985017311466E-01  -1.5117841316946930E-02   2.6541087331084761E+00   1.1865861298071620E+00   4.3434482574491673E-02   1.5774964729775873E-01   1.9345277213360612E-01   8.8940772130848633E-01   7.6056241452763934E-02   1.1436620649288928E-02   5.5334406435256123E-01
        49   8.2581449095229142E-01  -1.1433877860872844E-02   2.6370830000537380E+00   1.1628438350437840E+00   4.3196150753420426E-02   1.5516091918245678E-01   1.8929175579155066E-01   8.8582878493279316E-01   7.7238762244412756E-02   8.6848566589474898E-03   5.6574146643389955E-01
        50   8.1775313935914828E-01  -7.6386340841390751E-03   2.6202682230293854E+00   1.1393856509782743E+00   4.3049236189841578E-02   1.5268287766868485E-01   1.8568725431266409E-01   8.8246004974064030E-01   7.8409304896448928E-02   6.0413439632361794E-03   5.7744255558234947E-01
        51   8.0996141938485111E-01  -3.8254335617498559E-03   2.6037391950888553E+00   1.1162498855719565E+00   4.3023231222754754E-02   1.5034589665767495E-01   1.8274051054523721E-01   8.7931595388476191E-01   7.9593669178963766E-02   3.5283769996934909E-03   5.8849087019603330E-01
        52   8.0245605611872772E-01  -6.9709973860127068E-05   2.5875034610689847E+00   1.0934310744576785E+00   4.3133424047420599E-02   1.4816318908844639E-01   1.8047069982121799E-01   8.7639828240357021E-01   8.0822490877926853E-02   1.1574792062323258E-03   5.9897269226958261E-01
        53   7.9521538719765306E-01   3.5677368938225765E-03   2.5715037125935480E+00   1.0708784539644223E+00   4.3380770799183122E-02   1.4613053911570703E-01   1.7882605982426236E-01   1.2630178987355939E-01   8.2130152994022904E-02   1.0690429999642218E-03   6.0900717350864941E-01
        54   7.8818245511969187E-01   7.0362338978357487E-03   2.5556237817878835E+00   1.0484962536859668E+00   4.3753445944340719E-02   1.4422772671850334E-01   1.7769938026831200E-01   1.2880228369581043E-01   8.3552092271592826E-02   3.1556626347801625E-03   6.1873460879961140E-01
        55   7.8127227043193648E-01   1.0292861194183371E-02   2.5397012377389521E+00   1.0261507142939874E+00   4.4230038390053572E-02   1.4242210598044697E-01   1.7694735579126963E-01   1.3112878525080396E-01   8.5120973239126929E-02   5.1106893247075923E-03   6.2830198022823769E-01
        56   7.7438346426787541E-01   1.3303146396468284E-02   2.5235474634736175E+00   1.0036862664983968E+00   4.4783803148556678E-02   1.4067404948354070E-01   1.7641203439654751E-01   1.3331192650518198E-01   8.6862903815644613E-02   6.9433671856300207E-03   6.3784709462935996E-01
        57   7.6741245630976485E-01   1.6043743982906745E-02   2.5069723616244239E+00   9.8094954415425595E-01   4.5386741308876877E-02   1.3894302159341479E-01   1.7594020972525559E-01   1.3538401817220802E-01   8.8794833303303206E-02   8.6616331460986351E-03   6.4748425944707488E-01
        58   7.6026695283611090E-01   1.8505237748183113E-02   2.4898082116566931E+00   9.5781598699920034E-01   4.6012345062767412E-02   1.3719270925641069E-01   1.7539661624334713E-01   1.3737555210987687E-01   9.0923643546488089E-02   1.0270978224758500E-02   6.5729442484537759E-01
        59   7.5287576734798534E-01   2.0693507236874766E-02   2.4719271954449935E+00   9.3421165262829109E-01   4.6636625106737162E-02   1.3539412785889257E-01   1.7466952369818389E-01   1.3931249180106864E-01   9.3246740650357401E-02   1.1774473164055409E-02   6.6732136839253797E-01
        60   7.4519334794423520E-01   2.2628920583165114E-02   2.4532494624246688E+00   9.1012410546262723E-01   4.7237879896962487E-02   1.3352650245352898E-01   1.7367042169001645E-01   1.4121494677526603E-01   9.5753589278765011E-02   1.3173656059152047E-02   6.7757374334823162E-01
        61   7.3719916832696686E-01   2.4343445897153451E-02   2.4337418705000000E+00   8.8560038361298321E-01   4.7796011301962427E-02   1.3157644853306452E-01   1.7233085568644690E-01   1.4309725213725807E-01   9.8427639059818731E-02   1.4469822468448549E-02   6.8803142511982307E-01
        62   7.2889349636722900E-01   2.5876341120779193E-02   2.4134101662124956E+00   8.6073466090998896E-01   4.8292016186012310E-02   1.2953628065841000E-01   1.7059898602701629E-01   1.4496899656557549E-01   1.0124826443322574E-01   1.5665325327638698E-02   6.9865391559503487E-01
        63   7.2029160709752338E-01   2.7269349498144538E-02   2.3922885007708987E+00   8.3565094324861633E-01   4.8707915648474653E-02   1.2740221840848884E-01   1.6843721635352460E-01   1.4683636312903681E-01   1.0419248922999783E-01   1.6764665416530239E-02   7.0938861881245285E-01
        64   7.1141831052934268E-01   2.8562366645102564E-02   2.3704298163704367E+00   8.1048619122346743E-01   4.9027110517498418E-02   1.2517301858809532E-01   1.6582125445461959E-01   1.4870325843320675E-01   1.0723635180996492E-01   1.7775298426246637E-02   7.2017741200885099E-01
        65   7.0230402683759607E-01   2.9790396532831283E-02   2.3478993433305648E+00   7.8537746876645109E-01   4.9235046262690152E-02   1.2284928851306626E-01   1.6274046470785697E-01   1.5057196220571537E-01   1.1035583470780935E-01   1.8708131245584562E-02   7.3096081850340844E-01
        66   6.9298288151946918E-01   3.0982256674356404E-02   2.3247718956235732E+00   7.6045442160918952E-01   4.9320060313771785E-02   1.2043349644331358E-01   1.5919912422825933E-01   1.5244327549271797E-01   1.1352738059862037E-01   1.9577636853070447E-02   7.4167994135877424E-01
        67   6.8349260187433525E-01   3.2160945505357558E-02   2.3011322946311292E+00   7.3583650340235818E-01   4.9274283594515134E-02   1.1793050557529944E-01   1.5521797815500671E-01   1.5431630255995676E-01   1.1672813546519842E-01   2.0401449942362565E-02   7.5227692350966924E-01
        68   6.7387545951811367E-01   3.3345003115831849E-02   2.2770772985298513E+00   7.1163321926650303E-01   4.9094438567292897E-02   1.1534831663721390E-01   1.5083526345304210E-01   1.5618807341686908E-01   1.1993614341659220E-01   2.1199302040763694E-02   7.6269495922203001E-01
        69   6.6417920001503594E-01   3.4549846296343951E-02   2.2527169926789758E+00   6.8794527886650703E-01   4.8782333936994826E-02   1.1269862842994605E-01   1.4610626428374429E-01   1.5805323384910164E-01   1.2313070542335962E-01   2.1991278067702510E-02   7.7287877733760579E-01
        70   6.5445693380660830E-01   3.5788163800731680E-02   2.2281738310010986E+00   6.6486488060442983E-01   4.8344854062612130E-02   1.0999685671679391E-01   1.4110067440310181E-01   1.5990401120727316E-01   1.2629299201465094E-01   2.2795610947003379E-02   7.8277610647819185E-01
        71   6.4476538390398441E-01   3.7069025754076196E-02   2.2035784283954571E+00   6.4247422086353745E-01   4.7793329499651538E-02   1.0726141863604013E-01   1.3589766327508390E-01   1.6173059501135753E-01   1.2940682075977306E-01   2.3626468634442711E-02   7.9234006214721153E-01
        72   6.3516158027666580E-01   3.8396124993781588E-02   2.1790625169905571E+00   6.2084241057417777E-01   4.7142350291052515E-02   1.0451235631936504E-01   1.3057938674347036E-01   1.6352194666432174E-01   1.3245936973287695E-01   2.4492283317178714E-02   8.0153188869819336E-01
        73   6.2569876349807541E-01   3.9766110901505468E-02   2.1547506361567677E+00   6.0002185769992911E-01   4.6408266735556647E-02   1.0176962583199389E-01   1.2522432009499762E-01   1.6526690407444877E-01   1.3544157858879924E-01   2.5395045150402806E-02   8.1032326056350779E-01
        74   6.1642259023401935E-01   4.1167992499036320E-02   2.1307525920000701E+00   5.8004550061399140E-01   4.5607709565925303E-02   9.9051488670731921E-02   1.1990184728084263E-01   1.6695533640948007E-01   1.3834809715849189E-01   2.6330683944878204E-02   8.1869747780086144E-01
        75   6.0736858674382554E-01   4.2584098303447386E-02   2.1071583474633382E+00   5.6092598762912649E-01   4.4756406945040350E-02   9.6373365013448967E-02   1.1466900222464682E-01   1.6857908370319505E-01   1.4117680709858355E-01   2.7290341873017637E-02   8.2664927404750577E-01
        76   5.9856130498153748E-01   4.3992408080152055E-02   2.0840360923952592E+00   5.4265720596685552E-01   4.3868427608933835E-02   9.3747305444726009E-02   1.0956947790051941E-01   1.7013249254000928E-01   1.4392807093079585E-01   2.8262141609521833E-02   8.3418337783332142E-01
        77   5.9001507714966739E-01   4.5369588140639128E-02   2.0614332821187800E+00   5.2521781414463165E-01   4.2955831659659438E-02   9.1182029908156659E-02   1.0463441126546003E-01   1.7161249119388811E-01   1.4660390326549530E-01   2.9233028297396973E-02   8.4131225474946847E-01
        78   5.8173587414961458E-01   4.6693945442416555E-02   2.0393797818907582E+00   5.0857591945714264E-01   4.2028626247441636E-02   8.8683355568411740E-02   9.9884210647749327E-02   1.7301827487857760E-01   1.4920722233435124E-01   3.0190366130435162E-02   8.4805354828484947E-01
        79   5.7372363930814341E-01   4.7947705872884522E-02   2.0178920217941054E+00   4.9269389542594733E-01   4.1094907447107643E-02   8.6254806244991614E-02   9.5330757899615426E-02   1.7435075000435937E-01   1.5174127004756274E-01   3.1123118441949992E-02   8.5442766974564388E-01
        80   5.6597454765412158E-01   4.9118339787864118E-02   1.9969771739821851E+00   4.7753250849583395E-01   4.0161092187353975E-02   8.3898233818201981E-02   9.0979525328344080E-02   1.7561190370405980E-01   1.5420922401131223E-01   3.2022569045477740E-02   8.6045583842037443E-01
        81   5.5848283190340320E-01   5.0198944224363107E-02   1.9766366624890397E+00   4.6305387200978121E-01   3.9232175779885692E-02   8.1614345402875252E-02   8.6831363625678781E-02   1.7680423515095431E-01   1.5661398241588717E-01   3.2882626030383326E-02   8.6615870883188273E-01
        82   5.5124202478370665E-01   5.1187870330794250E-02   1.9568686656741885E+00   4.4922311248308522E-01   3.8311977061724733E-02   7.9403090603860790E-02   8.2883880834176749E-02   1.7793033205804132E-01   1.5895808258002592E-01   3.3699790481946379E-02   8.7155558376175324E-01
        83   5.4424563439959794E-01   5.2087854243536985E-02   1.9376695765072705E+00   4.3600891429257127E-01   3.7403351562780296E-02   7.7263907835759399E-02   7.9132433666665669E-02   1.7899262079388459E-01   1.6124370920942832E-01   3.4472885908224692E-02   8.7666411775414854E-01
        84   5.3748737194729113E-01   5.2904903417883196E-02   1.9190345959172257E+00   4.2338326375216306E-01   3.6508365201050497E-02   7.5195855056161762E-02   7.5570802645753665E-02   1.7999327590780997E-01   1.6347275189786947E-01   3.5202642078828533E-02   8.8150036865460302E-01
        85   5.3096109098422661E-01   5.3647145065459666E-02   1.9009577365926376E+00   4.1132074954352871E-01   3.5628428904945775E-02   7.3197660968804062E-02   7.2191637385132568E-02   1.8093425048259260E-01   1.6564687840278414E-01   3.5891216381984378E-02   8.8607904807034632E-01
        86   5.2466058959610695E-01   5.4323784099599266E-02   1.8834315236279273E+00   3.9979772645655032E-01   3.4764399742839402E-02   7.1267732414210500E-02   6.8986752332599210E-02   1.8181738179489837E-01   1.6776759858313250E-01   3.6541719517765803E-02   8.9041384394972378E-01
        87   5.1857939090450833E-01   5.4944258253521838E-02   1.8664466253335652E+00   3.8879155471236004E-01   3.3916657303264541E-02   6.9404147044174094E-02   6.5947337417028407E-02   1.8264453211602955E-01   1.6983630273429495E-01   3.7157792239440490E-02   8.9451772603908764E-01
        88   5.1271057217564586E-01   5.5517624652433581E-02   1.8499915678218883E+00   3.7828002509389425E-01   3.3085165628893520E-02   6.7604651575393596E-02   6.3064129922320133E-02   1.8341773564364572E-01   1.7185426668857992E-01   3.7743258649151984E-02   8.9840318489463289E-01
        89   5.0704667231711342E-01   5.6052169659363889E-02   1.8340526096908871E+00   3.6824099683373990E-01   3.2269531057421696E-02   6.5866677635053522E-02   6.0327577538768828E-02   1.8413933480286437E-01   1.7382262287815065E-01   3.8301862731420548E-02   9.0208238811641761E-01
        90   5.0157967913246992E-01   5.6555205658235415E-02   1.8186137944618015E+00   3.5865222212743808E-01   3.1469065052037837E-02   6.4187380759577861E-02   5.7728009480131237E-02   1.8481210405294021E-01   1.7574229613634038E-01   3.8837081346421595E-02   9.0556725929268600E-01
        91   4.9630108238516724E-01   5.7033005635231622E-02   1.8036571617251129E+00   3.4949130765079217E-01   3.0682858460250317E-02   6.2563703379304503E-02   5.5255822168616797E-02   1.8543940049924607E-01   1.7761387062255829E-01   3.9352000085397743E-02   9.0886949609567735E-01
        92   4.9120197334037985E-01   5.7490826876822859E-02   1.7891630783623478E+00   3.4073576096150671E-01   2.9909869972832848E-02   6.0992459071700235E-02   5.2901677633976352E-02   1.8602558232778635E-01   1.7943715655753806E-01   3.9849237460153702E-02   9.1200054705031208E-01
        93   4.8627317152743366E-01   5.7932984142054569E-02   1.7751106420956364E+00   3.3236307810687871E-01   2.9149027384215431E-02   5.9470432456481759E-02   5.0656706041181998E-02   1.8657815447130105E-01   1.8120900804180229E-01   4.0330905710131836E-02   9.1497156518440881E-01
        94   4.8150536149589690E-01   5.8362944955524930E-02   1.7614781068141558E+00   3.2435084063157366E-01   2.8399336293980615E-02   5.7994486727739922E-02   4.8512698888073025E-02   1.8712222200517151E-01   1.8290882150609938E-01   4.0798600609021823E-02   9.1779335359115566E-01
        95   4.7688922480427914E-01   5.8783431052199811E-02   1.7482432820415221E+00   3.1667680174256280E-01   2.7659988004814617E-02   5.6561669378589433E-02   4.6462277213516090E-02   1.8780201480707640E-01   1.8439695974384573E-01   4.1253416208745716E-02   9.2047631406147346E-01
        96   4.7241555549666864E-01   5.9196518430975141E-02   1.7353838687350081E+00   3.0931895245927626E-01   2.6930456910871259E-02   5.5169306465711762E-02   4.4499019711864485E-02   1.8892207885463824E-01   1.8537351226952462E-01   4.1695982624056632E-02   9.2303040565525163E-01
        97   4.6807535155969665E-01   5.9603733668467565E-02   1.7228777107006097E+00   3.0225556969229445E-01   2.6210577733856599E-02   5.3815076929700389E-02   4.2617538703278612E-02   1.9028490605960185E-01   1.8604062308931046E-01   4.2126525700880366E-02   9.2546511548839649E-01
        98   4.6385988048814569E-01   6.0006146765430972E-02   1.7107029629864769E+00   2.9546525918153804E-01   2.5500594233296425E-02   5.2497060728120590E-02   4.0813496504189140E-02   1.9170312762741726E-01   1.8659026032847692E-01   4.2544947069424369E-02   9.2778943957141924E-01
        99   4.5976072327977191E-01   6.0404461665411677E-02   1.6988382005910563E+00   2.8892701502518103E-01   2.4801173192890102E-02   5.1213757376119197E-02   3.9083559985930050E-02   1.9313922237142653E-01   1.8706447253492542E-01   4.2950922007568948E-02   9.3001186812535408E-01
       100   4.5576980626610414E-01   6.0799105350408424E-02   1.6872625063109472E+00   2.8262032082160610E-01   2.4113380490316527E-02   4.9964074523445486E-02   3.7425296547684006E-02   1.9458268019204306E-01   1.8747818587823925E-01   4.3344010942603678E-02   9.3214036840895820E-01
       101   4.5187943243494155E-01   6.1190315573591746E-02   1.6759555803360560E+00   2.7652531264089919E-01   2.3438619820495665E-02   4.8747289102536021E-02   3.5837020069139469E-02   1.9602710698187065E-01   1.8784205074850321E-01   4.3723778445882169E-02   9.3418235931418370E-01
