#     iter                       g1                       g2                       g3                   bare J                   deltaU                   full J                   deltaJ                       c1                       c2                       c3                 max_conc
        39   3.7234460666298730E-01  -9.3518436975771474E-02   1.4358554841176847E+00   1.5726292118257912E-01   1.9616826360184580E-02   3.3381435842424034E-02   2.1630472074300688E-02   7.8471712528775917E-01   2.0114488893663385E-01   6.5203557021484934E-02   9.6573130125032791E-01
        40   3.6680661156475669E-01  -9.2852716923439035E-02   1.4187554949900096E+00   1.4897923989843875E-01   1.9586435190592333E-02   3.2525715661376978E-02   2.1037777552890047E-02   7.8334763857681367E-01   2.0280776061762049E-01   6.4690588676538208E-02   9.6815997107541196E-01
        41   3.6167236414763820E-01  -9.2165011486433593E-02   1.4028051656335387E+00   1.4142189256879073E-01   1.9540977813470084E-02   3.1729069289002154E-02   2.0475946986921123E-02   7.8206757169767327E-01   2.0436646383110449E-01   6.4166334100335676E-02   9.7035396879872005E-01
        42   3.5704301091622137E-01  -9.1376465255131004E-02   1.3883701092987104E+00   1.3471054485835016E-01   1.9457889928461536E-02   3.0983155421450401E-02   1.9930751946661329E-02   7.8089694884730965E-01   2.0579723371729297E-01   6.3594047549476534E-02   9.7229674258419352E-01
        43   3.5248376742780091E-01  -9.0679763509620315E-02   1.3740199539664999E+00   1.2817506232656889E-01   1.9405327603619016E-02   3.0282301075914005E-02   1.9430877458705864E-02   7.7973607470162554E-01   2.0720254112880648E-01   6.3056898580524240E-02   9.7414959366564480E-01
        44   3.4838315722456542E-01  -8.9895783664452528E-02   1.3610819224795052E+00   1.2238328133241694E-01   1.9315248451491573E-02   2.9622051739584113E-02   1.8943339715844332E-02   7.7867823387800383E-01   2.0848909969909540E-01   6.2480072470717310E-02   9.7578697276447424E-01
        45   3.4442017580418050E-01  -8.9151516977387768E-02   1.3484889752393898E+00   1.1684623920219184E-01   1.9237507298726531E-02   2.8998380489073061E-02   1.8487322488283164E-02   7.7764726445553856E-01   2.0973456000845600E-01   6.1917637567194775E-02   9.7732622914482203E-01
        46   3.4072503356228129E-01  -8.8387933783097949E-02   1.3366986314358982E+00   1.1174553664294451E-01   1.9148319437863659E-02   2.8408041158371748E-02   1.8051098651616193E-02   7.7667646931485201E-01   2.1090762696621085E-01   6.1345561556767757E-02   9.7873014435571382E-01
        47   3.3723903020168855E-01  -8.7618322281543287E-02   1.3255227553498021E+00   1.0698388155230193E-01   1.9055199821198743E-02   2.7848067994309063E-02   1.7635960760694236E-02   7.7575187138445179E-01   2.1202335296283781E-01   6.0769462597200327E-02   9.8002502553775961E-01
        48   3.3391765339473728E-01  -8.6855984686992849E-02   1.3148218591994130E+00   1.0249212784234762E-01   1.8962848274665878E-02   2.7315776231434052E-02   1.7241795673113069E-02   7.7486418219050823E-01   2.1309306195131755E-01   6.0196031492405266E-02   9.8122943496498438E-01
        49   3.3079127076062093E-01  -8.6080157214476385E-02   1.3047089337448072E+00   9.8303657058220417E-02   1.8864917196288911E-02   2.6808791182482063E-02   1.6864926860192253E-02   7.7402123807380740E-01   2.1411007877769997E-01   5.9616178462150907E-02   9.8233951083813154E-01
        50   3.2780119096116844E-01  -8.5308273339254545E-02   1.2949911238615428E+00   9.4331821862780496E-02   1.8768532610745958E-02   2.6324861535949415E-02   1.6506158705913876E-02   7.7320944671204273E-01   2.1508938913870629E-01   5.9038055962085223E-02   9.8337678930658834E-01
        51   3.2496108455007738E-01  -8.4528725658780390E-02   1.2857229411863100E+00   9.0589503100987512E-02   1.8670032602833286E-02   2.5861979652648710E-02   1.6162958848477016E-02   7.7243268917361418E-01   2.1602821725318194E-01   5.8456574200829850E-02   9.8434114037609821E-01
        52   3.2224523956754086E-01  -8.3745673324670061E-02   1.2768217189053761E+00   8.7037146386790498E-02   1.8571713048642136E-02   2.5418256382456976E-02   1.5834695374527641E-02   7.7168495868760056E-01   2.1693346123863033E-01   5.7873686794966961E-02   9.8524324991825074E-01
        53   3.1964432397175974E-01  -8.2957817494558272E-02   1.2682609193256018E+00   8.3658447501198496E-02   1.8473472866790464E-02   2.4991970330231268E-02   1.5520102222923771E-02   7.7096433237516915E-01   2.1780790064132272E-01   5.7288821038491228E-02   9.8608856698997227E-01
        54   3.1715101977265503E-01  -8.2162977515506164E-02   1.2600197999678457E+00   8.0439961443305452E-02   1.8375041732229702E-02   2.4581533703337276E-02   1.5217974468972661E-02   7.7026916752036767E-01   2.1865380721451341E-01   5.6700863814714376E-02   9.8688175148694091E-01
        55   3.1475167967021539E-01  -8.1362233881566506E-02   1.2520551518771492E+00   7.7360990497468085E-02   1.8277091890185782E-02   2.4185481750914013E-02   1.4927422870216867E-02   7.6959627853632229E-01   2.1947496550564188E-01   5.6110206539599486E-02   9.8762864916867799E-01
        56   3.1244189148750956E-01  -8.0553330540665519E-02   1.2443552531342383E+00   7.4413070969157058E-02   1.8179082926240819E-02   2.3802481730532444E-02   1.4647351829393307E-02   7.6894468911740910E-01   2.2027283359323255E-01   5.5515602064626426E-02   9.8833246212603043E-01
        57   3.1021214261536795E-01  -7.9736458769902943E-02   1.2368900362317010E+00   7.1581759547759971E-02   1.8081256743625929E-02   2.3431307024039335E-02   1.4376929765518354E-02   7.6831212961815776E-01   2.2105010289505614E-01   5.4916952099705152E-02   9.8899737213212624E-01
        58   3.0805717601347549E-01  -7.8910598381005129E-02   1.2296439245049045E+00   6.8858369880462789E-02   1.7983345630629088E-02   2.3070848055612461E-02   1.4115294268023215E-02   7.6769738126460418E-01   2.2180836155424782E-01   5.4313563101865733E-02   9.8962626851470137E-01
        59   3.0597122881690147E-01  -7.8075272717462299E-02   1.2225991135452547E+00   6.6233875871661574E-02   1.7885230336630809E-02   2.2720094890133886E-02   1.3861692661762126E-02   7.6709907308826575E-01   2.2254928954229650E-01   5.3705008752764703E-02   9.9022195760829645E-01
        60   3.0394922496478910E-01  -7.7230147607646613E-02   1.2157399067480956E+00   6.3700413544826640E-02   1.7786772840293175E-02   2.2378136910746523E-02   1.3615442578138848E-02   7.6651600910926077E-01   2.2327435517829242E-01   5.3090946921605528E-02   9.9078688808627835E-01
        61   3.0198717853097035E-01  -7.6374776650460774E-02   1.2090541280304947E+00   6.1251660183382128E-02   1.7687765036254355E-02   2.2044154550967133E-02   1.3375918374027962E-02   7.6594725584934664E-01   2.2398471756568505E-01   5.2471001795542954E-02   9.9132310794170009E-01
        62   3.0008101721375469E-01  -7.5509053869271509E-02   1.2025290468297636E+00   5.8881402984955200E-02   1.7588079169198467E-02   2.1717411550774141E-02   1.3142572947468789E-02   7.6539185733713300E-01   2.2468152361413982E-01   5.1844994169930145E-02   9.9183254017113631E-01
        63   2.9822753729996676E-01  -7.4632787373211190E-02   1.1961547923929046E+00   5.6584634797800459E-02   1.7487539949444075E-02   2.1397249434279716E-02   1.2914910182088291E-02   7.6484907355617482E-01   2.2536566996800886E-01   5.1212730679762467E-02   9.9231680240340159E-01
        64   2.9642362673475853E-01  -7.3745955050352807E-02   1.1899216362250171E+00   5.4356603144923910E-02   1.7386019963016808E-02   2.1083078281207521E-02   1.2692494479860761E-02   7.6431818415290120E-01   2.2603800340520558E-01   5.0574133374818087E-02   9.9277738899110957E-01
        65   2.9466659535673195E-01  -7.2848537871671143E-02   1.1838212094553955E+00   5.2193178474589930E-02   1.7283391945747795E-02   2.0774370598632009E-02   1.2474937612217463E-02   7.6379857343937685E-01   2.2669924051525170E-01   4.9929152964110546E-02   9.9321561837370209E-01
        66   2.9295398436411563E-01  -7.1940546802202215E-02   1.1778458494569757E+00   5.0090607186801805E-02   1.7179547312884735E-02   2.0470653300276441E-02   1.2261895561850644E-02   7.6328968007676368E-01   2.2735002017473382E-01   4.9277780103677074E-02   9.9363268617611233E-01
        67   2.9128353974107657E-01  -7.1022001531023185E-02   1.1719885372964305E+00   4.8045468566529970E-02   1.7074393674857524E-02   2.0171501164024771E-02   1.2053062828057792E-02   7.6279099090575575E-01   2.2799091356207882E-01   4.8620029979134463E-02   9.9402968083996113E-01
        68   2.8965322885826933E-01  -7.0092892285992470E-02   1.1662429769997193E+00   4.6054678557829964E-02   1.6967847317286733E-02   1.9876530441341057E-02   1.1848166436412177E-02   7.6230204394964263E-01   2.2862242270093935E-01   4.7955918285172788E-02   9.9440759082186247E-01
        69   2.8806116047919911E-01  -6.9153189602867579E-02   1.1606033277030363E+00   4.4115389684382722E-02   1.6859837882262529E-02   1.9585393062474549E-02   1.1646962049697951E-02   7.6182240754700015E-01   2.2924500294084085E-01   4.7285461544099988E-02   9.9476732699789239E-01
        70   2.8650560870596903E-01  -6.8202820001097175E-02   1.1550643029712844E+00   4.2225009713355688E-02   1.6750300850924660E-02   1.9297771737167763E-02   1.1449229202850464E-02   7.6135168583410162E-01   2.2985905792663930E-01   4.6608659991055484E-02   9.9510972518080332E-01
        71   2.8498496756366115E-01  -6.7241675150715302E-02   1.1496210166620724E+00   4.0381144644297706E-02   1.6639179029012241E-02   1.9013375590540789E-02   1.1254768119243808E-02   7.6088950641777708E-01   2.3046495167171757E-01   4.5925498617765223E-02   9.9543555950137963E-01
        72   2.8349774908353731E-01  -6.6269610616481997E-02   1.1442689828746277E+00   3.8581592090004002E-02   1.6526419435489825E-02   1.8731936700941244E-02   1.1063396634571288E-02   7.6043551945146581E-01   2.3106300867937191E-01   4.5235943380708347E-02   9.9574554724564279E-01
        73   2.8204256316648130E-01  -6.5286455886491832E-02   1.1390040470635707E+00   3.6824315514449812E-02   1.6411972953135123E-02   1.8453207209266593E-02   1.0874947879445152E-02   7.5998939194100001E-01   2.3165351821437979E-01   4.4539944420556921E-02   9.9604035592425344E-01
        74   2.8061810320021807E-01  -6.4292026183899717E-02   1.1338223367664464E+00   3.5107426177480860E-02   1.6295793939776537E-02   1.8176957163546968E-02   1.0689268467469315E-02   7.5955080371670847E-01   2.3223673664028263E-01   4.3837441089445373E-02   9.9632060859220295E-01
        75   2.7922313319262176E-01  -6.3286135953782990E-02   1.1287202165704315E+00   3.3429167470782228E-02   1.6177840152382883E-02   1.7902972884222816E-02   1.0506217082738911E-02   7.5911944381466090E-01   2.3281288907705361E-01   4.3128368834703959E-02   9.9658688836098741E-01
        76   2.7785647188508750E-01  -6.2268615106049377E-02   1.1236942318066634E+00   3.1787896812053240E-02   1.6058073494469527E-02   1.7631055826227898E-02   1.0325663479670955E-02   7.5869500616445018E-01   2.3338217172611692E-01   4.2412668313449024E-02   9.9683974281637244E-01
        77   2.7651698085427073E-01  -6.1239324323539339E-02   1.1187410666507849E+00   3.0182072326468856E-02   1.5936460681778120E-02   1.7361021846247195E-02   1.0147487743820960E-02   7.5827718638079422E-01   2.3394475318588676E-01   4.1690294612973675E-02   9.9707968743834652E-01
        78   2.7520355136658792E-01  -6.0198170777484808E-02   1.1138574978031877E+00   2.8610238589312553E-02   1.5812974300956184E-02   1.7092700729791823E-02   9.9715797588547095E-03   7.5786567829866114E-01   2.3450077629231189E-01   4.0961227089190727E-02   9.9730720885480950E-01
        79   2.7391509427964467E-01  -5.9145122049445394E-02   1.1090403594813620E+00   2.7071015720461333E-02   1.5687593786871679E-02   1.6825935980230643E-02   9.7978388417067630E-03   7.5746017139755839E-01   2.3505035950092631E-01   4.0225478412121290E-02   9.9752276742349832E-01
        80   2.7265053127648442E-01  -5.8080218432471027E-02   1.1042865133438369E+00   2.5563089825510643E-02   1.5560306366029675E-02   1.6560584711977772E-02   9.6261734529040077E-03   7.5706034867153738E-01   2.3559359839401103E-01   3.9483102733143080E-02   9.9772679946427989E-01
        81   2.7140878868478058E-01  -5.7003582790125872E-02   1.0995928278071079E+00   2.4085205814682431E-02   1.5431107889105178E-02   1.6296517681662903E-02   9.4565010034771135E-03   7.5666588530303425E-01   2.3613056708840102E-01   3.8734202361431450E-02   9.9791971905697929E-01
        82   2.7018879371649690E-01  -5.5915427740854035E-02   1.0949561659411873E+00   2.2636162267169191E-02   1.5300003434690512E-02   1.6033619317938383E-02   9.2887476662784629E-03   7.5627644811604633E-01   2.3666131966331780E-01   3.7978932723341741E-02   9.9810191950077887E-01
        83   2.6898947302253073E-01  -5.4816060017977140E-02   1.0903733813896370E+00   2.1214807984707040E-02   1.5167007813976285E-02   1.5771787831049360E-02   9.1228482567213831E-03   7.5589169580788196E-01   2.3718589167903278E-01   3.7217505462382380E-02   9.9827377450408317E-01
        84   2.6780975349138564E-01  -5.3705881920556149E-02   1.0858413219086260E+00   1.9820040110350934E-02   1.5032145861994750E-02   1.5510935286830368E-02   8.9587461031127580E-03   7.5551127996614653E-01   2.3770430181234511E-01   3.6450189625477844E-02   9.9843563915673228E-01
        85   2.6664856478370091E-01  -5.2585390032226273E-02   1.0813568385723527E+00   1.8450803199288435E-02   1.4895452641575657E-02   1.5250987697346934E-02   8.7963929476220781E-03   7.5513484676081211E-01   2.3821655371994321E-01   3.5677311059894579E-02   9.9858785076647216E-01
        86   2.6550484329913671E-01  -5.1455171387723667E-02   1.0769167995097888E+00   1.7106088963290578E-02   1.4756973565614673E-02   1.4991885105382264E-02   8.6357488602191168E-03   7.5476203925290253E-01   2.3872263815766648E-01   3.4899250172625670E-02   9.9873072960288756E-01
        87   2.6437753706766948E-01  -5.0315897427048929E-02   1.0725181063356695E+00   1.5784936265851812E-02   1.4616764460027132E-02   1.4733581640609601E-02   8.4767821486866346E-03   7.5439250020056292E-01   2.3922253541647109E-01   3.4116438305837354E-02   9.9886457959878527E-01
        88   2.6326561116524899E-01  -4.9168316086251544E-02   1.0681577118898453E+00   1.4486431082457452E-02   1.4474891608263984E-02   1.4476045555683331E-02   8.3194692670378600E-03   7.5402587526312548E-01   2.3971621809031674E-01   3.3329352987923555E-02   9.9898968903661201E-01
        89   2.6216805327788451E-01  -4.8013242409712352E-02   1.0638326380192182E+00   1.3209706208126171E-02   1.4331431794663008E-02   1.4219259236009325E-02   8.1637947138497591E-03   7.5366181649821662E-01   2.4020365417247455E-01   3.2538512333073387E-02   9.9910633123762582E-01
        90   2.6108387910407505E-01  -4.6851548066348850E-02   1.0595399924071200E+00   1.1953940609017943E-02   1.4186472300891984E-02   1.3963219131704580E-02   8.0097508823313568E-03   7.5329998604963144E-01   2.4068481044925319E-01   3.1744468847301338E-02   9.9921476526091491E-01
        91   2.6001213735019169E-01  -4.5684150131543033E-02   1.0552769837084743E+00   1.0718358324161015E-02   1.4040110907423076E-02   1.3707935649096869E-02   7.8573378842420882E-03   7.5294005992333346E-01   2.4115965613463589E-01   3.0947802871783451E-02   9.9931523661186783E-01
        92   2.5895191416609220E-01  -4.4511999472147269E-02   1.0510409346010274E+00   9.5022269795614900E-03   1.3892455822939853E-02   1.3453432938602017E-02   7.7065633034578140E-03   7.5258173175571752E-01   2.4162816665526726E-01   3.0149115864254044E-02   9.9940797795253411E-01
        93   2.5790233690678138E-01  -4.3336069054849935E-02   1.0468292925077294E+00   8.3048559578686731E-03   1.3743625542737226E-02   1.3199748584250369E-02   7.5574418822731970E-03   7.5222471646952593E-01   2.4209032747666975E-01   2.9349023694851130E-02   9.9949320980531964E-01
        94   2.5686257719906092E-01  -4.2157342468002880E-02   1.0426396380861485E+00   7.1255943790390908E-03   1.3593748560508212E-02   1.2946933142361301E-02   7.4099951071052161E-03   7.5186875372099249E-01   2.4254613782881668E-01   2.8548150103618664E-02   9.9957114123828839E-01
        95   2.5583185330454622E-01  -4.0976802929773327E-02   1.0384696916143152E+00   5.9638289804929689E-03   1.3442962961812799E-02   1.2695049563680817E-02   7.2642507178918292E-03   7.5151361103022307E-01   2.4299561418256441E-01   2.7747120448866604E-02   9.9964197052390058E-01
        96   2.5480943186639721E-01  -3.9795423022618362E-02   1.0343173177372942E+00   4.8189821041227932E-03   1.3291415825331332E-02   1.2444172453210478E-02   7.1202421144895278E-03   7.5115908650473906E-01   2.4343879330349402E-01   2.6946555851855163E-02   9.9970588576245112E-01
        97   2.5379462909547718E-01  -3.8614155370311175E-02   1.0301805288878179E+00   3.6905099065804303E-03   1.3139262413587538E-02   1.2194387162886827E-02   6.9780076616887676E-03   7.5080501105431952E-01   2.4387573472979990E-01   2.6147067829007602E-02   9.9976306546890215E-01
        98   2.5278681151869847E-01  -3.7433924421657279E-02   1.0260574879064304E+00   2.5779009130770247E-03   1.2986665183860380E-02   1.1945788756782044E-02   6.8375899222598013E-03   7.5045125002095836E-01   2.4430652252190233E-01   2.5349253475385809E-02   9.9981367912340102E-01
        99   2.5178539638093833E-01  -3.6255619460130020E-02   1.0219465102217107E+00   1.4806750044996653E-03   1.2833792589739934E-02   1.1698480831215908E-02   6.6990348120335441E-03   7.5009770415449761E-01   2.4473126617106597E-01   2.4553691242903283E-02   9.9985788769200168E-01
       100   2.5078985179279667E-01  -3.5080088899927107E-02   1.0178460659081106E+00   3.9838287377164106E-04   1.2680817688870638E-02   1.1452574207360738E-02   6.5623906935841636E-03   7.4974430989021978E-01   2.4515010059323733E-01   2.3760937330792389E-02   9.9989584412704668E-01
       101   2.4979969668880159E-01  -3.3908135872560211E-02   1.0137547817915151E+00  -6.6939409983671205E-04   1.2527916644687886E-02   1.1208185570235427E-02   6.4277074584713767E-03   7.4939103891020975E-01   2.4556318518790704E-01   2.2971522682286444E-02   9.9992769385920033E-01
