#     iter                       g1                       g2                       g3                   bare J                   deltaU                   full J                   deltaJ                       c1                       c2                       c3                 max_conc
        10   7.6717064254444889E-01  -1.7724139098392822E-02   2.5046132029167292E+00   1.0949977003527573E+00   1.5540993901922651E-02   1.2348666454700612E-01   5.9810110054041576E-02   8.8116691031480365E-01   1.0332655933325235E-01   3.6373803921268162E-02   6.4263700862087736E-01
        11   7.6341592166408567E-01  -1.7936089534543204E-02   2.4962700834359226E+00   1.0830813197760727E+00   1.5642191829426499E-02   1.2238610462409112E-01   5.9720976308952345E-02   8.8007667504031273E-01   1.0431968644879473E-01   3.6298794190607581E-02   6.4763785423410281E-01
        12   7.5965873495947422E-01  -1.8160413251323757E-02   2.4879009298657540E+00   1.0712133263990067E+00   1.5742347681447555E-02   1.2128944555320348E-01   5.9623587119833288E-02   8.7899381219649542E-01   1.0531099934434777E-01   3.6223790419580265E-02   6.5258908858545006E-01
        13   7.5590132609157501E-01  -1.8396483164119019E-02   2.4795104561303885E+00   1.0594023010923517E+00   1.5841024443272733E-02   1.2019715210818063E-01   5.9516593167463050E-02   8.7791880868694472E-01   1.0630013460534074E-01   3.6148797580613699E-02   6.5748885545014568E-01
        14   7.5214591273105491E-01  -1.8643654643036099E-02   2.4711033611866000E+00   1.0476564644891755E+00   1.5937813214075391E-02   1.1910967834158541E-01   5.9398808179630280E-02   8.7685213255220662E-01   1.0728673613524066E-01   3.6073817203210110E-02   6.6233541082188518E-01
        15   7.4839467735923493E-01  -1.8901267323148906E-02   2.4626843090584560E+00   1.0359836503966604E+00   1.6032334523887859E-02   1.1802746611116512E-01   5.9269207896325948E-02   8.7579423149452262E-01   1.0827045647383304E-01   3.5998848325425839E-02   6.6712712784107198E-01
        16   7.4464975898157915E-01  -1.9168647416838065E-02   2.4542579106465308E+00   1.0243912848076961E+00   1.6124239259667106E-02   1.1695094381447002E-01   5.9126927254392059E-02   8.7474553162245505E-01   1.0925095795500886E-01   3.5923888055820030E-02   6.7186250052605101E-01
        17   7.4091324559735727E-01  -1.9445110321613900E-02   2.4458287069557065E+00   1.0128863694462353E+00   1.6213209292857300E-02   1.1588052530819511E-01   5.8971256252173143E-02   8.7370643638058265E-01   1.1022791372603731E-01   3.5848931904307935E-02   6.7654014647932181E-01
        18   7.3718716734570977E-01  -1.9729963386474016E-02   2.4374011535625009E+00   1.0014754694168670E+00   1.6298957801311964E-02   1.1481660896286747E-01   5.8801634578942608E-02   8.7267732564578326E-01   1.1120100864249893E-01   3.5773973977269405E-02   6.8115880868038226E-01
        19   7.3347349029243059E-01  -2.0022508743069985E-02   2.4289796062475890E+00   9.9016470443484284E-01   1.6381229348531701E-02   1.1375957685716281E-01   5.8617645336887625E-02   8.7165855498064038E-01   1.1216994004784907E-01   3.5699007093980065E-02   6.8571735644183462E-01
        20   7.2977411084488253E-01  -2.0322046136711090E-02   2.4205683077757483E+00   9.7895974338156266E-01   1.6459799733668956E-02   1.1270979409845834E-01   5.8419007991502570E-02   8.7065045503872129E-01   1.1313441844335900E-01   3.5624022858579192E-02   6.9021478558724714E-01
        21   7.1187446355798856E-01  -1.9231669709646147E-02   2.3803885762275265E+00   9.1134306200326520E-01   2.1112203089391879E-02   1.1013528898077922E-01   7.1938572441021975E-02   8.6579618345724119E-01   1.1784745600876635E-01   3.4286317739193599E-02   7.1164884905833636E-01
        22   6.9822023448231962E-01  -1.9084228618684737E-02   2.3491800743013145E+00   8.6373716037960735E-01   2.3908480447647040E-02   1.0789134844084307E-01   7.8900246329363544E-02   8.6215466128032259E-01   1.2139051381056677E-01   3.3392304225194756E-02   7.2732317723399764E-01
        23   6.8650356182316385E-01  -1.9377990175017370E-02   2.3219655923991054E+00   8.2631046561486365E-01   2.5512571254107663E-02   1.0559236069018327E-01   8.1858534810146377E-02   8.5907283582469107E-01   1.2442637663418928E-01   3.2676242015621554E-02   7.4037814096855270E-01
        24   6.7559836750832247E-01  -1.9804601441966961E-02   2.2963070896106168E+00   7.9383509932050311E-01   2.6445945923103231E-02   1.0318486126284322E-01   8.2614277741560604E-02   8.5624500584441166E-01   1.2726789412240724E-01   3.1996334632755849E-02   7.5223231749324204E-01
        25   6.6502274944113082E-01  -2.0224944308955516E-02   2.2711548593940356E+00   7.6395958412250231E-01   2.6981048792359963E-02   1.0067890232537420E-01   8.2085635520427358E-02   8.5354187302790629E-01   1.3004643833444299E-01   3.1286210098881946E-02   7.6346722612101992E-01
        26   6.5461316698440908E-01  -2.0590430053651836E-02   2.2461544508136528E+00   7.3576724055515919E-01   2.7241965522666889E-02   9.8094493025916121E-02   8.0709061781091052E-02   8.5091900773240281E-01   1.3280636735616544E-01   3.0520459833317352E-02   7.7427916399408026E-01
        27   6.4435360941672593E-01  -2.0891567248879375E-02   2.2212816431626319E+00   7.0897167536820827E-01   2.7287235152581579E-02   9.5455679174144256E-02   7.8717662514504960E-02   8.4837084736619617E-01   1.3555236470857618E-01   2.9695751449323252E-02   7.8469710791973424E-01
        28   6.3428586300893586E-01  -2.1132394339660455E-02   2.1966469994721374E+00   6.8351525168104432E-01   2.7153636681171767E-02   9.2789798181159025E-02   7.6274099092065173E-02   8.4590708557653382E-01   1.3827369977284260E-01   2.8820402227646445E-02   7.9469005708498264E-01
        29   6.2446246126519644E-01  -2.1319131956296554E-02   2.1723898576707970E+00   6.5938607386460346E-01   2.6873827376750925E-02   9.0125052025536181E-02   7.3517722247564254E-02   8.4354017063424358E-01   1.4095644116651310E-01   2.7908161978972744E-02   8.0421932753367587E-01
        30   6.1492381873412283E-01  -2.1456111444696550E-02   2.1486239442774075E+00   6.3654783630351042E-01   2.6480347498874846E-02   8.7487096379338408E-02   7.0572428304972901E-02   8.4127902194816984E-01   1.4358912809567956E-01   2.6974140590103179E-02   8.1326145158321450E-01
        31   6.0569038472458692E-01  -2.1545048552017998E-02   2.1254165826289153E+00   6.1492584705375930E-01   2.6004197405241514E-02   8.4896362370093292E-02   6.7542336980652262E-02   8.3912668639813781E-01   1.4616459648653596E-01   2.6032145090318388E-02   8.2181427122713813E-01
        32   5.9676371865785616E-01  -2.1585640735111045E-02   2.1027890544529968E+00   5.9441733644892769E-01   2.5472462535335527E-02   8.2366949926694744E-02   6.4507797794160382E-02   8.3708056463570524E-01   1.4867979085195643E-01   2.5093193361699150E-02   8.2989409677452020E-01
        33   5.8813177271106687E-01  -2.1576505908071694E-02   2.0807277911102551E+00   5.7490826072071677E-01   2.4906842229925008E-02   7.9906984079004179E-02   6.1525331534592276E-02   8.3513395338985663E-01   1.5113470735494447E-01   2.4165014170055996E-02   8.3752933425740694E-01
        34   5.7977500913316660E-01  -2.1516031929205610E-02   2.0591984822510447E+00   5.5628772850675112E-01   2.4323419023547732E-02   7.7519849971868074E-02   5.8630914314986793E-02   8.3327791189450451E-01   1.5353117789204343E-01   2.3252266500393620E-02   8.4475399339268076E-01
        35   5.7167143890843442E-01  -2.1402996027392408E-02   2.0381582751340179E+00   5.3845694536552846E-01   2.3733325607065092E-02   7.5205687582911435E-02   5.5844805859237345E-02   8.3150281952879690E-01   1.5587183727160114E-01   2.2357167115127276E-02   8.5160274654648427E-01
        36   5.6379991968438792E-01  -2.1236936461452055E-02   2.0175641493480603E+00   5.2133287698504804E-01   2.3143823781134332E-02   7.2962729101525708E-02   5.3176390225028403E-02   8.2979938574652001E-01   1.5815938999523607E-01   2.1480249466599838E-02   8.5810793189745971E-01
        37   5.5614182477899687E-01  -2.1018319190920842E-02   1.9973774638220076E+00   5.0484814860463634E-01   2.2559425955855694E-02   7.0788298220733764E-02   5.0628196717975582E-02   8.2815914583970307E-01   1.6039617911484716E-01   2.0621066531423919E-02   8.6429820668462254E-01
        38   5.4868153828780386E-01  -2.0748551403488729E-02   1.9775656171719049E+00   4.8894889331813873E-01   2.1982854557678566E-02   6.8679458433724583E-02   4.8198847472106676E-02   8.2657459645361697E-01   1.6258399964408765E-01   1.9778742354109317E-02   8.7019830994532288E-01
        39   5.4140625709111379E-01  -2.0429896978694004E-02   1.9581019149433161E+00   4.7359184996964232E-01   2.1415771479538104E-02   6.6633379328548528E-02   4.5885022783967999E-02   8.2503913740183110E-01   1.6472408941500361E-01   1.8952350626866583E-02   8.7582943402752400E-01
        40   5.3430548028027469E-01  -2.0065336137832891E-02   1.9389645617027922E+00   4.5874152962293402E-01   2.0859284847808857E-02   6.4647509325321373E-02   4.3682662624160873E-02   8.2354694150291108E-01   1.6681722722462020E-01   1.8141138938629342E-02   8.8120983668896791E-01
        41   5.2737042816210367E-01  -1.9658401080408193E-02   1.9201353898280555E+00   4.4436784667233831E-01   2.0314273393233551E-02   6.2719630721144032E-02   4.1587633354180364E-02   8.2209282355071822E-01   1.6886388271739666E-01   1.7344634472424333E-02   8.8635547354037747E-01
        42   5.2059352239427048E-01  -1.9213006840395178E-02   1.9015986796477822E+00   4.3044434583654534E-01   1.9781573289277654E-02   6.0847850544004420E-02   3.9596044814158016E-02   8.2067213732348621E-01   1.7086437431501636E-01   1.6562667426576458E-02   8.9128054031042381E-01
        43   5.1396798169783131E-01  -1.8733287913542958E-02   1.8833402353420035E+00   4.1694700325258727E-01   1.9262066532204969E-02   5.9030560204243201E-02   3.7704351301155015E-02   8.1928070622578564E-01   1.7281900768744107E-01   1.5795342515853877E-02   8.9599788683534731E-01
        44   5.0748754258846684E-01  -1.8223446067420032E-02   1.8653467630301697E+00   4.0385350855732760E-01   1.8756702020082283E-02   5.7266382673806820E-02   3.5909327764985899E-02   8.1791478139063267E-01   1.7472817972264923E-01   1.5042981099122013E-02   9.0051930470692110E-01
        45   5.0114629129736277E-01  -1.7687612198398643E-02   1.8476055306721333E+00   3.9114291049793404E-01   1.8266473640837555E-02   5.5554117326547206E-02   3.4207982445904395E-02   8.1657101852494218E-01   1.7659244389278814E-01   1.4306049428898345E-02   9.0485570952597871E-01
        46   4.9493858199329743E-01  -1.7129725273480088E-02   1.8301042522397424E+00   3.7879550605102674E-01   1.7792374923323750E-02   5.3892688036094052E-02   3.2597447577215499E-02   8.1524646482022511E-01   1.7841254002070767E-01   1.3585083383551688E-02   9.0901724591128386E-01
        47   4.8885901391178216E-01  -1.6553431343371935E-02   1.8128311255759060E+00   3.6679286745476464E-01   1.7335345373248989E-02   5.2281097581400551E-02   3.1074875117578171E-02   8.1393854842658120E-01   1.8018939482920712E-01   1.2880616424896067E-02   9.1301334281587354E-01
        48   4.8290244158502699E-01  -1.5962005817238768E-02   1.7957749529257858E+00   3.5511792257316782E-01   1.6896219298551118E-02   5.0718389626012793E-02   2.9637352967121389E-02   8.1264506323370334E-01   1.8192409957443392E-01   1.2193115632380168E-02   9.1685274266376116E-01
        49   4.7706399765451130E-01  -1.5358301176491519E-02   1.7789252855422704E+00   3.4375503054672379E-01   1.6475683715698519E-02   4.9203618398801045E-02   2.8281848137145571E-02   8.1136414120895251E-01   1.8361786798888705E-01   1.1522929548738920E-02   9.2054352135678985E-01
        50   4.7133911425616254E-01  -1.4744721062670383E-02   1.7622725511786437E+00   3.3269001997337783E-01   1.6074248269617231E-02   4.7735825439993287E-02   2.7005176896409355E-02   8.1009420335842619E-01   1.8527197324201766E-01   1.0870250902598699E-02   9.2409310967865244E-01
        51   4.6572353557489327E-01  -1.4123220159404965E-02   1.7458081424152561E+00   3.2191017799495053E-01   1.5692227500688549E-02   4.6314022550114749E-02   2.5803998275184092E-02   8.0883387893389258E-01   1.8688765774327551E-01   1.0235096249172527E-02   9.2750832092147206E-01
        52   4.6021331939164500E-01  -1.3495327951227950E-02   1.7295244596976989E+00   3.1140419273402797E-01   1.5329734460763689E-02   4.4937180288090121E-02   2.4674826137613959E-02   8.0758188151170973E-01   1.8846600588315041E-01   9.6173029874029037E-03   9.3079538556946051E-01
        53   4.5480482867718264E-01  -1.2862193318226552E-02   1.7134149135495000E+00   3.0116205897037907E-01   1.4986684107524573E-02   4.3604221593810027E-02   2.3614055047178728E-02   8.0633683107130871E-01   1.9000776856824456E-01   9.0165421578706079E-03   9.3395999166883503E-01
        54   4.4949471586220313E-01  -1.2224645778916353E-02   1.6974738961256450E+00   2.9117495949408001E-01   1.4662804832159537E-02   4.2314020298351587E-02   2.2617995766048393E-02   8.0509701603541406E-01   1.9151313232078288E-01   8.4323433565459665E-03   9.3700732861208380E-01
        55   4.4427990267943712E-01  -1.1583268081664691E-02   1.6816967335753701E+00   2.8143513409938331E-01   1.4357656376823735E-02   4.1065404149079693E-02   2.1682916602677849E-02   8.0386010446409739E-01   1.9298144069588541E-01   7.8641266508043973E-03   9.3994213208128341E-01
        56   4.3915755830059250E-01  -1.0938473730780107E-02   1.6660796298545648E+00   2.7193574646666380E-01   1.4070652357667246E-02   3.9857161768566907E-02   2.0805087203338513E-02   8.0262285083987317E-01   1.9441091304349181E-01   7.3112359600321902E-03   9.4276872823695612E-01
        57   4.3412507802450395E-01  -1.0290582333107288E-02   1.6506196100670494E+00   2.6267075694123576E-01   1.3801085418659209E-02   3.8688052570916870E-02   1.9980821505994895E-02   8.0138091535179734E-01   1.9579847637550604E-01   6.7729691046444860E-03   9.4549107579664793E-01
        58   4.2918006418882421E-01  -9.6398856562231964E-03   1.6353144680691707E+00   2.5363480633708052E-01   1.3548153192309398E-02   3.7556818506786507E-02   1.9206517199308215E-02   8.0012899687627448E-01   1.9713991077536633E-01   6.2486013405618820E-03   9.4811280525672537E-01
        59   4.2432031012027582E-01  -8.9866983025134427E-03   1.6201627190339674E+00   2.4482311275676416E-01   1.3310983509791097E-02   3.6462196434488406E-02   1.8478689744153787E-02   7.9886147368887039E-01   1.9843050216249014E-01   5.7374011966487455E-03   9.5063725517420206E-01
        60   4.1954378680841470E-01  -8.3313889021701081E-03   1.6051635535194164E+00   2.3623138013153228E-01   1.3088657832059036E-02   3.5402930062006364E-02   1.7793999988831022E-02   7.9757349222322160E-01   1.9966614312326189E-01   5.2386392613531577E-03   9.5306750604276880E-01
        61   4.1484863080260931E-01  -7.6743904248300484E-03   1.5903167862242464E+00   2.2785571458483983E-01   1.2880232445828921E-02   3.4377780659730017E-02   1.7149275299732869E-02   7.9626202612353070E-01   2.0084440499480025E-01   4.7515918165476276E-03   9.5540641271581572E-01
        62   4.1023313090655528E-01  -7.0161911049574687E-03   1.5756227909073852E+00   2.1969254344069805E-01   1.2684757432731120E-02   3.3385536033527813E-02   1.6541524756185200E-02   7.9492632033469346E-01   2.0196499719552757E-01   4.2755417056178028E-03   9.5765663642788723E-01
        63   4.0569571101810947E-01  -6.3573100141777819E-03   1.5610824138178656E+00   2.1173853233959755E-01   1.2501293621704823E-02   3.2425017493494100E-02   1.5967949185208163E-02   7.9356757383127274E-01   2.0302946855276155E-01   3.8097786097884608E-03   9.5982067714837027E-01
        64   4.0123490703475334E-01  -5.6982630401182805E-03   1.5466968612387963E+00   2.0399049807347897E-01   1.2328927748483487E-02   3.1495084780983035E-02   1.5425946802554713E-02   7.9218821041807685E-01   2.0404050071092275E-01   3.3536002039938448E-03   9.6190090637625458E-01
        65   3.9684933711895382E-01  -5.0395257152734034E-03   1.5324675619708716E+00   1.9644531811110338E-01   1.2166785777491196E-02   3.0594639010852416E-02   1.4913114909801961E-02   7.9079116877105093E-01   2.0500122460398701E-01   2.9063147792857476E-03   9.6389959969037786E-01
        66   3.9253766638653964E-01  -4.3814989837187247E-03   1.5183960113381674E+00   1.8909984089922716E-01   1.2014044206984043E-02   2.9722623876208353E-02   1.4427248003573867E-02   7.8937942902254155E-01   2.0591477617449788E-01   2.4672451250391165E-03   9.6581896766795683E-01
        67   3.8829856884098984E-01  -3.7244828147121913E-03   1.5044836083915893E+00   1.8195080364749810E-01   1.1869938845163630E-02   2.8878025325397079E-02   1.3966332338977483E-02   7.8795578425596713E-01   2.0678409774857251E-01   2.0357329640512418E-03   9.6766118334878937E-01
        68   3.8413069065352423E-01  -3.0686608959561339E-03   1.4907315011851463E+00   1.7499476503234945E-01   1.1733770689291045E-02   2.8059870123596890E-02   1.3528537241771388E-02   7.8652277592228437E-01   2.0761190160316245E-01   1.6111431012493199E-03   9.6942840438163902E-01
        69   3.8003261943756511E-01  -2.4140978204761610E-03   1.4771404558271513E+00   1.6822805975738270E-01   1.1604908565162608E-02   2.7267223684384619E-02   1.3112203502717801E-02   7.8508271043498601E-01   2.0840071038328323E-01   1.1928666491956455E-03   9.7112278832812993E-01
        70   3.7600286385763398E-01  -1.7607485130000122E-03   1.4637107633152791E+00   1.6164677981014547E-01   1.1482788500442598E-02   2.6499187631412884E-02   1.2715829491061870E-02   7.8363770307923131E-01   2.0915291820645057E-01   7.8032310659325969E-04   9.7274650024560017E-01
        71   3.7203984683789515E-01  -1.1084783121857002E-03   1.4504421943636192E+00   1.5524678435462214E-01   1.1366910094793736E-02   2.5754897520776580E-02   1.2338055805078962E-02   7.8218972272278919E-01   2.0987084429686709E-01   3.7296152796971937E-04   9.7430171248308362E-01
        72   3.6814191401561552E-01  -4.5709121935060248E-04   1.4373340072233372E+00   1.4902373689775888E-01   1.1256830494865699E-02   2.5033521135155019E-02   1.1977649452053152E-02   2.1925937215448824E-01   2.1055676890521791E-01   2.9738609658071929E-05   9.7579059745164265E-01
        73   3.6430735717004126E-01   1.9363668286510397E-04   1.4243850075762936E+00   1.4297316541619731E-01   1.1152156680319769E-02   2.4334257553907526E-02   1.1633488416631588E-02   2.2070780737067097E-01   2.1121295049015354E-01   4.2826607351230308E-04   9.7721531485323454E-01
        74   3.6053445047405874E-01   8.4392180372471436E-04   1.4115936538264924E+00   1.3709053857124620E-01   1.1052536976239757E-02   2.3656337135740405E-02   1.1304547467174575E-02   2.2215387517317223E-01   2.1184162706816234E-01   8.2307537135118368E-04   9.7857799536326584E-01
        75   3.5682149582275824E-01   1.4939386820615949E-03   1.3989581961960627E+00   1.3137134968247982E-01   1.0957652617037628E-02   2.2999022323581850E-02   1.0989885748799888E-02   2.2359592242825360E-01   2.1244500588549226E-01   1.2145826473976594E-03   9.7988072301150908E-01
        76   3.5316687239449762E-01   2.1437894775334166E-03   1.3864768345123286E+00   1.2581119964755816E-01   1.0867210041688669E-02   2.2361609002275618E-02   1.0688636421437192E-02   2.2503234321636942E-01   2.1302524561199832E-01   1.6031599550505203E-03   9.8112551848013574E-01
        77   3.4956908514220114E-01   2.7934796601433907E-03   1.3741478778944078E+00   1.2040587044654233E-01   1.0780934510432827E-02   2.1743428104043776E-02   1.0399998436052382E-02   2.2646157486442781E-01   2.1358443481772615E-01   1.9891283256559178E-03   9.8231432525186202E-01
        78   3.4602680713283512E-01   3.4429016545363552E-03   1.3619698898817494E+00   1.1515138251809370E-01   1.0698565240718549E-02   2.1143846968456066E-02   1.0123230151370677E-02   2.2788209697106093E-01   2.1412456987757775E-01   2.3727504365318340E-03   9.8344900004785463E-01
        79   3.4253891148688637E-01   4.0918274809315699E-03   1.3499418047997074E+00   1.1004403125675072E-01   1.0619852255251860E-02   2.0562270155401748E-02   9.8576445515758393E-03   2.2929243325240301E-01   2.1464753477511961E-01   2.7542239319220960E-03   9.8453130837020530E-01
        80   3.3910449002036686E-01   4.7399106307637207E-03   1.3380630051232112E+00   1.0508040071623864E-01   1.0544554720122390E-02   1.9998139319734015E-02   9.6026055344433647E-03   2.3069115606198917E-01   2.1515508457517762E-01   3.1336765204223269E-03   9.8556292528398548E-01
        81   3.3572285733854074E-01   5.3866965835348965E-03   1.3263333546773248E+00   1.0025735516685291E-01   1.0472440532607985E-02   1.9450931996032480E-02   9.3575248653750553E-03   2.3207689329312692E-01   2.1564883363540324E-01   3.5111638487058472E-03   9.8654544093642504E-01
        82   3.3239354085540851E-01   6.0316406134189376E-03   1.3147531880347314E+00   9.5572011631347042E-02   1.0403286781846433E-02   1.8920159266796494E-02   9.1218594073643744E-03   2.3344833713957622E-01   2.1613024895664146E-01   3.8866708630231677E-03   9.8748036979384590E-01
        83   3.2911625876836870E-01   6.6741309383505304E-03   1.3033232616417021E+00   9.1021698416825003E-02   1.0336880632100587E-02   1.8405362410573028E-02   8.8951083015803567E-03   2.3480425395949175E-01   2.1660064847086397E-01   4.2601169615617803E-03   9.8836916224403504E-01
        84   3.2589088918797671E-01   7.3135149095876397E-03   1.2920446762617086E+00   8.6603905677279935E-02   1.0273020238365294E-02   1.7906108782256756E-02   8.6768099267051646E-03   2.3614349433083839E-01   2.1706120358298012E-01   4.6313647805070182E-03   9.8921321709756205E-01
        85   3.2271743424981247E-01   7.9491258755579434E-03   1.2809187826859865E+00   8.2316234181565362E-02   1.0211515374620617E-02   1.7421987255315092E-02   8.4665385816284910E-03   2.3746500235130613E-01   2.1751294496191034E-01   5.0002320238189775E-03   9.9001389362452674E-01
        86   3.1959598306992687E-01   8.5803085628466027E-03   1.2699470830632720E+00   7.8156347740594656E-02   1.0152187564190784E-02   1.6952603581831170E-02   8.2639009394441243E-03   2.3876782333584048E-01   2.1795677044017236E-01   5.3665054010606237E-03   9.9077252204428656E-01
        87   3.1652667689456598E-01   9.2064412507674668E-03   1.2591311387395516E+00   7.4121933343903879E-02   1.0094869650934646E-02   1.6497576020231570E-02   8.0685324141709369E-03   2.4005110928225898E-01   2.1839345392746673E-01   5.7299555297441358E-03   9.9149041177860497E-01
        88   3.1350967888308029E-01   9.8269535883671860E-03   1.2484724925962831E+00   7.0210671304336836E-02   1.0039404871360014E-02   1.6056531514657697E-02   7.8800936186517179E-03   2.4131412176693234E-01   2.1882365444249977E-01   6.0903516107436457E-03   9.9216885720426440E-01
        89   3.1054514985561976E-01   1.0441339517496836E-02   1.2379726102002204E+00   6.6420215927878501E-02   9.9856455820714896E-03   1.5629102616652190E-02   7.6982670910801243E-03   2.4255623224147127E-01   2.1924792466420129E-01   6.4474747915663627E-03   9.9280914102302220E-01
        90   3.0763323024934830E-01   1.1049165333389602E-02   1.2276328403637506E+00   6.2748185700194303E-02   9.9334518645584069E-03   1.5214925248121998E-02   7.5227544447797889E-03   2.4377691997322612E-01   2.1966671873345203E-01   6.8011293636800491E-03   9.9341253564820997E-01
        91   3.0477402764443606E-01   1.1650073365320326E-02   1.2174543926272552E+00   5.9192160953930983E-02   9.8826902265647387E-03   1.4813637299301362E-02   7.3532740315264133E-03   2.4497576806516475E-01   2.2008039933474816E-01   7.1511512481086479E-03   9.9398030315873931E-01
        92   3.0196760865198757E-01   1.2243782058678213E-02   1.2074383271312532E+00   5.5749686507497509E-02   9.8332325730727810E-03   1.4424877966515256E-02   7.1895591351798238E-03   2.4615245808588024E-01   2.2048924430727862E-01   7.4974135578681732E-03   9.9451369439545401E-01
        93   2.9921399373496710E-01   1.2830083376022263E-02   1.1975855515248126E+00   5.2418276788586571E-02   9.7849555806563959E-03   1.4048287701449414E-02   7.0313566698692598E-03   2.4730676384049510E-01   2.2089345314859671E-01   7.8398293348356310E-03   9.9501394769622453E-01
        94   2.9651315362578762E-01   1.3408838422192395E-02   1.1878968198854394E+00   4.9195421427750130E-02   9.7377404966636494E-03   1.3683508589772297E-02   6.8784262839802213E-03   2.4843854473778637E-01   2.2129315377693118E-01   8.1783518020533772E-03   9.9548228762360913E-01
        95   2.9386500630816781E-01   1.3979972078315077E-02   1.1783727297728772E+00   4.6078589950892868E-02   9.6914733375249584E-03   1.3330184998861749E-02   6.7305397641264642E-03   2.4954773909064901E-01   2.2168840983367105E-01   8.5129726325297375E-03   9.9591992387724004E-01
        96   2.9126941395052264E-01   1.4543467238488152E-02   1.1690137151833362E+00   4.3065234941099650E-02   9.6460453865658824E-03   1.2987964342019261E-02   6.5874806154548882E-03   2.5063435755591085E-01   2.2207922866013341E-01   8.8437188007988807E-03   9.9632805043513306E-01
        97   2.8872617959677144E-01   1.5099359031146191E-02   1.1598200348698933E+00   4.0152793661307307E-02   9.6013538791014374E-03   1.2656497857322025E-02   6.4490437213246543E-03   2.5169847680364366E-01   2.2246556991624891E-01   9.1706485688179996E-03   9.9670784486073061E-01
        98   2.8623504376107645E-01   1.5647729215119369E-02   1.1507917569441046E+00   3.7338688609333370E-02   9.5573027203676997E-03   1.2335441309264266E-02   6.3150349863265176E-03   2.5274023342221691E-01   2.2284735465579492E-01   9.4938470828626158E-03   9.9706046765480172E-01
        99   2.8379568129223076E-01   1.6188700789816067E-02   1.1419287416744790E+00   3.4620327690426722E-02   9.5138031394207401E-03   1.2024455594521338E-02   6.1852709267467554E-03   2.5375981801967007E-01   2.2322447455834640E-01   9.8134219458519620E-03   9.9738706152089396E-01
       100   2.8140769895550238E-01   1.6722432770128054E-02   1.1332306248459521E+00   3.1995104766682880E-02   9.4707741533528456E-03   1.1723207214685848E-02   6.0595781636440527E-03   2.5475746947164035E-01   2.2359680096027618E-01   1.0129499008479452E-02   9.9768875043992422E-01
       101   2.7907063413810629E-01   1.7249115047072817E-02   1.1246968039640006E+00   2.9460401169646711E-02   9.4281428176360427E-03   1.1431368652837110E-02   5.9377928414374725E-03   2.5573346928312440E-01   2.2396419332866579E-01   1.0442218512608891E-02   9.9796663849860545E-01
